start_index,direction,t,ratio
1,5,5.5,2.8850325221112265
1,5,5.6,2.8887521056288445
1,5,5.7,2.891321977496107
1,5,5.8,2.8927611442002714
1,5,5.9,2.893088557933389
1,5,6.0,2.89232310960673
1,5,6.1,2.8904836221988432
1,5,6.2,2.887588844415816
1,5,6.3,2.8836574446351553
1,5,6.4,2.8787080051167515
1,5,6.5,2.872759016460845
1,5,6.6,2.8658288723007166
1,5,6.7,2.8579358642183377
1,5,6.8,2.8490981768817085
1,5,6.9,2.8393338833881776
1,5,7.0,2.828660940826038
1,5,7.1,2.8170971860472567
1,5,7.2,2.8046603316671583
1,5,7.3,2.791367962289786
1,5,7.4,2.777237530982128
1,5,7.5,2.7622863560091737
1,5,7.6,2.746531617855909
1,5,7.7,2.729990356558969
1,5,7.8,2.712679469387775
1,5,7.9,2.694615708904415
1,5,8.0,2.675815681454693
1,5,8.1,2.6562958461390185
1,5,8.2,2.6360725143253285
1,5,8.3,2.6151618497738465
1,5,8.4,2.593579869455133
1,5,8.5,2.5713424451523568
1,5,8.6,2.548465305956483
1,5,8.7,2.5249640417762236
1,5,8.8,2.500854108000335
1,5,8.9,2.476150831473542
1,5,9.0,2.4508694179741677
1,5,9.1,2.4250249613941732
1,5,9.2,2.3986324548714277
1,5,9.3,2.37170680414326
1,5,9.4,2.344262843445572
1,5,9.5,2.3163153543116604
1,5,9.6,2.287879087697168
1,5,9.7,2.2589687899039683
1,5,9.8,2.229599232857306
1,5,9.9,2.1997852493756915
1,5,10.0,2.169541774158388
1,6,0.0,0.0
1,6,0.1,0.22576476553397906
1,6,0.2,0.3974434048459345
1,6,0.3,0.526187644634264
1,6,0.4,0.6214472201823524
1,6,0.5,0.6909386089060268
1,6,0.6,0.7408047177358384
1,6,0.7,0.7758508417213758
1,6,0.8,0.7997921251034794
1,6,0.9,0.8154804597876828
1,6,1.0,0.8250981369430004
1,6,1.1,0.8303160187972132
1,6,1.2,0.8324190036808532
1,6,1.3,0.8324034899702815
1,6,1.4,0.8310518768916514
1,6,1.5,0.8289887274124087
1,6,1.6,0.8267225278797091
1,6,1.7,0.8246762492805986
1,6,1.8,0.8232092563523863
1,6,1.9,0.8226325648136493
1,6,2.0,0.8232190197760785
1,6,2.1,0.8252096484258653
1,6,2.2,0.8288172072772502
1,6,2.3,0.8342277750870383
1,6,2.4,0.8416011128420345
1,6,2.5,0.8510704004090118
1,6,2.6,0.8627418491340719
1,6,2.7,0.876694571999779
1,6,2.8,0.8929809674416721
1,6,2.9,0.9116277465425715
1,6,3.0,0.9326376172228257
1,6,3.1,0.9559915447917342
1,6,3.2,0.9816514439330041
1,6,3.3,1.0095631255861712
1,6,3.4,1.039659320216279
1,6,3.5,1.071862619635896
1,6,3.6,1.106088213918877
1,6,3.7,1.1422463394884446
1,6,3.8,1.1802443924764467
1,6,3.9,1.2199886936593296
1,6,4.0,1.2613859156808558
1,6,4.1,1.3043441997297147
1,6,4.2,1.348773998247543
1,6,4.3,1.3945886840981236
1,6,4.4,1.441704966491352
1,6,4.5,1.4900431512408108
1,6,4.6,1.5395272787930694
1,6,4.7,1.5900851687311115
1,6,4.8,1.6416483946681852
1,6,4.9,1.6941522090067533
1,6,5.0,1.7475354330538277
1,6,5.1,1.8017403246040629
1,6,5.2,1.856712432251246
1,6,5.3,1.9124004433923518
1,6,5.4,1.9687560310359424
1,6,5.5,2.0257337030743936
1,6,5.6,2.0832906565545164
1,6,5.7,2.1413866386237554
1,6,5.8,2.199983815182544
1,6,5.9,2.259046647793387
1,6,6.0,2.318541779054902
1,6,6.1,2.37843792639853
1,6,6.2,2.4387057841009576
1,6,6.3,2.4993179331824824
1,6,6.4,2.5602487588160883
1,6,6.5,2.6214743748013065
1,6,6.6,2.6829725546728973
1,6,6.7,2.7447226689970208
1,6,6.8,2.806705628431548
1,6,6.9,2.868903832130046
1,6,7.0,2.931301121116916
1,6,7.1,2.99388273626632
1,6,7.2,3.0566352805596573
1,6,7.3,3.119546685314766
1,6,7.4,3.1826061801160157
1,6,7.5,3.2458042661922324
1,6,7.6,3.3091326930215783
1,6,7.7,3.372584437964154
1,6,7.8,3.4361536887419697
1,6,7.9,3.499835828610467
1,6,8.0,3.5636274240835473
1,6,8.1,3.627526215092379
1,6,8.2,3.6915311074713926
1,6,8.3,3.7556421676867355
1,6,8.4,3.8198606197317417
1,6,8.5,3.8841888441230026
1,6,8.6,3.9486303789588457
1,6,8.7,4.013189922991131
1,6,8.8,4.07787334069389
1,6,8.9,4.142687669304118
1,6,9.0,4.207641127837044
1,6,9.1,4.272743128071124
1,6,9.2,4.338004287522482
1,6,9.3,4.403436444424815
1,6,9.4,4.469052674750024
1,6,9.5,4.5348673113025075
1,6,9.6,4.600895964943272
1,6,9.7,4.667155547994864
1,6,9.8,4.733664299894139
1,6,9.9,4.8004418151718165
1,6,10.0,4.867509073840628
21,1,0.0,0.0
21,1,0.1,0.07788490535516707
21,1,0.2,0.16205716438598597
21,1,0.3,0.2535171588798925
21,1,0.4,0.3533813413192411
21,1,0.5,0.4629016361078711
21,1,0.6,0.5834869122983588
21,1,0.7,0.7167261032377773
21,1,0.8,0.8644120476903173
21,1,0.9,1.0285643124862311
21,1,1.0,1.2114479644437288
21,1,1.1,1.4155832540961693
21,1,1.2,1.643738132017505
21,1,1.3,1.8988910224816784
21,1,1.4,2.184144849020145
21,1,1.5,2.5025645249632715
21,1,1.6,2.856898955929813
21,1,1.7,3.24913609578393
21,1,1.8,3.679829195378513
21,1,1.9,4.147132092158624
21,1,2.0,4.64550662714149
21,1,2.1,5.164140896933654
21,1,2.2,5.685274044288448
21,1,2.3,6.182881201952247
21,1,2.4,6.622496612009244
21,1,2.5,6.963191679137721
21,1,2.6,7.162574453718883
21,1,2.7,7.184800109041151
21,1,2.8,7.00996994408829
