window_size,J_true,J_random_min,J_random_max,n_random_draws
1,0.005028827908568061,0.0721280869408131,1000.0,8
5,0.006610994130434052,0.49070718895818016,1000.0,8
25,0.006513373117588742,1.1614289604540626,1000.0,8
100,0.004951379501155901,1.6239515601561678,1000.0,8
