param,window_size,window,t,v,w,is_node
true,10,3,22.8,1.1975211926181542,-0.07660541606121685,false
true,10,3,22.9,1.313776502370447,-0.060515439927726886,false
true,10,3,23.0,1.4203269167906634,-0.043638024278221874,false
true,10,3,23.1,1.514973306515091,-0.026064960631212133,false
true,10,3,23.2,1.5964925581666014,-0.007901176340099715,false
true,10,3,23.3,1.664655001435453,0.010743336637726614,false
true,10,3,23.4,1.720066120314259,0.029760938643276127,false
true,10,3,23.5,1.7639106524657646,0.04905200090312414,false
true,10,3,23.6,1.7976832370667983,0.0685283838684492,false
true,10,3,23.7,1.8229639119552281,0.08811489740285824,false
true,10,3,23.8,1.8412624475287445,0.10774923041447826,false
true,10,3,23.9,1.8539294667956931,0.12738091335820861,false
true,10,3,24.0,1.8621193554204245,0.1469697971144719,false
true,10,3,24.1,1.8667872739559992,0.16648439315403563,false
true,10,3,24.2,1.8687053009798282,0.18590028536120934,false
true,10,3,24.3,1.86848711024037,0.2051987203777442,false
true,10,3,24.4,1.8666146220871376,0.22436541483043299,false
true,10,3,24.5,1.8634630747333423,0.24338957798689434,false
true,10,3,24.6,1.8593229200970163,0.2622631284981733,false
true,10,3,24.7,1.8544180968695558,0.28098007633094163,false
true,10,3,24.8,1.8489208345680932,0.29953604029288483,false
true,10,3,24.9,1.8429634092692746,0.3179278742009569,false
true,10,3,25.0,1.8366473512645747,0.33615337867472006,false
true,10,3,25.1,1.8300505891001164,0.3542110796517793,false
true,10,3,25.2,1.8232329570043897,0.3721000584926429,false
true,10,3,25.3,1.8162404226545141,0.3898198217666327,false
true,10,3,25.4,1.809108324033715,0.4073702014567043,false
true,10,3,25.5,1.8018638440020758,0.424751278436418,false
true,10,3,25.6,1.7945279009977366,0.441963323733967,false
true,10,3,25.7,1.7871165937442526,0.4590067533880223,false
true,10,3,25.8,1.7796423058034943,0.47588209369334383,false
true,10,3,25.9,1.772114550862715,0.49258995439471887,false
true,10,3,26.0,1.7645406204026923,0.509131007968236,false
true,10,3,26.1,1.7569260806536793,0.5255059735709071,false
true,10,3,26.2,1.7492751545043188,0.5417156045758543,false
true,10,3,26.3,1.7415910154795697,0.5577606788659117,false
true,10,3,26.4,1.7338760144129859,0.5736419912529098,false
true,10,3,26.5,1.7261318545145816,0.5893603475378633,false
true,10,3,26.6,1.7183597268003195,0.6049165598399922,false
true,10,3,26.7,1.7105604150148035,0.6203114429084702,false
true,10,3,26.8,1.7027343770261674,0.6355458111964526,false
true,10,3,26.9,1.694881808035607,0.650620476527169,false
true,10,3,27.0,1.687002689698202,0.6655362462203568,false
true,10,3,27.1,1.6790968283018568,0.6802939215768578,false
true,10,3,27.2,1.6711638844259036,0.6948942966419235,false
true,10,3,27.3,1.6632033959460537,0.7093381571852775,false
true,10,3,27.4,1.6552147958271581,0.723626279849493,false
true,10,3,27.5,1.6471974258186903,0.7377594314286878,false
true,10,3,27.6,1.6391505469166212,0.7517383682476242,false
true,10,3,27.7,1.6310733472615961,0.7655638356175736,false
true,10,3,27.8,1.6229649479936004,0.779236567350177,false
true,10,3,27.9,1.6148244074673046,0.7927572853143144,false
true,10,3,28.0,1.6066507241421992,0.806126699023944,false
true,10,3,28.1,1.5984428383914697,0.8193455052471591,false
true,10,3,28.2,1.590199633418759,0.8324143876284943,false
true,10,3,28.3,1.5819199354290037,0.8453340163178881,false
true,10,3,28.4,1.5736025131657019,0.8581050476007819,false
true,10,3,28.5,1.5652460769002337,0.8707281235246522,false
true,10,3,28.6,1.556849276937554,0.8832038715178988,false
true,10,3,28.7,1.5484107016855295,0.8955329039974792,false
true,10,3,28.8,1.5399288753213818,0.9077158179620248,false
true,10,3,28.9,1.5314022550774116,0.9197531945674126,false
true,10,3,29.0,1.5228292281588096,0.9316455986819245,false
true,10,3,29.1,1.5142081082984444,0.9433935784182177,false
true,10,3,29.2,1.5055371319467064,0.9549976646393521,false
true,10,3,29.3,1.49681445408846,0.966458370436105,false
true,10,3,29.4,1.488038143673704,0.9777761905727314,false
true,10,3,29.5,1.4792061786434427,0.9889516008982194,false
true,10,3,29.6,1.4703164405273943,0.9999850577199453,false
true,10,3,29.7,1.461366708585331,1.0108769971364415,false
true,10,3,29.8,1.4523546534589693,1.021627834325772,false
true,10,3,29.9,1.4432778302962825,1.0322379627857472,false
true,10,3,30.0,1.4341336713047785,1.0427077535219051,false
true,10,4,30.0,1.3893349327888949,1.0892822957322503,true
true,10,4,30.1,1.37989720301335,1.0989568536063923,false
true,10,4,30.2,1.3703567450708356,1.1084940224505284,false
true,10,4,30.3,1.360711501561573,1.1178938516422543,false
true,10,4,30.4,1.3509589611324848,1.1271563720121454,false
true,10,4,30.5,1.3410961751783133,1.1362815924132967,false
true,10,4,30.6,1.3311197680057276,1.1452694964193697,false
true,10,4,30.7,1.3210259410835465,1.1541200391007898,false
true,10,4,30.8,1.3108104718524831,1.1628331438334185,false
true,10,4,30.9,1.3004687074368917,1.1714086990975587,false
true,10,4,31.0,1.2899955534847107,1.1798465552276747,false
true,10,4,31.1,1.2793854582565216,1.1881465210748414,false
true,10,4,31.2,1.2686323919872378,1.196308360544752,false
true,10,4,31.3,1.2577298214515544,1.2043317889741634,false
true,10,4,31.4,1.2466706795743314,1.212216469307989,false
true,10,4,31.5,1.235447329837097,1.2199620080378648,false
true,10,4,31.6,1.2240515251394637,1.22756795086091,false
true,10,4,31.7,1.2124743606770398,1.235033778014569,false
true,10,4,31.8,1.2007062202929,1.242358899239789,false
true,10,4,31.9,1.1887367156451882,1.2495426483203143,false
true,10,4,32.0,1.1765546174060273,1.2565842771404752,false
true,10,4,32.1,1.164147777563318,1.2634829491973882,false
true,10,4,32.2,1.1515030417334626,1.2702377324958596,false
true,10,4,32.3,1.1386061502052025,1.2768475917452962,false
true,10,4,32.4,1.1254416262175229,1.2833113797673958,false
true,10,4,32.5,1.1119926497219406,1.2896278280110456,false
true,10,4,32.6,1.0982409145843464,1.2957955360564204,false
true,10,4,32.7,1.0841664668354254,1.3018129599733754,false
true,10,4,32.8,1.0697475211713896,1.3076783993794383,false
true,10,4,32.9,1.0549602524262032,1.3133899830195148,false
true,10,4,33.0,1.0397785581680923,1.3189456526622036,false
true,10,4,33.1,1.024173787899507,1.3243431450756342,false
true,10,4,33.2,1.0081144335399623,1.3295799718081005,false
true,10,4,33.3,0.9915657749204236,1.3346533964544054,false
true,10,4,33.4,0.9744894728864891,1.3395604090364657,false
true,10,4,33.5,0.9568431012605126,1.3442976970648488,false
true,10,4,33.6,0.9385796073089171,1.3488616127746806,false
true,10,4,33.7,0.9196466884527265,1.3532481359426378,false
true,10,4,33.8,0.8999860706927499,1.357452831588944,false
true,10,4,33.9,0.8795326715362336,1.3614708017464638,false
true,10,4,34.0,0.8582136270462715,1.3652966303346374,false
true,10,4,34.1,0.8359471589277362,1.3689243200052161,false
true,10,4,34.2,0.8126412532642815,1.3723472196251523,false
true,10,4,34.3,0.7881921176088448,1.3755579408249539,false
true,10,4,34.4,0.7624823776417406,1.3785482617637559,false
true,10,4,34.5,0.7353789686899914,1.3813090159414323,false
true,10,4,34.6,0.7067306713824006,1.3838299635212774,false
true,10,4,34.7,0.6763652352534759,1.3860996422159744,false
true,10,4,34.8,0.6440860304010567,1.3881051943437903,false
true,10,4,34.9,0.6096681674271066,1.3898321662029502,false
true,10,4,35.0,0.572854033358556,1.391264275483426,false
true,10,4,35.1,0.5333482118474434,1.3923831421165231,false
true,10,4,35.2,0.4908117990666369,1.3931679778921977,false
true,10,4,35.3,0.4448562072664337,1.3935952305849912,false
true,10,4,35.4,0.39503668919317175,1.3936381796034212,false
true,10,4,35.5,0.34084605385053884,1.3932664829246657,false
true,10,4,35.6,0.2817094293315908,1.3924456802477072,false
true,10,4,35.7,0.21698153399760645,1.3911366663326659,false
true,10,4,35.8,0.1459488352520379,1.3892951634807882,false
true,10,4,35.9,0.06784030325736903,1.3868712458981078,false
true,10,4,36.0,-0.018147738320573564,1.3838090047703506,false
true,10,4,36.1,-0.11280499922887337,1.3800464946698006,false
true,10,4,36.2,-0.21682913211796295,1.3755161706942534,false
true,10,4,36.3,-0.3307057614259889,1.3701461061745759,false
true,10,4,36.4,-0.4545393817436252,1.3638623529995142,false
true,10,4,36.5,-0.5878387256391144,1.3565928253922068,false
true,10,4,36.6,-0.7292827624532908,1.348272975449863,false
true,10,4,36.7,-0.8765278057792687,1.33885318739845,false
true,10,4,36.8,-1.0261510365520619,1.3283071897945296,false
true,10,4,36.9,-1.173833411265476,1.3166399686853631,false
true,10,4,37.0,-1.3148315637726895,1.3038930176750085,false
true,10,4,37.1,-1.444668276582903,1.2901448243515423,false
true,10,4,37.2,-1.5598411848130225,1.275505611297073,false
true,10,4,37.3,-1.658306941258989,1.2601072096559554,false
true,10,4,37.4,-1.7395924789009924,1.244090580807147,false
true,10,4,37.5,-1.804555637817176,1.2275939991813651,false
true,10,4,37.6,-1.8549469837556072,1.2107441348995167,false
true,10,4,37.7,-1.8929481006555888,1.1936508847514518,false
true,10,4,37.8,-1.920803416861844,1.1764055955736075,false
true,10,4,37.9,-1.940585371248991,1.1590817072341466,false
true,10,4,38.0,-1.9540791255395409,1.1417367672114773,false
true,10,4,38.1,-1.9627514786114189,1.124414990343988,false
true,10,4,38.2,-1.9677686971100397,1.1071498339710275,false
true,10,4,38.3,-1.9700369667228912,1.089966310172403,false
true,10,4,38.4,-1.9702491150974304,1.072882927683818,false
true,10,4,38.5,-1.9689289433939055,1.055913254575711,false
true,10,4,38.6,-1.966469449733437,1.0390671404938947,false
true,10,4,38.7,-1.9631640092467584,1.0223516543677305,false
true,10,4,38.8,-1.95923093818615,1.0057717944345657,false
true,10,4,38.9,-1.95483240963487,0.989331021109282,false
true,10,4,39.0,-1.9500887996273024,0.97303165455416,false
true,10,4,39.1,-1.945089457237772,0.9568751701956034,false
true,10,4,39.2,-1.9399007356273361,0.940862417902749,false
true,10,4,39.3,-1.9345719547099418,0.9249937843736188,false
true,10,4,39.4,-1.9291398165511713,0.9092693134140111,false
true,10,4,39.5,-1.9236316704754786,0.8936887950581408,false
true,10,4,39.6,-1.9180679263760114,0.8782518316538319,false
true,10,4,39.7,-1.9124638387435229,0.8629578869198008,false
true,10,4,39.8,-1.906830826360103,0.847806322410453,false
true,10,4,39.9,-1.9011774494935898,0.832796424660446,false
true,10,4,40.0,-1.8955101343985643,0.8179274254230502,false
true,10,5,40.0,-1.9877320457334957,0.8430275535219565,true
true,10,5,40.1,-1.9621168701591236,0.8274865836367132,false
true,10,5,40.2,-1.9415202789984896,0.8122279239644573,false
true,10,5,40.3,-1.9245879676004514,0.7972154804690098,false
true,10,5,40.4,-1.9103639763435938,0.7824224919832508,false
true,10,5,40.5,-1.8981613818392264,0.7678288499676705,false
true,10,5,40.6,-1.8874795745515227,0.7534192643252005,false
true,10,5,40.7,-1.8779495863592817,0.7391819796016125,false
true,10,5,40.8,-1.869296975428032,0.7251078600424582,false
true,10,5,40.9,-1.8613160686259027,0.7111897279641978,false
true,10,5,41.0,-1.8538517589949988,0.6974218796166805,false
true,10,5,41.1,-1.846786448917733,0.6837997274775729,false
true,10,5,41.2,-1.8400305683671885,0.670319533838414,false
true,10,5,41.3,-1.8335156188281347,0.6569782110516559,false
true,10,5,41.4,-1.827189026627038,0.6437731709081567,false
true,10,5,41.5,-1.8210103077867499,0.6307022105072037,false
true,10,5,41.6,-1.8149481928867837,0.6177634254101199,false
true,10,5,41.7,-1.8089784604445083,0.6049551433065156,false
true,10,5,41.8,-1.8030822968735571,0.5922758731769266,false
true,10,5,41.9,-1.7972450501333908,0.5797242662115399,false
true,10,5,42.0,-1.7914552792304559,0.5672990856806943,false
true,10,5,42.1,-1.7857040270397115,0.5549991836445531,false
true,10,5,42.2,-1.7799842623602664,0.5428234829037764,false
true,10,5,42.3,-1.7742904506678652,0.5307709629777047,false
true,10,5,42.4,-1.7686182230468595,0.5188406491855917,false
true,10,5,42.5,-1.7629641202374484,0.5070316041244789,false
true,10,5,42.6,-1.7573253943059044,0.49534292100243055,false
true,10,5,42.7,-1.7516998546294387,0.48377371841130234,false
true,10,5,42.8,-1.7460857480413388,0.4723231362188195,false
true,10,5,42.9,-1.7404816653678705,0.4609903323327958,false
true,10,5,43.0,-1.7348864683989276,0.4497744801462958,false
true,10,5,43.1,-1.7292992327122414,0.43867476651552606,false
true,10,5,43.2,-1.723719202822329,0.42769039015532645,false
true,10,5,43.3,-1.7181457569295673,0.4168205603626556,false
true,10,5,43.4,-1.7125783791614055,0.4060644959981937,false
true,10,5,43.5,-1.707016637671545,0.39542142467146885,false
true,10,5,43.6,-1.7014601673277778,0.38489058208677146,false
true,10,5,43.7,-1.6959086560007035,0.3744712115163472,false
true,10,5,43.8,-1.690361833683208,0.3641625633745408,false
true,10,5,43.9,-1.6848194638391893,0.35396389487217267,false
true,10,5,44.0,-1.679281336510856,0.3438744697348146,false
true,10,5,44.1,-1.6737472628156553,0.33389355797206516,false
true,10,5,44.2,-1.6682170705431196,0.32402043568762035,false
true,10,5,44.3,-1.6626906006237385,0.31425438492205415,false
true,10,5,44.4,-1.6571677042902868,0.30459469352189167,false
true,10,5,44.5,-1.6516482407898658,0.29504065502987215,false
true,10,5,44.6,-1.6461320755345832,0.2855915685923409,false
true,10,5,44.7,-1.6406190786021106,0.2762467388805303,false
true,10,5,44.8,-1.635109123515693,0.26700547602314323,false
true,10,5,44.9,-1.62960208624764,0.2578670955481701,false
true,10,5,45.0,-1.6240978444017409,0.24883091833228355,false
true,10,5,45.1,-1.618596276539074,0.23989627055648186,false
true,10,5,45.2,-1.6130972616188155,0.23106248366691623,false
true,10,5,45.3,-1.607600678531333,0.22232889434004524,false
true,10,5,45.4,-1.6021064057053456,0.21369484445142836,false
true,10,5,45.5,-1.5966143207745151,0.20515968104760546,false
true,10,5,45.6,-1.591124300291693,0.1967227563206172,false
true,10,5,45.7,-1.5856362194813165,0.1883834275848088,false
true,10,5,45.8,-1.5801499520222766,0.18014105725563,false
true,10,5,45.9,-1.574665369855032,0.17199501283020138,false
true,10,5,46.0,-1.5691823430079086,0.1639446668694631,false
true,10,5,46.1,-1.5637007394384672,0.1559893969817602,false
true,10,5,46.2,-1.5582204248865619,0.14812858580774887,false
true,10,5,46.3,-1.552741262736327,0.1403616210065335,false
true,10,5,46.4,-1.54726311388481,0.13268789524296482,false
true,10,5,46.5,-1.541785836615357,0.12510680617604658,false
true,10,5,46.6,-1.5363092864741783,0.11761775644841226,false
true,10,5,46.7,-1.5308333161487684,0.11022015367684487,false
true,10,5,46.8,-1.5253577753470589,0.10291341044382338,false
true,10,5,46.9,-1.519882510676351,0.09569694429008678,false
true,10,5,47.0,-1.514407365521198,0.08857017770821503,false
true,10,5,47.1,-1.508932179919518,0.08153253813723112,false
true,10,5,47.2,-1.5034567904362919,0.07458345795823484,false
true,10,5,47.3,-1.4979810300342815,0.06772237449108323,false
true,10,5,47.4,-1.4925047279412316,0.06094872999213665,false
true,10,5,47.5,-1.487027709513076,0.05426197165309398,false
true,10,5,47.6,-1.481549796092691,0.047661551600943666,false
true,10,5,47.7,-1.4760708048637519,0.041146926899060465,false
true,10,5,47.8,-1.4705905486992712,0.0347175595494818,false
true,10,5,47.9,-1.4651088360044016,0.028372916496399885,false
true,10,5,48.0,-1.4596254705530831,0.022112469630909463,false
true,10,5,48.1,-1.4541402513181183,0.015935695797053912,false
true,10,5,48.2,-1.448652972294247,0.009842076799215387,false
true,10,5,48.3,-1.4431634223137875,0.0038310994108981707,false
true,10,5,48.4,-1.4376713848543912,-0.00209774461504271,false
true,10,5,48.5,-1.432176637838446,-0.007944958534672072,false
true,10,5,48.6,-1.4266789534236417,-0.013711040599685375,false
true,10,5,48.7,-1.4211780977841904,-0.019396484042497216,false
true,10,5,48.8,-1.4156738308821655,-0.025001777059641243,false
true,10,5,48.9,-1.4101659062284033,-0.030527402793411183,false
true,10,5,49.0,-1.4046540706323685,-0.0359738393116688,false
true,10,5,49.1,-1.3991380639403643,-0.04134155958573976,false
true,10,5,49.2,-1.3936176187614222,-0.04663103146631419,false
true,10,5,49.3,-1.3880924601801707,-0.05184271765726367,false
true,10,5,49.4,-1.3825623054559395,-0.056977075687281005,false
true,10,5,49.5,-1.377026863707307,-0.06203455787924397,false
true,10,5,49.6,-1.3714858355812551,-0.06701561131719806,false
true,10,5,49.7,-1.3659389129060315,-0.0719206778108471,false
true,10,5,49.8,-1.360385778326773,-0.07675019385743408,false
true,10,5,49.9,-1.354826104922873,-0.08150459060088719,false
true,10,5,50.0,-1.3492595558060114,-0.08618429378809886,false
true,10,6,50.0,-1.3869063110229458,-0.06364603188435047,true
true,10,6,50.1,-1.3803563162347994,-0.068691494218767,false
true,10,6,50.2,-1.373894960792824,-0.07365289738176,false
true,10,6,50.3,-1.3675116221012775,-0.07853144120025385,false
true,10,6,50.4,-1.3611969162294144,-0.08332823820159799,false
true,10,6,50.5,-1.3549425307965612,-0.0880443233634726,false
true,10,6,50.6,-1.3487410822373258,-0.09268066256911761,false
true,10,6,50.7,-1.34258599353421,-0.09723815995443799,false
true,10,6,50.8,-1.3364713891911424,-0.10171766430398466,false
true,10,6,50.9,-1.3303920047760682,-0.10611997462836961,false
true,10,6,51.0,-1.3243431088112083,-0.11044584503538164,false
true,10,6,51.1,-1.3183204351572089,-0.11469598899015457,false
true,10,6,51.2,-1.3123201243386837,-0.1188710830455908,false
true,10,6,51.3,-1.3063386725066235,-0.12297177011236621,false
true,10,6,51.4,-1.3003728869380144,-0.12699866232784038,false
true,10,6,51.5,-1.2944198471429,-0.13095234357474803,false
true,10,6,51.6,-1.2884768707904817,-0.13483337169338944,false
true,10,6,51.7,-1.282541483783867,-0.1386422804249572,false
true,10,6,51.8,-1.2766113939118844,-0.14237958111845608,false
true,10,6,51.9,-1.2706844675893656,-0.14604576422924873,false
true,10,6,52.0,-1.2647587092671457,-0.14964130063347122,false
true,10,6,52.1,-1.2588322431520051,-0.1531666427793109,false
true,10,6,52.2,-1.2529032969266523,-0.15662222569334017,false
true,10,6,52.3,-1.2469701872021313,-0.16000846785768616,false
true,10,6,52.4,-1.24103130647095,-0.16332577197172884,false
true,10,6,52.5,-1.2350851113597812,-0.1665745256102096,false
true,10,6,52.6,-1.229130112006611,-0.16975510178806008,false
true,10,6,52.7,-1.223164862409416,-0.17286785944088887,false
true,10,6,52.8,-1.2171879516124011,-0.17591314382886536,false
true,10,6,52.9,-1.2111979956120134,-0.17889128687068848,false
true,10,6,53.0,-1.2051936298787769,-0.18180260741340254,false
true,10,6,53.1,-1.1991735024027874,-0.18464741144300564,false
true,10,6,53.2,-1.1931362671807724,-0.1874259922400698,false
true,10,6,53.3,-1.1870805780711708,-0.19013863048394675,false
true,10,6,53.4,-1.1810050829509529,-0.19278559430855255,false
true,10,6,53.5,-1.1749084181140095,-0.1953671393122027,false
true,10,6,53.6,-1.1687892028560742,-0.19788350852349432,false
true,10,6,53.7,-1.162646034195386,-0.20033493232479782,false
true,10,6,53.8,-1.156477481681769,-0.20272162833452054,false
true,10,6,53.9,-1.150282082249581,-0.20504380124893026,false
true,10,6,54.0,-1.1440583350721125,-0.20730164264397663,false
true,10,6,54.1,-1.137804696376585,-0.20949533073721266,false
true,10,6,54.2,-1.1315195741799084,-0.2116250301095978,false
true,10,6,54.3,-1.1252013229058782,-0.21369089138664885,false
true,10,6,54.4,-1.1188482378445213,-0.21569305087809645,false
true,10,6,54.5,-1.1124585494138555,-0.2176316301748946,false
true,10,6,54.6,-1.1060304171834276,-0.21950673570211812,false
true,10,6,54.7,-1.0995619236176184,-0.22131845822596374,false
true,10,6,54.8,-1.0930510674948566,-0.22306687231273845,false
true,10,6,54.9,-1.0864957569565414,-0.22475203573737484,false
true,10,6,55.0,-1.079893802136606,-0.22637398883864865,false
true,10,6,55.1,-1.073242907319239,-0.2279327538178872,false
true,10,6,55.2,-1.0665406625682707,-0.22942833397754406,false
true,10,6,55.3,-1.0597845347670576,-0.23086071289556973,false
true,10,6,55.4,-1.0529718580023355,-0.23222985353102482,false
true,10,6,55.5,-1.0460998232193355,-0.23353569725585746,false
true,10,6,55.6,-1.0391654670684274,-0.23477816280719122,false
true,10,6,55.7,-1.032165659855532,-0.2359571451538389,false
true,10,6,55.8,-1.0250970924994276,-0.2370725142700624,false
true,10,6,55.9,-1.017956262388717,-0.23812411380883008,false
true,10,6,56.0,-1.010739458019464,-0.23911175966597137,false
true,10,6,56.1,-1.0034427422811545,-0.2400352384256828,false
true,10,6,56.2,-0.9960619342434794,-0.24089430567678513,false
true,10,6,56.3,-0.9885925892792069,-0.24168868418795558,false
true,10,6,56.4,-0.9810299773388306,-0.24241806192884474,false
true,10,6,56.5,-0.9733690591703916,-0.24308208992251334,false
true,10,6,56.6,-0.9656044602524863,-0.24368037991297126,false
true,10,6,56.7,-0.9577304421795191,-0.244212501829741,false
true,10,6,56.8,-0.9497408712052082,-0.24467798102927385,false
true,10,6,56.9,-0.9416291836125592,-0.2450762952906831,false
true,10,6,57.0,-0.9333883475352658,-0.2454068715405885,false
true,10,6,57.1,-0.9250108208059091,-0.2456690822788425,false
true,10,6,57.2,-0.9164885043494022,-0.24586224167348067,false
true,10,6,57.3,-0.9078126905746882,-0.24598560128934568,false
true,10,6,57.4,-0.8989740061423652,-0.24603834541040528,false
true,10,6,57.5,-0.8899623483990521,-0.24601958591073866,false
true,10,6,57.6,-0.880766814669021,-0.24592835662340665,false
true,10,6,57.7,-0.8713756234776653,-0.24576360714983886,false
true,10,6,57.8,-0.861776026647097,-0.24552419604483358,false
true,10,6,57.9,-0.8519542110484795,-0.24520888330362445,false
true,10,6,58.0,-0.8418951886149391,-0.24481632206754073,false
true,10,6,58.1,-0.8315826730087633,-0.24434504945337002,false
true,10,6,58.2,-0.8209989410920305,-0.2437934763983762,false
true,10,6,58.3,-0.8101246770648868,-0.24315987639774744,false
true,10,6,58.4,-0.7989387968034454,-0.24244237299371083,false
true,10,6,58.5,-0.7874182495416003,-0.24163892585526003,false
true,10,6,58.6,-0.7755377935884828,-0.24074731526393658,false
true,10,6,58.7,-0.763269742244914,-0.23976512479384704,false
true,10,6,58.8,-0.7505836754655044,-0.238689721942456,false
true,10,6,58.9,-0.7374461120938048,-0.2375182364319369,false
true,10,6,59.0,-0.7238201366602799,-0.2362475358581433,false
true,10,6,59.1,-0.7096649737595939,-0.23487419831460576,false
true,10,6,59.2,-0.6949355018966028,-0.23339448156125692,false
true,10,6,59.3,-0.6795816973915743,-0.23180428824058938,false
true,10,6,59.4,-0.6635479974485987,-0.23009912656628487,false
true,10,6,59.5,-0.6467725698062484,-0.22827406581953807,false
true,10,6,59.6,-0.629186474506129,-0.22632368588482596,false
true,10,6,59.7,-0.610712701251712,-0.22424201993829976,false
true,10,6,59.8,-0.5912650636374537,-0.22202248926714563,false
true,10,6,59.9,-0.5707469293099334,-0.21965782904660816,false
true,10,6,60.0,-0.5490497630660275,-0.2171400037334829,false
true,10,7,60.0,-0.4401300181032084,-0.17466094445650182,true
true,10,7,60.1,-0.41290257336671266,-0.17136694563649724,false
true,10,7,60.2,-0.3836737169426227,-0.1678689888942919,false
true,10,7,60.3,-0.3522188213808703,-0.16415153661802068,false
true,10,7,60.4,-0.3182846255098103,-0.16019724683513942,false
true,10,7,60.5,-0.28158607859464085,-0.1559867437892122,false
true,10,7,60.6,-0.2418033009558755,-0.15149836511169315,false
true,10,7,60.7,-0.19857898833702592,-0.1467078878672327,false
true,10,7,60.8,-0.1515167820535724,-0.14158823907461,false
true,10,7,60.9,-0.1001814077057323,-0.1361092014878179,false
true,10,7,61.0,-0.044101776526853126,-0.13023713323544628,false
true,10,7,61.1,0.017221235731332246,-0.12393473130960701,false
true,10,7,61.2,0.08429997041848371,-0.11716088488851308,false
true,10,7,61.3,0.15763505145995302,-0.10987068586513132,false
true,10,7,61.4,0.23767664633964963,-0.10201569066108614,false
true,10,7,61.5,0.32476809112944455,-0.09354455727683322,false
true,10,7,61.6,0.4190690240137608,-0.08440420842570288,false
true,10,7,61.7,0.5204582270952502,-0.07454168296286628,false
true,10,7,61.8,0.6284225792098546,-0.06390681282440355,false
true,10,7,61.9,0.7419483730803431,-0.05245577373490669,false
true,10,7,62.0,0.859443376018012,-0.04015538003817078,false
true,10,7,62.1,0.9787276531804466,-0.026987725969957563,false
true,10,7,62.2,1.0971300218113182,-0.012954469323900849,false
true,10,7,62.3,1.211706817673568,0.0019201697594181718,false
true,10,7,62.4,1.319560108216195,0.01758860141986046,false
true,10,7,62.5,1.418188038550265,0.033981786477646256,false
true,10,7,62.6,1.505776003070345,0.05101376300828579,false
true,10,7,62.7,1.5813525227105705,0.0685879630361279,false
true,10,7,62.8,1.6447827588948443,0.08660408220576322,false
true,10,7,62.9,1.696628053745621,0.10496428527840115,false
true,10,7,63.0,1.7379334546247582,0.12357791905894436,false
true,10,7,63.1,1.7700071317576342,0.14236443103427937,false
true,10,7,63.2,1.7942356467470157,0.16125463295386822,false
true,10,7,63.3,1.811953574208679,0.18019069546519775,false
true,10,7,63.4,1.8243664989175858,0.1991253212460906,false
true,10,7,63.5,1.832516332572476,0.2180204871730581,false
true,10,7,63.6,1.8372753831263058,0.23684604146846266,false
true,10,7,63.7,1.8393573037865694,0.25557833677186625,false
true,10,7,63.8,1.8393362161080136,0.27419899656408325,false
true,10,7,63.9,1.8376683924611559,0.29269385500801626,false
true,10,7,64.0,1.8347132868758709,0.31105207536031343,false
true,10,7,64.1,1.830752338481513,0.32926543347402154,false
true,10,7,64.2,1.8260049760972628,0.3473277447984644,false
true,10,7,64.3,1.8206418111164544,0.36523441133082823,false
true,10,7,64.4,1.8147952791734345,0.3829820662579903,false
true,10,7,64.5,1.8085680961003383,0.40056829674757777,false
true,10,7,64.6,1.8020399072930726,0.4179914284830912,false
true,10,7,64.7,1.7952724787996233,0.43525035856155103,false
true,10,7,64.8,1.7883137301080734,0.4523444260478959,false
true,10,7,64.9,1.781200857073198,0.46927331173426823,false
true,10,7,65.0,1.7739627455901619,0.48603696049275136,false
true,10,7,65.1,1.7666218352658707,0.5026355210822869,false
true,10,7,65.2,1.7591955580395728,0.5190692994317034,false
true,10,7,65.3,1.7516974490075365,0.5353387223279114,false
true,10,7,65.4,1.744138004735119,0.5514443091422875,false
true,10,7,65.5,1.7365253471198943,0.5673866497721411,false
true,10,7,65.6,1.7288657374861354,0.583166387393124,false
true,10,7,65.7,1.7211639752484367,0.5987842049406359,false
true,10,7,65.8,1.7134237075201222,0.6142408144858382,false
true,10,7,65.9,1.7056476699273928,0.6295369488620558,false
true,10,7,66.0,1.6978378742008342,0.6446733550434856,false
true,10,7,66.1,1.689995754521937,0.6596507888905025,false
true,10,7,66.2,1.6821222818478936,0.6744700109623485,false
true,10,7,66.3,1.674218053326103,0.6891317831646475,false
true,10,7,66.4,1.6662833622893747,0.7036368660506335,false
true,10,7,66.5,1.6583182530781095,0.7179860166347323,false
true,10,7,66.6,1.6503225639784262,0.7321799866079166,false
true,10,7,66.7,1.6422959608278316,0.7462195208681158,false
true,10,7,66.8,1.6342379632711859,0.7601053562974935,false
true,10,7,66.9,1.6261479652100972,0.7738382207328238,false
true,10,7,67.0,1.6180252506485113,0.7874188320864302,false
true,10,7,67.1,1.6098690058732208,0.8008478975839128,false
true,10,7,67.2,1.6016783287027534,0.8141261130917421,false
true,10,7,67.3,1.5934522353781848,0.8272541625131472,false
true,10,7,67.4,1.5851896655445288,0.8402327172349262,false
true,10,7,67.5,1.5768894856735651,0.8530624356110816,false
true,10,7,67.6,1.5685504912021777,0.865743962471759,false
true,10,7,67.7,1.5601714075997766,0.8782779286479702,false
true,10,7,67.8,1.551750890530522,0.8906649505041523,false
true,10,7,67.9,1.5432875252380722,0.9029056294718243,false
true,10,7,68.0,1.5347798252501996,0.915000551578542,false
