shard 7/12: 33 of 394 jobs
[7] 1/33 schedule/dense/seed8 done, 88.0 s
[7] 2/33 main/best/seed4 done, 118.0 s
[7] 3/33 main/reset/seed8 done, 148.0 s
[7] 4/33 penalty/reset_graded/seed4 done, 177.0 s
[7] 5/33 optimizer/bfgs_propagate/seed8 done, 208.0 s
[7] 6/33 optimizer/lbfgs_propagate/seed4 done, 1015.0 s
[7] 7/33 optimizer/lbfgs_reset/seed8 done, 1110.0 s
[7] 8/33 noise/reset/seed2 done, 1123.0 s
[7] 9/33 noise/reset/seed2 done, 1135.0 s
[7] 10/33 noise/reset/seed2 done, 1148.0 s
[7] 11/33 noise/reset/seed2 done, 1161.0 s
[7] 12/33 noise/reset/seed2 done, 1173.0 s
[7] 13/33 noise/reset/seed2 done, 1186.0 s
[7] 14/33 sparsity/propagate/seed2 done, 1200.0 s
[7] 15/33 sparsity/propagate/seed2 done, 1213.0 s
[7] 16/33 sparsity/propagate/seed2 done, 1226.0 s
[7] 17/33 substeps/S1/seed4 done, 1228.0 s
[7] 18/33 substeps/S10/seed4 done, 1241.0 s
[7] 19/33 schedule/coarse/seed8 done, 1248.0 s
[7] 20/33 schedule/jump/seed8 done, 1252.0 s
[7] 21/33 basin/k1/seed8 done, 1254.0 s
[7] 22/33 basin/k1/seed10 done, 1256.0 s
[7] 23/33 basin/k1/seed2 done, 1258.0 s
[7] 24/33 basin/k1/seed4 done, 1260.0 s
[7] 25/33 basin/k5/seed6 done, 1261.0 s
[7] 26/33 basin/k5/seed8 done, 1263.0 s
[7] 27/33 basin/k5/seed10 done, 1265.0 s
[7] 28/33 basin/k5/seed2 done, 1267.0 s
[7] 29/33 basin/k100/seed4 done, 1269.0 s
[7] 30/33 basin/k100/seed6 done, 1271.0 s
[7] 31/33 basin/k100/seed8 done, 1273.0 s
[7] 32/33 basin/k100/seed10 done, 1275.0 s
[7] 33/33 iters/it250/seed2 done, 1278.0 s
shard 7 done in 1278.0 s
