t,v,w,J11_prefix,J12_prefix,J21_prefix,J22_prefix,J11_fixed,J12_fixed,J21_fixed,J22_fixed,J11_exact,eig_re1_prefix,eig_im1_prefix,eig_re2_prefix,eig_im2_prefix,eig_re1_fixed,eig_im1_fixed,eig_re2_fixed,eig_im2_fixed,trace_prefix,trace_fixed,det_prefix,det_fixed
47.25,-1.4968461397383577,0.06631152194773648,1.0,-1.0,0.08,-0.064,-1.240548366049623,-1.0,0.08,-0.064,-1.240548366049623,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13645782576817173,0.0,-1.1680905402814514,0.0,0.9359999999999999,-1.304548366049623,0.016,0.1593950954271759
47.5,-1.483153607605303,0.04958506541198164,1.0,-1.0,0.08,-0.064,-1.1997446237526246,-1.0,0.08,-0.064,-1.1997446237526246,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13945078249752113,0.0,-1.1242938412551033,0.0,0.9359999999999999,-1.2637446237526246,0.016,0.15678365592016796
47.75,-1.4694546577355037,0.03339583313624301,1.0,-1.0,0.08,-0.064,-1.1592969911405664,-1.0,0.08,-0.064,-1.1592969911405664,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14269340742175432,0.0,-1.0806035837188122,0.0,0.9359999999999999,-1.2232969911405664,0.016,0.15419500743299627
48.0,-1.4557463350694824,0.017735454369172877,1.0,-1.0,0.08,-0.064,-1.1191973920682292,-1.0,0.08,-0.064,-1.1191973920682292,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14622201943676733,0.0,-1.036975372631462,0.0,0.9359999999999999,-1.1831973920682293,0.016,0.15162863309236665
48.25,-1.4420255014302135,0.002595751651256203,1.0,-1.0,0.08,-0.064,-1.0794375467750585,-1.0,0.08,-0.064,-1.0794375467750585,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15008107008036856,0.0,-0.9933564766946898,0.0,0.9359999999999999,-1.1434375467750586,0.016,0.14908400299360375
48.5,-1.428288818430594,-0.012031258453069649,1.0,-1.0,0.08,-0.064,-1.0400089488538624,-1.0,0.08,-0.064,-1.0400089488538624,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15432575100725246,0.0,-0.9496831978466098,0.0,0.9359999999999999,-1.1040089488538625,0.016,0.14656057272664721
48.75,-1.414532728416118,-0.026153364276655485,1.0,-1.0,0.08,-0.064,-1.000902839760347,-1.0,0.08,-0.064,-1.000902839760347,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1590257475064726,0.0,-0.9058770922538744,0.0,0.9359999999999999,-1.064902839760347,0.016,0.14405778174466222
49.0,-1.4007534331732567,-0.039778157588144916,1.0,-1.0,0.08,-0.064,-0.9621101805466652,-1.0,0.08,-0.064,-0.9621101805466652,0.91858184606129,0.0,0.017418153938710032,0.0,-0.16427081009374814,0.0,-0.861839370452917,0.0,0.9359999999999999,-1.0261101805466653,0.016,0.14157505155498656
49.25,-1.3869468700910095,-0.052913031706456226,1.0,-1.0,0.08,-0.064,-0.9236216204552474,-1.0,0.08,-0.064,-0.9236216204552474,0.91858184606129,0.0,0.017418153938710032,0.0,-0.17017933371687644,0.0,-0.817442286738371,0.0,0.9359999999999999,-0.9876216204552475,0.016,0.13911178370913582
49.5,-1.373108685412256,-0.0655651791439174,1.0,-1.0,0.08,-0.064,-0.8854274619545737,-1.0,0.08,-0.064,-0.8854274619545737,0.91858184606129,0.0,0.017418153938710032,0.0,-0.17691217152320485,0.0,-0.7725152904313688,0.0,0.9359999999999999,-0.9494274619545737,0.016,0.13666735756509274
49.75,-1.3592342041512626,-0.0777415887236898,1.0,-1.0,0.08,-0.064,-0.8475176217347162,-1.0,0.08,-0.064,-0.8475176217347162,0.91858184606129,0.0,0.017418153938710032,0.0,-0.18469615041371604,0.0,-0.7268214713210002,0.0,0.9359999999999999,-0.9115176217347163,0.016,0.13424112779102182
50.0,-1.345318396182056,-0.08944904210888066,1.0,-1.0,0.08,-0.064,-0.8098815871058593,-1.0,0.08,-0.064,-0.8098815871058593,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1938670691484007,0.0,-0.6800145179574586,0.0,0.9359999999999999,-0.8738815871058594,0.016,0.131832421574775
50.25,-1.331355837916885,-0.10069410967108688,1.0,-1.0,0.08,-0.064,-0.7725083671553712,-1.0,0.08,-0.064,-0.7725083671553712,0.91858184606129,0.0,0.017418153938710032,0.0,-0.20495620753878233,0.0,-0.6315521596165887,0.0,0.9359999999999999,-0.8365083671553712,0.016,0.12944053549794377
50.5,-1.3173406688917133,-0.11148314561474923,1.0,-1.0,0.08,-0.064,-0.7353864379160666,-1.0,0.08,-0.064,-0.7353864379160666,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2188896314537858,0.0,-0.5804968064622809,0.0,0.9359999999999999,-0.7993864379160667,0.016,0.12706473202662824
50.75,-1.30326654245282,-0.12182228226028605,1.0,-1.0,0.08,-0.064,-0.698503680676928,-1.0,0.08,-0.064,-0.698503680676928,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2375551799801166,0.0,-0.5249485006968113,0.0,0.9359999999999999,-0.7625036806769281,0.016,0.1247042355633234
51.0,-1.2891265695905523,-0.13171742337310033,1.0,-1.0,0.08,-0.064,-0.661847312424305,-1.0,0.08,-0.064,-0.661847312424305,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2662005863516424,0.0,-0.4596467260726625,0.0,0.9359999999999999,-0.725847312424305,0.016,0.12235822799515553
51.25,-1.2749132547871764,-0.1411742364066921,1.0,-1.0,0.08,-0.064,-0.6254038072320318,-1.0,0.08,-0.064,-0.6254038072320318,0.91858184606129,0.0,0.017418153938710032,0.0,-0.3447019036160159,0.03473386397084155,-0.3447019036160159,-0.03473386397084155,0.9359999999999999,-0.6894038072320319,0.016,0.12002584366285003
51.5,-1.2606184225283639,-0.15019814350562913,1.0,-1.0,0.08,-0.064,-0.5891588072179004,-1.0,0.08,-0.064,-0.5891588072179004,0.91858184606129,0.0,0.017418153938710032,0.0,-0.3265794036089501,0.10512876295461691,-0.3265794036089501,-0.10512876295461691,0.9359999999999999,-0.6531588072179004,0.016,0.11770616366194564
51.75,-1.2462331328627922,-0.1587943110872317,1.0,-1.0,0.08,-0.064,-0.5530970214450097,-1.0,0.08,-0.064,-0.5530970214450097,0.91858184606129,0.0,0.017418153938710032,0.0,-0.3085485107225049,0.14211272252477927,-0.3085485107225049,-0.14211272252477927,0.9359999999999999,-0.6170970214450098,0.016,0.11539820937248062
52.0,-1.2317475840699803,-0.16696763778853468,1.0,-1.0,0.08,-0.064,-0.5172021108622329,-1.0,0.08,-0.064,-0.5172021108622329,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2906010554311165,0.16926890345690812,-0.2906010554311165,-0.16926890345690812,0.9359999999999999,-0.581202110862233,0.016,0.11310093509518292
52.25,-1.217151000097751,-0.17472274052615752,1.0,-1.0,0.08,-0.064,-0.4814565570389555,-1.0,0.08,-0.064,-0.4814565570389555,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2727282785194778,0.19087300947565983,-0.2727282785194778,-0.19087300947565983,0.9359999999999999,-0.5454565570389556,0.016,0.11081321965049316
52.5,-1.2024314999384937,-0.18206393836959786,1.0,-1.0,0.08,-0.064,-0.445841512044336,-1.0,0.08,-0.064,-0.445841512044336,0.91858184606129,0.0,0.017418153938710032,0.0,-0.254920756022168,0.2086846063319569,-0.254920756022168,-0.2086846063319569,0.9359999999999999,-0.509841512044336,0.016,0.10853385677083752
52.75,-1.1875759455029402,-0.18899523387119896,1.0,-1.0,0.08,-0.064,-0.41033662633720214,-1.0,0.08,-0.064,-0.41033662633720214,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2371683131686011,0.22363527296547234,-0.2371683131686011,-0.22363527296547234,0.9359999999999999,-0.47433662633720214,0.016,0.10626154408558093
53.0,-1.17256976378938,-0.19552029142613592,1.0,-1.0,0.08,-0.064,-0.374919850953082,-1.0,0.08,-0.064,-0.374919850953082,0.91858184606129,0.0,0.017418153938710032,0.0,-0.21945992547654097,0.2362884076099128,-0.21945992547654097,-0.2362884076099128,0.9359999999999999,-0.438919850953082,0.016,0.10399487046099724
53.25,-1.157396738193526,-0.2016424121500505,1.0,-1.0,0.08,-0.064,-0.33956720958101316,-1.0,0.08,-0.064,-0.33956720958101316,0.91858184606129,0.0,0.017418153938710032,0.0,-0.20178360479050658,0.24701351835665494,-0.20178360479050658,-0.24701351835665494,0.9359999999999999,-0.40356720958101316,0.016,0.10173230141318483
53.5,-1.1420387626048185,-0.20736450465634854,1.0,-1.0,0.08,-0.064,-0.30425253529194496,-1.0,0.08,-0.064,-0.30425253529194496,0.91858184606129,0.0,0.017418153938710032,0.0,-0.18412626764597245,0.25606577245201706,-0.18412626764597245,-0.25606577245201706,0.9359999999999999,-0.36825253529194496,0.016,0.09947216225868448
53.75,-1.1264755504168562,-0.21268905098440966,1.0,-1.0,0.08,-0.064,-0.2689471656869591,-1.0,0.08,-0.064,-0.2689471656869591,0.91858184606129,0.0,0.017418153938710032,0.0,-0.16647358284347952,0.26362694251388746,-0.16647358284347952,-0.26362694251388746,0.9359999999999999,-0.3329471656869591,0.016,0.09721261860396538
54.0,-1.1106842886472776,-0.21761806676720818,1.0,-1.0,0.08,-0.064,-0.23361958904790914,-1.0,0.08,-0.064,-0.23361958904790914,0.91858184606129,0.0,0.017418153938710032,0.0,-0.14880979452395457,0.2698282764144718,-0.14880979452395457,-0.2698282764144718,0.9359999999999999,-0.29761958904790914,0.016,0.09495165369906619
54.25,-1.0946392248882233,-0.22215305452319045,1.0,-1.0,0.08,-0.064,-0.1982350326638902,-1.0,0.08,-0.064,-0.1982350326638902,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13111751633194507,0.27476396962016525,-0.13111751633194507,-0.27476396962016525,0.9359999999999999,-0.2622350326638902,0.016,0.09268704209048896
54.5,-1.07831117162095,-0.22629494870097475,1.0,-1.0,0.08,-0.064,-0.16275498284254564,-1.0,0.08,-0.064,-0.16275498284254564,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11337749142127282,0.2784993058177024,-0.11337749142127282,-0.2784993058177024,0.9359999999999999,-0.22675498284254564,0.016,0.09041631890192293
54.75,-1.0616669082951102,-0.23004405078102572,1.0,-1.0,0.08,-0.064,-0.12713662416889804,-1.0,0.08,-0.064,-0.12713662416889804,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09556831208444902,0.2810755088444008,-0.09556831208444902,-0.2810755088444008,0.9359999999999999,-0.19113662416889804,0.016,0.08813674394680948
55.0,-1.0446684561779886,-0.23339995232524136,1.0,-1.0,0.08,-0.064,-0.09133218333330229,-1.0,0.08,-0.064,-0.09133218333330229,0.91858184606129,0.0,0.017418153938710032,0.0,-0.07766609166665114,0.2825123677621188,-0.07766609166665114,-0.2825123677621188,0.9359999999999999,-0.1553321833333023,0.016,0.08584525973333135
55.25,-1.0272721938864395,-0.23636144333564643,1.0,-1.0,0.08,-0.064,-0.055288160332258585,-1.0,0.08,-0.064,-0.055288160332258585,0.91858184606129,0.0,0.017418153938710032,0.0,-0.05964408016612929,0.28280916880893536,-0.05964408016612929,-0.28280916880893536,0.9359999999999999,-0.11928816033225859,0.016,0.08353844226126456
55.5,-1.0094277721216862,-0.2389264025996202,1.0,-1.0,0.08,-0.064,-0.01894442713055078,-1.0,0.08,-0.064,-0.01894442713055078,0.91858184606129,0.0,0.017418153938710032,0.0,-0.04147221356527539,0.2819441413442589,-0.04147221356527539,-0.2819441413442589,0.9359999999999999,-0.08294442713055078,0.016,0.08121244333635526
55.75,-0.9910767735927928,-0.24109166581020125,1.0,-1.0,0.08,-0.064,0.017766828844900107,-1.0,0.08,-0.064,0.017766828844900107,0.91858184606129,0.0,0.017418153938710032,0.0,-0.023116585577549958,0.279872375244793,-0.023116585577549958,-0.279872375244793,0.9359999999999999,-0.046233171155099895,0.016,0.0788629229539264
56.0,-0.9721510472529938,-0.2428528660858205,1.0,-1.0,0.08,-0.064,0.054922341324907364,-1.0,0.08,-0.064,0.054922341324907364,0.91858184606129,0.0,0.017418153938710032,0.0,-0.004538829337546325,0.2765219144723444,-0.004538829337546325,-0.2765219144723444,0.9359999999999999,-0.009077658675092637,0.016,0.07648497015520593
56.25,-0.952570623100331,-0.24420423997705862,1.0,-1.0,0.08,-0.064,0.09260920800624706,-1.0,0.08,-0.064,0.09260920800624706,0.91858184606129,0.0,0.017418153938710032,0.0,0.014304604003123528,0.27178739667599383,0.014304604003123528,-0.27178739667599383,0.9359999999999999,0.028609208006247056,0.016,0.0740730106876002
56.5,-0.9322410824969966,-0.2451383900028087,1.0,-1.0,0.08,-0.064,0.13092656410482806,-1.0,0.08,-0.064,0.13092656410482806,0.91858184606129,0.0,0.017418153938710032,0.0,0.033463282052414,0.2655200720314221,0.033463282052414,-0.2655200720314221,0.9359999999999999,0.06692656410482806,0.016,0.07162069989729102
56.75,-0.9110502157517756,-0.24564599201290727,1.0,-1.0,0.08,-0.064,0.16998750437864318,-1.0,0.08,-0.064,0.16998750437864318,0.91858184606129,0.0,0.017418153938710032,0.0,0.052993752189321605,0.25751206175374314,0.052993752189321605,-0.25751206175374314,0.9359999999999999,0.10598750437864318,0.016,0.06912079971976684
57.0,-0.8888637384992549,-0.24571543195623513,1.0,-1.0,0.08,-0.064,0.2099212543811282,-1.0,0.08,-0.064,0.2099212543811282,0.91858184606129,0.0,0.017418153938710032,0.0,0.07296062719056408,0.2474707792842769,0.07296062719056408,-0.2474707792842769,0.9359999999999999,0.14592125438112818,0.016,0.0665650397196078
57.25,-0.865519753715527,-0.24533235155098085,1.0,-1.0,0.08,-0.064,0.2508755559282134,-1.0,0.08,-0.064,0.2508755559282134,0.91858184606129,0.0,0.017418153938710032,0.0,0.09343777796410671,0.2349752030954003,0.09343777796410671,-0.2349752030954003,0.9359999999999999,0.18687555592821342,0.016,0.06394396442059433
57.5,-0.8408215259437207,-0.24447907534005311,1.0,-1.0,0.08,-0.064,0.2930191615096731,-1.0,0.08,-0.064,0.2930191615096731,0.91858184606129,0.0,0.017418153938710032,0.0,0.11450958075483654,0.21939537273774143,0.11450958075483654,-0.21939537273774143,0.9359999999999999,0.2290191615096731,0.016,0.06124677366338092
57.75,-0.8145279619223291,-0.24313388184083484,1.0,-1.0,0.08,-0.064,0.3365441992466568,-1.0,0.08,-0.064,0.3365441992466568,0.91858184606129,0.0,0.017418153938710032,0.0,0.1362720996233284,0.19972752968097218,0.1362720996233284,-0.19972752968097218,0.9359999999999999,0.2725441992466568,0.016,0.05846117124821396
58.0,-0.7863409425347094,-0.24127006774448873,1.0,-1.0,0.08,-0.064,0.38166792209362477,-1.0,0.08,-0.064,0.38166792209362477,0.91858184606129,0.0,0.017418153938710032,0.0,0.1588339610468124,0.17419823708691112,0.1588339610468124,-0.17419823708691112,0.9359999999999999,0.31766792209362477,0.016,0.055573252986008015
58.25,-0.7558882876860685,-0.2388547345786321,1.0,-1.0,0.08,-0.064,0.42863289653902326,-1.0,0.08,-0.064,0.42863289653902326,0.91858184606129,0.0,0.017418153938710032,0.0,0.18231644826951166,0.13902592316504506,0.18231644826951166,-0.13902592316504506,0.9359999999999999,0.36463289653902325,0.016,0.05256749462150251
58.5,-0.7227006030243178,-0.235847199233065,1.0,-1.0,0.08,-0.064,0.47770383838828745,-1.0,0.08,-0.064,0.47770383838828745,0.91858184606129,0.0,0.017418153938710032,0.0,0.2068519191941437,0.08148151857230598,0.2068519191941437,-0.08148151857230598,0.9359999999999999,0.41370383838828745,0.016,0.049426954343149615
58.75,-0.6861794743804925,-0.2321968892787421,1.0,-1.0,0.08,-0.064,0.529157728938911,-1.0,0.08,-0.064,0.529157728938911,0.91858184606129,0.0,0.017418153938710032,0.0,0.3217922202520491,0.0,0.14336550868686182,0.0,0.9359999999999999,0.465157728938911,0.016,0.0461339053479097
59.0,-0.6455533288734847,-0.22784052524368187,1.0,-1.0,0.08,-0.064,0.5832608995803625,-1.0,0.08,-0.064,0.5832608995803625,0.91858184606129,0.0,0.017418153938710032,0.0,0.41690939953042805,0.0,0.10235150004993457,0.0,0.9359999999999999,0.5192608995803625,0.016,0.0426713024268568
59.25,-0.5998156269215009,-0.22269830662147835,1.0,-1.0,0.08,-0.064,0.6402212137007669,-1.0,0.08,-0.064,0.6402212137007669,0.91858184606129,0.0,0.017418153938710032,0.0,0.497829178885731,0.0,0.07839203481503582,0.0,0.9359999999999999,0.576221213700767,0.016,0.03902584232315092
59.5,-0.5476377525557404,-0.21666869529864846,1.0,-1.0,0.08,-0.064,0.7000928919756977,-1.0,0.08,-0.064,0.7000928919756977,0.91858184606129,0.0,0.017418153938710032,0.0,0.574872236927829,0.0,0.06122065504786886,0.0,0.9359999999999999,0.6360928919756976,0.016,0.035194054913555345
59.75,-0.4872460689100766,-0.2096212169842343,1.0,-1.0,0.08,-0.064,0.7625912683316769,-1.0,0.08,-0.064,0.7625912683316769,0.91858184606129,0.0,0.017418153938710032,0.0,0.6506480544656306,0.0,0.047943213866046316,0.0,0.9359999999999999,0.6985912683316768,0.016,0.03119415882677267
60.0,-0.41624984717204644,-0.20138647234810292,1.0,-1.0,0.08,-0.064,0.826736064729248,-1.0,0.08,-0.064,0.826736064729248,0.91858184606129,0.0,0.017418153938710032,0.0,0.7253922818766849,0.0,0.037343782852563054,0.0,0.9359999999999999,0.762736064729248,0.016,0.027088891857328136
60.25,-0.3314072051634036,-0.19174229272912083,1.0,-1.0,0.08,-0.064,0.8901692643657817,-1.0,0.08,-0.064,0.8901692643657817,0.91858184606129,0.0,0.017418153938710032,0.0,0.7972847704768331,0.0,0.028884493888948717,0.0,0.9359999999999999,0.8261692643657816,0.016,0.02302916708058997
60.5,-0.22832959588458043,-0.1803948339269533,1.0,-1.0,0.08,-0.064,0.9478655956431842,-1.0,0.08,-0.064,0.9478655956431842,0.91858184606129,0.0,0.017418153938710032,0.0,0.8614181919792241,0.0,0.022447403663959975,0.0,0.9359999999999999,0.8838655956431842,0.016,0.019336601878836217
60.75,-0.10117973135056095,-0.16695386393413902,1.0,-1.0,0.08,-0.064,0.9897626619638283,-1.0,0.08,-0.064,0.9897626619638283,0.91858184606129,0.0,0.017418153938710032,0.0,0.9074079746572661,0.0,0.018354687306562145,0.0,0.9359999999999999,0.9257626619638284,0.016,0.016655189634314983
61.0,0.05741613617150184,-0.15090397408638123,1.0,-1.0,0.08,-0.064,0.9967033873071356,-1.0,0.08,-0.064,0.9967033873071356,0.91858184606129,0.0,0.017418153938710032,0.0,0.9149861985249697,0.0,0.01771718878216602,0.0,0.9359999999999999,0.9327033873071355,0.016,0.016210983212343332
61.25,0.2556015648628528,-0.13158140163920953,1.0,-1.0,0.08,-0.064,0.9346678400396609,-1.0,0.08,-0.064,0.9346678400396609,0.91858184606129,0.0,0.017418153938710032,0.0,0.8468364882771506,0.0,0.02383135176251029,0.0,0.9359999999999999,0.8706678400396608,0.016,0.02018125823746171
61.5,0.49924884626645966,-0.10818596408977406,1.0,-1.0,0.08,-0.064,0.750750589501609,-1.0,0.08,-0.064,0.750750589501609,0.91858184606129,0.0,0.017418153938710032,0.0,0.6365554966289408,0.0,0.05019509287266806,0.0,0.9359999999999999,0.686750589501609,0.016,0.03195196227189702
61.75,0.7848028183324879,-0.07989182582369586,1.0,-1.0,0.08,-0.064,0.38408453633738415,-1.0,0.08,-0.064,0.38408453633738415,0.91858184606129,0.0,0.017418153938710032,0.0,0.16004226816869205,0.17264142629689969,0.16004226816869205,-0.17264142629689969,0.9359999999999999,0.32008453633738415,0.016,0.05541858967440741
62.0,1.0895492244804232,-0.04613351352947154,1.0,-1.0,0.08,-0.064,-0.1871175125658917,-1.0,0.08,-0.064,-0.1871175125658917,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12555875628294588,0.2760625282882429,-0.12555875628294588,-0.2760625282882429,0.9359999999999999,-0.2511175125658917,0.016,0.09197552080421707
62.25,1.371129300125863,-0.007016950008328819,1.0,-1.0,0.08,-0.064,-0.8799955576636391,-1.0,0.08,-0.064,-0.8799955576636391,0.91858184606129,0.0,0.017418153938710032,0.0,-0.17795324558609105,0.0,-0.7660423120775481,0.0,0.9359999999999999,-0.9439955576636392,0.016,0.1363197156904729
62.5,1.5889720142830381,0.03648078934059337,1.0,-1.0,0.08,-0.064,-1.5248320621746956,-1.0,0.08,-0.064,-1.5248320621746956,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12098631799963927,0.0,-1.4678457441750563,0.0,0.9359999999999999,-1.5888320621746956,0.016,0.17758925197918052
62.75,1.729786296308143,0.08283936330204984,1.0,-1.0,0.08,-0.064,-1.9921606308954427,-1.0,0.08,-0.064,-1.9921606308954427,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10642373372447564,0.0,-1.949736897170967,0.0,0.9359999999999999,-2.0561606308954428,0.016,0.20749828037730833
63.0,1.8068464377928783,0.13058746711315575,1.0,-1.0,0.08,-0.064,-2.2646940497648136,-1.0,0.08,-0.064,-2.2646940497648136,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1009733487141635,0.0,-2.22772070105065,0.0,0.9359999999999999,-2.3286940497648136,0.016,0.2249404191849481
63.25,1.8417152837501967,0.1786527129695781,1.0,-1.0,0.08,-0.064,-2.391915186399067,-1.0,0.08,-0.064,-2.391915186399067,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09888838417519263,0.0,-2.3570268022238743,0.0,0.9359999999999999,-2.455915186399067,0.016,0.23308257192954027
63.5,1.8519452475721043,0.22637831533893712,1.0,-1.0,0.08,-0.064,-2.429701200004903,-1.0,0.08,-0.064,-2.429701200004903,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09831433939673623,0.0,-2.3953868606081663,0.0,0.9359999999999999,-2.493701200004903,0.016,0.23550087680031379
63.75,1.848649695527436,0.2734010972167735,1.0,-1.0,0.08,-0.064,-2.4175056967736817,-1.0,0.08,-0.064,-2.4175056967736817,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09849750644855809,0.0,-2.383008190325124,0.0,0.9359999999999999,-2.4815056967736817,0.016,0.23472036459351564
64.0,1.8381052414912256,0.31953253884133576,1.0,-1.0,0.08,-0.064,-2.378630878797517,-1.0,0.08,-0.064,-2.378630878797517,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09909486113852117,0.0,-2.3435360176589954,0.0,0.9359999999999999,-2.442630878797517,0.016,0.23223237624304108
64.25,1.8236809865421748,0.36467999634752657,1.0,-1.0,0.08,-0.064,-2.3258123406754394,-1.0,0.08,-0.064,-2.3258123406754394,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09994098088742148,0.0,-2.289871359788018,0.0,0.9359999999999999,-2.3898123406754395,0.016,0.22885198980322813
64.5,1.8071504394556874,0.40880163064577396,1.0,-1.0,0.08,-0.064,-2.2657927108248836,-1.0,0.08,-0.064,-2.2657927108248836,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10095425860435076,0.0,-2.228838452220533,0.0,0.9359999999999999,-2.3297927108248837,0.016,0.22501073349279258
64.75,1.7894431742957162,0.45188216510292106,1.0,-1.0,0.08,-0.064,-2.202106874033529,-1.0,0.08,-0.064,-2.202106874033529,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10209502311378013,0.0,-2.164011850919749,0.0,0.9359999999999999,-2.266106874033529,0.016,0.22093483993814583
65.0,1.7710473604049082,0.4939201483836222,1.0,-1.0,0.08,-0.064,-2.136608752797193,-1.0,0.08,-0.064,-2.136608752797193,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10334562071063727,0.0,-2.097263132086556,0.0,0.9359999999999999,-2.200608752797193,0.016,0.21674296017902034
65.25,1.7522198722868905,0.5349212932507845,1.0,-1.0,0.08,-0.064,-2.070274480837086,-1.0,0.08,-0.064,-2.070274480837086,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1047005811445263,0.0,-2.0295738996925596,0.0,0.9359999999999999,-2.134274480837086,0.016,0.2124975667735735
65.5,1.7330952853445831,0.574894975241816,1.0,-1.0,0.08,-0.064,-2.003619268083622,-1.0,0.08,-0.064,-2.003619268083622,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10616168019277061,0.0,-1.9614575878908513,0.0,0.9359999999999999,-2.067619268083622,0.016,0.2082316331573518
65.75,1.713742604701054,0.6138523727611503,1.0,-1.0,0.08,-0.064,-1.9369137151675528,-1.0,0.08,-0.064,-1.9369137151675528,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10773548665347249,0.0,-1.8931782285140804,0.0,0.9359999999999999,-2.000913715167553,0.016,0.20396247777072338
66.0,1.6941950222824205,0.651805464766856,1.0,-1.0,0.08,-0.064,-1.8702967735265306,-1.0,0.08,-0.064,-1.8702967735265306,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10943222828594674,0.0,-1.8248645452405838,0.0,0.9359999999999999,-1.9342967735265306,0.016,0.19969899350569797
66.25,1.6744656743201785,0.6887664805587749,1.0,-1.0,0.08,-0.064,-1.8038352944765301,-1.0,0.08,-0.064,-1.8038352944765301,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11126540419959288,0.0,-1.7565698902769373,0.0,0.9359999999999999,-1.8678352944765302,0.016,0.19544545884649794
66.5,1.6545560600396982,0.724747590236847,1.0,-1.0,0.08,-0.064,-1.7375557558140895,-1.0,0.08,-0.064,-1.7375557558140895,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11325186757175615,0.0,-1.6883038882423334,0.0,0.9359999999999999,-1.8015557558140896,0.016,0.19120356837210173
66.75,1.6344605646255568,0.7597607243520236,1.0,-1.0,0.08,-0.064,-1.671461337316094,-1.0,0.08,-0.064,-1.671461337316094,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11541226017563366,0.0,-1.6200490771404603,0.0,0.9359999999999999,-1.735461337316094,0.016,0.18697352558823002
67.0,1.6141688829409329,0.7938174631767909,1.0,-1.0,0.08,-0.064,-1.605541182654779,-1.0,0.08,-0.064,-1.605541182654779,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1177717737166673,0.0,-1.5517694089381115,0.0,0.9359999999999999,-1.669541182654779,0.016,0.18275463568990585
67.25,1.5936672909202398,0.8269289632457898,1.0,-1.0,0.08,-0.064,-1.539775434149056,-1.0,0.08,-0.064,-1.539775434149056,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12036128104327713,0.0,-1.483414153105779,0.0,0.9359999999999999,-1.603775434149056,0.016,0.1785456277855396
67.5,1.5729392684845231,0.859105903242136,1.0,-1.0,0.08,-0.064,-1.4741379423406267,-1.0,0.08,-0.064,-1.4741379423406267,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12321894670088271,0.0,-1.4149189956397439,0.0,0.9359999999999999,-1.5381379423406267,0.016,0.1743448283098001
67.75,1.5519657437904946,0.8903584390159857,1.0,-1.0,0.08,-0.064,-1.4085976698991827,-1.0,0.08,-0.064,-1.4085976698991827,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12639251142557847,0.0,-1.3462051584736043,0.0,0.9359999999999999,-1.4725976698991827,0.016,0.1701502508735477
68.0,1.5307251031067528,0.9206961616622167,1.0,-1.0,0.08,-0.064,-1.343119341281179,-1.0,0.08,-0.064,-1.343119341281179,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12994257508825216,0.0,-1.2771767661929267,0.0,0.9359999999999999,-1.407119341281179,0.016,0.16595963784199547
68.25,1.5091930419561275,0.9501280547938876,1.0,-1.0,0.08,-0.064,-1.2776636378887893,-1.0,0.08,-0.064,-1.2776636378887893,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13394742125401424,0.0,-1.207716216634775,0.0,0.9359999999999999,-1.3416636378887894,0.016,0.16177047282488252
