t,v,w,J11_prefix,J12_prefix,J21_prefix,J22_prefix,J11_fixed,J12_fixed,J21_fixed,J22_fixed,J11_exact,eig_re1_prefix,eig_im1_prefix,eig_re2_prefix,eig_im2_prefix,eig_re1_fixed,eig_im1_fixed,eig_re2_fixed,eig_im2_fixed,trace_prefix,trace_fixed,det_prefix,det_fixed
4.5,-1.6767706239697477,0.33935530077809756,1.0,-1.0,0.08,-0.064,-1.8115597254078972,-1.0,0.08,-0.064,-1.8115597254078972,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11104456742079011,0.0,-1.7645151579871072,0.0,0.9359999999999999,-1.8755597254078973,0.016,0.19593982242610544
4.75,-1.6629512838359266,0.314726358306503,1.0,-1.0,0.08,-0.064,-1.7654069724115566,-1.0,0.08,-0.064,-1.7654069724115566,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11239654902857502,0.0,-1.7170104233829817,0.0,0.9359999999999999,-1.8294069724115567,0.016,0.1929860462343396
5.0,-1.6491527612622463,0.2907623210371073,1.0,-1.0,0.08,-0.064,-1.7197048299788915,-1.0,0.08,-0.064,-1.7197048299788915,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1138166696641699,0.0,-1.6698881603147218,0.0,0.9359999999999999,-1.7837048299788916,0.016,0.19006110911864904
5.25,-1.6353735107778906,0.2674522373715444,1.0,-1.0,0.08,-0.064,-1.6744465197540035,-1.0,0.08,-0.064,-1.6744465197540035,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11531046767425268,0.0,-1.6231360520797509,0.0,0.9359999999999999,-1.7384465197540035,0.016,0.18716457726425623
5.5,-1.6216119211353357,0.24478536085357636,1.0,-1.0,0.08,-0.064,-1.629625222768234,-1.0,0.08,-0.064,-1.629625222768234,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11688413232468163,0.0,-1.5767410904435524,0.0,0.9359999999999999,-1.693625222768234,0.016,0.184296014257167
5.75,-1.6078663108697067,0.22275114826113562,1.0,-1.0,0.08,-0.064,-1.5852340736297603,-1.0,0.08,-0.064,-1.5852340736297603,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11854460661168298,0.0,-1.5306894670180773,0.0,0.9359999999999999,-1.6492340736297604,0.016,0.18145498071230465
6.0,-1.5941349232554127,0.20133925782282566,1.0,-1.0,0.08,-0.064,-1.5412661535425407,-1.0,0.08,-0.064,-1.5412661535425407,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12029971095907929,0.0,-1.4849664425834614,0.0,0.9359999999999999,-1.6052661535425408,0.016,0.1786410338267226
6.25,-1.5804159206804407,0.18053954756858664,1.0,-1.0,0.08,-0.064,-1.4977144823402044,-1.0,0.08,-0.064,-1.4977144823402044,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12215829307772057,0.0,-1.439556189262484,0.0,0.9359999999999999,-1.5617144823402045,0.016,0.17585372686977307
6.5,-1.5667073784234749,0.1603420738240534,1.0,-1.0,0.08,-0.064,-1.454572009606557,-1.0,0.08,-0.064,-1.454572009606557,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12413041089316845,0.0,-1.3944415987133887,0.0,0.9359999999999999,-1.5185720096065571,0.016,0.17309260861481965
6.75,-1.5530072777955475,0.1407370898585211,1.0,-1.0,0.08,-0.064,-1.4118316048859367,-1.0,0.08,-0.064,-1.4118316048859367,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1262275576790609,0.0,-1.3496040472068758,0.0,0.9359999999999999,-1.4758316048859368,0.016,0.17035722271269996
7.0,-1.5393134985905166,0.1217150446972169,1.0,-1.0,0.08,-0.064,-1.3694860469429764,-1.0,0.08,-0.064,-1.3694860469429764,0.91858184606129,0.0,0.017418153938710032,0.0,-0.128462941630619,0.0,-1.3050231053123573,0.0,0.9359999999999999,-1.4334860469429764,0.016,0.16764710700435048
7.25,-1.5256238107739892,0.10326658210966061,1.0,-1.0,0.08,-0.064,-1.327528012000549,-1.0,0.08,-0.064,-1.327528012000549,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13085183647521031,0.0,-1.2606761755253388,0.0,0.9359999999999999,-1.391528012000549,0.016,0.16496179276803513
7.5,-1.5119358653265782,0.0853825397872426,1.0,-1.0,0.08,-0.064,-1.285950060860829,-1.0,0.08,-0.064,-1.285950060860829,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13341202596145532,0.0,-1.2165380348993735,0.0,0.9359999999999999,-1.349950060860829,0.016,0.16230080389509308
7.75,-1.4982471841432465,0.06805394872474763,1.0,-1.0,0.08,-0.064,-1.2447446247931673,-1.0,0.08,-0.064,-1.2447446247931673,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13616437416667837,0.0,-1.1725802506264889,0.0,0.9359999999999999,-1.3087446247931673,0.016,0.15966365598676274
8.0,-1.4845551488752087,0.05127203282241835,1.0,-1.0,0.08,-0.064,-1.2039039900518924,-1.0,0.08,-0.064,-1.2039039900518924,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13913356708085017,0.0,-1.1287704229710422,0.0,0.9359999999999999,-1.2679039900518925,0.016,0.1570498553633211
8.25,-1.470856988583766,0.03502820872730765,1.0,-1.0,0.08,-0.064,-1.1634202808657044,-1.0,0.08,-0.064,-1.1634202808657044,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1423490914537219,0.0,-1.0850711894119824,0.0,0.9359999999999999,-1.2274202808657044,0.016,0.15445889797540507
8.5,-1.457149766055915,0.019314085935152367,1.0,-1.0,0.08,-0.064,-1.1232854407168071,-1.0,0.08,-0.064,-1.1232854407168071,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1458465488376434,0.0,-1.0414388918791637,0.0,0.9359999999999999,-1.1872854407168072,0.016,0.15189026820587564
8.75,-1.4434303626090277,0.004121467176863519,1.0,-1.0,0.08,-0.064,-1.083491211701629,-1.0,0.08,-0.064,-1.083491211701629,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1496694538636815,0.0,-0.9978217578379476,0.0,0.9359999999999999,-1.1474912117016292,0.016,0.14934343754890428
9.0,-1.4296954611856953,-0.010557650882975653,1.0,-1.0,0.08,-0.064,-1.0440291117349778,-1.0,0.08,-0.064,-1.0440291117349778,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15387175015681215,0.0,-0.9541573615781656,0.0,0.9359999999999999,-1.1080291117349779,0.016,0.1468178631510386
9.25,-1.4159415275091938,-0.024731076604402505,1.0,-1.0,0.08,-0.064,-1.0048904093250686,-1.0,0.08,-0.064,-1.0048904093250686,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15852142170916253,0.0,-0.910368987615906,0.0,0.9359999999999999,-1.0688904093250686,0.016,0.14431298619680438
9.5,-1.4021647890340918,-0.03840642195155146,1.0,-1.0,0.08,-0.064,-0.9660660956070193,-1.0,0.08,-0.064,-0.9660660956070193,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1637058353491895,0.0,-0.8663602602578298,0.0,0.9359999999999999,-1.0300660956070193,0.016,0.1418282301188492
9.75,-1.3883612113842094,-0.0515911006525947,1.0,-1.0,0.08,-0.064,-0.9275468532762292,-1.0,0.08,-0.064,-0.9275468532762292,0.91858184606129,0.0,0.017418153938710032,0.0,-0.16953993364449305,0.0,-0.8220069196317361,0.0,0.9359999999999999,-0.9915468532762293,0.016,0.13936299860967868
10.0,-1.3745264719201584,-0.06429232589348444,1.0,-1.0,0.08,-0.064,-0.889323022009278,-1.0,0.08,-0.064,-0.889323022009278,0.91858184606129,0.0,0.017418153938710032,0.0,-0.17617936067848106,0.0,-0.7771436613307969,0.0,0.9359999999999999,-0.9533230220092781,0.016,0.13691667340859381
10.25,-1.360655930019473,-0.0765171074919037,1.0,-1.0,0.08,-0.064,-0.8513845598971568,-1.0,0.08,-0.064,-0.8513845598971568,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1838426655776434,0.0,-0.7315418943195133,0.0,0.9359999999999999,-0.9153845598971568,0.016,0.13448861183341804
10.5,-1.3467445935819695,-0.08827224848973,1.0,-1.0,0.08,-0.064,-0.8137210003422644,-1.0,0.08,-0.064,-0.8137210003422644,0.91858184606129,0.0,0.017418153938710032,0.0,-0.19285156824273372,0.0,-0.6848694320995306,0.0,0.9359999999999999,-0.8777210003422644,0.016,0.1320781440219049
10.75,-1.3327870811890168,-0.09956434109281606,1.0,-1.0,0.08,-0.064,-0.7763214037843389,-1.0,0.08,-0.064,-0.7763214037843389,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2037110643957699,0.0,-0.6366103393885689,0.0,0.9359999999999999,-0.840321403784339,0.016,0.1296845698421977
11.0,-1.3187775792450023,-0.11039976187571654,1.0,-1.0,0.08,-0.064,-0.7391743035193081,-1.0,0.08,-0.064,-0.7391743035193081,0.91858184606129,0.0,0.017418153938710032,0.0,-0.21729096342903315,0.0,-0.585883340090275,0.0,0.9359999999999999,-0.8031743035193082,0.016,0.1273071554252357
11.25,-1.3047097933087206,-0.12078466615580902,1.0,-1.0,0.08,-0.064,-0.7022676447556844,-1.0,0.08,-0.064,-0.7022676447556844,0.91858184606129,0.0,0.017418153938710032,0.0,-0.23532855662086005,0.0,-0.5309390881348243,0.0,0.9359999999999999,-0.7662676447556844,0.016,0.12494512926436381
11.5,-1.29057689267719,-0.13072498142565356,1.0,-1.0,0.08,-0.064,-0.6655887159123108,-1.0,0.08,-0.064,-0.6655887159123108,0.91858184606129,0.0,0.017418153938710032,0.0,-0.26243593974712026,0.0,-0.4671527761651905,0.0,0.9359999999999999,-0.7295887159123109,0.016,0.1225976778183879
11.75,-1.2763714471087952,-0.14022639971390907,1.0,-1.0,0.08,-0.064,-0.6291240709946,-1.0,0.08,-0.064,-0.6291240709946,0.91858184606129,0.0,0.017418153938710032,0.0,-0.34656203549729997,0.012597463856768281,-0.34656203549729997,-0.012597463856768281,0.9359999999999999,-0.6931240709946,0.016,0.1202639405436544
12.0,-1.2620853543595596,-0.14929436872304724,1.0,-1.0,0.08,-0.064,-0.592859441688895,-1.0,0.08,-0.064,-0.592859441688895,0.91858184606129,0.0,0.017418153938710032,0.0,-0.32842972084444755,0.10038387686340648,-0.32842972084444755,-0.10038387686340648,0.9359999999999999,-0.6568594416888951,0.016,0.11794300426808929
12.25,-1.2477097569466566,-0.15793408156570246,1.0,-1.0,0.08,-0.064,-0.556779637579885,-1.0,0.08,-0.064,-0.556779637579885,0.91858184606129,0.0,0.017418153938710032,0.0,-0.3103898187899425,0.13889585017796358,-0.3103898187899425,-0.13889585017796358,0.9359999999999999,-0.6207796375798851,0.016,0.11563389680511264
12.5,-1.2332349462355996,-0.1661504648898063,1.0,-1.0,0.08,-0.064,-0.5208684326167221,-1.0,0.08,-0.064,-0.5208684326167221,0.91858184606129,0.0,0.017418153938710032,0.0,-0.29243421630836103,0.16678671655616017,-0.29243421630836103,-0.16678671655616017,0.9359999999999999,-0.5848684326167222,0.016,0.11333557968747023
12.75,-1.2186502515572533,-0.1739481651444701,1.0,-1.0,0.08,-0.064,-0.4851084356205564,-1.0,0.08,-0.064,-0.4851084356205564,0.91858184606129,0.0,0.017418153938710032,0.0,-0.2745542178102782,0.18885688063266834,-0.2745542178102782,-0.18885688063266834,0.9359999999999999,-0.5491084356205564,0.016,0.1110469398797156
13.0,-1.203943911579166,-0.18133153269238167,1.0,-1.0,0.08,-0.064,-0.4494809422285422,-1.0,0.08,-0.064,-0.4494809422285422,0.91858184606129,0.0,0.017418153938710032,0.0,-0.25674047111427106,0.20700509847501053,-0.25674047111427106,-0.20700509847501053,0.9359999999999999,-0.5134809422285422,0.016,0.10876678030262671
13.25,-1.1891029245587057,-0.18830460341835925,1.0,-1.0,0.08,-0.064,-0.4139657651940667,-1.0,0.08,-0.064,-0.4139657651940667,0.91858184606129,0.0,0.017418153938710032,0.0,-0.23898288259703337,0.22221834037278032,-0.23898288259703337,-0.22221834037278032,0.9359999999999999,-0.4779657651940667,0.016,0.10649380897242028
13.5,-1.1741128733618127,-0.19487107741523094,1.0,-1.0,0.08,-0.064,-0.3785410393939319,-1.0,0.08,-0.064,-0.3785410393939319,0.91858184606129,0.0,0.017418153938710032,0.0,-0.22127051969696593,0.23508718304970655,-0.22127051969696593,-0.23508718304970655,0.9359999999999999,-0.4425410393939319,0.016,0.10422662652121165
13.75,-1.1589577202003618,-0.20103429424427527,1.0,-1.0,0.08,-0.064,-0.34318299721202017,-1.0,0.08,-0.064,-0.34318299721202017,0.91858184606129,0.0,0.017418153938710032,0.0,-0.20359149860601009,0.2459963689100477,-0.20359149860601009,-0.2459963689100477,0.9359999999999999,-0.40718299721202017,0.016,0.1019637118215693
14.0,-1.1436195648699368,-0.2067972041641031,1.0,-1.0,0.08,-0.064,-0.30786570915330325,-1.0,0.08,-0.064,-0.30786570915330325,0.91858184606129,0.0,0.017418153938710032,0.0,-0.18593285457665165,0.25521046015943216,-0.18593285457665165,-0.25521046015943216,0.9359999999999999,-0.37186570915330325,0.016,0.0997034053858114
14.25,-1.1280783587882508,-0.2121623345939507,1.0,-1.0,0.08,-0.064,-0.27256078356639346,-1.0,0.08,-0.064,-0.27256078356639346,0.91858184606129,0.0,0.017418153938710032,0.0,-0.1682803917831967,0.26291747733755355,-0.1682803917831967,-0.26291747733755355,0.9359999999999999,-0.33656078356639346,0.016,0.09744389014824918
14.5,-1.1123115652497302,-0.2171317509182494,1.0,-1.0,0.08,-0.064,-0.23723701818830478,-1.0,0.08,-0.064,-0.23723701818830478,0.91858184606129,0.0,0.017418153938710032,0.0,-0.15061850909415236,0.26925310375612427,-0.15061850909415236,-0.26925310375612427,0.9359999999999999,-0.3012370181883048,0.016,0.0951831691640515
14.75,-1.0962937539000512,-0.22170701054034916,1.0,-1.0,0.08,-0.064,-0.20185999484026618,-1.0,0.08,-0.064,-0.20185999484026618,0.91858184606129,0.0,0.017418153938710032,0.0,-0.13292999742013312,0.2743148837661939,-0.13292999742013312,-0.2743148837661939,0.9359999999999999,-0.2658599948402662,0.016,0.09291903966977703
15.0,-1.07999611432935,-0.2258891088430245,1.0,-1.0,0.08,-0.064,-0.16639160696649435,-1.0,0.08,-0.064,-0.16639160696649435,0.91858184606129,0.0,0.017418153938710032,0.0,-0.11519580348324718,0.278170792330368,-0.11519580348324718,-0.278170792330368,0.9359999999999999,-0.23039160696649436,0.016,0.09064906284585564
15.25,-1.063385869659406,-0.22967841539679482,1.0,-1.0,0.08,-0.064,-0.13078950779129128,-1.0,0.08,-0.064,-0.13078950779129128,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09739475389564564,0.2808643630157611,-0.09739475389564564,-0.2808643630157611,0.9359999999999999,-0.19478950779129128,0.016,0.08837052849864264
15.5,-1.0464255657517199,-0.23307459835410255,1.0,-1.0,0.08,-0.064,-0.09500646465880669,-1.0,0.08,-0.064,-0.09500646465880669,0.91858184606129,0.0,0.017418153938710032,0.0,-0.07950323232940334,0.28241750970387886,-0.07950323232940334,-0.28241750970387886,0.9359999999999999,-0.1590064646588067,0.016,0.08608041373816364
15.75,-1.0290722047689134,-0.23607653445110602,1.0,-1.0,0.08,-0.064,-0.05898960262795239,-1.0,0.08,-0.064,-0.05898960262795239,0.91858184606129,0.0,0.017418153938710032,0.0,-0.061494801313976194,0.282831617715459,-0.061494801313976194,-0.282831617715459,0.9359999999999999,-0.12298960262795239,0.016,0.08377533456818896
16.0,-1.0112761826986443,-0.23868220137291893,1.0,-1.0,0.08,-0.064,-0.022679517693541706,-1.0,0.08,-0.064,-0.022679517693541706,0.91858184606129,0.0,0.017418153938710032,0.0,-0.043339758846770854,0.28208713979104116,-0.043339758846770854,-0.28208713979104116,0.9359999999999999,-0.08667951769354171,0.016,0.08145148913238667
16.25,-0.9929799782839744,-0.24088854837308502,1.0,-1.0,0.08,-0.064,0.013990762727157602,-1.0,0.08,-0.064,0.013990762727157602,0.91858184606129,0.0,0.017418153938710032,0.0,-0.025004618636421217,0.28014167885609065,-0.025004618636421217,-0.28014167885609065,0.9359999999999999,-0.0500092372728424,0.016,0.07910459118546191
16.5,-0.9741165244528036,-0.24269133990598987,1.0,-1.0,0.08,-0.064,0.05109699678799051,-1.0,0.08,-0.064,0.05109699678799051,0.91858184606129,0.0,0.017418153938710032,0.0,-0.006451501606004741,0.2769262904323032,-0.006451501606004741,-0.2769262904323032,0.9359999999999999,-0.01290300321200949,0.016,0.07672979220556861
16.75,-0.9546071711776138,-0.24408496553776218,1.0,-1.0,0.08,-0.064,0.0887251487362739,-1.0,0.08,-0.064,0.0887251487362739,0.91858184606129,0.0,0.017418153938710032,0.0,0.01236257436813695,0.27233941550181606,0.01236257436813695,-0.27233941550181606,0.9359999999999999,0.024725148736273905,0.016,0.07432159048087845
17.0,-0.9343591184005049,-0.24506220741572876,1.0,-1.0,0.08,-0.064,0.12697303786183123,-1.0,0.08,-0.064,0.12697303786183123,0.91858184606129,0.0,0.017418153938710032,0.0,0.031486518930915613,0.2662373465583968,0.031486518930915613,-0.2662373465583968,0.9359999999999999,0.06297303786183123,0.016,0.07187372557684281
17.25,-0.9132621558691228,-0.24561395391372315,1.0,-1.0,0.08,-0.064,0.16595223465728193,-1.0,0.08,-0.064,0.16595223465728193,0.91858184606129,0.0,0.017418153938710032,0.0,0.05097611732864099,0.2584192184107649,0.05097611732864099,-0.2584192184107649,0.9359999999999999,0.10195223465728193,0.016,0.06937905698193396
17.5,-0.8911844885534576,-0.24572884446763743,1.0,-1.0,0.08,-0.064,0.20579020736171239,-1.0,0.08,-0.064,0.20579020736171239,0.91858184606129,0.0,0.017418153938710032,0.0,0.0708951036808562,0.2486027172074575,0.0708951036808562,-0.2486027172074575,0.9359999999999999,0.14179020736171238,0.016,0.06682942672885041
17.75,-0.8679673445614523,-0.24539282569542745,1.0,-1.0,0.08,-0.064,0.24663268877494127,-1.0,0.08,-0.064,0.24663268877494127,0.91858184606129,0.0,0.017418153938710032,0.0,0.09131634438747063,0.23638281064009842,0.09131634438747063,-0.23638281064009842,0.9359999999999999,0.18263268877494127,0.016,0.06421550791840375
18.0,-0.8434179464946864,-0.244588592112529,1.0,-1.0,0.08,-0.064,0.2886461675306865,-1.0,0.08,-0.064,0.2886461675306865,0.91858184606129,0.0,0.017418153938710032,0.0,0.11232308376534324,0.22115643814160094,0.11232308376534324,-0.22115643814160094,0.9359999999999999,0.2246461675306865,0.016,0.06152664527803607
18.25,-0.8173002611097337,-0.24329487531044625,1.0,-1.0,0.08,-0.064,0.332020283189961,-1.0,0.08,-0.064,0.332020283189961,0.91858184606129,0.0,0.017418153938710032,0.0,0.13401014159498054,0.2019702548038591,0.13401014159498054,-0.2019702548038591,0.9359999999999999,0.268020283189961,0.016,0.0587507018758425
18.5,-0.7893227022025194,-0.24148553219077223,1.0,-1.0,0.08,-0.064,0.3769696717877128,-1.0,0.08,-0.064,0.3769696717877128,0.91858184606129,0.0,0.017418153938710032,0.0,0.1564848358938564,0.17716217751218574,0.1564848358938564,-0.17716217751218574,0.9359999999999999,0.3129696717877128,0.016,0.055873941005586375
18.75,-0.7591216121710912,-0.2391283640034448,1.0,-1.0,0.08,-0.064,0.42373437793476343,-1.0,0.08,-0.064,0.42373437793476343,0.91858184606129,0.0,0.017418153938710032,0.0,0.1798671889673817,0.14327872886492027,0.1798671889673817,-0.14327872886492027,0.9359999999999999,0.3597343779347634,0.016,0.05288099981217515
19.0,-0.7262388355791966,-0.23618357094801004,1.0,-1.0,0.08,-0.064,0.4725771536965728,-1.0,0.08,-0.064,0.4725771536965728,0.91858184606129,0.0,0.017418153938710032,0.0,0.20428857684828644,0.08956137299484145,0.20428857684828644,-0.08956137299484145,0.9359999999999999,0.4085771536965728,0.016,0.04975506216341933
19.25,-0.6900909452512142,-0.23260170813372158,1.0,-1.0,0.08,-0.064,0.5237744872822858,-1.0,0.08,-0.064,0.5237744872822858,0.91858184606129,0.0,0.017418153938710032,0.0,0.30969771898735615,0.0,0.15007676829492972,0.0,0.9359999999999999,0.4597744872822858,0.016,0.04647843281393371
19.5,-0.6499265779504612,-0.22832095213621043,1.0,-1.0,0.08,-0.064,0.5775954432736031,-1.0,0.08,-0.064,0.5775954432736031,0.91858184606129,0.0,0.017418153938710032,0.0,0.40816211047170153,0.0,0.10543333280190154,0.0,0.9359999999999999,0.5135954432736032,0.016,0.0430338916304894
19.75,-0.6047667409520614,-0.2232634051894844,1.0,-1.0,0.08,-0.064,0.6342571890382223,-1.0,0.08,-0.064,0.6342571890382223,0.91858184606129,0.0,0.017418153938710032,0.0,0.48980095589428546,0.0,0.08045623314393688,0.0,0.9359999999999999,0.5702571890382222,0.016,0.039407539901553774
20.0,-0.5533207232211154,-0.2173300453949752,1.0,-1.0,0.08,-0.064,0.6938361772540619,-1.0,0.08,-0.064,0.6938361772540619,0.91858184606129,0.0,0.017418153938710032,0.0,0.5670666914166607,0.0,0.06276948583740122,0.0,0.9359999999999999,0.6298361772540619,0.016,0.03559448465574004
20.25,-0.4938673912609636,-0.21039376383754743,1.0,-1.0,0.08,-0.064,0.7560949998490903,-1.0,0.08,-0.064,0.7560949998490903,0.91858184606129,0.0,0.017418153938710032,0.0,0.6429295509050141,0.0,0.049165448944076054,0.0,0.9359999999999999,0.6920949998490904,0.016,0.031609920009658225
20.5,-0.42408879701142016,-0.2022897059981391,1.0,-1.0,0.08,-0.064,0.8201486922494066,-1.0,0.08,-0.064,0.8201486922494066,0.91858184606129,0.0,0.017418153938710032,0.0,0.7178238531171108,0.0,0.03832483913229576,0.0,0.9359999999999999,0.7561486922494065,0.016,0.027510483696037986
20.75,-0.34084284952315935,-0.19280187734307322,1.0,-1.0,0.08,-0.064,0.883826151928933,-1.0,0.08,-0.064,0.883826151928933,0.91858184606129,0.0,0.017418153938710032,0.0,0.7901677321754093,0.0,0.029658419753523818,0.0,0.9359999999999999,0.8198261519289329,0.016,0.023435126276548292
21.0,-0.23987304377217955,-0.1816448061912463,1.0,-1.0,0.08,-0.064,0.94246092287147,-1.0,0.08,-0.064,0.94246092287147,0.91858184606129,0.0,0.017418153938710032,0.0,0.8554526344597375,0.0,0.023008288411732386,0.0,0.9359999999999999,0.8784609228714699,0.016,0.01968250093622592
21.25,-0.11550113788211257,-0.1684394154533693,1.0,-1.0,0.08,-0.064,0.9866594871479373,-1.0,0.08,-0.064,0.9866594871479373,0.91858184606129,0.0,0.017418153938710032,0.0,0.9040162460601995,0.0,0.018643241087737808,0.0,0.9359999999999999,0.9226594871479372,0.016,0.016853792822532014
21.5,0.039501950689017,-0.15268440969682007,1.0,-1.0,0.08,-0.064,0.9984395958917625,-1.0,0.08,-0.064,0.9984395958917625,0.91858184606129,0.0,0.017418153938710032,0.0,0.9168801961684319,0.0,0.017559399723330524,0.0,0.9359999999999999,0.9344395958917624,0.016,0.016099865862927196
21.75,0.23328663082483392,-0.13373163214070916,1.0,-1.0,0.08,-0.064,0.9455773478783976,-1.0,0.08,-0.064,0.9455773478783976,0.91858184606129,0.0,0.017418153938710032,0.0,0.8588934518804401,0.0,0.02268389599795742,0.0,0.9359999999999999,0.8815773478783977,0.016,0.019483049735782552
22.0,0.4722064405632697,-0.11079212335829758,1.0,-1.0,0.08,-0.064,0.7770210774905673,-1.0,0.08,-0.064,0.7770210774905673,0.91858184606129,0.0,0.017418153938710032,0.0,0.6676843056277906,0.0,0.04533677186277682,0.0,0.9359999999999999,0.7130210774905672,0.016,0.03027065104060369
22.25,0.7541263079850213,-0.0830328850036178,1.0,-1.0,0.08,-0.064,0.4312935116048807,-1.0,0.08,-0.064,0.4312935116048807,0.91858184606129,0.0,0.017418153938710032,0.0,0.18364675580244033,0.13664217628728864,0.18364675580244033,-0.13664217628728864,0.9359999999999999,0.3672935116048807,0.016,0.052397215257287647
22.5,1.0586182785171,-0.04984333393203023,1.0,-1.0,0.08,-0.064,-0.12067265961050855,-1.0,0.08,-0.064,-0.12067265961050855,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09233632980525429,0.2814197086438118,-0.09233632980525429,-0.2814197086438118,0.9359999999999999,-0.18467265961050855,0.016,0.08772305021507255
22.75,1.3447183820578372,-0.011244184714486417,1.0,-1.0,0.08,-0.064,-0.8082675270442474,-1.0,0.08,-0.064,-0.8082675270442474,0.91858184606129,0.0,0.017418153938710032,0.0,-0.19430006456116444,0.0,-0.6779674624830829,0.0,0.9359999999999999,-0.8722675270442475,0.016,0.13172912173083184
23.0,1.5702570138884093,0.03187068507138514,1.0,-1.0,0.08,-0.064,-1.4657070896657443,-1.0,0.08,-0.064,-1.4657070896657443,0.91858184606129,0.0,0.017418153938710032,0.0,-0.12360812277919173,0.0,-1.4060989668865527,0.0,0.9359999999999999,-1.5297070896657443,0.016,0.17380525373860764
23.25,1.71865683771915,0.0780090337343394,1.0,-1.0,0.08,-0.064,-1.9537813258387886,-1.0,0.08,-0.064,-1.9537813258387886,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10732626429206807,0.0,-1.9104550615467204,0.0,0.9359999999999999,-2.0177813258387887,0.016,0.20504200485368246
23.5,1.8012514425328028,0.12567190365576372,1.0,-1.0,0.08,-0.064,-2.2445067592265024,-1.0,0.08,-0.064,-2.2445067592265024,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10132772613238172,0.0,-2.2071790330941203,0.0,0.9359999999999999,-2.3085067592265025,0.016,0.22364843259049616
23.75,1.8395207536564575,0.17374104021365347,1.0,-1.0,0.08,-0.064,-2.3838366031328215,-1.0,0.08,-0.064,-2.3838366031328215,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09901365391457222,0.0,-2.3488229492182495,0.0,0.9359999999999999,-2.4478366031328216,0.016,0.23256554260050055
24.0,1.851661136341617,0.2215219625333894,1.0,-1.0,0.08,-0.064,-2.4286489638379285,-1.0,0.08,-0.064,-2.4286489638379285,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09833006531888897,0.0,-2.3943188985190393,0.0,0.9359999999999999,-2.4926489638379286,0.016,0.23543353368562742
24.25,1.8493969810513253,0.26862751055606293,1.0,-1.0,0.08,-0.064,-2.420269193521756,-1.0,0.08,-0.064,-2.420269193521756,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09845582713851739,0.0,-2.385813366383239,0.0,0.9359999999999999,-2.4842691935217562,0.016,0.2348972283853924
24.5,1.8394033135489838,0.3148555937120518,1.0,-1.0,0.08,-0.064,-2.3834045498949807,-1.0,0.08,-0.064,-2.3834045498949807,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09902037924613938,0.0,-2.348384170648841,0.0,0.9359999999999999,-2.447404549894981,0.016,0.23253789119327878
24.75,1.8252752688245002,0.3601062857183266,1.0,-1.0,0.08,-0.064,-2.331629806982351,-1.0,0.08,-0.064,-2.331629806982351,0.91858184606129,0.0,0.017418153938710032,0.0,-0.09984576213122653,0.0,-2.2957840448511244,0.0,0.9359999999999999,-2.395629806982351,0.016,0.2292243076468705
25.0,1.808907426629314,0.40433392330546597,1.0,-1.0,0.08,-0.064,-2.2721460781146865,-1.0,0.08,-0.064,-2.2721460781146865,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10084425591226812,0.0,-2.2353018222024184,0.0,0.9359999999999999,-2.3361460781146866,0.016,0.22541734899933993
25.25,1.7912928560179016,0.44752123629665996,1.0,-1.0,0.08,-0.064,-2.20873009602077,-1.0,0.08,-0.064,-2.20873009602077,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10197305452130384,0.0,-2.170757041499466,0.0,0.9359999999999999,-2.27273009602077,0.016,0.2213587261453293
25.5,1.7729529165352316,0.4896657373634466,1.0,-1.0,0.08,-0.064,-2.1433620442507832,-1.0,0.08,-0.064,-2.1433620442507832,0.91858184606129,0.0,0.017418153938710032,0.0,-0.10321281784916424,0.0,-2.104149226401619,0.0,0.9359999999999999,-2.2073620442507833,0.016,0.21717517083205012
