seed,kappa_from,kappa_to,s,J_next,J_prev
2,33,50,0.85,0.013930282274081978,0.024626459757220446
2,33,50,0.9,0.013778813815095933,0.025789991211895333
2,33,50,0.95,0.013686302387458004,0.027008181042690434
2,33,50,1.0,0.013654623585311285,0.028281508722888073
2,50,75,0.0,0.013882609546281278,0.013654623585311285
2,50,75,0.05,0.013858385759169473,0.013718624786057145
2,50,75,0.1,0.013833172183882858,0.0139076396335164
2,50,75,0.15,0.013806845572160862,0.014222204014345187
2,50,75,0.2,0.013779336146375215,0.01466300900276861
2,50,75,0.25,0.013750629379409882,0.015230916917387576
2,50,75,0.3,0.013720767815334135,0.015926966905174644
2,50,75,0.35,0.013689852929606455,0.016752368505449138
2,50,75,0.4,0.013658047026940172,0.01770848237369364
2,50,75,0.45,0.01362557517433103,0.0187967882325516
2,50,75,0.5,0.013592727166128301,0.020018841087610234
2,50,75,0.55,0.013559859517451754,0.02137621770394705
2,50,75,0.6,0.013527397481744863,0.02287045618692024
2,50,75,0.65,0.01349583708786129,0.024502992158997337
2,50,75,0.7,0.013465747191797654,0.026275095409811114
2,50,75,0.75,0.013437771538021864,0.02818781099017787
2,50,75,0.8,0.013412630825235998,0.030241908532244063
2,50,75,0.85,0.013391124771276942,0.03243784315157014
2,50,75,0.9,0.0133741341715649,0.03477573069069127
2,50,75,0.95,0.013362622944936531,0.037255339372999956
2,50,75,1.0,0.013357640159736558,0.03987609921626781
2,75,100,0.0,0.013510384975256442,0.013357640159736558
2,75,100,0.05,0.013497253769471855,0.013355643017598237
2,75,100,0.1,0.013484227677716464,0.01335400947674071
2,75,100,0.15,0.013471350338213315,0.013352747983849618
2,75,100,0.2,0.013458668727877257,0.013351868666995424
2,75,100,0.25,0.01344623313507522,0.01335138331647475
2,75,100,0.3,0.0134340971194714,0.013351305352337067
2,75,100,0.35,0.013422317456740116,0.013351649776336409
2,75,100,0.4,0.01341095406655939,0.013352433106656986
2,75,100,0.45,0.013400069923335443,0.013353673294815849
2,75,100,0.5,0.01338973095064495,0.013355389625665709
2,75,100,0.55,0.013380005902292663,0.013357602603342796
2,75,100,0.6,0.013370966235027905,0.01336033382813957
2,75,100,0.65,0.013362685980010324,0.013363605871336663
2,75,100,0.7,0.01335524162169673,0.0133674421566039
2,75,100,0.75,0.013348711993520945,0.01337186685728069
2,75,100,0.8,0.013343178199250471,0.013376904818361748
2,75,100,0.85,0.01333872356712918,0.013382581510234477
2,75,100,0.9,0.013335433641007529,0.013388923018312003
2,75,100,0.95,0.013333396209057768,0.013395956069100497
2,75,100,1.0,0.013332701366976197,0.013403708089546384
3,1,2,0.0,0.04354605908459057,0.03065924244956581
3,1,2,0.05,0.0421954306264561,0.02997870200602571
3,1,2,0.1,0.04085628603785895,0.029319501794591217
3,1,2,0.15,0.039531616315835724,0.02868181169776571
3,1,2,0.2,0.03822492088953535,0.02806586957092383
3,1,2,0.25,0.03694017063306229,0.027471965204882664
3,1,2,0.3,0.035681768141183755,0.026900429728144673
3,1,2,0.35,0.034454506143041214,0.02635163146453514
3,1,2,0.4,0.033263524202396734,0.025825978146032047
3,1,2,0.45,0.032114265648183135,0.025323926739151258
3,1,2,0.5,0.031012439192082537,0.024846004199241517
3,1,2,0.55,0.029963990768327124,0.024392843102886256
3,1,2,0.6,0.028975089640054946,0.02396523422912314
3,1,2,0.65,0.028052190316135123,0.023564255366022722
3,1,2,0.7,0.027202906688964086,0.02319221032408832
3,1,2,0.75,0.02643895200383576,0.022855629336782122
3,1,2,0.8,0.025767812514767487,0.022556996446509443
3,1,2,0.85,0.02518798660837654,0.022290033747238973
3,1,2,0.9,0.02470187021489171,0.022052621889665294
3,1,2,0.95,0.02431392207941089,0.021844989618430892
3,1,2,1.0,0.024056098204090957,0.02169516151794816
3,2,3,0.0,0.030937290344071153,0.024056098204090957
3,2,3,0.05,0.02988476682718095,0.023903501704040077
3,2,3,0.1,0.028934663455391526,0.023821316558863798
3,2,3,0.15,0.028053518034632012,0.02377612945386342
3,2,3,0.2,0.02723315330422161,0.023759973592234664
3,2,3,0.25,0.026471969414989752,0.02377159366281017
3,2,3,0.3,0.025768406349370124,0.023809881242349104
3,2,3,0.35,0.02512084627128868,0.023873751266572825
3,2,3,0.4,0.0245276356002228,0.02396213981277061
3,2,3,0.45,0.023987111619733582,0.024074008277753613
3,2,3,0.5,0.023497627549013272,0.024208348005872057
3,2,3,0.55,0.023057575762134727,0.024364185060052446
3,2,3,0.6,0.022665414525161347,0.024540590425132187
3,2,3,0.65,0.022319781969744986,0.02473677921851651
3,2,3,0.7,0.022020840772916966,0.024953442194503708
3,2,3,0.75,0.021776622088591595,0.02519907788352551
3,2,3,0.8,0.021587449175022567,0.02547440559977914
3,2,3,0.85,0.021442165829662987,0.025768584221370586
3,2,3,0.9,0.02133781822972869,0.026078885142893367
3,2,3,0.95,0.02127355812506184,0.026404587158897767
3,2,3,1.0,0.02124885533673563,0.026745181050985674
3,3,4,0.0,0.028894588493858717,0.02124885533673563
3,3,4,0.05,0.027812165075844074,0.0211470327663479
3,3,4,0.1,0.026773138290139845,0.021071135352863687
3,3,4,0.15,0.02577806618561067,0.02102112463159686
3,3,4,0.2,0.02482760913474997,0.02099698631401859
3,3,4,0.25,0.023922533421922916,0.02099874408673825
3,3,4,0.3,0.023063762222226582,0.02102652046648546
3,3,4,0.35,0.022252595486987044,0.021080766225959332
3,3,4,0.4,0.021491291693784845,0.021162851335234933
3,3,4,0.45,0.02078305112362182,0.021275057058732148
3,3,4,0.5,0.02012911356251623,0.021417682075786464
3,3,4,0.55,0.019528331387526583,0.021588623551784546
3,3,4,0.6,0.018980240924027107,0.021786456012745082
3,3,4,0.65,0.018485391820202444,0.022010767737351774
3,3,4,0.7,0.018044774139006077,0.02226159433946437
3,3,4,0.75,0.017660456676967966,0.02254006303061523
3,3,4,0.8,0.01734201716316197,0.02285482820555655
3,3,4,0.85,0.017096976350047574,0.023212510363871074
3,3,4,0.9,0.01692316263651725,0.02361006502226661
3,3,4,0.95,0.01682140887810779,0.024047483300659755
3,3,4,1.0,0.016783553702266165,0.024515796542213336
3,4,5,0.0,0.02552703866087205,0.016783553702266165
3,4,5,0.05,0.02488807408096063,0.016702041334605094
3,4,5,0.1,0.024286318563184747,0.016632612001004687
3,4,5,0.15,0.023721685492113672,0.01657585538301877
3,4,5,0.2,0.023195067073632204,0.016533303186457536
3,4,5,0.25,0.022706723596267922,0.016505822274836005
3,4,5,0.3,0.02225449498081395,0.016491829886718636
3,4,5,0.35,0.021835899540342155,0.016489395833458237
3,4,5,0.4,0.021449435039010877,0.016497546746362383
3,4,5,0.45,0.021094167621468686,0.01651585793115859
3,4,5,0.5,0.02076937074820129,0.016544094955886386
3,4,5,0.55,0.02047440031919499,0.01658209114939284
3,4,5,0.6,0.020208663308010022,0.016629718330727832
3,4,5,0.65,0.01997161861528212,0.016686889479513103
3,4,5,0.7,0.0197627951591175,0.016753578368141397
3,4,5,0.75,0.019581826198833037,0.016829855157561593
3,4,5,0.8,0.01942849732851137,0.016915935399924985
3,4,5,0.85,0.019302791166514045,0.01701222548220585
3,4,5,0.9,0.01920490243712249,0.017119338215773265
3,4,5,0.95,0.01913539841735224,0.01723825355432
3,4,5,1.0,0.019101095350317347,0.017376195051169527
3,5,6,0.0,0.12411893343977959,0.019101095350317347
3,5,6,0.05,0.11828714327735954,0.019179098058503832
3,5,6,0.1,0.111802962799935,0.01938405448298315
3,5,6,0.15,0.10464944720429135,0.019698658517271737
3,5,6,0.2,0.09688659347591574,0.0201250410334645
3,5,6,0.25,0.08866350225999974,0.02067623877734382
3,5,6,0.3,0.08022046615096377,0.021370830413969612
3,5,6,0.35,0.07186663836353936,0.022232818335711012
3,5,6,0.4,0.0639206241828968,0.023292211512200872
3,5,6,0.45,0.056631025425236625,0.024585285762826314
3,5,6,0.5,0.05012097873729229,0.026154455897808036
3,5,6,0.55,0.04439145089200962,0.028046809742073832
3,5,6,0.6,0.03937579582153691,0.030312839189416664
3,5,6,0.65,0.035003592196233724,0.03300669472225198
3,5,6,0.7,0.03123481628391165,0.036183588627767584
3,5,6,0.75,0.02806043050629064,0.03989457245240358
3,5,6,0.8,0.025485803517188925,0.044180262947804125
3,5,6,0.85,0.023513269691715872,0.04906427830648431
3,5,6,0.9,0.022132699317199814,0.054547507522518815
3,5,6,0.95,0.021321508392279313,0.06060471856488546
3,5,6,1.0,0.02105092981822934,0.06718484195083838
3,6,8,0.0,0.11490824346416767,0.02105092981822934
3,6,8,0.05,0.10781198193637813,0.021202759940200367
3,6,8,0.1,0.1007828224016325,0.021641072022273108
3,6,8,0.15,0.09382035613126258,0.022374898230695994
3,6,8,0.2,0.08692751165262903,0.023409026556902364
3,6,8,0.25,0.08011420859493999,0.024743693116688607
3,6,8,0.3,0.07340043799023532,0.02637556925410651
3,6,8,0.35,0.06681832724514465,0.028300260037410985
3,6,8,0.4,0.06041242906639782,0.030515558677221433
3,6,8,0.45,0.0542347980572391,0.03302125102805735
3,6,8,0.5,0.048338784649808855,0.035817965160261866
3,6,8,0.55,0.04277694642851218,0.038908742665402556
3,6,8,0.6,0.03759925399901591,0.04229807954124118
3,6,8,0.65,0.03285331483283554,0.045989637854731355
3,6,8,0.7,0.02858502745713643,0.049981809666135926
3,6,8,0.75,0.024840071321583498,0.054263510250319585
3,6,8,0.8,0.0216656011829608,0.0588120900876797
3,6,8,0.85,0.019110614584433826,0.0635938570313887
3,6,8,0.9,0.017224215811360213,0.06856695673486969
3,6,8,0.95,0.016052637423962807,0.07368609541358563
3,6,8,1.0,0.01563826033388558,0.07890961209767364
3,8,10,0.0,0.025204532829841867,0.01563826033388558
3,8,10,0.05,0.02407191596337072,0.01568448680758731
3,8,10,0.1,0.023024264742523254,0.01583617043010561
3,8,10,0.15,0.022057214430751183,0.016092209929196327
3,8,10,0.2,0.02116672124212482,0.016451504939489027
3,8,10,0.25,0.02034911021675525,0.016912998631888814
3,8,10,0.3,0.019601024377559437,0.017475626511670513
3,8,10,0.35,0.01891936761930625,0.018138264337443824
3,8,10,0.4,0.01830126465931453,0.018899698758442832
3,8,10,0.45,0.017744034830177616,0.019758617435656982
3,8,10,0.5,0.017245173843517467,0.020713612446026396
3,8,10,0.55,0.0168023399471701,0.021763192737994583
3,8,10,0.6,0.01641334290606286,0.02290580310665265
3,8,10,0.65,0.01607613550793139,0.024139848162559645
3,8,10,0.7,0.015788808222516142,0.025463720498105902
3,8,10,0.75,0.015549588549966176,0.026875833051409927
3,8,10,0.8,0.01535684737871075,0.028374656440050612
3,8,10,0.85,0.015209113884324301,0.029958761337794453
3,8,10,0.9,0.015105093352405527,0.03162685900406703
3,8,10,0.95,0.015043661641316992,0.033377812674589155
3,8,10,1.0,0.01502378804837861,0.035210570894658275
3,10,12,0.0,0.05786631628039533,0.01502378804837861
3,10,12,0.05,0.05418232269277577,0.015035353971899028
3,10,12,0.1,0.050630248980341776,0.015086319294817399
3,10,12,0.15,0.04721167849983104,0.0151743727556407
3,10,12,0.2,0.04392938189719798,0.01529738478086095
3,10,12,0.25,0.040787465452463506,0.015453394370757587
3,10,12,0.3,0.03779142601856133,0.015640596810478698
3,10,12,0.35,0.0349480933048478,0.015857332197379368
3,10,12,0.4,0.03226545151341742,0.01610207476053859
3,10,12,0.45,0.029752347645213124,0.016373422939025932
3,10,12,0.5,0.027418111438800716,0.016670090180523053
3,10,12,0.55,0.025272129173011477,0.016990896420010962
3,10,12,0.6,0.023323427159648843,0.01733476019823098
3,10,12,0.65,0.021580327464045698,0.0177006913806812
3,10,12,0.7,0.020050235810421202,0.01808778443949166
3,10,12,0.75,0.018739608672324194,0.01849521226246125
3,10,12,0.8,0.017654123638201992,0.018922220456005286
3,10,12,0.85,0.01679904608096608,0.01936812211232089
3,10,12,0.9,0.016179748941190078,0.019832293017053304
3,10,12,0.95,0.01580230529180102,0.020314167284817823
3,10,12,1.0,0.015674041186102244,0.020813233431733635
3,12,15,0.0,0.04139844446271522,0.015674041186102244
3,12,15,0.05,0.03916318342003686,0.01569594207358554
3,12,15,0.1,0.036985584828913357,0.015776295774421068
3,12,15,0.15,0.03486956365363217,0.015915903925943616
3,12,15,0.2,0.03282025716607803,0.01611581373529645
3,12,15,0.25,0.030843981672445907,0.016377247020056964
3,12,15,0.3,0.028948135649920916,0.01670158216544832
3,12,15,0.35,0.027141002910249186,0.017090351932660695
3,12,15,0.4,0.025431452365738568,0.017545247391963587
3,12,15,0.45,0.023828563082530334,0.018068132635872376
3,12,15,0.5,0.022341247137997435,0.018661102176301576
3,12,15,0.55,0.02097803022921948,0.01932668864268366
3,12,15,0.6,0.019747188794822262,0.0200683635983826
3,12,15,0.65,0.018656411775053332,0.02089044990088334
3,12,15,0.7,0.017710139765333546,0.021795564390761364
3,12,15,0.75,0.016909113065736815,0.02278411108706381
3,12,15,0.8,0.016253206525798508,0.023856916851816484
3,12,15,0.85,0.015742101160647306,0.025015596913927313
3,12,15,0.9,0.015375023760264422,0.026261935878337098
3,12,15,0.95,0.015150757203060618,0.027597548920322693
3,12,15,1.0,0.015067778986435902,0.029023739547243792
3,15,20,0.0,0.02053827725399399,0.015067778986435902
3,15,20,0.05,0.01995839507167603,0.015231997883493706
3,15,20,0.1,0.01941007723194689,0.01566894958066106
3,15,20,0.15,0.018893116263601704,0.0163633698011979
3,15,20,0.2,0.01840730671071695,0.017301275101702367
3,15,20,0.25,0.017952443739740698,0.018468389737014035
3,15,20,0.3,0.01752832210252905,0.019848980358780154
3,15,20,0.35,0.017134735459559437,0.021425326676256226
3,15,20,0.4,0.01677147608154249,0.023177855818422053
3,15,20,0.45,0.016438334970537937,0.02508581327671154
3,15,20,0.5,0.016135102477936286,0.027128252036713242
3,15,20,0.55,0.01586156955128423,0.02928509736435997
3,15,20,0.6,0.015617529817174014,0.031538077644825954
3,15,20,0.65,0.01540278279146114,0.033871381163902856
3,15,20,0.7,0.015217138545291779,0.03627198019593023
3,15,20,0.75,0.015060423982187729,0.038729635835215374
3,15,20,0.8,0.01493249013274757,0.04123664636416173
3,15,20,0.85,0.014833218004952999,0.04378742442651536
3,15,20,0.9,0.014762517474852847,0.046377987332686686
3,15,20,0.95,0.014720311837947968,0.04900542997055752
3,15,20,1.0,0.014706506119239484,0.051667434739634366
3,20,25,0.0,0.034608912730050234,0.014706506119239484
3,20,25,0.05,0.03214930717094509,0.014722341710709297
3,20,25,0.1,0.02991501411348142,0.014762330716019961
3,20,25,0.15,0.02789189723043627,0.014826524805052187
3,20,25,0.2,0.026065509917731274,0.014914984365411593
3,20,25,0.25,0.024421641259929343,0.015027874112899176
3,20,25,0.3,0.02294670772284936,0.015165465055263673
3,20,25,0.35,0.021628013287780128,0.015328105107656809
3,20,25,0.4,0.020453899604951392,0.015516192887514872
3,20,25,0.45,0.019413799847221372,0.01573016147943567
3,20,25,0.5,0.01849821300754616,0.015970469852922328
3,20,25,0.55,0.01769861996876044,0.016237598884666596
3,20,25,0.6,0.017007363911915197,0.01653205001375452
3,20,25,0.65,0.01641751552248738,0.01685434554616176
3,20,25,0.7,0.015922739425756626,0.01720503028650835
3,20,25,0.75,0.015517173660963123,0.017584674609996485
3,20,25,0.8,0.015195329624976408,0.0179938793573829
3,20,25,0.85,0.014952016060724521,0.01843328292271003
3,20,25,0.9,0.014782287003969267,0.01890357014660543
3,20,25,0.95,0.014681409202469988,0.019405480229925998
3,20,25,1.0,0.014644838701643154,0.019939806282104518
3,25,33,0.0,0.03776148982480676,0.014644838701643154
3,25,33,0.05,0.03589479516517861,0.014667909392591305
3,25,33,0.1,0.03409011281241062,0.014795334005892675
3,25,33,0.15,0.03234637122736772,0.015024059617605248
3,25,33,0.2,0.03066331182681139,0.015351448372492133
3,25,33,0.25,0.029041430916268506,0.015775223510062105
3,25,33,0.3,0.0274819409993773,0.016293436120381463
3,25,33,0.35,0.025986773261832203,0.016904473544865777
3,25,33,0.4,0.024558604902363154,0.017607092358984028
3,25,33,0.45,0.023200900434447266,0.018400464490409035
3,25,33,0.5,0.02191796638024463,0.019284235533720512
3,25,33,0.55,0.02071503158993608,0.020258607415487205
3,25,33,0.6,0.019598379988252285,0.021324472505047327
3,25,33,0.65,0.01857552779053358,0.022483591976853963
3,25,33,0.7,0.01765517836763195,0.02373855291418627
3,25,33,0.75,0.016846490623068706,0.025092041895408937
3,25,33,0.8,0.01615843284184139,0.026546209385226182
3,25,33,0.85,0.01560034650021342,0.028103252036136755
3,25,33,0.9,0.015182543501797248,0.029766038811533495
3,25,33,0.95,0.014916216183349946,0.031538061924536474
3,25,33,1.0,0.014813135221509928,0.03342318778376871
3,33,50,0.0,0.03636095459457031,0.014813135221509928
3,33,50,0.05,0.03402313293232919,0.014884447765859996
3,33,50,0.1,0.031846811402511443,0.01508286587333836
3,33,50,0.15,0.029825641652047846,0.015401309574712443
3,33,50,0.2,0.027953184725161402,0.015832822313427378
3,33,50,0.25,0.026223073346709563,0.016370668790304434
3,33,50,0.3,0.02462916417574152,0.01700842273592376
3,33,50,0.35,0.0231656707197552,0.017740040834802857
3,33,50,0.4,0.02182727076958594,0.018559920980426345
3,33,50,0.45,0.020609185182954317,0.019462944586561524
3,33,50,0.5,0.019507227433785673,0.020444503817818982
3,33,50,0.55,0.018517825440656048,0.021500515359838896
3,33,50,0.6,0.017638018742130373,0.022627422775439436
3,33,50,0.65,0.016865435106820682,0.023822189647547395
3,33,50,0.7,0.0161982512007008,0.02508228565583746
3,33,50,0.75,0.015635142057312718,0.02640566753197934
3,33,50,0.8,0.015175223891530445,0.02779075654129326
3,33,50,0.85,0.01481799434720002,0.029236413790753042
3,33,50,0.9,0.014563273648491495,0.030741914299579783
3,33,50,0.95,0.014411149400022156,0.03230692041596331
3,33,50,1.0,0.014361927008949091,0.033931454841440924
3,50,75,0.0,0.014938740321725662,0.014361927008949091
3,50,75,0.05,0.014917175907180488,0.014425564791305235
3,50,75,0.1,0.014890659705868552,0.014648513214687678
3,50,75,0.15,0.014858353919599974,0.015030930629856254
3,50,75,0.2,0.01481965734085097,0.015573314145893209
3,50,75,0.25,0.014774209024149396,0.0162765477812009
3,50,75,0.3,0.014721892217641905,0.017141926270838742
3,50,75,0.35,0.014662838483524485,0.018171150446985043
3,50,75,0.4,0.014597431951658007,0.019366292093152
3,50,75,0.45,0.014526313655779765,0.020729728566664322
3,50,75,0.5,0.014450385897150381,0.022264050059524358
3,50,75,0.55,0.014370816566726086,0.02397194485257345
3,50,75,0.6,0.01428904333422449,0.025856070038488933
3,50,75,0.65,0.014206777581690921,0.027918916720193438
3,50,75,0.7,0.014126007923314459,0.030162679495130705
3,50,75,0.75,0.014049003119099106,0.03258914008367639
3,50,75,0.8,0.013978314169429643,0.035199574326438804
3,50,75,0.85,0.01391677538658431,0.037994690604641446
3,50,75,0.9,0.013867504292217406,0.04097460619210079
3,50,75,0.95,0.013833900288611978,0.044138866246433095
3,50,75,1.0,0.013819642174069065,0.047486508126506566
3,75,100,0.0,0.014043964721657481,0.013819642174069065
3,75,100,0.05,0.01402374860279429,0.01381113113331
3,75,100,0.1,0.014004256188302859,0.013803862825317243
3,75,100,0.15,0.013985443276375215,0.013797752106255867
3,75,100,0.2,0.01396725264928734,0.01379269890394325
3,75,100,0.25,0.013949640011825446,0.013788614185115834
3,75,100,0.3,0.013932586331104982,0.013785432323961403
3,75,100,0.35,0.013916099221421521,0.013783112515490565
3,75,100,0.4,0.013900209096177668,0.013781634955725057
3,75,100,0.45,0.013884964176564603,0.0137809958783079
3,75,100,0.5,0.013870426211121908,0.013781203301588482
3,75,100,0.55,0.013856667404731095,0.013782273984665673
3,75,100,0.6,0.013843768513780793,0.013784231549048655
3,75,100,0.65,0.013831817969465735,0.013787105627823202
3,75,100,0.7,0.013820912000510305,0.013790932013537396
3,75,100,0.75,0.013811155941091766,0.013795753990503071
3,75,100,0.8,0.013802667205770978,0.013801625333245427
3,75,100,0.85,0.01379558075398497,0.013808615793577941
3,75,100,0.9,0.013790058029496701,0.013816820061622614
3,75,100,0.95,0.013786299547079061,0.013826370372979927
3,75,100,1.0,0.013784557599084615,0.013837449234629352
4,1,2,0.0,0.02722932838919014,0.022513392115848276
4,1,2,0.05,0.02667859047664317,0.02216207501048413
4,1,2,0.1,0.026166773069941918,0.021829979969082064
4,1,2,0.15,0.025685069775358327,0.021512091732446913
4,1,2,0.2,0.025229715905546582,0.02120752741539335
4,1,2,0.25,0.02479788248320902,0.020915673942019396
4,1,2,0.3,0.024387304016626823,0.02063598705449095
4,1,2,0.35,0.023996142321258428,0.02036797745931647
4,1,2,0.4,0.0236228918862582,0.020111204828229874
4,1,2,0.45,0.023266309838123944,0.019865272827131922
4,1,2,0.5,0.02292536419556944,0.019629825708756005
4,1,2,0.55,0.022599275864765282,0.019404626613301085
4,1,2,0.6,0.022294098350291558,0.019196164820627613
4,1,2,0.65,0.022036973300298454,0.019031932378502085
4,1,2,0.7,0.021801844874508824,0.018886154743717742
4,1,2,0.75,0.021593624793179216,0.018763968486918355
4,1,2,0.8,0.0214438765735758,0.01869711544107755
4,1,2,0.85,0.021318959603768346,0.018652094590295196
4,1,2,0.9,0.02121354337032892,0.018623682499764198
4,1,2,0.95,0.021131524190653735,0.01861585500387611
4,1,2,1.0,0.02107931158320794,0.018635077565411537
4,2,3,0.0,0.026800080112168292,0.02107931158320794
4,2,3,0.05,0.026040274695788266,0.021013506950999027
4,2,3,0.1,0.025326054563012013,0.02098192304522813
4,2,3,0.15,0.024652906172184713,0.02097997772458374
4,2,3,0.2,0.02401690447841664,0.021003714694378332
4,2,3,0.25,0.023416680152467877,0.021051759795335415
4,2,3,0.3,0.022851889318354787,0.021123779542498024
4,2,3,0.35,0.022322947487990064,0.021220203767767305
4,2,3,0.4,0.021832734383733027,0.02134391920924371
4,2,3,0.45,0.0213858093292202,0.021499473856960855
4,2,3,0.5,0.020979213534070257,0.021683868487475375
4,2,3,0.55,0.020608904855493153,0.021892981056343904
4,2,3,0.6,0.020274045104528092,0.022125844083344434
4,2,3,0.65,0.01997488103367322,0.02238251621782343
4,2,3,0.7,0.019712055800085185,0.02266338481497017
4,2,3,0.75,0.01948648030267603,0.02296902894650352
4,2,3,0.8,0.01929911478496141,0.023299993253738153
4,2,3,0.85,0.019150616279480483,0.02365642822808851
4,2,3,0.9,0.0190412287013278,0.024037973730767527
4,2,3,0.95,0.018971187009449754,0.024444157170962107
4,2,3,1.0,0.018943542552910093,0.024877213457692164
4,3,4,0.0,0.024031848802059552,0.018943542552910093
4,3,4,0.05,0.023278818913181374,0.018942620820239488
4,3,4,0.1,0.02255546329940314,0.018964122250082073
4,3,4,0.15,0.021862362483285817,0.019008284625321357
4,3,4,0.2,0.02120015059486554,0.019075360162193553
4,3,4,0.25,0.02056951589649294,0.019165614132668762
4,3,4,0.3,0.019971201570320042,0.019279323752107794
4,3,4,0.35,0.019406006679082325,0.019416777276718016
4,3,4,0.4,0.0188747874733582,0.019578273522763513
4,3,4,0.45,0.018378459753238655,0.019764122559352327
4,3,4,0.5,0.017918004113331085,0.019974649452869205
4,3,4,0.55,0.01749447807103044,0.02021020511742245
4,3,4,0.6,0.017109042367871547,0.02047119162074005
4,3,4,0.65,0.016763009451022978,0.020758110017117158
4,3,4,0.7,0.016457901793277614,0.021071618434779407
4,3,4,0.75,0.016195431095360476,0.021412511534267684
4,3,4,0.8,0.01597725100764471,0.021781474050569318
4,3,4,0.85,0.01580461667406432,0.02217874179903774
4,3,4,0.9,0.015678413542466713,0.022604132666705454
4,3,4,0.95,0.01559949750629765,0.02305738972950067
4,3,4,1.0,0.015568889087100479,0.023538379276572218
4,4,5,0.0,0.024604844991761222,0.015568889087100479
4,4,5,0.05,0.0240312671779306,0.015508875062805428
4,4,5,0.1,0.023488001119401483,0.015463315548328933
4,4,5,0.15,0.02297483712767213,0.01543204285396054
4,4,5,0.2,0.02249156617714209,0.015414888568392633
4,4,5,0.25,0.022037979155630855,0.015411683740881836
4,4,5,0.3,0.02161386595493068,0.015422258947201666
4,4,5,0.35,0.021219014431702276,0.015446444256535378
4,4,5,0.4,0.02085320930168479,0.015484069149650587
4,4,5,0.45,0.020516231066371494,0.015534962475497033
4,4,5,0.5,0.020207855112311233,0.015598952575048716
4,4,5,0.55,0.019927851199570714,0.0156758677783184
4,4,5,0.6,0.019675983795366357,0.015765537720713096
4,4,5,0.65,0.019452014538656942,0.015867796755481507
4,4,5,0.7,0.019255710881654682,0.01598249349999241
4,4,5,0.75,0.019086873570631057,0.016109519170842877
4,4,5,0.8,0.01894541895776449,0.016248890693017746
4,4,5,0.85,0.01883158644721075,0.016400958880614474
4,4,5,0.9,0.018746208791253716,0.016566679400185996
4,4,5,0.95,0.018690244127718497,0.016747145403938707
4,4,5,1.0,0.018663268197682478,0.01694208026872767
4,5,6,0.0,0.12311758954529232,0.018663268197682478
4,5,6,0.05,0.11703041080204951,0.018755007769460486
4,5,6,0.1,0.11032380431490107,0.018985336149653587
4,5,6,0.15,0.10299934793899139,0.019349050794736727
4,5,6,0.2,0.09512694280320366,0.019852788712560507
4,5,6,0.25,0.0868590337902415,0.02050970644136821
4,5,6,0.3,0.0784347016049057,0.021337653744197247
4,5,6,0.35,0.07015641154399974,0.022359537244401213
4,5,6,0.4,0.06233022159613599,0.023603861537235017
4,5,6,0.45,0.05518806279446184,0.025105202912335426
4,5,6,0.5,0.0488358306392244,0.026904467046828653
4,5,6,0.55,0.043261329901206506,0.02904872481113522
4,5,6,0.6,0.03839117483397179,0.03159035990228518
4,5,6,0.65,0.03415263231789066,0.0345852747278077
4,5,6,0.7,0.030506489746539887,0.03809015065550972
4,5,6,0.75,0.027447468126033978,0.04215859590445705
4,5,6,0.8,0.02498351900282402,0.04683213435760303
4,5,6,0.85,0.02311312421895254,0.05212918745827095
4,5,6,0.9,0.02181978739961276,0.058043122326647226
4,5,6,0.95,0.02107375265459379,0.06453946700583647
4,5,6,1.0,0.020838038272586817,0.07155448874544904
4,6,8,0.0,0.11644188347990543,0.020838038272586817
4,6,8,0.05,0.1094461489928943,0.020973186233066245
4,6,8,0.1,0.10250556958842605,0.021435740379542073
4,6,8,0.15,0.09562103709219154,0.022240620137110992
4,6,8,0.2,0.0887933368515485,0.023399556139744808
4,6,8,0.25,0.08202848162091904,0.02492027576247344
4,6,8,0.3,0.0753363974312263,0.026799929803115925
4,6,8,0.35,0.06873606930833931,0.02902755785431871
4,6,8,0.4,0.06226207729953937,0.03159169582766996
4,6,8,0.45,0.05596145627651217,0.034482126663797324
4,6,8,0.5,0.04989295385960578,0.03769641468451156
4,6,8,0.55,0.04412190490132846,0.04124160151157194
4,6,8,0.6,0.038713437531633935,0.04513038007339264
4,6,8,0.65,0.03372817467379756,0.04937349201342707
4,6,8,0.7,0.029221825282436675,0.053969908935661615
4,6,8,0.75,0.025248476695750643,0.05889804214241907
4,6,8,0.8,0.02186543161745085,0.06411158605843084
4,6,8,0.85,0.019136077347351156,0.06954216882614032
4,6,8,0.9,0.017128915540285533,0.07510958387648202
4,6,8,0.95,0.01590876469547489,0.08073298005428975
4,6,8,1.0,0.015512143763213557,0.08632717252169386
4,8,10,0.0,0.02179297786839125,0.015512143763213557
4,8,10,0.05,0.021038000594733118,0.01555870321196759
4,8,10,0.1,0.020321423292870452,0.01569882067383122
4,8,10,0.15,0.019643282295274626,0.015932851337654666
4,8,10,0.2,0.01900361079632361,0.01626109783414333
4,8,10,0.25,0.018402440733482222,0.01668380385791439
4,8,10,0.3,0.01783980459144792,0.017201149200153407
4,8,10,0.35,0.017315736677719094,0.017813245773284747
4,8,10,0.4,0.016830273211607506,0.01852013394221885
4,8,10,0.45,0.016383450521358284,0.019321778378194078
4,8,10,0.5,0.015975301018356036,0.020218062985543246
4,8,10,0.55,0.015605847580375863,0.02120878538698802
