window_size,grad_norm_window,grad_norm_single,cosine_similarity,angle_deg,rel_diff
1,2.88013833790299,94378.83512785562,0.18025515695525676,79.61537767541054,32768.67460446442
2,32.0100779262409,94378.83512785562,0.285015591247521,73.44021944773188,2948.125179885483
5,8893.547602216084,94378.83512785562,0.9886500179829761,8.64065855643508,9.624579748548825
10,29541.702805846428,94378.83512785562,0.9980897074516216,3.5420666674644745,2.1975451699216677
25,73562.09108007078,94378.83512785562,0.9984812323539167,3.158190188861286,0.2897859339290023
50,82709.42956071705,94378.83512785562,0.9988160481786588,2.7883513912877946,0.15036005401437055
100,94378.83512785562,94378.83512785562,1.0,0.0,0.0
