exp,arm,seed,mode,optimizer,iters,gamma,S,penalty,noise,schedule,radius,n_steps,window_size,J,p_err,score,support_recall,false_positives,wall_s,f_calls,iterations,converged,blowup,seed_p_err
noise,reset,3,reset,nm,2500,0.05,10,flat,0.01,short,nan,7,5,0.2827363145086364,2.2255218362368843,0.1,0.8571428571428571,11,1.8134758472442627,3240,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.01,short,nan,7,10,0.5986333583435813,2.130221320656914,0.25,0.42857142857142855,8,1.8975930213928223,3576,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.01,short,nan,7,25,1.2392139621283949,3.696627661881515,0.2,0.8571428571428571,9,1.9197609424591064,3764,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.01,short,nan,7,50,1.333820235311049,2.162988399777483,0.15,0.8571428571428571,10,1.9463400840759277,3828,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.01,short,nan,7,100,1.4229859377217653,1.7827004242473885,0.2,0.5714285714285714,9,2.0592570304870605,4042,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,1,0.016533077979376053,0.7497221308129699,0.4,1.0,8,1.788693904876709,3177,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,2,0.030712338169078576,1.1654724592951542,0.3,0.8571428571428571,9,1.792179822921753,3210,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,5,0.31870504318096815,1.832547177158895,0.1,0.7142857142857143,11,1.8086130619049072,3243,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,10,0.6440440576572696,2.026050115626959,0.15,0.7142857142857143,10,1.8348219394683838,3506,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,25,1.2004288111400219,2.1057413435650183,0.3,0.8571428571428571,8,1.9314689636230469,3809,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,50,0.9589364200236068,2.0049721398045652,0.15,0.42857142857142855,11,1.9262778759002686,3827,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.02,short,nan,7,100,1.725722588185462,2.004932205921811,0.15,0.8571428571428571,10,1.9417800903320312,3946,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,1,0.03065924244956581,1.3870039471478408,0.2,1.0,11,1.7600328922271729,3157,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,2,0.031234024873034373,0.8875805797968671,0.15,1.0,12,1.8590199947357178,3334,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,5,0.15311904616476113,1.1631566280884027,0.15,1.0,11,1.7983829975128174,3231,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,10,0.6884229777417437,1.742199615215397,0.2,0.7142857142857143,9,1.8794372081756592,3593,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,25,1.3279613637856431,2.053426348106239,0.25,0.7142857142857143,9,2.505182981491089,4899,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,50,1.367073289627579,2.7832466222877135,0.1,0.42857142857142855,11,1.8840210437774658,3702,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.05,short,nan,7,100,1.5866307874027317,1.7511363944625182,0.25,0.5714285714285714,8,1.9445409774780273,3941,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,1,0.0549751749614523,1.14770868894597,0.3,0.8571428571428571,9,1.7474792003631592,3135,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,2,0.08239184244396872,1.1924319790606939,0.3,0.8571428571428571,9,1.7510960102081299,3133,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,5,0.2492844120382822,1.3773653477091645,0.3,1.0,8,1.799037218093872,3235,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,10,0.622988470263322,3.697385681682948,0.1,0.8571428571428571,11,1.9012501239776611,3721,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,25,1.3936871605147132,2.1390742955057087,0.35,0.7142857142857143,7,2.3315329551696777,4485,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,50,1.4571318163611828,3.374012877445999,0.15,0.5714285714285714,10,1.8900909423828125,3716,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.1,short,nan,7,100,1.7265070790524737,2.0340660216171016,0.15,0.8571428571428571,10,1.9522318840026855,3919,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,1,0.15636179554610055,0.7474832366546578,0.35,0.5714285714285714,9,1.7332100868225098,3095,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,2,0.20239559318028802,1.2311436543779617,0.25,1.0,10,1.7496957778930664,3137,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,5,0.3614920346054471,1.2972845488851896,0.15,0.8571428571428571,13,1.7741429805755615,3197,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,10,1000.0,1.7558345413482535,0.35,0.5714285714285714,7,0.0019040107727050781,24,0,true,true,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,25,1.3325772887376468,2.214617501721136,0.35,1.0,7,1.9562208652496338,3791,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,50,1.586866887017401,3.142178020040969,0.1,0.8571428571428571,11,1.865722894668579,3657,2500,false,false,1.7558345413482535
noise,reset,3,reset,nm,2500,0.05,10,flat,0.2,short,nan,7,100,1.8042281120435717,2.1841379755724386,0.2,0.42857142857142855,9,1.9800000190734863,3969,2500,false,false,1.7558345413482535
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,1,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0009748935699462891,24,0,true,true,1.840755564960906
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,2,1000.0,1.840755564960906,0.2,0.7142857142857143,9,9.202957153320312e-5,24,0,true,true,1.840755564960906
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,5,1000.0,1.840755564960906,0.2,0.7142857142857143,9,6.008148193359375e-5,24,0,true,true,1.840755564960906
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,10,1000.0,1.840755564960906,0.2,0.7142857142857143,9,6.008148193359375e-5,24,0,true,true,1.840755564960906
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,25,1000.0,1.840755564960906,0.2,0.7142857142857143,9,6.29425048828125e-5,24,0,true,true,1.840755564960906
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,50,1000.0,1.840755564960906,0.2,0.7142857142857143,9,5.888938903808594e-5,24,0,true,true,1.840755564960906
substeps,S2,1,propagate,nm,2500,0.05,2,flat,0.05,short,nan,7,100,1000.0,1.840755564960906,0.2,0.7142857142857143,9,5.91278076171875e-5,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,1,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.008514881134033203,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,2,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0009989738464355469,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,5,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0005168914794921875,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,10,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0005118846893310547,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,25,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.000514984130859375,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,50,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0005209445953369141,24,0,true,true,1.840755564960906
substeps,S20,1,propagate,nm,2500,0.05,20,flat,0.05,short,nan,7,100,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0005180835723876953,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,1,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.004277944564819336,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,2,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002639293670654297,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,5,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.00026297569274902344,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,10,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.000263214111328125,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,25,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.00026297569274902344,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,50,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002620220184326172,24,0,true,true,1.840755564960906
iters,it1000,1,propagate,nm,1000,0.05,10,flat,0.05,short,nan,7,100,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002620220184326172,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,1,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.004286050796508789,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,2,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.00026607513427734375,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,5,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002849102020263672,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,10,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.00026488304138183594,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,25,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002651214599609375,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,50,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002639293670654297,24,0,true,true,1.840755564960906
iters,it500,1,propagate,nm,500,0.05,10,flat,0.05,short,nan,7,100,1000.0,1.840755564960906,0.2,0.7142857142857143,9,0.0002620220184326172,24,0,true,true,1.840755564960906
basin,k1,9,reset,nm,2500,0.05,10,flat,0.05,single,0.05,1,1,0.016876493602344438,0.15229599715854872,0.9,0.8571428571428571,0,1.5071210861206055,2698,2053,true,false,0.05000000000000002
basin,k1,1,reset,nm,2500,0.05,10,flat,0.05,single,0.2,1,1,0.017416910175752576,0.3064294565135766,0.8,0.7142857142857143,2,1.7795679569244385,3189,2500,false,false,0.19999999999999998
basin,k1,3,reset,nm,2500,0.05,10,flat,0.05,single,0.4,1,1,0.017453108802516257,0.3081774782085221,0.8,0.5714285714285714,2,1.7575669288635254,3151,2500,false,false,0.4
basin,k1,5,reset,nm,2500,0.05,10,flat,0.05,single,0.8,1,1,0.0374138438294116,1.600809436796424,0.2,1.0,10,1.8674330711364746,3344,2500,false,false,0.8
basin,k5,7,reset,nm,2500,0.05,10,flat,0.05,single,0.05,1,5,0.018436607941815036,0.10141356173331054,1.0,1.0,0,1.8551890850067139,3234,2500,false,false,0.05
basin,k5,9,reset,nm,2500,0.05,10,flat,0.05,single,0.1,1,5,0.01862051913193112,0.07886759071316173,1.0,1.0,0,1.7970800399780273,3223,2500,false,false,0.10000000000000003
basin,k5,1,reset,nm,2500,0.05,10,flat,0.05,single,0.4,1,5,0.02035634549690173,0.32028060375895456,0.75,0.8571428571428571,3,1.78255295753479,3194,2500,false,false,0.39999999999999997
basin,k5,3,reset,nm,2500,0.05,10,flat,0.05,single,0.8,1,5,0.027907349018109765,0.55925380027067,0.3,0.8571428571428571,11,1.782972812652588,3202,2500,false,false,0.8
basin,k100,5,reset,nm,2500,0.05,10,flat,0.05,single,0.05,1,100,0.015238841527734293,0.10766590577077477,0.95,0.7142857142857143,0,1.9945108890533447,3586,2500,false,false,0.05000000000000003
basin,k100,7,reset,nm,2500,0.05,10,flat,0.05,single,0.1,1,100,0.017746491228960784,0.12327775750745003,0.95,1.0,1,1.9335877895355225,3469,2500,false,false,0.10000000000000002
basin,k100,9,reset,nm,2500,0.05,10,flat,0.05,single,0.2,1,100,0.01606777812950209,0.26152938519317365,0.75,0.8571428571428571,3,2.1203060150146484,3800,2500,false,false,0.2
basin,k100,1,reset,nm,2500,0.05,10,flat,0.05,single,0.8,1,100,0.7238425635942615,0.978177111847335,0.1,1.0,12,1.9550769329071045,3776,2500,false,false,0.8
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,1,0.09472377053845209,1.7410013462183247,0.35,0.8571428571428571,6,0.18828487396240234,343,250,false,false,1.7558345413482535
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,2,0.1429171404460667,1.742539513513818,0.35,0.5714285714285714,7,0.1941230297088623,348,250,false,false,1.7558345413482535
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,5,0.3936406175447882,1.7276482753037983,0.35,0.42857142857142855,6,0.2141129970550537,388,250,false,false,1.7558345413482535
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,10,0.8496037635574188,1.722244238276082,0.4,0.42857142857142855,6,0.23547577857971191,426,250,false,false,1.7558345413482535
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,25,0.8919567666862962,1.711144657270309,0.3,0.42857142857142855,7,0.42734503746032715,788,250,false,false,1.7558345413482535
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,50,1.299045095358597,1.7287405946478578,0.3,0.2857142857142857,7,0.23940396308898926,429,250,false,false,1.7558345413482535
iters,it250,3,propagate,nm,250,0.05,10,flat,0.05,short,nan,7,100,1.7125777452837119,1.7588995625855264,0.3,0.2857142857142857,7,0.3344109058380127,606,250,false,false,1.7558345413482535
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,1,0.03358721148132277,1.4433271403025278,0.25,0.8571428571428571,10,2.264037847518921,3129,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,2,0.02209999139116958,0.4727330926365348,0.6,0.7142857142857143,6,1.818666934967041,3232,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,3,0.01869971243454942,0.4380860810080495,0.75,0.8571428571428571,3,1.8658640384674072,3315,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,4,0.01597891935695275,0.38085255892050734,0.8,1.0,3,1.8289151191711426,3252,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,5,0.019516080251137262,0.21156691929148266,0.7,0.8571428571428571,3,1.8529930114746094,3305,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,6,0.021165825622676028,0.3050325392828344,0.55,0.5714285714285714,5,1.812849998474121,3233,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,8,0.016569641191403348,0.2972435768482096,0.65,0.7142857142857143,5,1.8039820194244385,3217,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,10,0.013984382421377724,0.33223308887213676,0.65,0.7142857142857143,4,1.880824089050293,3348,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,12,0.01539635484065379,0.3191579496993763,0.7,0.7142857142857143,4,1.9230270385742188,3415,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,15,0.014290534446698842,0.32243867098751655,0.65,0.5714285714285714,4,1.8393659591674805,3264,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,20,0.01418615494027249,0.29178741090292004,0.75,0.7142857142857143,3,1.8678698539733887,3311,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,25,0.013744823137691629,0.3534558303608948,0.7,0.5714285714285714,3,1.8569419384002686,3306,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,33,0.014119454442253591,0.3711825053408327,0.7,0.5714285714285714,3,1.8962948322296143,3381,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,50,0.013654623585311285,0.3943077509053281,0.7,0.5714285714285714,3,2.03045916557312,3591,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,75,0.013357640159736558,0.3836512959750908,0.7,0.5714285714285714,3,2.0094032287597656,3569,2500,false,false,1.5229286054636488
main,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,100,0.013332701366976197,0.39771773168955354,0.65,0.5714285714285714,4,2.0784358978271484,3695,2500,false,false,1.5229286054636488
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,1,0.01939956782774463,0.7990494378033511,0.45,0.7142857142857143,6,1.7462589740753174,3098,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,2,0.02019186226681932,0.417153430449609,0.85,0.8571428571428571,1,1.8202810287475586,3225,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,3,0.019064663844027184,0.4102833032559567,0.7,0.8571428571428571,4,1.8046660423278809,3203,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,4,0.015998968343001647,0.3922664787667454,0.6,0.8571428571428571,4,1.857895851135254,3297,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,5,0.01871857888508438,0.23051150562807135,0.75,0.8571428571428571,3,1.828740119934082,3247,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,6,0.020633569827623405,0.4224838963936491,0.55,0.8571428571428571,5,1.8450028896331787,3276,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,8,0.01556626992047177,0.4083811372705659,0.6,0.8571428571428571,5,1.8847510814666748,3360,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,10,0.01458145075117577,0.3219506381714931,0.85,0.8571428571428571,1,1.926793098449707,3421,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,12,0.015820301170598683,0.31080376248790087,0.85,0.8571428571428571,1,1.8336970806121826,3261,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,15,0.013949313454658198,0.346318162344899,0.8,0.8571428571428571,1,1.8446519374847412,3270,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,20,0.014800306395287923,0.17505892429504147,0.8,0.8571428571428571,2,1.8709568977355957,3317,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,25,0.013468201698141738,0.35088461828603545,0.8,0.8571428571428571,1,1.9177918434143066,3391,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,33,0.013633968917387537,0.4157165462161119,0.8,0.8571428571428571,1,1.9405128955841064,3445,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,50,0.013167490591208121,0.36774450058592384,0.75,0.8571428571428571,2,2.0015439987182617,3555,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,75,0.012859870740253285,0.35755282655580134,0.75,0.8571428571428571,2,1.9655630588531494,3500,2500,false,false,1.4981082099226821
main,best,6,best,nm,2500,0.05,10,flat,0.05,full,nan,16,100,0.012719317926780913,0.3543188544408151,0.75,0.8571428571428571,2,2.0914440155029297,3710,2500,false,false,1.4981082099226821
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,1,0.03358721148132277,1.4433271403025278,0.25,0.8571428571428571,10,1.7613351345062256,3129,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,2,0.02209999139116958,0.4727330926365348,0.6,0.7142857142857143,6,1.8194420337677002,3232,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,3,0.01869971243454942,0.4380860810080495,0.75,0.8571428571428571,3,1.877661943435669,3315,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,4,0.01597891935695275,0.38085255892050734,0.8,1.0,3,1.8330140113830566,3252,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,5,0.019516080251137262,0.21156691929148266,0.7,0.8571428571428571,3,1.8688900470733643,3305,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,6,0.021165825622676028,0.3050325392828344,0.55,0.5714285714285714,5,1.8163790702819824,3233,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,8,0.016569641191403348,0.2972435768482096,0.65,0.7142857142857143,5,1.8933870792388916,3217,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,10,0.013984382421377724,0.33223308887213676,0.65,0.7142857142857143,4,1.889988899230957,3348,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,12,0.01539635484065379,0.3191579496993763,0.7,0.7142857142857143,4,1.919875144958496,3415,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,15,0.014290534446698842,0.32243867098751655,0.65,0.5714285714285714,4,1.8460938930511475,3264,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,20,0.01418615494027249,0.29178741090292004,0.75,0.7142857142857143,3,1.8646011352539062,3311,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,25,0.013744823137691629,0.3534558303608948,0.7,0.5714285714285714,3,1.866927146911621,3306,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,33,0.014119454442253591,0.3711825053408327,0.7,0.5714285714285714,3,1.907573938369751,3381,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,50,0.013654623585311285,0.3943077509053281,0.7,0.5714285714285714,3,2.0197510719299316,3591,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,75,0.013357640159736558,0.3836512959750908,0.7,0.5714285714285714,3,2.009884834289551,3569,2500,false,false,1.5229286054636488
penalty,propagate_graded,2,propagate,nm,2500,0.05,10,graded,0.05,full,nan,16,100,0.013332701366976197,0.39771773168955354,0.65,0.5714285714285714,4,2.079479932785034,3695,2500,false,false,1.5229286054636488
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,1,0.01939956782774463,0.7990494378033511,0.45,0.7142857142857143,6,1.7380590438842773,3098,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,2,0.030978924196022162,1.0761230155114754,0.3,0.7142857142857143,9,1.74129319190979,3115,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,3,0.02391163347103397,0.8593808323641039,0.3,0.8571428571428571,8,1.726628065109253,3124,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,4,0.032594087589280014,1.0437703411725607,0.4,0.8571428571428571,8,1.6989741325378418,3112,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,5,0.0374953246506759,1.1922556721285622,0.3,0.8571428571428571,9,1.7149569988250732,3131,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,6,0.032213546107768956,1.0232124796087243,0.4,0.7142857142857143,7,1.7443959712982178,3227,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,8,0.029222271364838515,1.393957422153638,0.3,0.7142857142857143,7,1.7195310592651367,3209,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,10,0.054152764994701036,0.9326114469796635,0.35,1.0,8,1.7197179794311523,3238,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,12,0.05400367765089478,1.3693692617769309,0.25,1.0,10,1.7242331504821777,3290,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,15,0.1000810085838922,1.280105501389049,0.3,0.8571428571428571,9,1.7553088665008545,3333,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,20,0.7032923404560948,1.637411635295164,0.25,0.5714285714285714,9,1.7910411357879639,3393,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,25,0.20157340048910308,1.3595561553238498,0.25,0.5714285714285714,8,1.7870159149169922,3389,2500,false,false,1.4981082099226821
penalty,reset_graded,6,reset,nm,2500,0.05,10,graded,0.05,full,nan,16,33,1.3424897121394896,1.9150099976966808,0.25,0.42857142857142855,8,1.8262579441070557,3461,2500,false,false,1.4981082099226821
