exp,arm,seed,mode,optimizer,iters,gamma,S,penalty,noise,schedule,radius,n_steps,window_size,J,p_err,score,support_recall,false_positives,wall_s,f_calls,iterations,converged,blowup,seed_p_err
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,15,0.013177868052036787,0.13916628746473783,0.9,0.8571428571428571,0,1.988631010055542,169,53,true,false,1.5229286054636488
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,20,0.013404347464545916,0.1398485807445708,0.85,0.7142857142857143,0,1.8715238571166992,156,50,true,false,1.5229286054636488
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,25,0.012400089237304818,0.21096095831156417,0.95,0.7142857142857143,0,2.3053410053253174,188,53,true,false,1.5229286054636488
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,33,0.012960925076315123,0.20370425981351525,0.85,0.7142857142857143,0,1.724377155303955,156,44,true,false,1.5229286054636488
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,50,0.012401861154671977,0.21440256042492395,0.95,0.7142857142857143,0,1.7877678871154785,149,44,true,false,1.5229286054636488
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,75,0.012170047256541331,0.19041209828936206,0.95,0.7142857142857143,0,1.3532860279083252,108,36,true,false,1.5229286054636488
optimizer,bfgs_propagate,2,propagate,bfgs,2500,0.05,10,flat,0.05,full,nan,16,100,0.012192049064133282,0.20533789975474762,0.95,0.7142857142857143,0,1.422286033630371,117,35,true,false,1.5229286054636488
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,1,0.016794453988974608,0.17765143234821543,0.85,0.5714285714285714,0,2.5968189239501953,207,71,true,false,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,2,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.004750967025756836,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,3,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.0003788471221923828,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,4,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037407875061035156,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,5,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037789344787597656,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,6,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.0003762245178222656,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,8,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037789344787597656,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,10,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.0003800392150878906,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,12,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.0003750324249267578,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,15,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037598609924316406,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,20,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.0003781318664550781,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,25,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.0003750324249267578,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,33,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037789344787597656,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,50,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037598609924316406,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,75,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037479400634765625,1,0,true,true,1.4981082099226821
optimizer,bfgs_reset,6,reset,bfgs,2500,0.05,10,flat,0.05,full,nan,16,100,1000.0,1.4981082099226821,0.25,0.42857142857142855,8,0.00037479400634765625,1,0,true,true,1.4981082099226821
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,1,0.016794453988974965,0.1776514905468794,0.85,0.5714285714285714,0,5.909145832061768,428,149,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,2,0.01999222799733061,0.22486578064151147,0.9,0.7142857142857143,1,7.577187776565552,573,197,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,3,0.018370685917694633,0.32665057561344796,0.65,0.7142857142857143,3,16.14474105834961,1227,407,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,4,0.01480059427165007,0.08996467179340495,0.95,0.8571428571428571,0,18.099421977996826,1380,465,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,5,0.018312812029137236,0.1139135290968172,0.85,0.8571428571428571,0,24.208072900772095,1856,623,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,6,0.017345807030121955,0.9923056142884374,0.75,0.8571428571428571,2,31.222732067108154,2352,816,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,8,0.014242747659836158,0.41856624528377084,0.85,0.8571428571428571,1,37.72863006591797,2881,988,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,10,2.4758492223043613,2.6529561734694265,0.15,0.7142857142857143,11,0.5197889804840088,72,1,false,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,12,0.08095665035811832,3.298027254888313,0.1,1.0,11,98.87723803520203,7534,2500,false,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,15,0.01317786805212081,0.13916587713476292,0.9,0.8571428571428571,0,98.42565298080444,7376,2500,false,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,20,0.013404347464546666,0.13984861498696266,0.85,0.7142857142857143,0,89.96241593360901,6793,2306,true,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,25,0.014774255354511845,0.9631682321366111,0.65,0.8571428571428571,5,90.60713315010071,6889,2500,false,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,33,0.012960957945825875,0.20313947387782327,0.85,0.7142857142857143,0,95.08017683029175,7285,2500,false,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,50,0.012401931760845298,0.2145457914479742,0.95,0.7142857142857143,0,93.59483599662781,7198,2500,false,false,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,75,1000.0,5.062600405086216,0.05,1.0,12,0.3881721496582031,87,2,false,true,1.5229286054636488
optimizer,lbfgs_reset,2,reset,lbfgs,2500,0.05,10,flat,0.05,full,nan,16,100,0.052133874211863364,1.38341116035463,0.3,1.0,8,91.23264694213867,7056,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,1,0.018728797302507393,1.2643846234700293,0.35,0.7142857142857143,7,1.7158949375152588,3077,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,2,0.011475054558263167,0.752787339761055,0.6,0.7142857142857143,3,1.7708079814910889,3159,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,5,0.009193962672530899,0.4523711054168883,0.8,1.0,3,1.872992992401123,3345,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,10,0.008460733323009055,0.3549529029369442,0.8,0.8571428571428571,2,1.9148669242858887,3425,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,25,0.008325845186751024,0.3267362176014692,0.8,0.8571428571428571,2,1.8914289474487305,3384,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,50,0.008112269680292085,0.298020827207468,0.8,0.8571428571428571,2,1.982008934020996,3536,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.0,short,nan,7,100,0.008018870611982427,0.2917768322086927,0.8,0.8571428571428571,2,2.078360080718994,3716,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,1,0.021890711071972435,1.478764036829339,0.3,0.5714285714285714,8,1.7406070232391357,3114,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,2,0.023869405351256257,1.3803107785725106,0.3,0.8571428571428571,9,1.8111748695373535,3237,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,5,0.01126672540516989,0.5547863861881941,0.4,1.0,8,1.8061349391937256,3234,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,10,0.010845270837237745,0.5082713913502417,0.45,1.0,7,1.8613040447235107,3329,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,25,0.0101173570892627,0.49358871369784635,0.5,1.0,6,1.9606261253356934,3515,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,50,0.009811926650719999,0.47577234213440867,0.55,1.0,5,2.0310120582580566,3640,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.01,short,nan,7,100,0.009536474348891804,0.4819831386613106,0.6,1.0,4,2.1527938842773438,3864,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,1,0.024813845179402223,1.5003606840541228,0.3,0.42857142857142855,8,1.7311511039733887,3092,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,2,0.013525890902016592,1.136636437378629,0.35,1.0,9,1.7761778831481934,3170,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,5,0.0126332588484626,1.1015927312859848,0.4,1.0,8,1.84716796875,3275,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,10,0.011377687770587414,0.9648445154495149,0.5,1.0,7,1.8883519172668457,3343,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,25,0.010705671429277119,0.867722240943017,0.55,1.0,7,1.9266691207885742,3452,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,50,0.010299377803823905,0.7620202945849015,0.55,0.8571428571428571,7,2.0331130027770996,3633,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.02,short,nan,7,100,0.010094617271090948,0.7550757519114526,0.55,0.8571428571428571,7,2.183554172515869,3910,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,1,0.03358721148132277,1.4433271403025278,0.25,0.8571428571428571,10,1.747607946395874,3129,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,2,0.02209999139116958,0.4727330926365348,0.6,0.7142857142857143,6,1.8131299018859863,3232,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,5,0.018729999005758044,0.17690919513003614,0.8,0.8571428571428571,3,1.7881550788879395,3205,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,10,0.013697160686096672,0.19025995944288757,0.8,0.8571428571428571,3,1.8532130718231201,3320,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,25,0.013348225635130277,0.23484883580395804,0.8,0.7142857142857143,3,1.8737289905548096,3362,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,50,0.01321748611315307,0.20834709901466006,0.75,0.7142857142857143,3,2.047642946243286,3658,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,100,0.013099282336670657,0.20713114329056542,0.75,0.7142857142857143,3,2.1467490196228027,3645,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,1,0.06522633755818535,1.2132239698543086,0.3,0.7142857142857143,8,1.7989490032196045,3131,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,2,0.05739448443750524,0.397773621856227,0.6,0.8571428571428571,5,1.7630560398101807,3150,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,5,0.04184329394243799,0.486002811488963,0.65,1.0,4,1.7795298099517822,3182,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,10,0.03242398868374874,0.2974452848643674,0.85,1.0,2,1.8154091835021973,3266,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,25,0.03026809943542945,0.2534612143527279,0.75,0.8571428571428571,3,1.8266608715057373,3293,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,50,0.029941156236305472,0.24970867781102715,0.8,0.8571428571428571,2,1.8975789546966553,3412,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.1,short,nan,7,100,0.029199887701973605,0.25196988061200254,0.75,0.8571428571428571,3,2.1510989665985107,3870,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,1,0.16832424527472126,1.0121796866814137,0.45,0.8571428571428571,5,1.7547760009765625,3154,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,2,0.17463888944229494,1.3385024775095664,0.55,0.8571428571428571,5,1.829482078552246,3079,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,5,0.13507125911543863,2.0332894875400687,0.35,0.8571428571428571,7,1.7798340320587158,3188,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,10,0.10847312600839416,0.9389888561833101,0.25,0.8571428571428571,9,1.9521942138671875,3287,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,25,0.09908504221211309,1.0732545536323161,0.25,0.8571428571428571,8,1.8809189796447754,3366,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,50,0.10026922924428304,1.1021422919022563,0.2,0.8571428571428571,9,1.9466609954833984,3510,2500,false,false,1.5229286054636488
noise,propagate,2,propagate,nm,2500,0.05,10,flat,0.2,short,nan,7,100,0.09930411881349989,1.0998300081187269,0.2,0.8571428571428571,9,2.1806440353393555,3930,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,1,0.03358721148132277,1.4433271403025278,0.25,0.8571428571428571,10,1.7414391040802002,3129,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,2,0.02209999139116958,0.4727330926365348,0.6,0.7142857142857143,6,1.7969970703125,3232,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,5,0.018729999005758044,0.17690919513003614,0.8,0.8571428571428571,3,1.7927618026733398,3205,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,10,0.013697160686096672,0.19025995944288757,0.8,0.8571428571428571,3,1.8462960720062256,3320,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,25,0.013348225635130277,0.23484883580395804,0.8,0.7142857142857143,3,1.8701598644256592,3362,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,50,0.01321748611315307,0.20834709901466006,0.75,0.7142857142857143,3,2.0391650199890137,3658,2500,false,false,1.5229286054636488
iters,it2500,2,propagate,nm,2500,0.05,10,flat,0.05,short,nan,7,100,0.013099282336670657,0.20713114329056542,0.75,0.7142857142857143,3,2.0250868797302246,3645,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,1,0.033587211479618566,1.4433271403025278,0.25,0.8571428571428571,10,0.8689229488372803,3129,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,2,0.0220999917251879,0.4727330926365348,0.6,0.7142857142857143,6,0.9045329093933105,3232,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,5,0.01873663182613343,0.17431793034141047,0.8,0.8571428571428571,3,0.9081571102142334,3243,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,10,0.013930323063193566,0.17800904841246873,0.8,0.8571428571428571,3,0.9154491424560547,3285,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,25,0.013367826401026957,0.2645606378113934,0.85,0.7142857142857143,2,0.920158863067627,3301,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,50,0.013275862963720353,0.27763139402203446,0.85,0.7142857142857143,2,1.0070219039916992,3607,2500,false,false,1.5229286054636488
substeps,S5,2,propagate,nm,2500,0.05,5,flat,0.05,short,nan,7,100,0.013096842367348174,0.25853406942039964,0.85,0.7142857142857143,2,1.090101957321167,3893,2500,false,false,1.5229286054636488
schedule,coarse,2,propagate,nm,2500,0.05,10,flat,0.05,coarse,nan,4,1,0.03358721148132277,1.4433271403025278,0.25,0.8571428571428571,10,1.737144947052002,3129,2500,false,false,1.5229286054636488
schedule,coarse,2,propagate,nm,2500,0.05,10,flat,0.05,coarse,nan,4,5,0.05052223023372379,1.3027906521346286,0.3,1.0,8,1.7818372249603271,3201,2500,false,false,1.5229286054636488
schedule,coarse,2,propagate,nm,2500,0.05,10,flat,0.05,coarse,nan,4,25,0.04499015257259373,1.2576004837587582,0.3,1.0,8,1.887326955795288,3403,2500,false,false,1.5229286054636488
schedule,coarse,2,propagate,nm,2500,0.05,10,flat,0.05,coarse,nan,4,100,0.030249870567006766,1.288428005885455,0.25,1.0,9,2.1878321170806885,3952,2500,false,false,1.5229286054636488
schedule,jump,2,propagate,nm,2500,0.05,10,flat,0.05,jump,nan,2,1,0.03358721148132277,1.4433271403025278,0.25,0.8571428571428571,10,1.7384588718414307,3129,2500,false,false,1.5229286054636488
schedule,jump,2,propagate,nm,2500,0.05,10,flat,0.05,jump,nan,2,100,1.37308180855085,1.6280357883993666,0.15,0.7142857142857143,10,1.9181621074676514,3449,2500,false,false,1.5229286054636488
basin,k1,2,reset,nm,2500,0.05,10,flat,0.05,single,0.05,1,1,0.016797819115591965,0.17216058056591071,0.85,0.5714285714285714,0,1.7671270370483398,3179,2500,false,false,0.05000000000000002
basin,k1,4,reset,nm,2500,0.05,10,flat,0.05,single,0.1,1,1,0.01682009449733247,0.2044144976920761,0.85,0.5714285714285714,0,1.764296054840088,3165,2500,false,false,0.1
basin,k1,6,reset,nm,2500,0.05,10,flat,0.05,single,0.2,1,1,0.0171011650834418,0.26151063706784455,0.85,0.7142857142857143,1,1.7640550136566162,3147,2500,false,false,0.2
basin,k1,8,reset,nm,2500,0.05,10,flat,0.05,single,0.4,1,1,0.0186947900191611,0.32530244162648586,0.65,0.8571428571428571,4,1.783221960067749,3202,2500,false,false,0.4
basin,k1,10,reset,nm,2500,0.05,10,flat,0.05,single,0.8,1,1,0.017650481153973573,0.2692256415975027,0.8,0.5714285714285714,1,1.74993896484375,3148,2500,false,false,0.8
basin,k5,2,reset,nm,2500,0.05,10,flat,0.05,single,0.1,1,5,0.01849963598060169,0.11013244812496976,1.0,1.0,0,1.8114478588104248,3258,2500,false,false,0.09999999999999996
basin,k5,4,reset,nm,2500,0.05,10,flat,0.05,single,0.2,1,5,0.019440020692665833,0.29650815015451276,0.85,1.0,2,1.7607920169830322,3163,2500,false,false,0.19999999999999998
basin,k5,6,reset,nm,2500,0.05,10,flat,0.05,single,0.4,1,5,1000.0,0.3999999999999999,0.5,0.5714285714285714,6,0.003659963607788086,24,0,true,true,0.3999999999999999
basin,k5,8,reset,nm,2500,0.05,10,flat,0.05,single,0.8,1,5,0.02764317103932492,0.827249539469771,0.3,0.8571428571428571,9,1.8355038166046143,3636,2500,false,false,0.8
basin,k100,10,reset,nm,2500,0.05,10,flat,0.05,single,0.05,1,100,0.013619398362955804,0.08096154773944501,1.0,1.0,0,2.05303692817688,3696,2500,false,false,0.04999999999999999
basin,k100,2,reset,nm,2500,0.05,10,flat,0.05,single,0.2,1,100,1.4075653614784351,1.8872538565976333,0.4,0.8571428571428571,6,1.9007148742675781,3428,2500,false,false,0.20000000000000007
basin,k100,4,reset,nm,2500,0.05,10,flat,0.05,single,0.4,1,100,0.31852644696747345,0.7819347825423955,0.2,0.8571428571428571,12,1.9809989929199219,3567,2500,false,false,0.4
basin,k100,6,reset,nm,2500,0.05,10,flat,0.05,single,0.8,1,100,1000.0,0.8,0.25,1.0,11,0.0002880096435546875,24,0,true,true,0.8
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,1,0.03065924244956581,1.3870039471478408,0.2,1.0,11,2.2741541862487793,3157,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,2,0.024056098204090957,0.7525085783427865,0.4,0.8571428571428571,7,1.8360538482666016,3249,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,3,0.02124885533673563,0.49577511879721253,0.4,0.7142857142857143,9,1.8768999576568604,3334,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,4,0.016783553702266165,0.3716343280013551,0.65,0.7142857142857143,4,1.83622407913208,3266,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,5,0.019101095350317347,0.23206494840945105,0.75,0.5714285714285714,3,1.849458932876587,3293,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,6,0.02105092981822934,0.42470295822685,0.45,0.5714285714285714,7,1.8088369369506836,3220,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,8,0.01563826033388558,0.4376016178003434,0.5,0.5714285714285714,6,1.8108699321746826,3209,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,10,0.01502378804837861,0.3691779543036833,0.65,0.7142857142857143,5,1.8598191738128662,3302,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,12,0.015674041186102244,0.38915177243730875,0.65,0.7142857142857143,5,1.9010491371154785,3369,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,15,0.015067778986435902,0.34710627786498977,0.6,0.7142857142857143,7,1.8479020595550537,3272,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,20,0.014706506119239484,0.3260717767838415,0.65,0.8571428571428571,6,1.8532888889312744,3293,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,25,0.014644838701643154,0.3392323295566366,0.7,0.7142857142857143,5,1.8933780193328857,3360,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,33,0.014813135221509928,0.3486676810290184,0.75,0.7142857142857143,4,1.8544671535491943,3297,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,50,0.014361927008949091,0.3626033261959846,0.75,0.5714285714285714,4,1.9472861289978027,3453,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,75,0.013819642174069065,0.35415828482315026,0.75,0.5714285714285714,4,2.0031180381774902,3552,2500,false,false,1.7558345413482535
main,propagate,3,propagate,nm,2500,0.05,10,flat,0.05,full,nan,16,100,0.013784557599084615,0.3508940104156876,0.7,0.5714285714285714,4,2.151031017303467,3830,2500,false,false,1.7558345413482535
main,best,7,best,nm,2500,0.05,10,flat,0.05,full,nan,16,1,0.028872980530476763,0.8416454908044803,0.45,0.7142857142857143,4,1.781125783920288,3152,2500,false,false,1.7034393410136635
main,best,7,best,nm,2500,0.05,10,flat,0.05,full,nan,16,2,0.02054883500338163,0.11240214720030225,0.9,0.7142857142857143,0,1.7596299648284912,3119,2500,false,false,1.7034393410136635
main,best,7,best,nm,2500,0.05,10,flat,0.05,full,nan,16,3,0.01858164985723819,0.25030670063019556,0.8,0.8571428571428571,1,1.8138978481292725,3219,2500,false,false,1.7034393410136635
main,best,7,best,nm,2500,0.05,10,flat,0.05,full,nan,16,4,0.01505667294383601,0.16929604356477362,0.9,1.0,1,1.8380019664764404,3260,2500,false,false,1.7034393410136635
main,best,7,best,nm,2500,0.05,10,flat,0.05,full,nan,16,5,0.01843290218169609,0.10888643170701827,0.85,0.7142857142857143,1,1.8769090175628662,3335,2500,false,false,1.7034393410136635
main,best,7,best,nm,2500,0.05,10,flat,0.05,full,nan,16,6,0.020448547439534052,0.3302665649932691,0.5,0.7142857142857143,7,1.8345248699188232,3250,2500,false,false,1.7034393410136635
