direction,window_size,s,J
2,1,-1.14,1000.0
2,1,-1.13,1000.0
2,1,-1.12,1000.0
2,1,-1.11,1000.0
2,1,-1.1,1000.0
2,1,-1.09,1000.0
2,1,-1.08,1000.0
2,1,-1.07,1000.0
2,1,-1.06,1000.0
2,1,-1.05,1000.0
2,1,-1.04,1000.0
2,1,-1.03,1000.0
2,1,-1.02,14.116158133014414
2,1,-1.01,12.98941951607094
2,1,-1.0,12.078552698075747
2,1,-0.99,11.381232118373758
2,1,-0.98,10.859434058516136
2,1,-0.97,10.005319290221472
2,1,-0.96,9.309607361125066
2,1,-0.95,8.619099069163635
2,1,-0.94,7.953940227048995
2,1,-0.93,7.32278367304545
2,1,-0.92,6.742180519000001
2,1,-0.91,6.220259125059491
2,1,-0.9,5.757023669548588
2,1,-0.89,5.347437982139239
2,1,-0.88,4.984334240343014
2,1,-0.87,4.660437340630609
2,1,-0.86,4.36935534098527
2,1,-0.85,4.105871447735783
2,1,-0.84,3.8658864524461456
2,1,-0.83,3.6462226269447946
2,1,-0.82,3.4443945547346644
2,1,-0.81,3.258397264096878
2,1,-0.8,3.0865353852394124
2,1,-0.79,2.9273028013010154
2,1,-0.78,2.7793128051657963
2,1,-0.77,2.6412711824803043
2,1,-0.76,2.511979157505231
2,1,-0.75,2.3903511909462787
2,1,-0.74,2.275434517224669
2,1,-0.73,2.166421724738588
2,1,-0.72,2.062652645522764
2,1,-0.71,1.9636057896060892
2,1,-0.7,1.8688818860298826
2,1,-0.69,1.7781828995705407
2,1,-0.68,1.6912896767381247
2,1,-0.67,1.6080406541210372
2,1,-0.66,1.528313207175184
2,1,-0.65,1.4520084368834731
2,1,-0.64,1.3790395783728457
2,1,-0.63,1.3093237934992388
2,1,-0.62,1.2427768641043246
2,1,-0.61,1.1793101999698399
2,1,-0.6,1.1188295743236523
2,1,-0.59,1.0612350608357402
2,1,-0.58,1.0064217373029716
2,1,-0.57,0.9542808197662543
2,1,-0.56,0.9047009824994768
2,1,-0.55,0.857569697025977
2,1,-0.54,0.8127744847907794
2,1,-0.53,0.7702040240205065
2,1,-0.52,0.7297490837916542
2,1,-0.51,0.6913032800618569
2,1,-0.5,0.6547636619972019
2,1,-0.49,0.6200311446119234
2,1,-0.48,0.5870108073493824
2,1,-0.47,0.5556120791705477
2,1,-0.46,0.5257488299995595
2,1,-0.45,0.49733938672372224
2,1,-0.44,0.47030648984361517
2,1,-0.43,0.4445772046324973
2,1,-0.42,0.4200827984857636
2,1,-0.41,0.3967585941295234
2,1,-0.4,0.3745438065656067
2,1,-0.39,0.3533813700754767
2,1,-0.38,0.33321776028336786
2,1,-0.37,0.3140028151725728
2,1,-0.36,0.29568955803566915
2,1,-0.35,0.27823402459472674
2,1,-0.34,0.2615950959268966
2,1,-0.33,0.24573433835150682
2,1,-0.32,0.230615851056536
2,1,-0.31,0.21620612194733863
2,1,-0.3,0.20247389197348933
2,1,-0.29,0.18939002801777693
2,1,-0.28,0.17692740430393647
2,1,-0.27,0.1650607921878526
2,1,-0.26,0.15376675813342047
2,1,-0.25,0.1430235696331452
2,1,-0.24,0.13281110881016564
2,1,-0.23,0.12311079342893202
2,1,-0.22,0.11390550504327321
2,1,-0.21,0.105179524020759
2,1,-0.2,0.09691847119935491
2,1,-0.19,0.08910925595512029
2,1,-0.18,0.08174003048729257
2,1,-0.17,0.07480015015911778
2,1,-0.16,0.06828013976926156
2,1,-0.15,0.062171665670153226
2,1,-0.14,0.056467513697614546
2,1,-0.13,0.05116157293362644
2,1,-0.12,0.046248825397468905
2,1,-0.11,0.04172534186401649
2,1,-0.1,0.03758828417566589
2,1,-0.09,0.033835914731030425
2,1,-0.08,0.03046761451825869
2,1,-0.07,0.027483912692419836
2,1,-0.06,0.02488653482460975
2,1,-0.05,0.022678487737902653
2,1,-0.04,0.02086422733688376
2,1,-0.03,0.019450030661847258
2,1,-0.02,0.018444896071554615
2,1,-0.01,0.017863034447230895
2,1,0.0,0.01773109828394226
2,1,0.01,0.018078406841638243
2,1,0.02,0.018899221748998475
2,1,0.03,0.020190677354535155
2,1,0.04,0.021962763802057948
2,1,0.05,0.024231310728849292
2,1,0.06,0.02701571574487886
2,1,0.07,0.03033827321427207
2,1,0.08,0.03422404290548235
2,1,0.09,0.03870093714823984
2,1,0.1,0.043799907896311496
2,1,0.11,0.04955519000470629
2,1,0.12,0.05600458559238615
2,1,0.13,0.06318978518938889
2,1,0.14,0.07115672548339687
2,1,0.15,0.07995598501782615
2,1,0.16,0.08964321966065086
2,1,0.17,0.10027963958476324
2,1,0.18,0.11193252902335783
2,1,0.19,0.12467580917675933
2,1,0.2,0.13859064325914128
2,1,0.21,0.15376608063691038
2,1,0.22,0.17029973412408275
2,1,0.23,0.1882984805048747
2,1,0.24,0.20787916892655778
2,1,0.25,0.22916931455272668
2,1,0.26,0.2523077453241698
2,1,0.27,0.27744515731622427
2,1,0.28,0.30474451845006695
2,1,0.29,0.33438124067871533
2,1,0.3,0.36654301682479135
2,1,0.31,0.4014291898956205
2,1,0.32,0.43924949040455474
2,1,0.33,0.4802219423881174
2,1,0.34,0.5245697042779516
2,1,0.35,0.5725165815012783
2,1,0.36,0.6242809313850493
2,1,0.37,0.6800676888646445
2,1,0.38,0.740058288826502
2,1,0.39,0.8043983666009177
2,1,0.4,0.8731833035375203
2,1,0.41,0.9464419700708594
2,1,0.42,1.0241194166591652
2,1,0.43,1.1060597662903946
2,1,0.44,1.191991126914247
2,1,0.45,1.281514867649314
2,1,0.46,1.3741019203028835
2,1,0.47,1.4690986578795333
2,1,0.48,1.5657441608077654
2,1,0.49,1.6631992390370474
2,1,0.5,1.7605856114650453
2,1,0.51,1.857031599008535
2,1,0.52,1.9517191411926038
2,1,0.53,2.043926371504586
2,1,0.54,2.133060573844599
2,1,0.55,2.2186779717210436
2,1,0.56,2.300489115023217
2,1,0.57,2.378351105607189
2,1,0.58,2.452249950952132
2,1,0.59,2.5222774437093216
2,1,0.6,2.5886069022911404
2,1,0.61,2.65147107536466
2,1,0.62,2.7111440284421864
2,1,0.63,2.76792732995412
2,1,0.64,2.822139675249688
2,1,0.65,2.8741086113772374
2,1,0.66,2.9241632389527936
2,1,0.67,2.9726273022245078
2,1,0.68,3.0198126694649563
2,1,0.69,3.066013691310964
2,1,0.7,3.111503172655547
2,1,0.71,3.1565306516592746
2,1,0.72,3.201323398100522
2,1,0.73,3.246090145603042
2,1,0.74,3.291027198549692
2,1,0.75,3.3363263088960298
2,1,0.76,3.382183641390227
2,1,0.77,3.4288092229164393
2,1,0.78,3.4764364580749696
2,1,0.79,3.52533153632727
2,1,0.8,3.5758028080057054
2,1,0.81,3.6282104301420333
2,1,0.82,3.6829767560886046
2,1,0.83,3.7405980563955055
2,1,0.84,3.8016582091891298
2,1,0.85,3.8668449756124046
2,1,0.86,3.936969341633125
2,1,0.87,4.012988065909801
2,1,0.88,4.096028822896267
2,1,0.89,4.1874157878788685
2,1,0.9,4.2886904975795614
2,1,0.91,4.401617220959083
2,1,0.92,4.528152278472026
2,1,0.93,4.67034109851041
2,1,0.94,4.83008583632569
2,1,0.95,5.008709862443226
2,1,0.96,5.206268492206548
2,1,0.97,5.420697475320929
2,1,0.98,5.647211584930303
2,1,0.99,5.878308264180939
2,1,1.0,6.100244947841046
2,1,1.01,6.255309831466216
2,1,1.02,6.0802683473387695
2,1,1.03,5.952066126050567
2,1,1.04,18.778278981176534
2,1,1.05,49.48216162717232
2,1,1.06,61.67711314440651
2,1,1.07,51.976135235189766
2,1,1.08,9.278652486483246
2,1,1.09,3848.65595570612
2,1,1.1,1000.0
2,1,1.11,1000.0
2,1,1.12,1000.0
2,1,1.13,1000.0
2,1,1.14,1758.187438771559
2,1,1.15,1000.0
2,1,1.16,1000.0
2,1,1.17,1000.0
2,1,1.18,1000.0
2,1,1.19,1000.0
2,1,1.2,1000.0
2,1,1.21,1000.0
2,1,1.22,1000.0
2,1,1.23,1000.0
2,1,1.24,1000.0
2,1,1.25,1000.0
2,1,1.26,1000.0
2,1,1.27,1000.0
2,1,1.28,1000.0
2,1,1.29,1000.0
2,1,1.3,1000.0
2,1,1.31,1000.0
2,1,1.32,1000.0
2,1,1.33,1000.0
2,1,1.34,1000.0
2,1,1.35,1000.0
2,1,1.36,1000.0
2,1,1.37,1000.0
2,1,1.38,1000.0
2,1,1.39,1000.0
2,1,1.4,1000.0
2,1,1.41,1000.0
2,1,1.42,1000.0
2,1,1.43,1000.0
2,1,1.44,1000.0
2,1,1.45,1000.0
2,1,1.46,1000.0
2,1,1.47,1000.0
2,1,1.48,1000.0
2,1,1.49,1000.0
2,1,1.5,1000.0
2,1,1.51,1000.0
2,1,1.52,1000.0
2,1,1.53,1000.0
2,1,1.54,1000.0
2,1,1.55,1000.0
2,1,1.56,1000.0
2,1,1.57,1000.0
2,1,1.58,1000.0
2,1,1.59,1000.0
2,1,1.6,1000.0
2,1,1.61,1000.0
2,1,1.62,1000.0
2,1,1.63,1000.0
2,1,1.64,1000.0
2,1,1.65,1000.0
2,1,1.66,1000.0
2,1,1.67,1000.0
2,1,1.68,1000.0
2,1,1.69,1000.0
2,1,1.7,1000.0
2,1,1.71,1000.0
2,1,1.72,1000.0
2,1,1.73,1000.0
2,1,1.74,1000.0
2,1,1.75,1000.0
2,1,1.76,1000.0
2,1,1.77,1000.0
2,1,1.78,1000.0
2,1,1.79,1000.0
2,1,1.8,1000.0
2,1,1.81,1000.0
2,1,1.82,1000.0
2,1,1.83,1000.0
2,1,1.84,1000.0
2,1,1.85,1000.0
2,1,1.86,1000.0
2,1,1.87,1000.0
2,1,1.88,1000.0
2,1,1.89,1000.0
2,1,1.9,1000.0
2,1,1.91,1000.0
2,1,1.92,1000.0
2,1,1.93,1000.0
2,1,1.94,1000.0
2,1,1.95,1000.0
2,1,1.96,1000.0
2,1,1.97,1000.0
2,1,1.98,1000.0
2,1,1.99,1000.0
2,1,2.0,1000.0
2,2,-2.0,1000.0
2,2,-1.99,1000.0
2,2,-1.98,1000.0
2,2,-1.97,1000.0
2,2,-1.96,1000.0
2,2,-1.95,1000.0
2,2,-1.94,1000.0
2,2,-1.93,1000.0
2,2,-1.92,1000.0
2,2,-1.91,1000.0
2,2,-1.9,1000.0
2,2,-1.89,1000.0
2,2,-1.88,1000.0
2,2,-1.87,1000.0
2,2,-1.86,1000.0
2,2,-1.85,1000.0
2,2,-1.84,1000.0
2,2,-1.83,1000.0
2,2,-1.82,1000.0
2,2,-1.81,1000.0
2,2,-1.8,1000.0
2,2,-1.79,1000.0
2,2,-1.78,1000.0
2,2,-1.77,1000.0
2,2,-1.76,1000.0
2,2,-1.75,1000.0
2,2,-1.74,1000.0
2,2,-1.73,1000.0
2,2,-1.72,1000.0
2,2,-1.71,1000.0
2,2,-1.7,1000.0
2,2,-1.69,1000.0
2,2,-1.68,1000.0
2,2,-1.67,1000.0
2,2,-1.66,1000.0
2,2,-1.65,1000.0
2,2,-1.64,1000.0
2,2,-1.63,1000.0
2,2,-1.62,1000.0
2,2,-1.61,1000.0
2,2,-1.6,1000.0
2,2,-1.59,1000.0
2,2,-1.58,1000.0
2,2,-1.57,1000.0
2,2,-1.56,1000.0
2,2,-1.55,1000.0
2,2,-1.54,1000.0
2,2,-1.53,1000.0
2,2,-1.52,1000.0
2,2,-1.51,1000.0
2,2,-1.5,1000.0
2,2,-1.49,1000.0
2,2,-1.48,1000.0
2,2,-1.47,1000.0
2,2,-1.46,1000.0
2,2,-1.45,1000.0
2,2,-1.44,1000.0
2,2,-1.43,1000.0
2,2,-1.42,1000.0
2,2,-1.41,1000.0
2,2,-1.4,1000.0
2,2,-1.39,1000.0
2,2,-1.38,1000.0
2,2,-1.37,1000.0
2,2,-1.36,1000.0
2,2,-1.35,1000.0
2,2,-1.34,1000.0
2,2,-1.33,1000.0
2,2,-1.32,1000.0
2,2,-1.31,1000.0
2,2,-1.3,1000.0
2,2,-1.29,1000.0
2,2,-1.28,1000.0
2,2,-1.27,1000.0
2,2,-1.26,1000.0
2,2,-1.25,1000.0
2,2,-1.24,1000.0
2,2,-1.23,1000.0
2,2,-1.22,1000.0
2,2,-1.21,1000.0
2,2,-1.2,1000.0
2,2,-1.19,1000.0
2,2,-1.18,1000.0
2,2,-1.17,1000.0
2,2,-1.16,1000.0
2,2,-1.15,1000.0
2,2,-1.14,1000.0
2,2,-1.13,1000.0
2,2,-1.12,1000.0
2,2,-1.11,1000.0
2,2,-1.1,1000.0
2,2,-1.09,1000.0
2,2,-1.08,1000.0
2,2,-1.07,1000.0
2,2,-1.06,1000.0
2,2,-1.05,1000.0
2,2,-1.04,1000.0
2,2,-1.03,1000.0
2,2,-1.02,1000.0
2,2,-1.01,1000.0
2,2,-1.0,1000.0
2,2,-0.99,1000.0
2,2,-0.98,1000.0
2,2,-0.97,1000.0
2,2,-0.96,1000.0
2,2,-0.95,1000.0
2,2,-0.94,44.8413868089552
2,2,-0.93,1000.0
2,2,-0.92,9.778998577751564
2,2,-0.91,9.936355958693513
2,2,-0.9,9.750332142909166
2,2,-0.89,9.741062629494802
2,2,-0.88,9.70555357732968
2,2,-0.87,9.481464472342026
2,2,-0.86,9.301450910777604
2,2,-0.85,8.980318474638763
2,2,-0.84,8.582108936988043
2,2,-0.83,8.218394263663024
2,2,-0.82,7.916268331468975
2,2,-0.81,7.666315013614827
2,2,-0.8,7.452901828632291
2,2,-0.79,7.261699873763422
2,2,-0.78,7.0808167753287945
2,2,-0.77,6.900730601240409
2,2,-0.76,6.714203941954879
2,2,-0.75,6.516000838852033
2,2,-0.74,6.302405004030069
2,2,-0.73,6.070823153137182
2,2,-0.72,5.819943846624142
2,2,-0.71,5.550662901003522
2,2,-0.7,5.267181403641467
2,2,-0.69,4.9770259202119265
2,2,-0.68,4.689383115906558
2,2,-0.67,4.412707386568608
2,2,-0.66,4.153034814198422
2,2,-0.65,3.91351406904192
2,2,-0.64,3.6948224452722234
2,2,-0.63,3.495938943067455
2,2,-0.62,3.3148914938631027
2,2,-0.61,3.1493078677123623
2,2,-0.6,2.996753149705392
2,2,-0.59,2.85490441733064
2,2,-0.58,2.7216243039232313
2,2,-0.57,2.5949836190651068
2,2,-0.56,2.473267993613131
2,2,-0.55,2.354990661413313
2,2,-0.54,2.238922861046748
2,2,-0.53,2.1241430634127916
2,2,-0.52,2.0100951933033393
2,2,-0.51,1.8966355729601743
2,2,-0.5,1.7840428645562683
2,2,-0.49,1.6729702685804766
2,2,-0.48,1.5643362918564174
2,2,-0.47,1.4591731087657087
2,2,-0.46,1.3584675659457945
2,2,-0.45,1.2630302491692746
2,2,-0.44,1.1734145931970168
2,2,-0.43,1.0898905086465118
2,2,-0.42,1.0124638247678162
2,2,-0.41,0.9409263537732828
2,2,-0.4,0.8749201575314085
2,2,-0.39,0.8140018579155638
2,2,-0.38,0.7576972006311872
2,2,-0.37,0.7055411208332688
2,2,-0.36,0.6571028725176877
2,2,-0.35,0.6119985446662574
2,2,-0.34,0.5698944274895771
2,2,-0.33,0.5305046484349072
2,2,-0.32,0.4935858336299191
2,2,-0.31,0.45893071270229135
2,2,-0.3,0.426361831713347
2,2,-0.29,0.3957259718622008
2,2,-0.28,0.3668894970748885
2,2,-0.27,0.3397346352436616
2,2,-0.26,0.3141565892364666
2,2,-0.25,0.2900613339234212
2,2,-0.24,0.267363954036257
2,2,-0.23,0.24598739467611044
2,2,-0.22,0.22586151976030475
2,2,-0.21,0.20692239723926786
2,2,-0.2,0.1891117505776612
2,2,-0.19,0.17237653282105792
2,2,-0.18,0.1566685926274007
2,2,-0.17,0.1419444114474724
2,2,-0.16,0.12816489824231614
2,2,-0.15,0.1152952333581287
2,2,-0.14,0.10330475698549803
2,2,-0.13,0.09216690045440934
2,2,-0.12,0.08185916081290022
2,2,-0.11,0.07236312099051828
2,2,-0.1,0.06366451960546235
2,2,-0.09,0.0557533763973003
2,2,-0.08,0.04862418173036895
2,2,-0.07,0.04227616234743777
2,2,-0.06,0.03671364227337059
2,2,-0.05,0.03194653183151698
2,2,-0.04,0.027991010430843784
2,2,-0.03,0.02487054905829987
2,2,-0.02,0.02261762821461596
2,2,-0.01,0.02127725541792526
2,2,0.0,0.020915482849303117
2,2,0.01,0.021611253709031473
2,2,0.02,0.02342072456885248
2,2,0.03,0.02641779147017609
2,2,0.04,0.03070738305945044
2,2,0.05,0.036422691762944506
2,2,0.06,0.04372839067645683
2,2,0.07,0.05282710793327454
2,2,0.08,0.0639686734116893
2,2,0.09,0.07746261723888168
2,2,0.1,0.0936949227503371
2,2,0.11,0.113150565471566
2,2,0.12,0.13644403386845833
2,2,0.13,0.16436090258024827
2,2,0.14,0.19791463089567002
2,2,0.15,0.23842393158170236
2,2,0.16,0.2876166223935381
2,2,0.17,0.34776371681259544
2,2,0.18,0.4218367894787314
2,2,0.19,0.5136478613218912
2,2,0.2,0.6278435966042044
2,2,0.21,0.7694419476298311
2,2,0.22,0.9423478293848279
2,2,0.23,1.1463510880326613
2,2,0.24,1.373486336546086
2,2,0.25,1.607650706535368
2,2,0.26,1.831289092603555
2,2,0.27,2.032849605679238
2,2,0.28,2.2068290944034956
2,2,0.29,2.351585185835917
2,2,0.3,2.4674546440921783
2,2,0.31,2.5559689698153902
2,2,0.32,2.620990878394671
2,2,0.33,2.6688876694459016
2,2,0.34,2.7067593255713063
2,2,0.35,2.740473198829759
2,2,0.36,2.7746520795398517
2,2,0.37,2.813674041736033
2,2,0.38,2.861471764452668
2,2,0.39,2.920384241805776
2,2,0.4,2.990605713226177
2,2,0.41,3.070783953248521
2,2,0.42,3.1592952645518797
2,2,0.43,3.255418615477406
2,2,0.44,3.3599760216664
2,2,0.45,3.4755942725846114
2,2,0.46,3.6069060810044826
2,2,0.47,3.760863920123216
2,2,0.48,3.94730168268924
2,2,0.49,4.179481321250389
2,2,0.5,4.472339683174835
2,2,0.51,4.830862432557437
2,2,0.52,5.216727858663945
2,2,0.53,5.516146116748276
2,2,0.54,5.64274999403485
2,2,0.55,5.693663371463101
2,2,0.56,5.587899335478172
2,2,0.57,5.643522923429687
2,2,0.58,5.674735117626733
2,2,0.59,5.816290880675346
2,2,0.6,5.918399152796893
2,2,0.61,5.9153257276473505
2,2,0.62,5.989259983928249
2,2,0.63,5.958053640084244
2,2,0.64,6.069603768031525
2,2,0.65,6.10807785977395
2,2,0.66,6.288247563971101
2,2,0.67,6.376506994166422
2,2,0.68,6.486031564407315
2,2,0.69,6.607620711463606
2,2,0.7,6.815502685757197
2,2,0.71,6.805680440081666
2,2,0.72,6.496805003827306
2,2,0.73,6.75363184969442
2,2,0.74,6.620142574752459
2,2,0.75,6.862023608668387
2,2,0.76,1000.0
2,2,0.77,6.201798521976516
2,2,0.78,1000.0
2,2,0.79,1000.0
2,2,0.8,5.78752307208961
2,2,0.81,1000.0
2,2,0.82,1000.0
2,2,0.83,1000.0
2,2,0.84,1000.0
2,2,0.85,1000.0
2,2,0.86,1000.0
2,2,0.87,1000.0
2,2,0.88,1000.0
2,2,0.89,1000.0
2,2,0.9,1000.0
2,2,0.91,1000.0
2,2,0.92,1000.0
2,2,0.93,1000.0
2,2,0.94,1000.0
2,2,0.95,1000.0
2,2,0.96,1000.0
2,2,0.97,1000.0
2,2,0.98,1000.0
2,2,0.99,1000.0
2,2,1.0,1000.0
2,2,1.01,1000.0
2,2,1.02,1000.0
2,2,1.03,1000.0
2,2,1.04,1000.0
2,2,1.05,1000.0
2,2,1.06,1000.0
2,2,1.07,1000.0
2,2,1.08,1000.0
2,2,1.09,1000.0
2,2,1.1,1000.0
2,2,1.11,1000.0
2,2,1.12,1000.0
2,2,1.13,1000.0
2,2,1.14,1000.0
2,2,1.15,1000.0
2,2,1.16,1000.0
2,2,1.17,1000.0
2,2,1.18,1000.0
2,2,1.19,1000.0
2,2,1.2,1000.0
2,2,1.21,1000.0
2,2,1.22,1000.0
2,2,1.23,1000.0
2,2,1.24,1000.0
2,2,1.25,1000.0
2,2,1.26,1000.0
2,2,1.27,1000.0
2,2,1.28,1000.0
2,2,1.29,1000.0
2,2,1.3,1000.0
2,2,1.31,1000.0
2,2,1.32,1000.0
2,2,1.33,1000.0
2,2,1.34,1000.0
2,2,1.35,1000.0
2,2,1.36,1000.0
2,2,1.37,1000.0
2,2,1.38,1000.0
2,2,1.39,1000.0
2,2,1.4,1000.0
2,2,1.41,1000.0
2,2,1.42,1000.0
2,2,1.43,1000.0
2,2,1.44,1000.0
2,2,1.45,1000.0
2,2,1.46,1000.0
2,2,1.47,1000.0
2,2,1.48,1000.0
2,2,1.49,1000.0
2,2,1.5,1000.0
2,2,1.51,1000.0
2,2,1.52,1000.0
2,2,1.53,1000.0
2,2,1.54,1000.0
2,2,1.55,1000.0
2,2,1.56,1000.0
2,2,1.57,1000.0
2,2,1.58,1000.0
2,2,1.59,1000.0
2,2,1.6,1000.0
2,2,1.61,1000.0
2,2,1.62,1000.0
2,2,1.63,1000.0
2,2,1.64,1000.0
2,2,1.65,1000.0
2,2,1.66,1000.0
2,2,1.67,1000.0
2,2,1.68,1000.0
2,2,1.69,1000.0
2,2,1.7,1000.0
2,2,1.71,1000.0
2,2,1.72,1000.0
2,2,1.73,1000.0
2,2,1.74,1000.0
2,2,1.75,1000.0
2,2,1.76,1000.0
2,2,1.77,1000.0
2,2,1.78,1000.0
2,2,1.79,1000.0
2,2,1.8,1000.0
2,2,1.81,1000.0
2,2,1.82,1000.0
2,2,1.83,1000.0
2,2,1.84,1000.0
2,2,1.85,1000.0
2,2,1.86,1000.0
2,2,1.87,1000.0
2,2,1.88,1000.0
2,2,1.89,1000.0
2,2,1.9,1000.0
2,2,1.91,1000.0
2,2,1.92,1000.0
2,2,1.93,1000.0
2,2,1.94,1000.0
2,2,1.95,1000.0
2,2,1.96,1000.0
2,2,1.97,1000.0
2,2,1.98,1000.0
2,2,1.99,1000.0
2,2,2.0,1000.0
2,5,-2.0,1000.0
2,5,-1.99,1000.0
2,5,-1.98,1000.0
2,5,-1.97,1000.0
2,5,-1.96,1000.0
2,5,-1.95,1000.0
2,5,-1.94,1000.0
2,5,-1.93,1000.0
2,5,-1.92,1000.0
2,5,-1.91,1000.0
2,5,-1.9,1000.0
2,5,-1.89,1000.0
2,5,-1.88,1000.0
2,5,-1.87,1000.0
2,5,-1.86,1000.0
2,5,-1.85,1000.0
2,5,-1.84,1000.0
2,5,-1.83,1000.0
2,5,-1.82,1000.0
2,5,-1.81,1000.0
2,5,-1.8,1000.0
2,5,-1.79,1000.0
2,5,-1.78,1000.0
2,5,-1.77,1000.0
2,5,-1.76,1000.0
2,5,-1.75,1000.0
2,5,-1.74,1000.0
2,5,-1.73,1000.0
2,5,-1.72,1000.0
2,5,-1.71,1000.0
2,5,-1.7,1000.0
2,5,-1.69,1000.0
2,5,-1.68,1000.0
2,5,-1.67,1000.0
2,5,-1.66,1000.0
2,5,-1.65,1000.0
2,5,-1.64,1000.0
2,5,-1.63,1000.0
2,5,-1.62,1000.0
2,5,-1.61,1000.0
2,5,-1.6,1000.0
2,5,-1.59,1000.0
2,5,-1.58,1000.0
2,5,-1.57,1000.0
2,5,-1.56,1000.0
2,5,-1.55,1000.0
2,5,-1.54,1000.0
2,5,-1.53,1000.0
2,5,-1.52,1000.0
2,5,-1.51,1000.0
2,5,-1.5,1000.0
2,5,-1.49,1000.0
2,5,-1.48,1000.0
2,5,-1.47,1000.0
2,5,-1.46,1000.0
2,5,-1.45,1000.0
2,5,-1.44,1000.0
2,5,-1.43,1000.0
2,5,-1.42,1000.0
2,5,-1.41,1000.0
2,5,-1.4,1000.0
2,5,-1.39,1000.0
2,5,-1.38,1000.0
2,5,-1.37,1000.0
2,5,-1.36,1000.0
2,5,-1.35,1000.0
2,5,-1.34,1000.0
2,5,-1.33,1000.0
2,5,-1.32,1000.0
2,5,-1.31,1000.0
2,5,-1.3,1000.0
2,5,-1.29,1000.0
2,5,-1.28,1000.0
2,5,-1.27,1000.0
2,5,-1.26,1000.0
2,5,-1.25,1000.0
2,5,-1.24,1000.0
2,5,-1.23,1000.0
2,5,-1.22,1000.0
2,5,-1.21,1000.0
2,5,-1.2,1000.0
2,5,-1.19,1000.0
2,5,-1.18,1000.0
2,5,-1.17,1000.0
2,5,-1.16,1000.0
2,5,-1.15,1000.0
2,5,-1.14,1000.0
2,5,-1.13,1000.0
2,5,-1.12,1000.0
2,5,-1.11,1000.0
2,5,-1.1,1000.0
2,5,-1.09,1000.0
2,5,-1.08,1000.0
2,5,-1.07,1000.0
2,5,-1.06,1000.0
2,5,-1.05,1000.0
2,5,-1.04,1000.0
2,5,-1.03,1000.0
2,5,-1.02,1000.0
2,5,-1.01,1000.0
2,5,-1.0,1000.0
2,5,-0.99,1000.0
2,5,-0.98,1000.0
2,5,-0.97,1000.0
2,5,-0.96,1000.0
2,5,-0.95,1000.0
2,5,-0.94,1000.0
2,5,-0.93,1000.0
2,5,-0.92,1000.0
2,5,-0.91,1000.0
2,5,-0.9,1000.0
2,5,-0.89,12.830812477256288
2,5,-0.88,11.873720264221568
2,5,-0.87,11.264217430276933
2,5,-0.86,11.100365972934402
2,5,-0.85,11.337743729357317
2,5,-0.84,11.010964785395133
2,5,-0.83,10.480428675353343
2,5,-0.82,9.984251664374703
2,5,-0.81,9.7707474880704
2,5,-0.8,9.81543657402624
2,5,-0.79,9.624864554498034
2,5,-0.78,9.28135324749994
2,5,-0.77,9.017791171115277
2,5,-0.76,8.834599617552977
2,5,-0.75,8.72293603038476
2,5,-0.74,8.657037753340857
2,5,-0.73,8.55986276958504
2,5,-0.72,8.387906312923533
2,5,-0.71,8.199785047707461
2,5,-0.7,8.036136306671079
2,5,-0.69,7.916832723924488
2,5,-0.68,7.836430202864085
2,5,-0.67,7.767726031655827
2,5,-0.66,7.702668815934798
2,5,-0.65,7.661302009535813
2,5,-0.64,7.629788066882637
2,5,-0.63,7.554943187011483
2,5,-0.62,7.417450428932224
2,5,-0.61,7.238341868709276
2,5,-0.6,7.04061152067733
2,5,-0.59,6.836511102734155
2,5,-0.58,6.631580935308367
2,5,-0.57,6.428282283229682
2,5,-0.56,6.227482546748347
2,5,-0.55,6.029223182335289
2,5,-0.54,5.8334512424166896
2,5,-0.53,5.640284535508143
2,5,-0.52,5.449706549197138
2,5,-0.51,5.261484426642898
2,5,-0.5,5.075448180857311
2,5,-0.49,4.891738303421677
2,5,-0.48,4.710889237493246
2,5,-0.47,4.533775336133477
2,5,-0.46,4.361433415844065
2,5,-0.45,4.1947947898542886
2,5,-0.44,4.034405785237954
2,5,-0.43,3.880228426321101
2,5,-0.42,3.7315794393642046
2,5,-0.41,3.5872156930554624
2,5,-0.4,3.4455392246217094
2,5,-0.39,3.3048813095273593
2,5,-0.38,3.1638176454645857
2,5,-0.37,3.021453235312604
2,5,-0.36,2.8776058987769457
2,5,-0.35,2.732838086775461
2,5,-0.34,2.5883444737327697
2,5,-0.33,2.4457554101369023
2,5,-0.32,2.30691048442298
2,5,-0.31,2.1736070581786007
2,5,-0.3,2.0473146948126217
2,5,-0.29,1.9288980278656667
2,5,-0.28,1.8184357683305055
2,5,-0.27,1.7151943750596335
2,5,-0.26,1.6177508417103226
2,5,-0.25,1.5242477668747216
2,5,-0.24,1.4328119675873117
2,5,-0.23,1.3421537367871659
2,5,-0.22,1.2521376941017441
2,5,-0.21,1.1638021259932365
2,5,-0.2,1.0784540647327046
2,5,-0.19,0.9962850782991197
2,5,-0.18,0.9155524767699398
2,5,-0.17,0.833112062225699
2,5,-0.16,0.7465380200705228
2,5,-0.15,0.6569516304899716
2,5,-0.14,0.5695645077690378
2,5,-0.13,0.49011915704722075
2,5,-0.12,0.42109553876927697
2,5,-0.11,0.36156226655069856
2,5,-0.1,0.3090429418859149
2,5,-0.09,0.26093735564770365
