system,arm,optimizer,window_size,t,x1,x2,x3
lorenz,propagate,bfgs,1,0.0,-12.512502589657043,-20.7335027479362,20.68630257871527
lorenz,propagate,bfgs,1,0.002,-12.651173383041263,-20.870883215656043,21.11190995193462
lorenz,propagate,bfgs,1,0.004,-12.791046383579687,-20.99885701153633,21.544275958560704
lorenz,propagate,bfgs,1,0.006,-12.93199678292991,-21.117028055102406,21.98321886888029
lorenz,propagate,bfgs,1,0.008,-13.073889431522707,-21.2249975687115,22.428534594683683
lorenz,propagate,bfgs,1,0.01,-13.216578466812674,-21.322365306226917,22.879995734617886
lorenz,propagate,bfgs,1,0.012,-13.359906970362259,-21.40873089998615,23.337350658788857
lorenz,propagate,bfgs,1,0.014,-13.503706659782825,-21.483695328342623,23.80032264400626
lorenz,propagate,bfgs,1,0.016,-13.647797621933272,-21.54686250504217,24.268609071950333
lorenz,propagate,bfgs,1,0.018000000000000002,-13.791988094115622,-21.59784099051487,24.74188070337853
lorenz,propagate,bfgs,1,0.020000000000000004,-13.936074300295822,-21.636245823815955,25.21978104225656
lorenz,propagate,bfgs,1,0.022000000000000006,-14.079840349603552,-21.661700472435314,25.701925804369658
lorenz,propagate,bfgs,1,0.024000000000000007,-14.223058204513512,-21.67383889551558,26.187902505518153
lorenz,propagate,bfgs,1,0.02600000000000001,-14.365487726167686,-21.672307714180615,26.677270184797845
lorenz,propagate,bfgs,1,0.02800000000000001,-14.506876804248982,-21.65676848069066,27.16955927868038
lorenz,propagate,bfgs,1,0.030000000000000013,-14.646961578646609,-21.626900036023883,27.6642716616109
lorenz,propagate,bfgs,1,0.032000000000000015,-14.785466759848457,-21.582400943259046,28.160880868599076
lorenz,propagate,bfgs,1,0.034000000000000016,-14.922106054542537,-21.522991981828746,28.65883251476584
lorenz,propagate,bfgs,1,0.03600000000000002,-15.056582702296467,-21.44841868536232,29.157544925993758
lorenz,propagate,bfgs,1,0.03800000000000002,-15.188590128401879,-21.358453903482786,29.656409993690055
lorenz,propagate,bfgs,1,0.04000000000000002,-15.317812717012693,-21.25290036561093,30.154794265187714
lorenz,propagate,bfgs,1,0.04200000000000002,-15.443926707569466,-21.131593222614878,30.652040279467595
lorenz,propagate,bfgs,1,0.044000000000000025,-15.5666012161874,-20.994402540083414,31.14746815567652
lorenz,propagate,bfgs,1,0.04600000000000003,-15.685499382198856,-20.841235715158405,31.640377439343677
lorenz,propagate,bfgs,1,0.04800000000000003,-15.80027963839319,-20.672039787300847,32.130049208271856
lorenz,propagate,bfgs,1,0.05000000000000003,-15.910597101704226,-20.486803612152393,32.61574843682271
lorenz,propagate,bfgs,1,0.05200000000000003,-16.01610507918086,-20.285559866854985,33.0967266137591
lorenz,propagate,bfgs,1,0.054000000000000034,-16.116456682068176,-20.068386854867377,33.572224604998624
lorenz,propagate,bfgs,1,0.056000000000000036,-16.211306538758922,-19.835410078525655,34.04147574862698
lorenz,propagate,bfgs,1,0.05800000000000004,-16.300312595288602,-19.58680354838363,34.503709165387654
lorenz,propagate,bfgs,1,0.06000000000000004,-16.383137989986253,-19.322790799776485,34.95815326368478
lorenz,propagate,bfgs,1,0.06200000000000004,-16.45945298690622,-19.043645589101786,35.40403941399891
lorenz,propagate,bfgs,1,0.06400000000000004,-16.528936950805054,-18.749692245015886,35.84060576361742
lorenz,propagate,bfgs,1,0.06600000000000004,-16.59128034474533,-18.441305653092606,36.26710115882499
lorenz,propagate,bfgs,1,0.06800000000000005,-16.646186729956995,-18.11891085645887,36.682789138289394
lorenz,propagate,bfgs,1,0.07000000000000005,-16.693374746417426,-17.782982259462354,37.0869519584171
lorenz,propagate,bfgs,1,0.07200000000000005,-16.732580051770153,-17.43404242647327,37.47889460904131
lorenz,propagate,bfgs,1,0.07400000000000005,-16.763557195729955,-17.07266047339153,37.85794877603163
lorenz,propagate,bfgs,1,0.07600000000000005,-16.786081407051437,-16.6994500552185,38.22347670635932
lorenz,propagate,bfgs,1,0.07800000000000006,-16.79995027049288,-16.315066959041587,38.5748749308764
lorenz,propagate,bfgs,1,0.08000000000000006,-16.804985271999644,-15.920206317839545,38.91157780061576
lorenz,propagate,bfgs,1,0.08200000000000006,-16.801033191562674,-15.515599466506982,39.23306079381556
lorenz,propagate,bfgs,1,0.08400000000000006,-16.787967324865456,-15.10201046727553,39.538843553112805
lorenz,propagate,bfgs,1,0.08600000000000006,-16.76568851689317,-14.680232337132773,39.82849261541462
lorenz,propagate,bfgs,1,0.08800000000000006,-16.734125993103227,-14.251083014771627,40.10162380079096
lorenz,propagate,bfgs,1,0.09000000000000007,-16.693237976498903,-13.815401108914752,40.35790423126671
lorenz,propagate,bfgs,1,0.09200000000000007,-16.64301208194842,-13.37404147343915,40.59705395552967
lorenz,propagate,bfgs,1,0.09400000000000007,-16.583465482283636,-12.927870657482263,40.81884716120082
lorenz,propagate,bfgs,1,0.09600000000000007,-16.514644844022172,-12.47776228057262,41.02311296230512
lorenz,propagate,bfgs,1,0.09800000000000007,-16.436626033907483,-12.024592383750395,41.20973575579587
lorenz,propagate,bfgs,1,0.10000000000000007,-16.34951360077458,-11.569234807608188,41.378655147277776
lorenz,propagate,bfgs,1,0.10200000000000008,-16.253440040448602,-11.112556647199186,41.529865452295695
lorenz,propagate,bfgs,1,0.10400000000000008,-16.148564854396408,-10.655413831864676,41.66341478556526
lorenz,propagate,bfgs,1,0.10600000000000008,-16.03507341561198,-10.198646875286832,41.77940375618318
lorenz,propagate,bfgs,1,0.10800000000000008,-15.913175657667281,-9.74307683755944,41.8779837920477
lorenz,propagate,bfgs,1,0.11000000000000008,-15.783104604954032,-9.289501536891306,41.9593551213384
lorenz,propagate,bfgs,1,0.11200000000000009,-15.64511476384306,-8.838692043832125,42.02376444286379
lorenz,propagate,bfgs,1,0.11400000000000009,-15.499480395773043,-8.391389485766709,42.071502320321756
lorenz,propagate,bfgs,1,0.11600000000000009,-15.346493694138344,-7.948302183994109,42.10290033798964
lorenz,propagate,bfgs,1,0.11800000000000009,-15.186462887277557,-7.5101031401286,42.11832805705095
lorenz,propagate,bfgs,1,0.12000000000000009,-15.019710289882747,-7.077427882960754,42.118189812676654
lorenz,propagate,bfgs,1,0.1220000000000001,-14.846570324776986,-6.650872681423344,42.102921392136636
lorenz,propagate,bfgs,1,0.1240000000000001,-14.667387536276514,-6.230993124031597,42.072986633663625
lorenz,propagate,bfgs,1,0.12600000000000008,-14.482514615302557,-5.8183030602100985,42.02887398458618
lorenz,propagate,bfgs,1,0.12800000000000009,-14.292310455080955,-5.41327389436325,41.97109305546161
lorenz,propagate,bfgs,1,0.1300000000000001,-14.097138254713547,-5.0163342194595515,41.90017120465369
lorenz,propagate,bfgs,1,0.1320000000000001,-13.897363686173374,-4.627869773331349,41.81665018510139
lorenz,propagate,bfgs,1,0.1340000000000001,-13.693353138416567,-4.248223697873069,41.72108288200338
lorenz,propagate,bfgs,1,0.1360000000000001,-13.485472050365864,-3.877697078867283,41.61403016688801
lorenz,propagate,bfgs,1,0.1380000000000001,-13.274083342550211,-3.5165497422790883,41.49605789013727
lorenz,propagate,bfgs,1,0.1400000000000001,-13.059545955224044,-3.1650012815208566,41.367734030567824
lorenz,propagate,bfgs,1,0.1420000000000001,-12.84221349887661,-2.823232289375455,41.229626017216994
lorenz,propagate,bfgs,1,0.1440000000000001,-12.622433021208497,-2.491385767940518,41.08229823510454
lorenz,propagate,bfgs,1,0.1460000000000001,-12.400543892926688,-2.169568690075847,40.926309723498406
lorenz,propagate,bfgs,1,0.1480000000000001,-12.176876813112594,-1.8578536863512884,40.762212072153716
lorenz,propagate,bfgs,1,0.1500000000000001,-11.95175293346572,-1.5562808323511979,40.59054751815607
lorenz,propagate,bfgs,1,0.1520000000000001,-11.725483099429898,-1.2648595123395814,40.41184724341204
lorenz,propagate,bfgs,1,0.1540000000000001,-11.498367205075493,-0.9835703366733517,40.22662987051046
lorenz,propagate,bfgs,1,0.1560000000000001,-11.270693657641356,-0.7123670919173417,40.03540015263925
lorenz,propagate,bfgs,1,0.1580000000000001,-11.042738946832698,-0.4511787043139997,39.83864785148698
lorenz,propagate,bfgs,1,0.16000000000000011,-10.81476731332004,-0.19991119904695315,39.63684679558341
lorenz,propagate,bfgs,1,0.16200000000000012,-10.58703051038232,0.041550360431085814,39.43045411032998
lorenz,propagate,bfgs,1,0.16400000000000012,-10.359767652273995,0.2733399668964055,39.21990961002678
lorenz,propagate,bfgs,1,0.16600000000000012,-10.133205142660328,0.4956088097538699,39.005635341499215
lorenz,propagate,bfgs,1,0.16800000000000012,-9.907556676344424,0.7085234716502077,38.788035268447395
lorenz,propagate,bfgs,1,0.17000000000000012,-9.683023307491158,0.9122641899239436,38.56749508536193
lorenz,propagate,bfgs,1,0.17200000000000013,-9.45979357762369,1.1070231899171743,38.344382149749585
lorenz,propagate,bfgs,1,0.17400000000000013,-9.238043696814888,1.2930030956816492,38.119045521469474
lorenz,propagate,bfgs,1,0.17600000000000013,-9.01793777170618,1.470415422233177,37.8918160981715
lorenz,propagate,bfgs,1,0.17800000000000013,-8.799628074248249,1.6394791522499934,37.663006836134116
lorenz,propagate,bfgs,1,0.18000000000000013,-8.583255345360522,1.8004193989752075,37.43291304619604
lorenz,propagate,bfgs,1,0.18200000000000013,-8.368949128039512,1.9534661560706639,37.201812754948925
lorenz,propagate,bfgs,1,0.18400000000000014,-8.156828124800585,2.0988531342774435,36.969967121886405
lorenz,propagate,bfgs,1,0.18600000000000014,-7.947000574705494,2.236816683962687,36.737620903774975
lorenz,propagate,bfgs,1,0.18800000000000014,-7.739564645602103,2.3675948019680515,36.5050029581087
lorenz,propagate,bfgs,1,0.19000000000000014,-7.534608837576774,2.491426220615373,36.272326778121
lorenz,propagate,bfgs,1,0.19200000000000014,-7.332212393989052,2.608549576262776,36.03979105244232
lorenz,propagate,bfgs,1,0.19400000000000014,-7.132445716818062,2.7192026544316974,35.8075802431026
lorenz,propagate,bfgs,1,0.19600000000000015,-6.935370783397123,2.823621708234188,35.575865176175434
lorenz,propagate,bfgs,1,0.19800000000000015,-6.741041561944787,2.9220408466122736,35.34480363993996
lorenz,propagate,bfgs,1,0.20000000000000015,-6.549504423614778,3.0146914887491763,35.11454098599222
lorenz,propagate,bfgs,1,0.20200000000000015,-6.3607985490827375,3.1018018809181434,34.88521072926625
lorenz,propagate,bfgs,1,0.20400000000000015,-6.174956327963401,3.183596671991114,34.65693514342389
lorenz,propagate,bfgs,1,0.20600000000000016,-5.9920037496073055,3.2602965438295306,34.42982584853932
lorenz,propagate,bfgs,1,0.20800000000000016,-5.811960784061328,3.3321178928168402,34.2039843884386
lorenz,propagate,bfgs,1,0.21000000000000016,-5.634841752192505,3.399272558860592,33.97950279545569
lorenz,propagate,bfgs,1,0.21200000000000016,-5.460655684170082,3.461967598286132,33.756464140734955
lorenz,propagate,bfgs,1,0.21400000000000016,-5.289406665677344,3.520405097158755,33.534943068545914
lorenz,propagate,bfgs,1,0.21600000000000016,-5.121094171383281,3.5747820217023683,33.31500631338061
lorenz,propagate,bfgs,1,0.21800000000000017,-4.955713385345446,3.6252901026263524,33.09671319887871
lorenz,propagate,bfgs,1,0.22000000000000017,-4.79325550814053,3.6721157503248776,32.88011611787087
lorenz,propagate,bfgs,1,0.22200000000000017,-4.633708050629272,3.715439998071474,32.66526099304978
lorenz,propagate,bfgs,1,0.22400000000000017,-4.477055114358368,3.75543847049351,32.45218771797148
lorenz,propagate,bfgs,1,0.22600000000000017,-4.323277658685217,3.7922813747742543,32.24093057825913
lorenz,propagate,bfgs,1,0.22800000000000017,-4.172353754782633,3.8261335121924174,32.03151865302887
lorenz,propagate,bfgs,1,0.23000000000000018,-4.024258826741194,3.8571543077690498,31.823976196685184
lorenz,propagate,bfgs,1,0.23200000000000018,-3.8789658800375713,3.8854978559479973,31.61832300134191
lorenz,propagate,bfgs,1,0.23400000000000018,-3.7364457176791115,3.9113129803878994,31.414574740217304
lorenz,propagate,bfgs,1,0.23600000000000018,-3.5966671443688925,3.9347433060900427,31.212743292428627
lorenz,propagate,bfgs,1,0.23800000000000018,-3.4595971590623567,3.9559273422267127,31.01283704967492
lorenz,propagate,bfgs,1,0.24000000000000019,-3.325201136307265,3.9749985741685467,30.81486120534771
lorenz,propagate,bfgs,1,0.2420000000000002,-3.193442996773782,3.992085563336503,30.618818026649404
lorenz,propagate,bfgs,1,0.2440000000000002,-3.0642853673917383,4.007312053624237,30.424707110329596
lorenz,propagate,bfgs,1,0.2460000000000002,-2.9376897315181068,4.02079708324986,30.23252562267127
lorenz,propagate,bfgs,1,0.2480000000000002,-2.8136165695600552,4.032655101002265,30.04226852437331
lorenz,propagate,bfgs,1,0.25000000000000017,-2.692025490478121,4.042996085946534,29.85392878098352
lorenz,propagate,bfgs,1,0.25200000000000017,-2.572875354590547,4.05192566974552,29.667497559538653
lorenz,propagate,bfgs,1,0.25400000000000017,-2.4561243880940555,4.059545260840762,29.482964412065247
lorenz,propagate,bfgs,1,0.25600000000000017,-2.341730289708669,4.065952169815626,29.30031744658841
lorenz,propagate,bfgs,1,0.2580000000000002,-2.2296503298449935,4.071239735337264,29.119543486285536
lorenz,propagate,bfgs,1,0.2600000000000002,-2.1198414426818935,4.0754974501419206,28.940628217408875
lorenz,propagate,bfgs,1,0.2620000000000002,-2.012260311531036,4.078811086590532,28.76355632658546
lorenz,propagate,bfgs,1,0.2640000000000002,-1.9068634478525444,4.081262821378874,28.58831162808569
lorenz,propagate,bfgs,1,0.2660000000000002,-1.8036072642732015,4.082931359038838,28.414877181633027
lorenz,propagate,bfgs,1,0.2680000000000002,-1.7024481419454658,4.083892053915267,28.243235401307363
lorenz,propagate,bfgs,1,0.2700000000000002,-1.6033424925721242,4.0842170303462435,28.07336815607395
lorenz,propagate,bfgs,1,0.2720000000000002,-1.5062468154078776,4.0839753008142585,27.90525686244845
lorenz,propagate,bfgs,1,0.2740000000000002,-1.4111177495356104,4.083232881871463,27.738882569787105
lorenz,propagate,bfgs,1,0.2760000000000002,-1.3179121217016603,4.082052907674518,27.57422603866934
lorenz,propagate,bfgs,1,0.2780000000000002,-1.2265869899811275,4.080495740993713,27.41126781281843
lorenz,propagate,bfgs,1,0.2800000000000002,-1.137099683531229,4.0786190815871795,27.249988284984443
lorenz,propagate,bfgs,1,0.2820000000000002,-1.0494078386779644,4.076478071854497,27.090367757192602
lorenz,propagate,bfgs,1,0.2840000000000002,-0.9634694315689418,4.074125399704937,26.932386495739383
lorenz,propagate,bfgs,1,0.2860000000000002,-0.8792428076131727,4.071611398594264,26.776024781298627
lorenz,propagate,bfgs,1,0.2880000000000002,-0.796686707916987,4.068984144700575,26.621262954480216
lorenz,propagate,bfgs,1,0.2900000000000002,-0.7157602929139771,4.066289551224293,26.46808145716488
lorenz,propagate,bfgs,1,0.2920000000000002,-0.6364231633760602,4.063571459810359,26.316460869920427
lorenz,propagate,bfgs,1,0.2940000000000002,-0.5586353789823564,4.060871729101935,26.166381945786874
lorenz,propagate,bfgs,1,0.2960000000000002,-0.48235747461262724,4.058230320444827,26.017825640701226
lorenz,propagate,bfgs,1,0.2980000000000002,-0.40755047452249366,4.055685380770376,25.87077314081618
lorenz,propagate,bfgs,1,0.3000000000000002,-0.33417590454856383,4.053273322691928,25.725205886951695
lorenz,propagate,bfgs,1,0.3020000000000002,-0.2621958024829333,4.051028901856305,25.581105596403447
lorenz,propagate,bfgs,1,0.3040000000000002,-0.1915727267482682,4.048985291597022,25.43845428231817
lorenz,propagate,bfgs,1,0.3060000000000002,-0.12226976349684153,4.047174154940486,25.297234270832462
lorenz,propagate,bfgs,1,0.3080000000000002,-0.05425053224944085,4.045625714020071,25.1574282161589
lorenz,propagate,bfgs,1,0.3100000000000002,0.012520809816996326,4.04436881695599,25.019019113791316
lorenz,propagate,bfgs,1,0.3120000000000002,0.07807956483085418,4.043431002261265,24.88199031198971
lorenz,propagate,bfgs,1,0.3140000000000002,0.1424604923405943,4.042838560835875,24.74632552169437
lorenz,propagate,bfgs,1,0.3160000000000002,0.20569780849295638,4.042616595612565,24.612008825008843
lorenz,propagate,bfgs,1,0.3180000000000002,0.267825186190435,4.042789078918632,24.479024682381613
lorenz,propagate,bfgs,1,0.32000000000000023,0.3288757561492032,4.043378907618559,24.347357938607438
lorenz,propagate,bfgs,1,0.32200000000000023,0.3888821087837043,4.0444079561025434,24.216993827760824
lorenz,propagate,bfgs,1,0.32400000000000023,0.4478762968488856,4.0458971271858255,24.087917977166082
lorenz,propagate,bfgs,1,0.32600000000000023,0.5058898387755344,4.0478664009833745,23.96011641050099
lorenz,propagate,bfgs,1,0.32800000000000024,0.5629537226383964,4.050334881823882,23.833575550124067
lorenz,propagate,bfgs,1,0.33000000000000024,0.6190984107007282,4.0533208432662144,23.70828221870888
lorenz,propagate,bfgs,1,0.33200000000000024,0.6743538444826812,4.056841771280532,23.584223640262653
lorenz,propagate,bfgs,1,0.33400000000000024,0.7287494503044188,4.060914405655179,23.461387440600717
lorenz,propagate,bfgs,1,0.33600000000000024,0.782314145258184,4.065554779689229,23.339761647342943
lorenz,propagate,bfgs,1,0.33800000000000024,0.835076343566628,4.07077825822927,23.219334689493305
lorenz,propagate,bfgs,1,0.34000000000000025,0.8870639632876329,4.076599574107588,23.10009539665901
lorenz,propagate,bfgs,1,0.34200000000000025,0.9383044333285908,4.083032863037492,22.982032997961294
lorenz,propagate,bfgs,1,0.34400000000000025,0.9888247007356716,4.090091697019953,22.865137120685862
lorenz,propagate,bfgs,1,0.34600000000000025,1.0386512382260198,4.097789116314218,22.74939778871729
lorenz,propagate,bfgs,1,0.34800000000000025,1.0878100519330713,4.106137660023468,22.634805420797978
lorenz,propagate,bfgs,1,0.35000000000000026,1.1363266893373054,4.115149395344953,22.521350828649222
lorenz,propagate,bfgs,1,0.35200000000000026,1.1842262473567162,4.124835945532477,22.409025214988667
lorenz,propagate,bfgs,1,0.35400000000000026,1.231533380573154,4.1352085166174355,22.297820171475824
lorenz,propagate,bfgs,1,0.35600000000000026,1.2782723095724147,4.146277922933017,22.187727676614543
lorenz,propagate,bfgs,1,0.35800000000000026,1.3244668293775843,4.1580546114845625,22.078740093638974
lorenz,propagate,bfgs,1,0.36000000000000026,1.3701403179566638,4.170548685207481,21.97085016840732
lorenz,propagate,bfgs,1,0.36200000000000027,1.4153157447869176,4.18376992515252,21.86405102732555
lorenz,propagate,bfgs,1,0.36400000000000027,1.4600156794597174,4.197727811636647,21.758336175321357
lorenz,propagate,bfgs,1,0.36600000000000027,1.5042623003108937,4.212431544396245,21.653699493886865
lorenz,propagate,bfgs,1,0.36800000000000027,1.5480774030627593,4.227890061777785,21.55013523920691
lorenz,propagate,bfgs,1,0.3700000000000003,1.5914824094650533,4.244112058999684,21.44763804038825
lorenz,propagate,bfgs,1,0.3720000000000003,1.634498375923054,4.261106005517554,21.346202897803618
lorenz,propagate,bfgs,1,0.3740000000000003,1.6771460021020532,4.278880161523623,21.24582518156328
lorenz,propagate,bfgs,1,0.3760000000000003,1.7194456394982498,4.297442593609689,21.146500630125516
lorenz,propagate,bfgs,1,0.3780000000000003,1.7614172999669362,4.3168011896216,21.048225349056423
lorenz,propagate,bfgs,1,0.3800000000000003,1.803080664199605,4.336963672731885,20.950995809948346
lorenz,propagate,bfgs,1,0.3820000000000003,1.8444550901423011,4.357937614755838,20.854808849505385
lorenz,propagate,bfgs,1,0.3840000000000003,1.885559621348196,4.3797304487350655,20.759661668803528
lorenz,propagate,bfgs,1,0.3860000000000003,1.9264129952579638,4.40234948081125,20.665551832732174
lorenz,propagate,bfgs,1,0.3880000000000003,1.9670336514020903,4.425801901411626,20.572477269623146
lorenz,propagate,bfgs,1,0.3900000000000003,2.0074397395197647,4.450094795766458,20.480436271072517
lorenz,propagate,bfgs,1,0.3920000000000003,2.0476491275894757,4.475235153777646,20.38942749196008
lorenz,propagate,bfgs,1,0.3940000000000003,2.087679409766869,4.501229879256403,20.29944995067067
lorenz,propagate,bfgs,1,0.3960000000000003,2.127547914225824,4.52808579854682,20.210503029520968
lorenz,propagate,bfgs,1,0.3980000000000003,2.167271710899073,4.555809668551046,20.122586475395085
lorenz,propagate,bfgs,1,0.4000000000000003,2.206867619115022,4.5844081841707025,20.03570040059163
lorenz,propagate,bfgs,1,0.4020000000000003,2.2463522151277324,4.613887985178107,19.94984528388464
lorenz,propagate,bfgs,1,0.4040000000000003,2.2857418395373013,4.644255662529834,19.865021971800335
lorenz,propagate,bfgs,1,0.4060000000000003,2.3250526045981235,4.67551776413412,19.781231680111325
lorenz,propagate,bfgs,1,0.4080000000000003,2.364300401412739,4.707680800082631,19.698475995549515
lorenz,propagate,bfgs,1,0.4100000000000003,2.4035009070091737,4.740751247356125,19.616756877738705
lorenz,propagate,bfgs,1,0.4120000000000003,2.4426695912998366,4.774735554012567,19.536076661347522
lorenz,propagate,bfgs,1,0.4140000000000003,2.4818217239202096,4.8096401428653275,19.45643805846308
lorenz,propagate,bfgs,1,0.4160000000000003,2.5209723809456763,4.845471414658159,19.37784416118545
lorenz,propagate,bfgs,1,0.4180000000000003,2.5601364514849516,4.882235750742715,19.300298444442806
lorenz,propagate,bfgs,1,0.4200000000000003,2.5993286441486614,4.919939515263491,19.22380476902679
lorenz,propagate,bfgs,1,0.4220000000000003,2.6385634933916857,4.958589056854174,19.148367384847447
lorenz,propagate,bfgs,1,0.4240000000000003,2.677855365727935,4.998190709848492,19.073990934406822
lorenz,propagate,bfgs,1,0.4260000000000003,2.7172184658162504,5.038750795007815,19.000680456489967
lorenz,propagate,bfgs,1,0.4280000000000003,2.756666842416136,5.080275619766874,18.928441390072006
lorenz,propagate,bfgs,1,0.4300000000000003,2.796214394212038,5.122771477998136,18.857279578439503
lorenz,propagate,bfgs,1,0.43200000000000033,2.8358748755048393,5.166244649294531,18.787201273524186
lorenz,propagate,bfgs,1,0.43400000000000033,2.8756619017692246,5.210701397769369,18.71821314044679
lorenz,propagate,bfgs,1,0.43600000000000033,2.915588955075503,5.256147970371504,18.650322262268492
lorenz,propagate,bfgs,1,0.43800000000000033,2.955669389374407,5.30259059471294,18.583536144947104
lorenz,propagate,bfgs,1,0.44000000000000034,2.995916435643295,5.350035476405283,18.517862722494865
lorenz,propagate,bfgs,1,0.44200000000000034,3.0363432068920972,5.3984887959006365,18.45331036233439
lorenz,propagate,bfgs,1,0.44400000000000034,3.0769627030271938,5.447956704831712,18.389887870848924
lorenz,propagate,bfgs,1,0.44600000000000034,3.1177878155713104,5.498445321845153,18.327604499122703
lorenz,propagate,bfgs,1,0.44800000000000034,3.158831332237345,5.549960727921264,18.266469948866824
lorenz,propagate,bfgs,1,0.45000000000000034,3.200105941353869,5.602508961172525,18.206494378525605
lorenz,propagate,bfgs,1,0.45200000000000035,3.24162423613987,5.656096011112523,18.14768840955797
lorenz,propagate,bfgs,1,0.45400000000000035,3.283398718826092,5.710727812386117,18.09006313288789
lorenz,propagate,bfgs,1,0.45600000000000035,3.3254418046201044,5.766410237950866,18.03363011551746
lorenz,propagate,bfgs,1,0.45800000000000035,3.367765825512006,5.823149091699009,17.97840140729551
lorenz,propagate,bfgs,1,0.46000000000000035,3.410383033917398,5.88095010050847,17.924389547834277
lorenz,propagate,bfgs,1,0.46200000000000035,3.4533056061539895,5.939818905710609,17.87160757356581
lorenz,propagate,bfgs,1,0.46400000000000036,3.4965456457479096,5.999761053961687,17.820069024929285
lorenz,propagate,bfgs,1,0.46600000000000036,3.540115186565474,6.060781987504228,17.769787953679597
lorenz,propagate,bfgs,1,0.46800000000000036,3.58402619576583,6.122887033803734,17.720778930306878
lorenz,propagate,bfgs,1,0.47000000000000036,3.6282905765695403,6.186081394545432,17.673057051555798
lorenz,propagate,bfgs,1,0.47200000000000036,3.6729201708377914,6.250370133975039,17.62663794803256
lorenz,propagate,bfgs,1,0.47400000000000037,3.717926761456511,6.31575816656675,17.58153779188669
lorenz,propagate,bfgs,1,0.47600000000000037,3.76332207451926,6.382250244000978,17.53777330455367
lorenz,propagate,bfgs,1,0.47800000000000037,3.809117781302314,6.449850941433659,17.495361764543443
lorenz,propagate,bfgs,1,0.48000000000000037,3.855325500024876,6.518564643038244,17.454321015258678
lorenz,propagate,bfgs,1,0.4820000000000004,3.901956797386876,6.588395526800821,17.414669472825622
lorenz,propagate,bfgs,1,0.4840000000000004,3.9490231898762818,6.659347548548185,17.37642613391892
lorenz,propagate,bfgs,1,0.4860000000000004,3.9965361448372962,6.7314244251880115,17.33961058356067
lorenz,propagate,bfgs,1,0.4880000000000004,4.044507081290245,6.804629617139718,17.30424300287242
lorenz,propagate,bfgs,1,0.4900000000000004,4.092947370493354,6.878966309933999,17.270344176757384
lorenz,propagate,bfgs,1,0.4920000000000004,4.141868336235971,6.954437394958494,17.23793550148864
lorenz,propagate,bfgs,1,0.4940000000000004,4.191281254852139,7.03104544932655,17.20703899217723
lorenz,propagate,bfgs,1,0.4960000000000004,4.241197354942711,7.1087927148455545,17.17767729009257
lorenz,propagate,bfgs,1,0.4980000000000004,4.291627816793492,7.187681076060933,17.14987366980548
lorenz,propagate,bfgs,1,0.5000000000000003,4.342583771476116,7.267712037351516,17.12365204612235
lorenz,propagate,bfgs,1,0.5020000000000003,4.3940762996175975,7.348886699051699,17.0990369807768
lorenz,propagate,bfgs,1,0.5040000000000003,4.4461164298236255,7.431205732575566,17.076053688843082
lorenz,propagate,bfgs,1,0.5060000000000003,4.498715136739874,7.514669354517995,17.054728044833105
lorenz,propagate,bfgs,1,0.5080000000000003,4.551883338734651,7.599277299707662,17.03508658843661
lorenz,propagate,bfgs,1,0.5100000000000003,4.605631895185309,7.685028793186885,17.017156529861506
lorenz,propagate,bfgs,1,0.5120000000000003,4.659971603349876,7.771922521093329,17.000965754728664
lorenz,propagate,bfgs,1,0.5140000000000003,4.714913194804363,7.8599566004188235,16.986542828472732
lorenz,propagate,bfgs,1,0.5160000000000003,4.770467331425161,7.94912854762084,16.973917000197606
lorenz,propagate,bfgs,1,0.5180000000000003,4.826644600894913,8.039435246062673,16.96311820593215
lorenz,propagate,bfgs,1,0.5200000000000004,4.8834555117091,8.130872912258917,16.954177071228575
lorenz,propagate,bfgs,1,0.5220000000000004,4.940910487659483,8.223437060903628,16.94712491304254
lorenz,propagate,bfgs,1,0.5240000000000004,4.999019861769385,8.317122468659434,16.94199374083063
lorenz,propagate,bfgs,1,0.5260000000000004,5.057793869654571,8.411923136687008,16.938816256797203
lorenz,propagate,bfgs,1,0.5280000000000004,5.117242642282317,8.50783225189556,16.937625855218904
lorenz,propagate,bfgs,1,0.5300000000000004,5.17737619809999,8.604842146896571,16.93845662077119
lorenz,propagate,bfgs,1,0.5320000000000004,5.238204434503199,8.70294425864473,16.941343325777297
lorenz,propagate,bfgs,1,0.5340000000000004,5.299737118612314,8.802129085751988,16.946321426295743
lorenz,propagate,bfgs,1,0.5360000000000004,5.3619838773248585,8.902386144463009,16.953427056958354
lorenz,propagate,bfgs,1,0.5380000000000004,5.42495418660997,9.003703923282771,16.96269702446618
lorenz,propagate,bfgs,1,0.5400000000000004,5.48865736000983,9.106069836250029,16.974168799646236
lorenz,propagate,bfgs,1,0.5420000000000004,5.55310253631168,9.209470174853521,16.987880507967258
lorenz,propagate,bfgs,1,0.5440000000000004,5.61829866635274,9.313890058591431,17.00387091840789
lorenz,propagate,bfgs,1,0.5460000000000004,5.684254498919085,9.419313384178556,17.022179430565807
lorenz,propagate,bfgs,1,0.5480000000000004,5.750978565698324,9.525722773410076,17.042846059891293
lorenz,propagate,bfgs,1,0.5500000000000004,5.8184791652447005,9.6330995196956,17.065911420923776
lorenz,propagate,bfgs,1,0.5520000000000004,5.8867643459141235,9.741423533282546,17.091416708404633
lorenz,propagate,bfgs,1,0.5540000000000004,5.955841887725537,9.850673285193665,17.119403676134475
