window_size,dp_x2,dp_xy,J
1,-0.5775,0.5125,0.6727827781234863
1,-0.5775,0.526875,0.6592447639192485
1,-0.5775,0.54125,0.646165194616715
1,-0.5775,0.555625,0.63355596150895
1,-0.5775,0.57,0.6214292231999715
1,-0.5775,0.584375,0.6097973778829288
1,-0.5775,0.59875,0.5986730676924477
1,-0.5775,0.613125,0.5880691831591951
1,-0.5775,0.6275,0.5779988677439202
1,-0.5775,0.641875,0.5684755224524107
1,-0.5775,0.65625,0.5595128105328613
1,-0.5775,0.670625,0.5511246622571911
1,-0.5775,0.685,0.5433252797878663
1,-0.5775,0.699375,0.5361291421318244
1,-0.5775,0.71375,0.529551010183136
