window_size,dp_v,dp_v3,J
1,-1.4625,1.35,1000.0
1,-1.4625,1.3875,1000.0
1,-1.4625,1.425,1000.0
1,-1.4625,1.4625,1000.0
1,-1.4625,1.5,1000.0
1,-1.425,-1.5,1.3776931096292804
1,-1.425,-1.4625,1.3715304299155922
1,-1.425,-1.425,1.3651790337013048
1,-1.425,-1.3875,1.3586414007071153
1,-1.425,-1.35,1.3519160906597483
1,-1.425,-1.3125,1.3449996966611162
1,-1.425,-1.275,1.3378876935719302
1,-1.425,-1.2375,1.3305747933756837
1,-1.425,-1.2,1.3230550868548023
1,-1.425,-1.1625,1.3153220876725689
1,-1.425,-1.125,1.3073687271554213
1,-1.425,-1.0875,1.2991873207487008
1,-1.425,-1.05,1.2907695159031294
1,-1.425,-1.0125,1.2821062263263605
1,-1.425,-0.975,1.2731875552795984
1,-1.425,-0.9375,1.2640027093771944
1,-1.425,-0.9,1.254539903526047
1,-1.425,-0.8625,1.2447862569616437
1,-1.425,-0.825,1.2347276796975262
1,-1.425,-0.7875,1.2243487480709419
1,-1.425,-0.75,1.213632567430249
1,-1.425,-0.7125,1.202560619363915
1,-1.425,-0.675,1.19111259020551
1,-1.425,-0.6375,1.179266176842608
1,-1.425,-0.6,1.1669968650778466
1,-1.425,-0.5625,1.1542776748948946
1,-1.425,-0.525,1.1410788659174498
1,-1.425,-0.4875,1.1273675950514748
1,-1.425,-0.45,1.113107516692156
1,-1.425,-0.4125,1.0982583138641584
1,-1.425,-0.375,1.0827751461328918
1,-1.425,-0.3375,1.0666079969374245
1,-1.425,-0.3,1.049700898986216
1,-1.425,-0.2625,1.031991011331696
1,-1.425,-0.225,1.0134075154904256
1,-1.425,-0.1875,0.9938702903150999
1,-1.425,-0.15,0.9732883161818588
1,-1.425,-0.1125,0.9515577486946638
1,-1.425,-0.075,0.9285595916228784
1,-1.425,-0.0375,0.9041568912203285
1,-1.425,0.0,0.8781913769414926
1,-1.425,0.0375,0.8504795047092245
1,-1.425,0.075,0.8208079603550245
1,-1.425,0.1125,0.7889289533024647
1,-1.425,0.15,0.7545563225234867
1,-1.425,0.1875,0.7173652309963028
1,-1.425,0.225,0.6770028111879853
1,-1.425,0.2625,0.6331298364199144
1,-1.425,0.3,0.5855519994249169
1,-1.425,0.3375,0.5346541275351245
1,-1.425,0.375,0.48293841802238285
1,-1.425,0.4125,0.4410153353129557
1,-1.425,0.45,0.48046929146293615
1,-1.425,0.4875,1000.0
1,-1.425,0.525,1000.0
1,-1.425,0.5625,1000.0
1,-1.425,0.6,1000.0
1,-1.425,0.6375,1000.0
1,-1.425,0.675,1000.0
1,-1.425,0.7125,1000.0
1,-1.425,0.75,1000.0
1,-1.425,0.7875,1000.0
1,-1.425,0.825,1000.0
1,-1.425,0.8625,1000.0
1,-1.425,0.9,1000.0
1,-1.425,0.9375,1000.0
