shard 9/12: 33 of 394 jobs
[9] 1/33 main/propagate/seed2 done, 35.0 s
[9] 2/33 main/best/seed6 done, 65.0 s
[9] 3/33 penalty/propagate_graded/seed2 done, 95.0 s
[9] 4/33 penalty/reset_graded/seed6 done, 125.0 s
[9] 5/33 optimizer/bfgs_reset/seed2 done, 559.0 s
[9] 6/33 optimizer/lbfgs_propagate/seed6 done, 1376.0 s
[9] 7/33 iters/it5000/seed2 done, 1401.0 s
[9] 8/33 noise/reset/seed4 done, 1414.0 s
[9] 9/33 noise/reset/seed4 done, 1427.0 s
[9] 10/33 noise/reset/seed4 done, 1440.0 s
[9] 11/33 noise/reset/seed4 done, 1452.0 s
[9] 12/33 noise/reset/seed4 done, 1465.0 s
[9] 13/33 noise/reset/seed4 done, 1479.0 s
[9] 14/33 sparsity/propagate/seed4 done, 1492.0 s
[9] 15/33 sparsity/propagate/seed4 done, 1505.0 s
[9] 16/33 sparsity/propagate/seed4 done, 1519.0 s
[9] 17/33 substeps/S2/seed2 done, 1521.0 s
[9] 18/33 substeps/S20/seed2 done, 1548.0 s
[9] 19/33 iters/it1000/seed2 done, 1554.0 s
[9] 20/33 iters/it500/seed2 done, 1557.0 s
[9] 21/33 basin/k1/seed10 done, 1559.0 s
[9] 22/33 basin/k1/seed2 done, 1561.0 s
[9] 23/33 basin/k1/seed4 done, 1562.0 s
[9] 24/33 basin/k1/seed6 done, 1562.0 s
[9] 25/33 basin/k5/seed8 done, 1564.0 s
[9] 26/33 basin/k5/seed10 done, 1566.0 s
[9] 27/33 basin/k5/seed2 done, 1568.0 s
[9] 28/33 basin/k5/seed4 done, 1568.0 s
[9] 29/33 basin/k100/seed6 done, 1570.0 s
[9] 30/33 basin/k100/seed8 done, 1572.0 s
[9] 31/33 basin/k100/seed10 done, 1575.0 s
[9] 32/33 basin/k100/seed2 done, 1575.0 s
[9] 33/33 iters/it250/seed4 done, 1576.0 s
shard 9 done in 1576.0 s
