window_size,dp_xy_x,dp_xy_y,J
4,-1.0,-0.71,2.6538083192065733
4,-1.0,-0.7,2.634939120801408
4,-1.0,-0.69,2.616838542087076
4,-1.0,-0.68,2.5995247934587895
4,-1.0,-0.67,2.583015770068425
4,-1.0,-0.66,2.5673290041711363
4,-1.0,-0.65,2.5524816166032087
4,-1.0,-0.64,2.5384902676085344
4,-1.0,-0.63,2.5253711072503076
4,-1.0,-0.62,2.5131397256625387
4,-1.0,-0.61,2.5018111034126647
4,-1.0,-0.6,2.491399562261487
4,-1.0,-0.59,2.481918716619526
4,-1.0,-0.58,2.4733814260094285
4,-1.0,-0.57,2.4657997488519157
4,-1.0,-0.56,2.459184897897688
4,-1.0,-0.55,2.4535471976294527
4,-1.0,-0.54,2.44889604395663
4,-1.0,-0.53,2.445239866520085
4,-1.0,-0.52,2.4425860939154784
4,-1.0,-0.51,2.440941122131249
4,-1.0,-0.5,2.4403102864811093
4,-1.0,-0.49,2.44069783729104
4,-1.0,-0.48,2.4421069195775087
4,-1.0,-0.47,2.444539556926957
4,-1.0,-0.46,2.4479966397570543
4,-1.0,-0.45,2.4524779181076948
4,-1.0,-0.44,2.4579819990751632
4,-1.0,-0.43,2.4645063489661188
4,-1.0,-0.42,2.4720473002099954
4,-1.0,-0.41,2.4806000630293443
4,-1.0,-0.4,2.490158741828101
4,-1.0,-0.39,2.5007163562182755
4,-1.0,-0.38,2.512264866566891
4,-1.0,-0.37,2.524795203907103
4,-1.0,-0.36,2.5382973040216807
4,-1.0,-0.35,2.5527601454729845
4,-1.0,-0.34,2.5681717913225164
4,-1.0,-0.33,2.584519434259583
4,-1.0,-0.32,2.6017894455506476
4,-1.0,-0.31,2.619967534209747
4,-1.0,-0.3,2.639049800749308
4,-1.0,-0.29,2.6590695873009405
4,-1.0,-0.28,2.679961384970026
4,-1.0,-0.27,2.701697042038834
4,-1.0,-0.26,2.7242590286495285
4,-1.0,-0.25,2.7476294963575487
4,-1.0,-0.24,2.77179023003594
4,-1.0,-0.23,2.796722707065283
4,-1.0,-0.22,2.8224081567338777
4,-1.0,-0.21,2.8488276187995347
4,-1.0,-0.2,2.8759620009006546
4,-1.0,-0.19,2.9037921345305397
4,-1.0,-0.18,2.9322988293126246
4,-1.0,-0.17,2.9614629253391622
4,-1.0,-0.16,2.9912653433622007
4,-1.0,-0.15,3.0216871326523287
4,-1.0,-0.14,3.0527095163680507
4,-1.0,-0.13,3.084313934305596
4,-1.0,-0.12,3.1164820829259168
4,-1.0,-0.11,3.149195952581674
4,-1.0,-0.1,3.18243786189224
4,-1.0,-0.09,3.216190489238742
4,-1.0,-0.08,3.2504369013739125
4,-1.0,-0.07,3.2851605791624285
4,-1.0,-0.06,3.3203454404870922
4,-1.0,-0.05,3.3559758603737
4,-1.0,-0.04,3.392036688403307
4,-1.0,-0.03,3.4285132634946383
4,-1.0,-0.02,3.465391426151493
4,-1.0,-0.01,3.5026575282801677
4,-1.0,0.0,3.540298440690564
4,-1.0,0.01,3.5783015584013063
4,-1.0,0.02,3.616654803874459
4,-1.0,0.03,3.6553466283088394
4,-1.0,0.04,3.6943660111233894
4,-1.0,0.05,3.733702457762666
4,-1.0,0.06,3.7733459959564426
4,-1.0,0.07,3.8132871705638403
4,-1.0,0.08,3.853517037130264
4,-1.0,0.09,3.894027154282256
4,-1.0,0.1,3.9348095750814847
4,-1.0,0.11,3.975856837454778
4,-1.0,0.12,4.017161953812239
4,-1.0,0.13,4.0587183999601715
4,-1.0,0.14,4.100520103410035
4,-1.0,0.15,4.1425614311789465
4,-1.0,0.16,4.184837177171429
4,-1.0,0.17,4.227342549226015
4,-1.0,0.18,4.270073155904792
4,-1.0,0.19,4.313024993097679
4,-1.0,0.2,4.35619443050795
4,-1.0,0.21,4.399578198079646
4,-1.0,0.22,4.443173372422228
4,-1.0,0.23,4.4869773632826435
4,-1.0,0.24,4.5309879001099915
4,-1.0,0.25,4.575203018753213
4,-1.0,0.26,4.619621048327797
4,-1.0,0.27,4.664240598283228
4,-1.0,0.28,4.709060545698988
4,-1.0,0.29,4.754080022833118
4,-1.0,0.3,4.799298404944013
4,-1.0,0.31,4.844715298402858
4,-1.0,0.32,4.890330529111071
4,-1.0,0.33,4.936144131234696
4,-1.0,0.34,4.982156336264754
4,-1.0,0.35,5.028367562410714
4,-1.0,0.36,5.074778404331922
4,-1.0,0.37,5.121389623210054
4,-1.0,0.38,5.168202137163939
4,-1.0,0.39,5.215217012006663
4,-1.0,0.4,5.262435452343418
4,-1.0,0.41,5.309858793007467
4,-1.0,0.42,5.357488490830439
4,-1.0,0.43,5.405326116742384
4,-1.0,0.44,5.453373348196121
4,-1.0,0.45,5.501631961909696
4,-1.0,0.46,5.550103826920337
4,-1.0,0.47,5.598790897942603
4,-1.0,0.48,5.647695209023204
4,-1.0,0.49,5.696818867484455
4,-1.0,0.5,5.746164048148256
4,-1.0,0.51,5.795732987832132
4,-1.0,0.52,5.845527980108846
4,-1.0,0.53,5.895551370320942
4,-1.0,0.54,5.945805550841507
4,-1.0,0.55,5.9962929565725664
4,-1.0,0.56,6.047016060672425
4,-1.0,0.57,6.09797737050338
4,-1.0,0.58,6.149179423791333
4,-1.0,0.59,6.2006247849889595
4,-1.0,0.6,6.252316041834186
4,-1.0,0.61,6.304255802095909
4,-1.0,0.62,6.356446690499096
4,-1.0,0.63,6.408891345821434
4,-1.0,0.64,6.46159241815421
4,-1.0,0.65,6.514552566319845
4,-1.0,0.66,6.567774455439213
4,-1.0,0.67,6.6212607546416615
4,-1.0,0.68,6.675014134911159
4,-1.0,0.69,6.729037267062049
4,-1.0,0.7,6.783332819838199
4,-1.0,0.71,6.837903458129492
4,-1.0,0.72,6.892751841299866
4,-1.0,0.73,6.947880621621367
4,-1.0,0.74,7.003292442808705
4,-1.0,0.75,7.058989938649321
4,-1.0,0.76,7.1149757317238915
4,-1.0,0.77,7.1712524322125875
4,-1.0,0.78,7.227822636782471
4,-1.0,0.79,7.284688927551814
4,-1.0,0.8,7.34185387112703
4,-0.9875,-0.8,2.8569093208476968
4,-0.9875,-0.79,2.831169122468114
4,-0.9875,-0.78,2.806018250551338
4,-0.9875,-0.77,2.7814760991133207
4,-0.9875,-0.76,2.757562133502556
4,-0.9875,-0.75,2.7342958575664995
4,-0.9875,-0.74,2.7116967788286996
4,-0.9875,-0.73,2.689784371711869
4,-0.9875,-0.72,2.668578038858891
4,-0.9875,-0.71,2.6480970706217035
4,-0.9875,-0.7,2.628360602806796
4,-0.9875,-0.69,2.609387572785829
4,-0.9875,-0.68,2.5911966741000567
4,-0.9875,-0.67,2.5738063097081727
4,-0.9875,-0.66,2.5572345440480446
4,-0.9875,-0.65,2.5414990541037543
4,-0.9875,-0.64,2.5266170796900487
4,-0.9875,-0.63,2.5126053731862013
4,-0.9875,-0.62,2.4994801489703247
4,-0.9875,-0.61,2.487257032823011
4,-0.9875,-0.6,2.4759510115852223
4,-0.9875,-0.59,2.4655763833696422
4,-0.9875,-0.58,2.4561467086366022
4,-0.9875,-0.57,2.4476747624550104
4,-0.9875,-0.56,2.4401724882752065
4,-0.9875,-0.55,2.4336509535439768
4,-0.9875,-0.54,2.428120307491929
4,-0.9875,-0.53,2.423589741419748
4,-0.9875,-0.52,2.420067451802647
4,-0.9875,-0.51,2.417560606521209
4,-0.9875,-0.5,2.4160753145119718
4,-0.9875,-0.49,2.415616599112476
4,-0.9875,-0.48,2.4161883753533506
4,-0.9875,-0.47,2.4177934314241263
4,-0.9875,-0.46,2.4204334145107675
4,-0.9875,-0.45,2.4241088211707686
4,-0.9875,-0.44,2.4288189923775083
4,-0.9875,-0.43,2.4345621133287203
4,-0.9875,-0.42,2.4413352180757726
4,-0.9875,-0.41,2.4491341989909188
4,-0.9875,-0.4,2.45795382104945
4,-0.9875,-0.39,2.46778774086339
4,-0.9875,-0.38,2.4786285303634616
4,-0.9875,-0.37,2.4904677049869504
4,-0.9875,-0.36,2.5032957561919273
4,-0.9875,-0.35,2.5171021880823887
4,-0.9875,-0.34,2.531875557896335
4,-0.9875,-0.33,2.5476035200832445
4,-0.9875,-0.32,2.564272874387553
4,-0.9875,-0.31,2.5818697243417295
4,-0.9875,-0.3,2.6003905305293253
4,-0.9875,-0.29,2.619868960406954
4,-0.9875,-0.28,2.640239795546359
4,-0.9875,-0.27,2.661475139906938
4,-0.9875,-0.26,2.6835576847641462
4,-0.9875,-0.25,2.706469768676588
4,-0.9875,-0.24,2.7301933299635905
4,-0.9875,-0.23,2.75470996661773
4,-0.9875,-0.22,2.7800009965657764
4,-0.9875,-0.21,2.8060475172175403
4,-0.9875,-0.2,2.832830463977536
4,-0.9875,-0.19,2.8603306674203886
4,-0.9875,-0.18,2.8885289088542048
4,-0.9875,-0.17,2.917405974021072
4,-0.9875,-0.16,2.946942704709907
4,-0.9875,-0.15,2.977120048084178
4,-0.9875,-0.14,3.0079191035542854
4,-0.9875,-0.13,3.039321167052235
4,-0.9875,-0.12,3.07130777259354
4,-0.9875,-0.11,3.1038607310381408
4,-0.9875,-0.1,3.1369621659881166
4,-0.9875,-0.09,3.170594546784788
4,-0.9875,-0.08,3.204740718591405
4,-0.9875,-0.07,3.2393839295695215
4,-0.9875,-0.06,3.274507855177638
4,-0.9875,-0.05,3.3100966196391384
4,-0.9875,-0.04,3.3461348146434076
4,-0.9875,-0.03,3.382607515358732
4,-0.9875,-0.02,3.419500293848738
4,-0.9875,-0.01,3.456799229994877
4,-0.9875,0.0,3.4944909200370997
4,-0.9875,0.01,3.5325624828519997
4,-0.9875,0.02,3.571001564093639
4,-0.9875,0.03,3.609796338326425
4,-0.9875,0.04,3.648935509282166
4,-0.9875,0.05,3.6884083083745156
4,-0.9875,0.06,3.7282044916045285
4,-0.9875,0.07,3.7683143349895842
4,-0.9875,0.08,3.8087286286461572
4,-0.9875,0.09,3.8494386696540133
4,-0.9875,0.1,3.8904362538256123
4,-0.9875,0.11,3.9317136665004373
4,-0.9875,0.12,3.9732636724790233
4,-0.9875,0.13,4.015079505206337
4,-0.9875,0.14,4.0571548553086965
4,-0.9875,0.15,4.099483858582522
4,-0.9875,0.16,4.142061083527509
4,-0.9875,0.17,4.184881518510772
4,-0.9875,0.18,4.227940558642527
4,-0.9875,0.19,4.271233992437988
4,-0.9875,0.2,4.314757988334372
4,-0.9875,0.21,4.358509081126164
4,-0.9875,0.22,4.402484158376269
4,-0.9875,0.23,4.446680446855445
4,-0.9875,0.24,4.491095499057245
4,-0.9875,0.25,4.535727179830859
4,-0.9875,0.26,4.580573653169629
4,-0.9875,0.27,4.625633369188728
4,-0.9875,0.28,4.670905051321268
4,-0.9875,0.29,4.716387683758415
4,-0.9875,0.3,4.7620804991554895
4,-0.9875,0.31,4.807982966622573
4,-0.9875,0.32,4.854094780015385
4,-0.9875,0.33,4.900415846539024
4,-0.9875,0.34,4.946946275674887
4,-0.9875,0.35,4.9936863684384925
4,-0.9875,0.36,5.040636606973957
4,-0.9875,0.37,5.087797644488803
4,-0.9875,0.38,5.13517029553107
4,-0.9875,0.39,5.182755526609206
4,-0.9875,0.4,5.230554447153639
4,-0.9875,0.41,5.2785683008177955
4,-0.9875,0.42,5.326798457115274
4,-0.9875,0.43,5.375246403388767
4,-0.9875,0.44,5.423913737105597
4,-0.9875,0.45,5.472802158473937
4,-0.9875,0.46,5.521913463373305
4,-0.9875,0.47,5.571249536592089
4,-0.9875,0.48,5.620812345364807
4,-0.9875,0.49,5.670603933201179
4,-0.9875,0.5,5.7206264139988585
4,-0.9875,0.51,5.7708819664315465
4,-0.9875,0.52,5.821372828603935
4,-0.9875,0.53,5.872101292964889
4,-0.9875,0.54,5.9230697014702045
4,-0.9875,0.55,5.974280440986229
4,-0.9875,0.56,6.025735938925705
4,-0.9875,0.57,6.07743865910725
4,-0.9875,0.58,6.1293910978298545
4,-0.9875,0.59,6.181595780154107
4,-0.9875,0.6,6.234055256381757
4,-0.9875,0.61,6.286772098725513
4,-0.9875,0.62,6.3397488981611385
4,-0.9875,0.63,6.392988261453936
4,-0.9875,0.64,6.446492808352222
4,-0.9875,0.65,6.500265168940128
4,-0.9875,0.66,6.554307981142771
4,-0.9875,0.67,6.608623888376602
4,-0.9875,0.68,6.663215537338376
4,-0.9875,0.69,6.718085575925967
4,-0.9875,0.7,6.773236651284854
4,-0.9875,0.71,6.8286714079741495
4,-0.9875,0.72,6.884392486246192
4,-0.9875,0.73,6.940402520434105
4,-0.9875,0.74,6.996704137441886
4,-0.9875,0.75,7.0532999553316875
4,-0.9875,0.76,7.110192582003393
4,-0.9875,0.77,7.1673846139615245
4,-0.9875,0.78,7.2248786351649334
4,-0.9875,0.79,7.282677215954922
4,-0.9875,0.8,7.340782912057356
4,-0.975,-0.8,2.8594366533088076
4,-0.975,-0.79,2.8328891421159756
4,-0.975,-0.78,2.806922201742801
4,-0.975,-0.77,2.781555483533597
4,-0.975,-0.76,2.7568087330925657
4,-0.975,-0.75,2.732701758022055
4,-0.975,-0.74,2.7092543936143043
4,-0.975,-0.73,2.6864864665242
4,-0.975,-0.72,2.6644177564669986
4,-0.975,-0.71,2.6430679560029375
4,-0.975,-0.7,2.622456628489376
4,-0.975,-0.69,2.602603164300877
4,-0.975,-0.68,2.5835267354382587
4,-0.975,-0.67,2.565246248668469
4,-0.975,-0.66,2.547780297358844
4,-0.975,-0.65,2.5311471121904816
4,-0.975,-0.64,2.5153645109569744
4,-0.975,-0.63,2.5004498476754238
4,-0.975,-0.62,2.4864199612566593
4,-0.975,-0.61,2.4732911240004545
4,-0.975,-0.6,2.4610789901988035
4,-0.975,-0.59,2.4497985451459443
4,-0.975,-0.58,2.439464054866998
4,-0.975,-0.57,2.430089016888082
4,-0.975,-0.56,2.4216861123786715
4,-0.975,-0.55,2.414267160001917
4,-0.975,-0.54,2.407843071810203
4,-0.975,-0.53,2.4024238115212557
4,-0.975,-0.52,2.398018355504337
4,-0.975,-0.51,2.394634656796526
4,-0.975,-0.5,2.3922796124557686
4,-0.975,-0.49,2.3909590345398843
4,-0.975,-0.48,2.3906776249798694
4,-0.975,-0.47,2.3914389545909747
4,-0.975,-0.46,2.393245446437018
4,-0.975,-0.45,2.396098363732063
4,-0.975,-0.44,2.399997802429607
4,-0.975,-0.43,2.4049426886129313
4,-0.975,-0.42,2.4109307807619027
4,-0.975,-0.41,2.4179586769316446
4,-0.975,-0.4,2.426021826837739
4,-0.975,-0.39,2.435114548801495
4,-0.975,-0.38,2.445230051467772
4,-0.975,-0.37,2.4563604601677174
4,-0.975,-0.36,2.4684968477598135
4,-0.975,-0.35,2.481629269745531
4,-0.975,-0.34,2.495746803421226
4,-0.975,-0.33,2.5108375908007705
4,-0.975,-0.32,2.5268888857314544
4,-0.975,-0.31,2.5438872116107643
4,-0.975,-0.3,2.561829414066453
4,-0.975,-0.29,2.5807495103888662
4,-0.975,-0.28,2.600582596574775
4,-0.975,-0.27,2.6213010555893983
4,-0.975,-0.26,2.642887822466457
4,-0.975,-0.25,2.665325444622058
4,-0.975,-0.24,2.688596034845569
4,-0.975,-0.23,2.7126813318821035
4,-0.975,-0.22,2.737562761509088
4,-0.975,-0.21,2.7632214970344733
4,-0.975,-0.2,2.7896385188787853
4,-0.975,-0.19,2.8167946729288005
4,-0.975,-0.18,2.844670727373415
4,-0.975,-0.17,2.8732474277571374
4,-0.975,-0.16,2.90250555001275
4,-0.975,-0.15,2.932425951261943
4,-0.975,-0.14,2.9629896182006115
4,-0.975,-0.13,2.994177712913541
4,-0.975,-0.12,3.0259716159912826
4,-0.975,-0.11,3.058352966849402
4,-0.975,-0.1,3.0913037011771842
4,-0.975,-0.09,3.1248060854684034
4,-0.975,-0.08,3.1588427486113546
4,-0.975,-0.07,3.1933967105380936
4,-0.975,-0.06,3.2284514079542617
4,-0.975,-0.05,3.2639907171903086
4,-0.975,-0.04,3.2999989742326177
4,-0.975,-0.03,3.33646099200874
4,-0.975,-0.02,3.3733620750148585
4,-0.975,-0.01,3.4106880313854315
4,-0.975,0.0,3.4484251825149594
4,-0.975,0.01,3.486560370350099
4,-0.975,0.02,3.5250809624767525
4,-0.975,0.03,3.5639748551314785
4,-0.975,0.04,3.6032304742699024
4,-0.975,0.05,3.6428367748266135
4,-0.975,0.06,3.682783238301444
4,-0.975,0.07,3.72305986880648
4,-0.975,0.08,3.7636571877063107
4,-0.975,0.09,3.8045662269814695
4,-0.975,0.1,3.8457785214415243
4,-0.975,0.11,3.8872860999101615
4,-0.975,0.12,3.9290814754999768
4,-0.975,0.13,3.971157635089472
4,-0.975,0.14,4.013508028109352
4,-0.975,0.15,4.056126554739482
4,-0.975,0.16,4.099007553611866
4,-0.975,0.17,4.14214578910913
4,-0.975,0.18,4.185536438341861
4,-0.975,0.19,4.229175077882211
4,-0.975,0.2,4.273057670325181
4,-0.975,0.21,4.3171805507433545
4,-0.975,0.22,4.361540413095031
4,-0.975,0.23,4.406134296640393
4,-0.975,0.24,4.450959572415133
4,-0.975,0.25,4.496013929805876
4,-0.975,0.26,4.541295363267143
4,-0.975,0.27,4.58680215921498
4,-0.975,0.28,4.632532883128263
4,-0.975,0.29,4.678486366884721
4,-0.975,0.3,4.7246616963550085
4,-0.975,0.31,4.771058199274741
4,-0.975,0.32,4.817675433411332
4,-0.975,0.33,4.864513175039314
4,-0.975,0.34,4.911571407735481
4,-0.975,0.35,4.958850311502442
4,-0.975,0.36,5.006350252227057
4,-0.975,0.37,5.05407177147829
4,-0.975,0.38,5.102015576646987
4,-0.975,0.39,5.150182531428623
4,-0.975,0.4,5.1985736466485015
4,-0.975,0.41,5.2471900714275534
4,-0.975,0.42,5.2960330846858525
4,-0.975,0.43,5.34510408697976
4,-0.975,0.44,5.394404592667935
4,-0.975,0.45,5.443936222400383
4,-0.975,0.46,5.493700695924482
4,-0.975,0.47,5.543699825200891
4,-0.975,0.48,5.593935507822057
4,-0.975,0.49,5.6444097207257276
4,-0.975,0.5,5.695124514195223
4,-0.975,0.51,5.746082006138321
4,-0.975,0.52,5.797284376636254
4,-0.975,0.53,5.8487338627542425
4,-0.975,0.54,5.900432753604888
4,-0.975,0.55,5.952383385655701
4,-0.975,0.56,6.004588138272167
4,-0.975,0.57,6.057049429487615
4,-0.975,0.58,6.1097697119913885
4,-0.975,0.59,6.162751469326744
4,-0.975,0.6,6.215997212290296
4,-0.975,0.61,6.269509475524615
4,-0.975,0.62,6.323290814296094
4,-0.975,0.63,6.3773438014501345
4,-0.975,0.64,6.431671024535933
4,-0.975,0.65,6.486275083093476
4,-0.975,0.66,6.541158586095411
4,-0.975,0.67,6.596324149536727
4,-0.975,0.68,6.6517743941653364
4,-0.975,0.69,6.70751194334703
4,-0.975,0.7,6.76353942105831
4,-0.975,0.71,6.819859450000903
4,-0.975,0.72,6.876474649831998
4,-0.975,0.73,6.933387635504472
4,-0.975,0.74,6.990601015711495
4,-0.975,0.75,7.0481173914303
4,-0.975,0.76,7.105939354559866
4,-0.975,0.77,7.164069486647752
4,-0.975,0.78,7.222510357701304
4,-0.975,0.79,7.281264525078719
4,-0.975,0.8,7.340334532455754
4,-0.9625,-0.8,2.8627128882185953
4,-0.9625,-0.79,2.835353841987416
4,-0.9625,-0.78,2.8085662797341455
4,-0.9625,-0.77,2.7823701013487243
4,-0.9625,-0.76,2.756785324114228
4,-0.9625,-0.75,2.7318320510613026
4,-0.9625,-0.74,2.70753043722142
4,-0.9625,-0.73,2.683900653798458
4,-0.9625,-0.72,2.6609628502945926
4,-0.9625,-0.71,2.638737114644005
4,-0.9625,-0.7,2.617243431426847
4,-0.9625,-0.69,2.59650163825556
4,-0.9625,-0.68,2.576531380446323
4,-0.9625,-0.67,2.5573520641097716
4,-0.9625,-0.66,2.5389828078168124
4,-0.9625,-0.65,2.5214423930173777
4,-0.9625,-0.64,2.504749213411909
4,-0.9625,-0.63,2.4889212234968583
4,-0.9625,-0.62,2.47397588652646
4,-0.9625,-0.61,2.4599301221528362
4,-0.9625,-0.6,2.4468002540250517
4,-0.9625,-0.59,2.434601957644512
4,-0.9625,-0.58,2.423350208788879
4,-0.9625,-0.57,2.4130592328289313
4,-0.9625,-0.56,2.403742455272445
4,-0.9625,-0.55,2.395412453875698
4,-0.9625,-0.54,2.388080912666369
4,-0.9625,-0.53,2.3817585782213326
4,-0.9625,-0.52,2.3764552185387537
4,-0.9625,-0.51,2.372179584835916
4,-0.9625,-0.5,2.368939376592282
4,-0.9625,-0.49,2.3667412101415075
4,-0.9625,-0.48,2.3655905910962134
4,-0.9625,-0.47,2.365491890865781
4,-0.9625,-0.46,2.36644832750029
4,-0.9625,-0.45,2.3684619510630998
4,-0.9625,-0.44,2.371533633701114
4,-0.9625,-0.43,2.3756630645454675
4,-0.9625,-0.42,2.3808487495371384
4,-0.9625,-0.41,2.3870880162317625
4,-0.9625,-0.4,2.3943770235967836
4,-0.9625,-0.39,2.4027107767720546
4,-0.9625,-0.38,2.412083146723212
4,-0.9625,-0.37,2.4224868946755667
4,-0.9625,-0.36,2.4339137011760714
4,-0.9625,-0.35,2.446354199592133
4,-0.9625,-0.34,2.459798013819722
4,-0.9625,-0.33,2.4742337999441273
4,-0.9625,-0.32,2.489649292282921
4,-0.9625,-0.31,2.5060314602235665
4,-0.9625,-0.3,2.523377560221103
4,-0.9625,-0.29,2.5417219847456325
4,-0.9625,-0.28,2.561000169037731
4,-0.9625,-0.27,2.5811847992754493
4,-0.9625,-0.26,2.6022590777677364
4,-0.9625,-0.25,2.6242057835435983
4,-0.9625,-0.24,2.6470072257918145
4,-0.9625,-0.23,2.6706453050563694
4,-0.9625,-0.22,2.69510157507926
4,-0.9625,-0.21,2.7203573042063094
4,-0.9625,-0.2,2.7463935360056295
4,-0.9625,-0.19,2.773191148773124
4,-0.9625,-0.18,2.800730913621913
4,-0.9625,-0.17,2.8289935508770716
4,-0.9625,-0.16,2.857959784523194
4,-0.9625,-0.15,2.8876103944796454
4,-0.9625,-0.14,2.9179262665065204
4,-0.9625,-0.13,2.948888439572792
4,-0.9625,-0.12,2.980478150546729
4,-0.9625,-0.11,3.0126768760967964
4,-0.9625,-0.1,3.045466371718749
4,-0.9625,-0.09,3.0788287078311587
4,-0.9625,-0.08,3.1127463029069515
4,-0.9625,-0.07,3.147201953632306
4,-0.9625,-0.06,3.182178862106583
4,-0.9625,-0.05,3.2176606601173487
4,-0.9625,-0.04,3.253631430543289
4,-0.9625,-0.03,3.2900757259542694
4,-0.9625,-0.02,3.3269785844928266
4,-0.9625,-0.01,3.3643255431338344
4,-0.9625,0.0,3.4021026484301173
4,-0.9625,0.01,3.440296464860679
4,-0.9625,0.02,3.4788940809053095
4,-0.9625,0.03,3.5178831129748107
4,-0.9625,0.04,3.5572517073299252
4,-0.9625,0.05,3.5969885401242507
4,-0.9625,0.06,3.637082815707541
4,-0.9625,0.07,3.677524263325372
4,-0.9625,0.08,3.7183031323498086
4,-0.9625,0.09,3.7594101861733806
4,-0.9625,0.1,3.8008366948952985
4,-0.9625,0.11,3.8425744269251014
4,-0.9625,0.12,3.8846156396241693
4,-0.9625,0.13,3.9269530691006262
4,-0.9625,0.14,3.969579919267679
4,-0.9625,0.15,4.012489850269654
4,-0.9625,0.16,4.055676966374187
4,-0.9625,0.17,4.099135803422866
4,-0.9625,0.18,4.142861315926589
4,-0.9625,0.19,4.186848863885789
4,-0.9625,0.2,4.2310941994096725
4,-0.9625,0.21,4.275593453202738
4,-0.9625,0.22,4.320343120981045
4,-0.9625,0.23,4.36534004987518
4,-0.9625,0.24,4.410581424871561
4,-0.9625,0.25,4.4560647553384625
4,-0.9625,0.26,4.501787861678528
4,-0.9625,0.27,4.547748862144597
4,-0.9625,0.28,4.593946159851737
4,-0.9625,0.29,4.640378430013882
4,-0.9625,0.3,4.687044607430042
4,-0.9625,0.31,4.733943874241236
4,-0.9625,0.32,4.781075647976183
4,-0.9625,0.33,4.828439569900722
4,-0.9625,0.34,4.8760354936831005
4,-0.9625,0.35,4.923863474384819
4,-0.9625,0.36,4.971923757784241
4,-0.9625,0.37,5.020216770038301
4,-0.9625,0.38,5.068743107685492
4,-0.9625,0.39,5.117503527991757
4,-0.9625,0.4,5.1664989396393155
4,-0.9625,0.41,5.21573039375707
4,-0.9625,0.42,5.26519907529008
4,-0.9625,0.43,5.3149062947044055
4,-0.9625,0.44,5.36485348002283
4,-0.9625,0.45,5.4150421691860275
4,-0.9625,0.46,5.465474002733138
4,-0.9625,0.47,5.516150716795019
4,-0.9625,0.48,5.567074136393015
4,-0.9625,0.49,5.618246169035645
4,-0.9625,0.5,5.66966879860528
4,-0.9625,0.51,5.721344079526543
4,-0.9625,0.52,5.773274131208094
4,-0.9625,0.53,5.8254611327492025
4,-0.9625,0.54,5.87790731790246
4,-0.9625,0.55,5.93061497028397
4,-0.9625,0.56,5.983586418822234
4,-0.9625,0.57,6.036824033437168
4,-0.9625,0.58,6.090330220940557
4,-0.9625,0.59,6.144107421149463
4,-0.9625,0.6,6.198158103204153
4,-0.9625,0.61,6.25248476208235
4,-0.9625,0.62,6.307089915301583
4,-0.9625,0.63,6.361976099801839
4,-0.9625,0.64,6.4171458690005645
4,-0.9625,0.65,6.472601790012633
4,-0.9625,0.66,6.528346441027854
4,-0.9625,0.67,6.584382408838761
4,-0.9625,0.68,6.640712286511902
4,-0.9625,0.69,6.697338671195785
4,-0.9625,0.7,6.754264162059067
4,-0.9625,0.71,6.811491358352599
4,-0.9625,0.72,6.8690228575893455
4,-0.9625,0.73,6.9268612538362975
4,-0.9625,0.74,6.985009136112804
4,-0.9625,0.75,7.043469086889838
4,-0.9625,0.76,7.102243680685051
4,-0.9625,0.77,7.161335482748668
4,-0.9625,0.78,7.220747047835361
4,-0.9625,0.79,7.280480919057609
4,-0.9625,0.8,7.340539626816131
4,-0.95,-0.8,2.8667533781654244
4,-0.95,-0.79,2.838578711754437
4,-0.95,-0.78,2.8109661086914475
4,-0.95,-0.77,2.7839357082890577
4,-0.95,-0.76,2.7575077905759344
4,-0.95,-0.75,2.7317027453119973
4,-0.95,-0.74,2.706541038850288
4,-0.95,-0.73,2.6820431788570325
4,-0.95,-0.72,2.658229676917615
4,-0.95,-0.71,2.6351210090735604
4,-0.95,-0.7,2.6127375743543904
4,-0.95,-0.69,2.5910996513879234
4,-0.95,-0.68,2.570227353193361
4,-0.95,-0.67,2.5501405802829287
4,-0.95,-0.66,2.5308589722200976
4,-0.95,-0.65,2.5124018578046265
4,-0.95,-0.64,2.494788204077388
4,-0.95,-0.63,2.4780365643600346
4,-0.95,-0.62,2.4621650255665264
4,-0.95,-0.61,2.4471911550442234
4,-0.95,-0.6,2.4331319472220194
4,-0.95,-0.59,2.4200037703610877
4,-0.95,-0.58,2.407822313719841
4,-0.95,-0.57,2.3966025354586167
4,-0.95,-0.56,2.386358611620684
4,-0.95,-0.55,2.3771038865344405
4,-0.95,-0.54,2.368850824986492
4,-0.95,-0.53,2.3616109665167473
4,-0.95,-0.52,2.355394882184214
4,-0.95,-0.51,2.350212134145995
4,-0.95,-0.5,2.346071238381495
4,-0.95,-0.49,2.3429796308796935
4,-0.95,-0.48,2.3409436375886856
4,-0.95,-0.47,2.339968448404507
4,-0.95,-0.46,2.3400580954499586
4,-0.95,-0.45,2.341215435864598
4,-0.95,-0.44,2.3434421392939795
4,-0.95,-0.43,2.346738680230511
4,-0.95,-0.42,2.351104335319991
4,-0.95,-0.41,2.3565371857077033
4,-0.95,-0.4,2.3630341244562354
4,-0.95,-0.39,2.3705908690246975
4,-0.95,-0.38,2.379201978756127
4,-0.95,-0.37,2.388860877277332
4,-0.95,-0.36,2.3995598796737307
4,-0.95,-0.35,2.4112902242615624
4,-0.95,-0.34,2.4240421087415926
4,-0.95,-0.33,2.4378047304876964
4,-0.95,-0.32,2.4525663314078137
