window_size,dp_xy_x,dp_xy_y,J
1,-0.9625,0.75,3.47525176756297
1,-0.9625,0.76,3.527767386325796
1,-0.9625,0.77,3.5810487972137235
1,-0.9625,0.78,3.635101121650407
1,-0.9625,0.79,3.689929457249308
1,-0.9625,0.8,3.7455388770657705
1,-0.95,-0.8,1.3255538997697236
1,-0.95,-0.79,1.318736816861032
1,-0.95,-0.78,1.3120112800495909
1,-0.95,-0.77,1.3053794664563534
1,-0.95,-0.76,1.2988435836297465
1,-0.95,-0.75,1.2924058697685274
1,-0.95,-0.74,1.286068593941845
1,-0.95,-0.73,1.2798340563064359
1,-0.95,-0.72,1.27370458832078
1,-0.95,-0.71,1.2676825529561042
1,-0.95,-0.7,1.261770344904108
1,-0.95,-0.69,1.2559703907812652
1,-0.95,-0.68,1.250285149329571
1,-0.95,-0.67,1.2447171116136055
1,-0.95,-0.66,1.2392688012137674
1,-0.95,-0.65,1.2339427744155445
1,-0.95,-0.64,1.228741620394687
1,-0.95,-0.63,1.2236679613981294
1,-0.95,-0.62,1.218724452920537
1,-0.95,-0.61,1.2139137838763183
1,-0.95,-0.6,1.209238676766982
1,-0.95,-0.59,1.2047018878436644
1,-0.95,-0.58,1.2003062072647237
