system,arm,seed,optimizer,window_size,J,p_err,score,support_recall,false_positives,wall_s,f_calls,iterations,converged,blowup,seed_p_err
lorenz,reset,4,bfgs,50,1000.0,32.34822048257865,0.03333333333333333,1.0,22,0.0033931732177734375,1,0,true,true,32.34822048257865
lorenz,reset,4,bfgs,100,1000.0,32.34822048257865,0.03333333333333333,1.0,22,0.0030150413513183594,1,0,true,true,32.34822048257865
lv,propagate,2,nm,1,0.03146702158493212,1.4710826073335084,0.6666666666666666,1.0,3,1.765866994857788,3427,2500,false,false,1.3652851260730563
lv,propagate,2,nm,2,0.028248044360919655,0.024701137382464627,1.0,1.0,0,1.0635709762573242,2580,1828,true,false,1.3652851260730563
lv,propagate,2,nm,5,0.027213423969699814,0.07727408931262846,1.0,1.0,0,0.6240148544311523,1507,1099,true,false,1.3652851260730563
lv,propagate,2,nm,10,0.026756758464614415,0.0441681399222879,1.0,1.0,0,0.9013879299163818,2189,1575,true,false,1.3652851260730563
lv,propagate,2,nm,25,0.03712351212835455,0.26538251274818925,0.8333333333333334,1.0,2,1.5279490947723389,3346,2461,true,false,1.3652851260730563
lv,propagate,2,nm,50,0.023597899024524173,0.3693883670137129,0.6666666666666666,1.0,4,1.4143528938293457,3439,2500,false,false,1.3652851260730563
lv,propagate,2,nm,100,0.021084080905265194,0.4606269890335469,0.5833333333333334,1.0,4,1.486495018005371,3616,2500,false,false,1.3652851260730563
lv,propagate,4,nm,1,0.027914772300709777,0.1445040986741462,0.9166666666666666,1.0,1,1.4021539688110352,3395,2500,false,false,1.3571897798176527
lv,propagate,4,nm,2,0.028248052811655457,0.02475775392329589,1.0,1.0,0,0.6258459091186523,1517,1084,true,false,1.3571897798176527
lv,propagate,4,nm,5,0.0272134928388088,0.07715458830299345,1.0,1.0,0,0.5632240772247314,1360,964,true,false,1.3571897798176527
lv,propagate,4,nm,10,0.026756756169464956,0.044421585852208345,1.0,1.0,0,0.8898160457611084,2154,1568,true,false,1.3571897798176527
lv,propagate,4,nm,25,0.03713176956276358,0.2653139669972141,0.8333333333333334,1.0,2,1.5532538890838623,3404,2500,false,false,1.3571897798176527
lv,propagate,4,nm,50,0.02290910867659823,0.32069866228536015,0.75,1.0,3,1.4294219017028809,3465,2500,false,false,1.3571897798176527
lv,propagate,4,nm,100,0.020320002723996856,0.34004144530828356,0.75,1.0,2,1.5082521438598633,3621,2500,false,false,1.3571897798176527
lv,propagate,6,nm,1,0.029082483519452872,0.9518167312240285,0.75,1.0,2,1.444521188735962,3491,2500,false,false,1.451093131324319
lv,propagate,6,nm,2,0.028248053337145244,0.0243177489168906,1.0,1.0,0,0.9591519832611084,2324,1629,true,false,1.451093131324319
lv,propagate,6,nm,5,0.027213442948428035,0.07719008781281544,1.0,1.0,0,0.721947193145752,1749,1267,true,false,1.451093131324319
lv,propagate,6,nm,10,0.026756717613553357,0.04431075974236993,1.0,1.0,0,1.0360960960388184,2516,1864,true,false,1.451093131324319
lv,propagate,6,nm,25,0.0371241084278551,0.2629155932287446,0.8333333333333334,1.0,2,1.3651118278503418,3313,2500,false,false,1.451093131324319
lv,propagate,6,nm,50,0.02251980057591639,0.22884732322486598,0.8333333333333334,1.0,2,1.4132490158081055,3431,2500,false,false,1.451093131324319
lv,propagate,6,nm,100,0.019942570046070484,0.23988345178709677,0.9166666666666666,1.0,1,1.4670929908752441,3558,2500,false,false,1.451093131324319
lv,reset,2,nm,1,0.03146702158493212,1.4710826073335084,0.6666666666666666,1.0,3,1.4139080047607422,3427,2500,false,false,1.3652851260730563
lv,reset,2,nm,2,0.03538492012999969,1.5800313065752252,0.6666666666666666,0.75,3,1.44097900390625,3490,2500,false,false,1.3652851260730563
lv,reset,2,nm,5,0.0417077280485115,2.1069343764878465,0.5,1.0,5,1.4375569820404053,3496,2500,false,false,1.3652851260730563
lv,reset,2,nm,10,1000.0,1.3652851260730563,0.16666666666666666,0.25,6,0.0009970664978027344,16,0,true,true,1.3652851260730563
lv,reset,2,nm,25,1000.0,1.3652851260730563,0.16666666666666666,0.25,6,0.0008828639984130859,16,0,true,true,1.3652851260730563
lv,reset,2,nm,50,1000.0,1.3652851260730563,0.16666666666666666,0.25,6,0.001180887222290039,16,0,true,true,1.3652851260730563
lv,reset,2,nm,100,1000.0,1.3652851260730563,0.16666666666666666,0.25,6,0.0008819103240966797,16,0,true,true,1.3652851260730563
lv,reset,4,nm,1,0.027914772300709777,0.1445040986741462,0.9166666666666666,1.0,1,1.437506914138794,3395,2500,false,false,1.3571897798176527
