system,arm,seed,optimizer,window_size,index,value
lorenz,propagate,3,bfgs,5,31,0.007734069266603439
lorenz,propagate,3,bfgs,5,32,0.8856870357488723
lorenz,propagate,3,bfgs,5,33,0.09229697702524965
lorenz,propagate,3,bfgs,10,1,-12.512502589657043
lorenz,propagate,3,bfgs,10,2,-20.7335027479362
lorenz,propagate,3,bfgs,10,3,20.68630257871527
lorenz,propagate,3,bfgs,10,4,0.001601286628880194
lorenz,propagate,3,bfgs,10,5,0.34451834708808604
lorenz,propagate,3,bfgs,10,6,-0.015364559309669573
lorenz,propagate,3,bfgs,10,7,8.468318935621198
lorenz,propagate,3,bfgs,10,8,0.04618359224897519
lorenz,propagate,3,bfgs,10,9,0.07009090610551477
lorenz,propagate,3,bfgs,10,10,-8.35334172898414
lorenz,propagate,3,bfgs,10,11,-0.04589382934271356
lorenz,propagate,3,bfgs,10,12,-0.19201408596354352
lorenz,propagate,3,bfgs,10,13,0.13617693421883345
lorenz,propagate,3,bfgs,10,14,0.0005642548372493185
lorenz,propagate,3,bfgs,10,15,-0.0934262707909843
lorenz,propagate,3,bfgs,10,16,0.004329474200879148
lorenz,propagate,3,bfgs,10,17,-0.005339849462275146
lorenz,propagate,3,bfgs,10,18,-0.03992424957903682
lorenz,propagate,3,bfgs,10,19,0.05853078015153345
lorenz,propagate,3,bfgs,10,20,27.326014255101317
lorenz,propagate,3,bfgs,10,21,-0.9720235829276285
lorenz,propagate,3,bfgs,10,22,-0.08418725312737534
lorenz,propagate,3,bfgs,10,23,0.003817876768700656
lorenz,propagate,3,bfgs,10,24,-7.225360502944999e-5
lorenz,propagate,3,bfgs,10,25,-2.478652123444653
lorenz,propagate,3,bfgs,10,26,-0.00916772384688747
lorenz,propagate,3,bfgs,10,27,0.009478188619078821
lorenz,propagate,3,bfgs,10,28,-0.005355355521616872
lorenz,propagate,3,bfgs,10,29,0.03168067949392395
lorenz,propagate,3,bfgs,10,30,-0.4901039760515157
lorenz,propagate,3,bfgs,10,31,0.017458329868506005
lorenz,propagate,3,bfgs,10,32,0.9080084068853386
lorenz,propagate,3,bfgs,10,33,0.090407859654848
lorenz,propagate,3,bfgs,25,1,-12.512502589657043
lorenz,propagate,3,bfgs,25,2,-20.7335027479362
lorenz,propagate,3,bfgs,25,3,20.68630257871527
lorenz,propagate,3,bfgs,25,4,0.0007362459541105188
lorenz,propagate,3,bfgs,25,5,0.0009729298976550065
lorenz,propagate,3,bfgs,25,6,0.0004028860674300632
lorenz,propagate,3,bfgs,25,7,8.066603701548553
lorenz,propagate,3,bfgs,25,8,0.05679622505205851
lorenz,propagate,3,bfgs,25,9,0.048917429208074
lorenz,propagate,3,bfgs,25,10,-7.782136458816916
lorenz,propagate,3,bfgs,25,11,-0.06170443549377026
lorenz,propagate,3,bfgs,25,12,-0.07796694154583184
lorenz,propagate,3,bfgs,25,13,0.010699734226872747
lorenz,propagate,3,bfgs,25,14,0.00023113468046508898
lorenz,propagate,3,bfgs,25,15,0.07716866887368086
lorenz,propagate,3,bfgs,25,16,-0.0021542497915691093
lorenz,propagate,3,bfgs,25,17,-0.002379372003609155
lorenz,propagate,3,bfgs,25,18,-0.03089422824726568
lorenz,propagate,3,bfgs,25,19,-0.032620484953847985
lorenz,propagate,3,bfgs,25,20,26.68427477057495
lorenz,propagate,3,bfgs,25,21,-0.9640502198319926
lorenz,propagate,3,bfgs,25,22,0.04787407035823064
lorenz,propagate,3,bfgs,25,23,-0.016753951338787168
lorenz,propagate,3,bfgs,25,24,-9.43819508211592e-5
lorenz,propagate,3,bfgs,25,25,-2.672383381033183
lorenz,propagate,3,bfgs,25,26,-0.0021519453452315935
lorenz,propagate,3,bfgs,25,27,-0.0016749808874687215
lorenz,propagate,3,bfgs,25,28,-0.009280405326721185
lorenz,propagate,3,bfgs,25,29,0.07431288788801067
lorenz,propagate,3,bfgs,25,30,-0.40256513938259875
lorenz,propagate,3,bfgs,25,31,0.020000689285151266
lorenz,propagate,3,bfgs,25,32,0.8530777116026416
lorenz,propagate,3,bfgs,25,33,0.08503451091504964
lorenz,propagate,3,bfgs,50,1,-12.512502589657043
lorenz,propagate,3,bfgs,50,2,-20.7335027479362
lorenz,propagate,3,bfgs,50,3,20.68630257871527
lorenz,propagate,3,bfgs,50,4,0.0005681465072693909
lorenz,propagate,3,bfgs,50,5,0.0006794580398030194
lorenz,propagate,3,bfgs,50,6,0.00023386114254877457
lorenz,propagate,3,bfgs,50,7,7.878942951991753
lorenz,propagate,3,bfgs,50,8,0.06632166867745957
lorenz,propagate,3,bfgs,50,9,0.032588257931064846
lorenz,propagate,3,bfgs,50,10,-7.381889022411345
lorenz,propagate,3,bfgs,50,11,-0.07609237099071214
lorenz,propagate,3,bfgs,50,12,-0.042025363913379715
lorenz,propagate,3,bfgs,50,13,-0.0036883520474087434
lorenz,propagate,3,bfgs,50,14,0.0003663059523219875
lorenz,propagate,3,bfgs,50,15,0.002772205044540028
lorenz,propagate,3,bfgs,50,16,-0.00029589893361325057
lorenz,propagate,3,bfgs,50,17,0.00035916243012036104
lorenz,propagate,3,bfgs,50,18,-0.03168371324320258
lorenz,propagate,3,bfgs,50,19,-0.005466588889999357
lorenz,propagate,3,bfgs,50,20,26.832506559383134
lorenz,propagate,3,bfgs,50,21,-0.965311094687421
lorenz,propagate,3,bfgs,50,22,0.0018861216330483784
lorenz,propagate,3,bfgs,50,23,0.0036467346152544732
lorenz,propagate,3,bfgs,50,24,-0.00024434806259659975
lorenz,propagate,3,bfgs,50,25,-2.711262159959247
lorenz,propagate,3,bfgs,50,26,0.001304386074715482
lorenz,propagate,3,bfgs,50,27,0.0011492816159901506
lorenz,propagate,3,bfgs,50,28,-0.003170355820016465
lorenz,propagate,3,bfgs,50,29,0.04373338123928253
lorenz,propagate,3,bfgs,50,30,-0.3457722538272989
lorenz,propagate,3,bfgs,50,31,0.01261663969007272
lorenz,propagate,3,bfgs,50,32,0.9383512616680664
lorenz,propagate,3,bfgs,50,33,0.02050337766151575
lorenz,propagate,3,bfgs,100,1,-12.512502589657043
lorenz,propagate,3,bfgs,100,2,-20.7335027479362
lorenz,propagate,3,bfgs,100,3,20.68630257871527
lorenz,propagate,3,bfgs,100,4,0.0003051929201079409
lorenz,propagate,3,bfgs,100,5,-0.0010581496950144555
lorenz,propagate,3,bfgs,100,6,0.00010785915977864211
lorenz,propagate,3,bfgs,100,7,7.786506156502912
lorenz,propagate,3,bfgs,100,8,0.06996932410411615
lorenz,propagate,3,bfgs,100,9,0.030388076564855884
lorenz,propagate,3,bfgs,100,10,-7.27064899184373
lorenz,propagate,3,bfgs,100,11,-0.07998604634348216
lorenz,propagate,3,bfgs,100,12,-0.03753651685886608
lorenz,propagate,3,bfgs,100,13,-0.0044077093931797215
lorenz,propagate,3,bfgs,100,14,-0.00041615094460722887
lorenz,propagate,3,bfgs,100,15,-0.005028131134695923
lorenz,propagate,3,bfgs,100,16,0.0002840866043214021
lorenz,propagate,3,bfgs,100,17,-0.0003924296340839636
lorenz,propagate,3,bfgs,100,18,-0.03176545808337111
lorenz,propagate,3,bfgs,100,19,-0.007501300034215904
lorenz,propagate,3,bfgs,100,20,26.811313807853374
lorenz,propagate,3,bfgs,100,21,-0.9646838002909215
lorenz,propagate,3,bfgs,100,22,0.011334627527628103
lorenz,propagate,3,bfgs,100,23,-0.004546767358061516
lorenz,propagate,3,bfgs,100,24,-0.0005320143253323904
lorenz,propagate,3,bfgs,100,25,-2.599098646559704
lorenz,propagate,3,bfgs,100,26,-0.003017329996879626
lorenz,propagate,3,bfgs,100,27,-0.0028823467827220057
lorenz,propagate,3,bfgs,100,28,-0.003198857459358559
lorenz,propagate,3,bfgs,100,29,0.026845224826422494
lorenz,propagate,3,bfgs,100,30,-0.22272116802082886
lorenz,propagate,3,bfgs,100,31,0.008039928457074953
lorenz,propagate,3,bfgs,100,32,0.9531779176129473
lorenz,propagate,3,bfgs,100,33,0.031053677599365666
lorenz,reset,1,bfgs,1,1,-12.512502589657043
lorenz,reset,1,bfgs,1,2,-20.7335027479362
lorenz,reset,1,bfgs,1,3,20.68630257871527
lorenz,reset,1,bfgs,1,4,1.1911958366720562e-5
lorenz,reset,1,bfgs,1,5,-0.002018746947502896
lorenz,reset,1,bfgs,1,6,-0.0004581666780611381
lorenz,reset,1,bfgs,1,7,2.5389389014267287
lorenz,reset,1,bfgs,1,8,0.22283907933239067
lorenz,reset,1,bfgs,1,9,0.042213383590170815
lorenz,reset,1,bfgs,1,10,-0.0008475279945082034
lorenz,reset,1,bfgs,1,11,-0.2843037529802201
lorenz,reset,1,bfgs,1,12,-0.022608504615684887
lorenz,reset,1,bfgs,1,13,-0.04114136404061381
lorenz,reset,1,bfgs,1,14,0.000294956890939972
lorenz,reset,1,bfgs,1,15,0.0727816738533259
lorenz,reset,1,bfgs,1,16,-0.0013484676469100196
lorenz,reset,1,bfgs,1,17,1.2877133283408062
lorenz,reset,1,bfgs,1,18,-0.06399904715461596
lorenz,reset,1,bfgs,1,19,-0.017328835874333877
lorenz,reset,1,bfgs,1,20,24.11999591816079
lorenz,reset,1,bfgs,1,21,-0.8932910663099983
lorenz,reset,1,bfgs,1,22,0.020508740535097474
lorenz,reset,1,bfgs,1,23,0.0003677637258908972
lorenz,reset,1,bfgs,1,24,-0.0004093474621836338
lorenz,reset,1,bfgs,1,25,-2.186042284793395
lorenz,reset,1,bfgs,1,26,-0.02271210334214518
lorenz,reset,1,bfgs,1,27,-0.005316574855227906
lorenz,reset,1,bfgs,1,28,-0.009383140766048183
lorenz,reset,1,bfgs,1,29,0.059883180210110964
lorenz,reset,1,bfgs,1,30,-0.002053441729164943
lorenz,reset,1,bfgs,1,31,0.007019275340697493
lorenz,reset,1,bfgs,1,32,0.8067045585531565
lorenz,reset,1,bfgs,1,33,0.1830530803589691
lorenz,reset,1,bfgs,2,1,-12.512502589657043
lorenz,reset,1,bfgs,2,2,-20.7335027479362
lorenz,reset,1,bfgs,2,3,20.68630257871527
lorenz,reset,1,bfgs,2,4,0.00031180599067645294
lorenz,reset,1,bfgs,2,5,-0.002310731258451534
lorenz,reset,1,bfgs,2,6,-0.0017508471781672139
lorenz,reset,1,bfgs,2,7,2.8635309131685625
lorenz,reset,1,bfgs,2,8,0.21307426849794875
lorenz,reset,1,bfgs,2,9,0.08541951102821303
lorenz,reset,1,bfgs,2,10,-0.28256692849456816
lorenz,reset,1,bfgs,2,11,-0.2738607471647648
lorenz,reset,1,bfgs,2,12,-0.11357059210176419
lorenz,reset,1,bfgs,2,13,0.004564641049818863
lorenz,reset,1,bfgs,2,14,0.0003210693879351516
lorenz,reset,1,bfgs,2,15,0.004046528934339106
lorenz,reset,1,bfgs,2,16,0.00016999809359274104
lorenz,reset,1,bfgs,2,17,1.1717557056945644
lorenz,reset,1,bfgs,2,18,-0.06505090832807406
lorenz,reset,1,bfgs,2,19,0.0035101825054922203
lorenz,reset,1,bfgs,2,20,25.079325047994413
lorenz,reset,1,bfgs,2,21,-0.9175258017512679
lorenz,reset,1,bfgs,2,22,-0.006702154216821014
lorenz,reset,1,bfgs,2,23,0.002730552418840591
lorenz,reset,1,bfgs,2,24,-0.00029634451899774656
lorenz,reset,1,bfgs,2,25,-2.3990767377060753
lorenz,reset,1,bfgs,2,26,-0.012969238239454768
lorenz,reset,1,bfgs,2,27,-0.005367717993309389
lorenz,reset,1,bfgs,2,28,-0.007236021797786157
lorenz,reset,1,bfgs,2,29,0.014194375267529067
lorenz,reset,1,bfgs,2,30,-0.005396039107065909
lorenz,reset,1,bfgs,2,31,0.001192187278119819
lorenz,reset,1,bfgs,2,32,0.9450150656073737
lorenz,reset,1,bfgs,2,33,0.08367427468004575
lorenz,reset,1,bfgs,5,1,-12.512502589657043
lorenz,reset,1,bfgs,5,2,-20.7335027479362
lorenz,reset,1,bfgs,5,3,20.68630257871527
lorenz,reset,1,bfgs,5,4,-0.06845770920972133
lorenz,reset,1,bfgs,5,5,0.4800307807065111
lorenz,reset,1,bfgs,5,6,-0.3795352774663273
lorenz,reset,1,bfgs,5,7,-0.6693913012720855
lorenz,reset,1,bfgs,5,8,-1.1080736512680691
lorenz,reset,1,bfgs,5,9,0.5240014884906316
lorenz,reset,1,bfgs,5,10,0.41789543955221975
lorenz,reset,1,bfgs,5,11,-0.033051604685827386
lorenz,reset,1,bfgs,5,12,0.12827738279946796
lorenz,reset,1,bfgs,5,13,-0.3166571909450264
lorenz,reset,1,bfgs,5,14,0.1945197200882861
lorenz,reset,1,bfgs,5,15,1.0524874679292604
lorenz,reset,1,bfgs,5,16,0.2598755540307145
lorenz,reset,1,bfgs,5,17,1.3520639948251714
lorenz,reset,1,bfgs,5,18,-0.8324216105341962
lorenz,reset,1,bfgs,5,19,-1.2254964979400644
lorenz,reset,1,bfgs,5,20,0.6727330075227416
lorenz,reset,1,bfgs,5,21,-0.7857985958871695
lorenz,reset,1,bfgs,5,22,0.08176728549177226
lorenz,reset,1,bfgs,5,23,-0.08803627825239656
lorenz,reset,1,bfgs,5,24,-1.0429815511099607
lorenz,reset,1,bfgs,5,25,0.4770627806875536
lorenz,reset,1,bfgs,5,26,-0.9072107931697031
lorenz,reset,1,bfgs,5,27,-0.9943523607303003
lorenz,reset,1,bfgs,5,28,1.1789457686549065
lorenz,reset,1,bfgs,5,29,-0.26077193578544067
lorenz,reset,1,bfgs,5,30,0.20128349555188463
lorenz,reset,1,bfgs,5,31,-0.7027624465726536
lorenz,reset,1,bfgs,5,32,0.3045536170546206
lorenz,reset,1,bfgs,5,33,0.1886036868495389
lorenz,reset,1,bfgs,10,1,-12.512502589657043
lorenz,reset,1,bfgs,10,2,-20.7335027479362
lorenz,reset,1,bfgs,10,3,20.68630257871527
lorenz,reset,1,bfgs,10,4,-0.06845770920972133
lorenz,reset,1,bfgs,10,5,0.4800307807065111
lorenz,reset,1,bfgs,10,6,-0.3795352774663273
lorenz,reset,1,bfgs,10,7,-0.6693913012720855
lorenz,reset,1,bfgs,10,8,-1.1080736512680691
lorenz,reset,1,bfgs,10,9,0.5240014884906316
lorenz,reset,1,bfgs,10,10,0.41789543955221975
lorenz,reset,1,bfgs,10,11,-0.033051604685827386
lorenz,reset,1,bfgs,10,12,0.12827738279946796
lorenz,reset,1,bfgs,10,13,-0.3166571909450264
lorenz,reset,1,bfgs,10,14,0.1945197200882861
lorenz,reset,1,bfgs,10,15,1.0524874679292604
lorenz,reset,1,bfgs,10,16,0.2598755540307145
lorenz,reset,1,bfgs,10,17,1.3520639948251714
lorenz,reset,1,bfgs,10,18,-0.8324216105341962
lorenz,reset,1,bfgs,10,19,-1.2254964979400644
lorenz,reset,1,bfgs,10,20,0.6727330075227416
lorenz,reset,1,bfgs,10,21,-0.7857985958871695
lorenz,reset,1,bfgs,10,22,0.08176728549177226
lorenz,reset,1,bfgs,10,23,-0.08803627825239656
lorenz,reset,1,bfgs,10,24,-1.0429815511099607
lorenz,reset,1,bfgs,10,25,0.4770627806875536
lorenz,reset,1,bfgs,10,26,-0.9072107931697031
lorenz,reset,1,bfgs,10,27,-0.9943523607303003
lorenz,reset,1,bfgs,10,28,1.1789457686549065
lorenz,reset,1,bfgs,10,29,-0.26077193578544067
lorenz,reset,1,bfgs,10,30,0.20128349555188463
lorenz,reset,1,bfgs,10,31,-0.7027624465726536
lorenz,reset,1,bfgs,10,32,0.3045536170546206
lorenz,reset,1,bfgs,10,33,0.1886036868495389
lorenz,reset,1,bfgs,25,1,-12.512502589657043
lorenz,reset,1,bfgs,25,2,-20.7335027479362
lorenz,reset,1,bfgs,25,3,20.68630257871527
lorenz,reset,1,bfgs,25,4,-0.06845770920972133
lorenz,reset,1,bfgs,25,5,0.4800307807065111
lorenz,reset,1,bfgs,25,6,-0.3795352774663273
lorenz,reset,1,bfgs,25,7,-0.6693913012720855
lorenz,reset,1,bfgs,25,8,-1.1080736512680691
lorenz,reset,1,bfgs,25,9,0.5240014884906316
lorenz,reset,1,bfgs,25,10,0.41789543955221975
lorenz,reset,1,bfgs,25,11,-0.033051604685827386
lorenz,reset,1,bfgs,25,12,0.12827738279946796
lorenz,reset,1,bfgs,25,13,-0.3166571909450264
lorenz,reset,1,bfgs,25,14,0.1945197200882861
lorenz,reset,1,bfgs,25,15,1.0524874679292604
lorenz,reset,1,bfgs,25,16,0.2598755540307145
lorenz,reset,1,bfgs,25,17,1.3520639948251714
lorenz,reset,1,bfgs,25,18,-0.8324216105341962
lorenz,reset,1,bfgs,25,19,-1.2254964979400644
lorenz,reset,1,bfgs,25,20,0.6727330075227416
lorenz,reset,1,bfgs,25,21,-0.7857985958871695
lorenz,reset,1,bfgs,25,22,0.08176728549177226
lorenz,reset,1,bfgs,25,23,-0.08803627825239656
lorenz,reset,1,bfgs,25,24,-1.0429815511099607
lorenz,reset,1,bfgs,25,25,0.4770627806875536
lorenz,reset,1,bfgs,25,26,-0.9072107931697031
lorenz,reset,1,bfgs,25,27,-0.9943523607303003
lorenz,reset,1,bfgs,25,28,1.1789457686549065
lorenz,reset,1,bfgs,25,29,-0.26077193578544067
lorenz,reset,1,bfgs,25,30,0.20128349555188463
lorenz,reset,1,bfgs,25,31,-0.7027624465726536
lorenz,reset,1,bfgs,25,32,0.3045536170546206
lorenz,reset,1,bfgs,25,33,0.1886036868495389
lorenz,reset,1,bfgs,50,1,-12.512502589657043
lorenz,reset,1,bfgs,50,2,-20.7335027479362
lorenz,reset,1,bfgs,50,3,20.68630257871527
lorenz,reset,1,bfgs,50,4,-0.06845770920972133
lorenz,reset,1,bfgs,50,5,0.4800307807065111
lorenz,reset,1,bfgs,50,6,-0.3795352774663273
lorenz,reset,1,bfgs,50,7,-0.6693913012720855
lorenz,reset,1,bfgs,50,8,-1.1080736512680691
lorenz,reset,1,bfgs,50,9,0.5240014884906316
lorenz,reset,1,bfgs,50,10,0.41789543955221975
lorenz,reset,1,bfgs,50,11,-0.033051604685827386
lorenz,reset,1,bfgs,50,12,0.12827738279946796
lorenz,reset,1,bfgs,50,13,-0.3166571909450264
lorenz,reset,1,bfgs,50,14,0.1945197200882861
lorenz,reset,1,bfgs,50,15,1.0524874679292604
lorenz,reset,1,bfgs,50,16,0.2598755540307145
lorenz,reset,1,bfgs,50,17,1.3520639948251714
lorenz,reset,1,bfgs,50,18,-0.8324216105341962
lorenz,reset,1,bfgs,50,19,-1.2254964979400644
lorenz,reset,1,bfgs,50,20,0.6727330075227416
lorenz,reset,1,bfgs,50,21,-0.7857985958871695
lorenz,reset,1,bfgs,50,22,0.08176728549177226
lorenz,reset,1,bfgs,50,23,-0.08803627825239656
lorenz,reset,1,bfgs,50,24,-1.0429815511099607
lorenz,reset,1,bfgs,50,25,0.4770627806875536
lorenz,reset,1,bfgs,50,26,-0.9072107931697031
lorenz,reset,1,bfgs,50,27,-0.9943523607303003
lorenz,reset,1,bfgs,50,28,1.1789457686549065
lorenz,reset,1,bfgs,50,29,-0.26077193578544067
lorenz,reset,1,bfgs,50,30,0.20128349555188463
lorenz,reset,1,bfgs,50,31,-0.7027624465726536
lorenz,reset,1,bfgs,50,32,0.3045536170546206
lorenz,reset,1,bfgs,50,33,0.1886036868495389
lorenz,reset,1,bfgs,100,1,-12.512502589657043
lorenz,reset,1,bfgs,100,2,-20.7335027479362
lorenz,reset,1,bfgs,100,3,20.68630257871527
lorenz,reset,1,bfgs,100,4,-0.06845770920972133
lorenz,reset,1,bfgs,100,5,0.4800307807065111
lorenz,reset,1,bfgs,100,6,-0.3795352774663273
lorenz,reset,1,bfgs,100,7,-0.6693913012720855
lorenz,reset,1,bfgs,100,8,-1.1080736512680691
lorenz,reset,1,bfgs,100,9,0.5240014884906316
lorenz,reset,1,bfgs,100,10,0.41789543955221975
lorenz,reset,1,bfgs,100,11,-0.033051604685827386
lorenz,reset,1,bfgs,100,12,0.12827738279946796
lorenz,reset,1,bfgs,100,13,-0.3166571909450264
lorenz,reset,1,bfgs,100,14,0.1945197200882861
lorenz,reset,1,bfgs,100,15,1.0524874679292604
lorenz,reset,1,bfgs,100,16,0.2598755540307145
lorenz,reset,1,bfgs,100,17,1.3520639948251714
lorenz,reset,1,bfgs,100,18,-0.8324216105341962
lorenz,reset,1,bfgs,100,19,-1.2254964979400644
lorenz,reset,1,bfgs,100,20,0.6727330075227416
lorenz,reset,1,bfgs,100,21,-0.7857985958871695
lorenz,reset,1,bfgs,100,22,0.08176728549177226
lorenz,reset,1,bfgs,100,23,-0.08803627825239656
lorenz,reset,1,bfgs,100,24,-1.0429815511099607
lorenz,reset,1,bfgs,100,25,0.4770627806875536
lorenz,reset,1,bfgs,100,26,-0.9072107931697031
lorenz,reset,1,bfgs,100,27,-0.9943523607303003
lorenz,reset,1,bfgs,100,28,1.1789457686549065
lorenz,reset,1,bfgs,100,29,-0.26077193578544067
lorenz,reset,1,bfgs,100,30,0.20128349555188463
lorenz,reset,1,bfgs,100,31,-0.7027624465726536
lorenz,reset,1,bfgs,100,32,0.3045536170546206
lorenz,reset,1,bfgs,100,33,0.1886036868495389
lorenz,reset,3,bfgs,1,1,-12.512502589657043
lorenz,reset,3,bfgs,1,2,-20.7335027479362
lorenz,reset,3,bfgs,1,3,20.68630257871527
lorenz,reset,3,bfgs,1,4,1.1911918117853967e-5
lorenz,reset,3,bfgs,1,5,-0.0020187468662869815
lorenz,reset,3,bfgs,1,6,-0.0004581666880804512
lorenz,reset,3,bfgs,1,7,2.538938899602614
lorenz,reset,3,bfgs,1,8,0.22283907934562158
lorenz,reset,3,bfgs,1,9,0.04221338375077769
lorenz,reset,3,bfgs,1,10,-0.0008475277643004123
lorenz,reset,3,bfgs,1,11,-0.28430375295500515
lorenz,reset,3,bfgs,1,12,-0.02260850490571137
lorenz,reset,3,bfgs,1,13,-0.041141363909937785
lorenz,reset,3,bfgs,1,14,0.00029495677538479925
lorenz,reset,3,bfgs,1,15,0.07278167416930126
lorenz,reset,3,bfgs,1,16,-0.0013484676511701234
lorenz,reset,3,bfgs,1,17,1.2877133379131773
lorenz,reset,3,bfgs,1,18,-0.06399904745734059
lorenz,reset,3,bfgs,1,19,-0.01732883595282207
lorenz,reset,3,bfgs,1,20,24.11999590693358
lorenz,reset,3,bfgs,1,21,-0.8932910659827693
lorenz,reset,3,bfgs,1,22,0.020508740651302152
lorenz,reset,3,bfgs,1,23,0.00036776376242292884
lorenz,reset,3,bfgs,1,24,-0.0004093475478109124
lorenz,reset,3,bfgs,1,25,-2.18604228344452
lorenz,reset,3,bfgs,1,26,-0.022712103422733224
lorenz,reset,3,bfgs,1,27,-0.005316574604782971
lorenz,reset,3,bfgs,1,28,-0.009383140792672369
lorenz,reset,3,bfgs,1,29,0.05988318029799666
lorenz,reset,3,bfgs,1,30,-0.002053441903952858
lorenz,reset,3,bfgs,1,31,0.0070192753630765594
lorenz,reset,3,bfgs,1,32,0.8067045581298631
lorenz,reset,3,bfgs,1,33,0.1830530809994259
lorenz,reset,3,bfgs,2,1,-12.512502589657043
lorenz,reset,3,bfgs,2,2,-20.7335027479362
lorenz,reset,3,bfgs,2,3,20.68630257871527
lorenz,reset,3,bfgs,2,4,0.00031180752316436767
lorenz,reset,3,bfgs,2,5,-0.002310733081307235
lorenz,reset,3,bfgs,2,6,-0.001750847099767829
lorenz,reset,3,bfgs,2,7,2.863530909504627
lorenz,reset,3,bfgs,2,8,0.21307426890952233
lorenz,reset,3,bfgs,2,9,0.08541951008063493
lorenz,reset,3,bfgs,2,10,-0.2825669311107663
lorenz,reset,3,bfgs,2,11,-0.27386074741502514
lorenz,reset,3,bfgs,2,12,-0.11357059038928678
lorenz,reset,3,bfgs,2,13,0.004564640461300119
lorenz,reset,3,bfgs,2,14,0.00032107108488006926
lorenz,reset,3,bfgs,2,15,0.004046530142913113
lorenz,reset,3,bfgs,2,16,0.00016999801206788693
lorenz,reset,3,bfgs,2,17,1.171755681368054
lorenz,reset,3,bfgs,2,18,-0.06505090760975352
lorenz,reset,3,bfgs,2,19,0.0035101831554013837
lorenz,reset,3,bfgs,2,20,25.079325078261803
lorenz,reset,3,bfgs,2,21,-0.9175258025655069
lorenz,reset,3,bfgs,2,22,-0.006702155572781154
lorenz,reset,3,bfgs,2,23,0.0027305533249398863
lorenz,reset,3,bfgs,2,24,-0.00029634491902333045
lorenz,reset,3,bfgs,2,25,-2.3990767476400214
lorenz,reset,3,bfgs,2,26,-0.012969237661290055
lorenz,reset,3,bfgs,2,27,-0.0053677173794661045
lorenz,reset,3,bfgs,2,28,-0.0072360217658119785
lorenz,reset,3,bfgs,2,29,0.014194372516485063
lorenz,reset,3,bfgs,2,30,-0.005396039081217722
lorenz,reset,3,bfgs,2,31,0.0011921871603799066
lorenz,reset,3,bfgs,2,32,0.9450150734543534
lorenz,reset,3,bfgs,2,33,0.08367426828170935
lorenz,reset,3,bfgs,5,1,-12.512502589657043
lorenz,reset,3,bfgs,5,2,-20.7335027479362
lorenz,reset,3,bfgs,5,3,20.68630257871527
lorenz,reset,3,bfgs,5,4,0.001161270206013112
lorenz,reset,3,bfgs,5,5,0.16799830599372945
lorenz,reset,3,bfgs,5,6,-0.010396994911484119
lorenz,reset,3,bfgs,5,7,7.090483050715296
lorenz,reset,3,bfgs,5,8,0.08106968553350963
lorenz,reset,3,bfgs,5,9,0.07191787491003306
lorenz,reset,3,bfgs,5,10,-6.408332085825964
lorenz,reset,3,bfgs,5,11,-0.09391028202685504
lorenz,reset,3,bfgs,5,12,-0.18034572596336276
lorenz,reset,3,bfgs,5,13,0.1199996849534286
lorenz,reset,3,bfgs,5,14,0.0002823156312037418
lorenz,reset,3,bfgs,5,15,-0.0010528365003387601
lorenz,reset,3,bfgs,5,16,0.0007120916354554164
lorenz,reset,3,bfgs,5,17,-0.0007079023500662732
lorenz,reset,3,bfgs,5,18,-0.03522680088874131
lorenz,reset,3,bfgs,5,19,0.054455872994470994
lorenz,reset,3,bfgs,5,20,26.802275093798652
lorenz,reset,3,bfgs,5,21,-0.9612587541402214
lorenz,reset,3,bfgs,5,22,-0.08797030979541695
lorenz,reset,3,bfgs,5,23,0.014166436235219505
lorenz,reset,3,bfgs,5,24,-0.0002767178111300523
lorenz,reset,3,bfgs,5,25,-2.6155097564238603
lorenz,reset,3,bfgs,5,26,-0.004833620830386528
lorenz,reset,3,bfgs,5,27,-0.0032993547351878876
lorenz,reset,3,bfgs,5,28,-0.00918482947102851
lorenz,reset,3,bfgs,5,29,0.051145121586008674
lorenz,reset,3,bfgs,5,30,-0.005000799991262241
lorenz,reset,3,bfgs,5,31,0.007734069259608824
lorenz,reset,3,bfgs,5,32,0.8856870358003279
lorenz,reset,3,bfgs,5,33,0.09229697709655112
lorenz,reset,3,bfgs,10,1,-12.512502589657043
lorenz,reset,3,bfgs,10,2,-20.7335027479362
lorenz,reset,3,bfgs,10,3,20.68630257871527
lorenz,reset,3,bfgs,10,4,-0.3022411974752937
lorenz,reset,3,bfgs,10,5,0.1835666545606023
lorenz,reset,3,bfgs,10,6,-0.125988620410892
lorenz,reset,3,bfgs,10,7,1.1420008741391328
lorenz,reset,3,bfgs,10,8,-0.8433202885606191
lorenz,reset,3,bfgs,10,9,-0.11017500060493453
lorenz,reset,3,bfgs,10,10,-0.9454176064977501
lorenz,reset,3,bfgs,10,11,-0.5672449505262511
lorenz,reset,3,bfgs,10,12,0.681715554665197
lorenz,reset,3,bfgs,10,13,0.1045438362562737
lorenz,reset,3,bfgs,10,14,0.24098944512064235
lorenz,reset,3,bfgs,10,15,0.403588235164537
lorenz,reset,3,bfgs,10,16,-0.07165646869240513
lorenz,reset,3,bfgs,10,17,-0.042852489169114716
lorenz,reset,3,bfgs,10,18,-0.25529742292048957
lorenz,reset,3,bfgs,10,19,-0.5496469684947202
lorenz,reset,3,bfgs,10,20,-0.418292094992513
