t,x,y
0.0,2.0,1.0
0.05,2.050879315787794,0.9904255212350976
0.1,2.10353400797472,0.9817046855881036
0.15,2.157987869561215,0.9738425977610551
0.2,2.2142626286417415,0.9668460476300552
0.25,2.272377543799498,0.960723615593645
0.3,2.3323489601413474,0.9554857844732559
0.35,2.394189822666516,0.9511450584477483
0.4,2.45790914352851,0.9477160894647063
0.45,2.52351141963924,0.9452158115158368
0.5,2.590995996987474,0.9436635830880971
0.55,2.660356378012829,0.9430813380007683
0.6,2.7315794684066774,0.94349374470523
0.65,2.8046447598211253,0.9449283739511494
0.7,2.8795234451789575,0.9474158745011819
0.75,2.956177463617974,0.9509901562955937
0.8,3.0345584726046173,0.9556885801161622
0.85,3.114606745451909,0.9615521523610813
0.9,3.1962499934199333,0.9686257230031635
0.95,3.2794021128146915,0.9769581841440452
1.0,3.3639618590919462,0.986602665776986
1.05,3.449811451983069,0.9976167244080104
1.1,3.536815118163553,1.0100625190360155
1.15,3.624817581061848,1.0240069676329249
1.2,3.7136425111412086,1.0395218756715772
1.25,3.8030909544664744,1.0566840264008543
1.3,3.8929397626744064,1.0755752204488251
1.35,3.9829400536736164,1.0962822499383127
1.4,4.072815739562605,1.118896789631723
1.45,4.162262166394238,1.1435151847092029
1.5,4.25094491950675,1.1702381116795082
1.55,4.338498858090782,1.1991700857161973
1.6,4.424527453281661,1.2304187845401096
1.65,4.508602515046335,1.2640941560290866
1.7,4.590264404010911,1.3003072742959272
1.75,4.669022834496186,1.3391689073874427
1.8,4.744358383524788,1.380787759465398
1.85,4.8157248263232155,1.4252683518738944
1.9,4.882552420503151,1.472708511506838
1.95,4.944252257072583,1.52319644206258
2.0,5.000221784919167,1.5768073648399832
2.05,5.049851594562624,1.6335997313867936
2.1,5.092533515003071,1.6936110311266006
2.15,5.127670032914286,1.756853243383961
2.2,5.154684985361904,1.8233080149160448
2.25,5.173035405736743,1.8929216804896143
2.3,5.182224319089364,1.9656002838205706
2.35,5.181814190636408,2.0412047970479117
2.4,5.171440634947485,2.1195467756272057
2.45,5.150825900323533,2.200384717986035
2.5,5.119791562099945,2.2834214206840935
2.55,5.078269800293468,2.368302625079982
2.6,5.026312611726487,2.454617235862004
2.65,4.964098324058695,2.5418993515731247
2.7,4.89193484598725,2.629632280695434
2.75,4.81025920698398,2.7172546248963343
2.8,4.719633108518957,2.8041683978442418
2.85,4.620734417707664,2.8897490210895356
2.9,4.514344768566699,2.9733569083126303
2.95,4.401333675578877,3.0543502281165402
3.0,4.282639786451051,3.132098336249486
3.05,4.159250083529092,3.205995302077307
3.1,4.032177967539173,3.275472929560754
3.15,3.9024412106549273,3.340012693718354
3.2,3.771040743977529,3.3991560781777626
3.25,3.6389411516678827,3.4525129014962213
3.3,3.5070535923150525,3.4997673489246557
3.35,3.3762216755579733,3.540681569135315
3.4,3.247210609354673,3.5750968384189963
3.45,3.120699721440143,3.6029324254554735
3.5,2.9972782655913033,3.624182398082287
3.55,2.877444262947448,3.6389106931751516
3.6,2.7616060089799745,3.6472448192324314
3.65,2.650085800479774,3.64936857941456
3.7,2.5431254021509972,3.6455141942483604
3.75,2.4408927736008432,3.6359541733775957
3.8,2.3434896071330376,3.620993240860309
3.85,2.2509592764333597,3.600960564797494
3.9,2.1632948578970095,3.5762024850934795
3.95,2.0804469529223923,3.5470758774231066
4.0,2.002331105345337,3.5139422403356257
4.05,1.9288346692348501,3.4771625479900723
4.1,1.8598230359240573,3.4370928743673805
4.15,1.7951451740916937,3.394080766167689
4.2,1.7346384726273198,3.3484623205824002
4.25,1.6781329033145185,3.3005599099296044
4.3,1.62545453991956,3.2506804867379424
4.35,1.5764284831942625,3.199114399162235
4.4,1.530881248790005,3.1461346465474023
4.45,1.488642678302022,3.0919965075541707
4.5,1.449547433681653,3.036937477682466
4.55,1.413436132988151,2.981177458584063
4.6,1.3801561816626873,2.924919147697438
4.65,1.3495623488026414,2.8683485830495186
4.7,1.3215171327603124,2.811635804250799
4.75,1.2958909551306728,2.754935596557398
4.8,1.2725622170696294,2.6983882902577148
4.85,1.251417247057681,2.6421205924930824
4.9,1.232350164790685,2.5862464329154724
4.95,1.215262681888886,2.530867808326353
5.0,1.2000638565823274,2.476075614655472
5.05,1.1866698164463028,2.421950457365931
5.1,1.1750034606001714,2.3685634336588337
5.15,1.1649941505128805,2.3159768817461197
5.2,1.1565773966403916,2.264245094012951
5.25,1.149694546513955,2.2134149921477637
5.3,1.144292478564489,2.1635267633222885
5.35,1.1403233048701247,2.11461445729452
5.4,1.1377440851170395,2.066706544919786
5.45,1.1365165533372728,2.019826439019205
5.5,1.1366068584039473,1.973992978897406
5.55,1.1379853188003568,1.9292208800451371
5.6,1.1406261918140261,1.8855211507264198
5.65,1.1445074570224234,1.84290147725047
5.7,1.149610613718434,1.8013665797791611
5.75,1.1559204917582964,1.7609185405325127
5.8,1.163425075191775,1.7215571062367516
5.85,1.1721153379450602,1.6832799666194171
5.9,1.1819850907637974,1.6460830106998272
5.95,1.1930308385807247,1.6099605625559066
6.0,1.2052516474445816,1.5749055981737803
6.05,1.2186490201301394,1.5409099449077615
6.1,1.2332267795400205,1.5079644649978106
6.15,1.2489909590046893,1.4760592245111015
6.2,1.2659496985853371,1.445183648995395
6.25,1.2841131464835385,1.415326667055597
6.3,1.3034933646600222,1.3864768429919025
6.35,1.3241042377614471,1.3586224995688896
6.4,1.3459613844476819,1.3317518319201715
6.45,1.3690820702019117,1.3058530135329927
6.5,1.3934851206912227,1.280914295201565
6.55,1.4191908347255056,1.2569240977870633
6.6,1.4462208958370764,1.2338710995759492
6.65,1.474598281471786,1.2117443189866648
6.7,1.5043471687442163,1.1905331933375658
6.75,1.5354928356643585,1.170227654356164
6.8,1.5680615566906029,1.1508182010811128
6.85,1.6020804914035571,1.1322959707837754
6.9,1.6375775650268134,1.1146528085154346
6.95,1.6745813394439852,1.0978813358690438
7.0,1.713120873275876,1.0819750195306526
7.05,1.7532255694872456,1.066928240185009
7.1,1.7949250088891866,1.0527363623320591
7.15,1.8382487677904873,1.0393958055657984
7.2,1.8832262179296024,1.0269041178637983
7.25,1.9298863066881402,1.0152600514342598
7.3,1.9782573154475218,1.004463641667105
7.35,2.028366593803306,0.9945162897356988
7.4,2.080240267197606,0.98542084939553
7.45,2.1339029153704523,0.9771817185245051
7.5,2.1893772188678624,0.9698049359452675
7.55,2.2466835706803185,0.9632982840615637
7.6,2.3058396499238563,0.9576713978263591
7.65,2.3668599543214244,0.95293588053686
7.7,2.429755288100333,0.9491054269180828
7.75,2.4945322017996885,0.9461959539087951
7.8,2.5611923803887473,0.9442257394974637
7.85,2.6297319760443933,0.9432155698664042
7.9,2.700140881937268,0.9431888949837736
7.95,2.772401943448479,0.9441719926283592
8.0,2.846490103402826,0.946194140632986
8.05,2.922371478184966,0.949287796878973
8.1,3.000002362031586,0.9534887862549118
8.15,3.0793281574006532,0.9588364933947938
8.2,3.160282230149622,0.9653740595178208
8.25,3.2427846893562666,0.9731485810876906
8.3,3.326741093044112,0.9822113072732437
8.35,3.4120410828922916,0.992617832303665
8.4,3.498556953287668,1.0044282777468887
8.45,3.5861421628925902,1.0177074584754862
8.5,3.6746298003377236,1.0325250245961703
8.55,3.763831019791979,1.0489555698848383
8.6,3.853533467095845,1.0670786952703744
8.65,3.9434997229491198,1.0869790136358632
8.7,4.033465796383005,1.1087460796552517
8.75,4.123139709457988,1.132474225573417
8.8,4.212200222810522,1.1582622808083511
8.85,4.300295761262096,1.1862131500782964
8.9,4.387043609060417,1.2164332215492417
8.95,4.472029455191954,1.2490315734281445
9.0,4.55480738019543,1.2841189447300378
9.05,4.63490038645167,1.3218064339366964
9.1,4.7118015832558715,1.3622038883437062
9.15,4.784976145090041,1.4054179475595963
9.2,4.853864165153852,1.4515497074668615
9.25,4.917884524883859,1.500691976652344
9.3,4.976439892185444,1.5529261065859312
9.35,5.0289229445769825,1.6083183903919838
9.4,5.074723886557088,1.6669160435554449
9.45,5.11323929160455,1.7287428037801047
9.5,5.143882247119807,1.793794216583687
9.55,5.166093714922558,1.862032707691235
9.6,5.179354941406606,1.9333825818248573
9.65,5.183200662439226,2.007725128210736
9.7,5.177232752760542,2.0848940532322766
9.75,5.161133874208254,2.1646714964145066
9.8,5.134680589757955,2.246784912791172
9.85,5.097755340902928,2.3309051176597144
9.9,5.050356644868242,2.4166457837806994
9.95,4.992606865743294,2.5035646519721393
10.0,4.924756958120203,2.5911666610849107
10.05,4.84718767801779,2.6789091221977603
10.1,4.760406903511501,2.7662089572490625
10.15,4.66504290029278,2.852451900292732
10.2,4.561833592776219,2.9370034293728327
10.25,4.451612141269933,3.019221070326701
10.3,4.335289358336526,3.0984676034417578
10.35,4.2138336999951305,3.174124622025518
10.4,4.088249719164926,3.2456058484417034
10.45,3.959555954184449,3.3123696139035745
10.5,3.8287632362779784,3.373929954210288
10.55,3.696854337009846,3.4298658603625394
10.6,3.5647657489609883,3.4798283416934908
10.65,3.433372215760753,3.523545097620489
10.7,3.3034744211403964,3.5608227386985467
10.75,3.1757900320384933,3.591546635083395
10.8,3.050948087593484,3.6156785895987236
10.85,2.929486549887152,3.6332526253763477
10.9,2.811852694161095,3.6443692402751484
10.95,2.6984059209630624,3.649188511425028
11.0,2.589422520237165,3.64792243581773
11.05,2.4851019036450763,3.6408268716258454
11.1,2.385573839580355,3.62819340586302
11.15,2.2909062672588436,3.6103414234186575
11.2,2.2011133236224163,3.587610596323636
11.25,2.1161632819993548,3.560353955345191
11.3,2.0359861682261324,3.528931652526497
11.35,1.9604808834898926,3.493705475720583
11.4,1.8895217202752437,3.4550341360341044
11.45,1.8229642066489964,3.4132693169656245
11.5,1.760650253974601,3.3687524497451857
11.55,1.7024126141398623,3.3218121623097354
11.6,1.6480786752027559,3.272762338538254
11.65,1.59747364004173,3.2219007187432784
11.7,1.550423142318262,3.1695079708821896
11.75,1.5067553590128435,3.1158471634929006
11.8,1.466302680095818,3.0611635750749864
11.85,1.4289029945264333,3.005684779772106
11.9,1.3944006485681983,2.949620955154854
11.95,1.3626471280399775,2.893165364183576
12.0,1.3335015111161612,2.8364949696998214
12.05,1.3068307330406728,2.7797711458087173
12.1,1.2825096989125773,2.7231404561131924
12.15,1.2604212757292401,2.6667354738514026
12.2,1.2404561902588962,2.6106756235278272
12.25,1.2225128551263769,2.5550680276095075
12.3,1.206497141762134,2.5000083453000066
12.35,1.192322115585921,2.445581593339288
12.4,1.1799077459540417,2.391862941251775
12.45,1.1691806009625803,2.3389184755256878
12.5,1.1600735351316036,2.286805928903711
12.55,1.1525253762573184,2.2355753723459486
12.6,1.1464806162707541,2.1852698683359177
12.65,1.1418891097445518,2.1359260850800172
12.7,1.138705782708306,2.0875748718372926
12.75,1.1368903536353219,2.040241796141817
12.8,1.136407067820788,1.9939476440728763
12.85,1.1372244458578513,1.9487088850126346
12.9,1.1393150465118562,1.9045381025277495
12.95,1.142655243975135,1.8614443931380014
13.0,1.1472250192389863,1.819433734805939
13.05,1.153007765132217,1.7785093270090464
13.1,1.159990104435261,1.73867190424997
13.15,1.168161720375858,1.699920024829149
13.2,1.1775151987385304,1.6622503366544081
13.25,1.1880458807690104,1.625657821799119
13.3,1.1997517260208939,1.5901360214487028
13.35,1.2126331842706102,1.5556772427979677
13.4,1.2266930756146548,1.5222727493817474
13.45,1.2419364778568955,1.489912936240606
13.5,1.2583706202912028,1.4585874912436458
13.55,1.276004782983655,1.4282855438128588
13.6,1.294850200657505,1.3989958022189493
13.65,1.3149199702816154,1.3707066805477361
13.7,1.336228961458083,1.3434064163695696
13.75,1.3587937286963458,1.317083180081974
13.8,1.382632424648453,1.2917251768380953
13.85,1.4077647133626847,1.2673207419205896
13.9,1.4342116825897961,1.2438584303723224
13.95,1.4619957541473056,1.221327101651596
14.0,1.4911405913119875,1.19971600004053
14.05,1.5216710021686608,1.1790148315005005
14.1,1.5536128377940694,1.1592138376381245
14.15,1.5869928840977774,1.1403038674189203
14.2,1.6218387460771837,1.1222764472433504
14.25,1.6581787231706884,1.1051238499812348
14.3,1.6960416743114013,1.0888391635452994
14.35,1.7354568711933356,1.0734163595726507
14.4,1.7764538381625579,1.0588503627739791
14.45,1.8190621770371596,1.0451371215039633
14.5,1.8633113750421364,1.0322736801023376
14.55,1.9092305939184515,1.0202582535529494
14.6,1.9568484381299722,1.0090903050073647
14.65,2.0061926999481807,0.9987706267195774
14.7,2.0572900790433684,0.9893014249383668
14.75,2.110165874053664,0.9806864093029403
14.8,2.164843643441402,0.9729308872845365
14.85,2.221344832782341,0.9660418642103045
14.9,2.2796883654701467,0.960028149394307
14.95,2.339890193660306,0.9549004688818548
15.0,2.4019628061294798,0.9506715852850518
15.05,2.4659146895946162,0.9473564251463329
15.1,2.5317497399292774,0.9449722142091845
15.15,2.599466619642709,0.9435386208966531
15.2,2.669058057962935,0.9430779081932356
15.25,2.7405100899041104,0.9436150939878407
15.3,2.813801230819427,0.945178119756966
15.35,2.8889015831669695,0.9477980272389341
15.4,2.9657718725745186,0.9515091424612241
15.45,3.0443624108131107,0.9563492661211084
15.5,3.1246119840168203,0.9623598688705263
15.55,3.206446665462879,0.969586289502868
15.6,3.2897785535041555,0.9780779333635373
15.65,3.3745044368849264,0.9878884674871707
15.7,3.4605043917380796,0.9990760079798209
15.75,3.547640317131956,1.011703293990589
15.8,3.6357544191887103,1.0258378412299891
15.85,3.724667657618393,1.0415520663684994
15.9,3.8141781730901,1.0589233717678546
15.95,3.904059719275852,1.078034177844755
16.0,3.9940601297258955,1.0989718879360952
16.05,4.083899857016959,1.1218287678350634
16.1,4.173270629875044,1.146701719227445
16.15,4.261834283178784,1.1736919231344385
16.2,4.349221825794051,1.2029043262573522
16.25,4.435032821874297,1.2344469399645415
16.3,4.518835172257146,1.2684299187666186
16.35,4.600165393410427,1.304964382770418
16.4,4.678529501353218,1.344160947148258
16.45,4.753404616200806,1.3861279215626812
16.5,4.824241408314391,1.4309691442995593
16.55,4.890467508084407,1.4787814202236595
16.6,4.951491996518099,1.5296515392858974
16.65,5.006711081240923,1.5836528639097367
16.7,5.0555150403940665,1.6408414898513268
16.75,5.09729648345349,1.7012520066096717
16.8,5.131459931782765,1.7648929104376472
16.85,5.157432661977079,1.831741755328317
16.9,5.174676681973797,1.9017401642874
16.95,5.1827016250937135,1.974788863256117
17.0,5.1810782539702105,2.050742940832088
17.05,5.16945217003947,2.129407575115559
17.1,5.147557232259189,2.210534500369507
17.15,5.115228110149748,2.293819505862906
17.2,5.0724113414536625,2.3789012621860968
17.25,5.019174244206017,2.465361751812609
17.3,4.955711056120768,2.552728537246792
17.35,4.882345747442734,2.6404790302802983
17.4,4.7995310789119,2.728046830998992
17.45,4.707843650681445,2.814830089819533
17.5,4.607974901075247,2.900201717901332
17.55,4.5007182501299186,2.9835211415133878
17.6,4.3869528214873945,3.064147176828278
17.65,4.2676243946571955,3.1414515058605668
17.7,4.143724415947219,3.2148321729620783
17.75,4.016268012332352,3.2837265022156132
17.8,3.886271996621654,3.347622862401912
17.85,3.7547338212001495,3.406070775909914
17.9,3.622612336708238,3.4586889740034414
17.95,3.4908110542527115,3.5051711323021966
18.0,3.3601644135407787,3.5452891639327393
18.05,3.231427345704439,3.578894089897005
18.1,3.10526820916337,3.6059146345202446
18.15,2.9822649873430898,3.6263537988905408
18.2,2.862904481399001,3.6402837410973095
18.25,2.7475841167675408,3.6478393366964306
18.3,2.6366159114531733,3.649210807446531
18.35,2.5302321239788492,3.6446357948704504
18.4,2.4285921040777847,3.6343912231624422
18.45,2.331789901757764,3.6187852496604327
18.5,2.2398622419532757,3.5981495466995983
18.55,2.152796534605942,3.572832101613498
18.6,2.070538656772783,3.5431906663347594
18.65,1.9930003088070545,3.5095869376391775
18.7,1.9200658069017693,3.47238150556517
18.75,1.8515982269102276,3.431929571883814
18.8,1.787444858184055,3.3885774128308666
18.85,1.727441960988429,3.3426595401853585
18.9,1.6714188473438214,3.294496501352807
18.95,1.61920132381371,3.2443932513482765
19.0,1.5706145469423263,3.192638026378314
19.05,1.5254853489458857,3.1395016490333156
19.1,1.4836440940321212,3.085237197966987
19.15,1.4449261254124972,3.0300799795364473
19.2,1.4091728605791725,2.974247744531463
19.25,1.3762325884867856,2.9179410993036763
19.3,1.3459610174964705,2.861344066916525
19.35,1.318221617756163,2.804624760086332
19.4,1.2928857964373268,2.7479361334805144
19.45,1.2698329391545067,2.6914167882598963
19.5,1.2489503461120208,2.6351918065355093
19.55,1.230133087141772,2.5793735976348575
19.6,1.2132837958619085,2.524062741746823
19.65,1.198312419709344,2.469348819666579
19.7,1.1851359395686585,2.415311220032383
19.75,1.1736780701097778,2.3620199176819656
19.8,1.1638689497224701,2.3095362186066253
19.85,1.1556448270582655,2.257913468494801
19.9,1.1489477496199316,2.207197723080208
19.95,1.1437252585360138,2.1574283794853537
20.0,1.1399300925864062,2.1086387685180874
20.05,1.1375199036706531,2.060856708471132
20.1,1.1364569852033544,2.0141050214223113
20.15,1.1367080143537496,1.9684020133624192
20.2,1.1382438085958244,1.9237619197105666
20.25,1.141039096680854,1.8801953179322508
20.3,1.1450723038687505,1.8377095090690674
20.35,1.15032535104325,1.796308870034191
20.4,1.1567834671763289,1.7559951785353263
20.45,1.1644350144889417,1.7167679124657924
20.5,1.1732713255694867,1.6786245255620245
20.55,1.1832865516511142,1.6415607010680175
20.6,1.1944775212081968,1.6055705850788098
20.65,1.2068436080060176,1.5706470011598492
20.7,1.2203866077220489,1.536781647759971
20.75,1.235110622248737,1.5039652798550798
20.8,1.2510219507838767,1.4721878761793121
20.85,1.2681289868131709,1.4414387933217918
20.9,1.2864421200887397,1.4117069078911317
20.95,1.3059736427056143,1.3829807478773406
21.0,1.3267376583744988,1.3552486142722504
21.05,1.3487499939822554,1.328498693945383
21.1,1.3720281125208884,1.302719164712518
21.15,1.3965910264505095,1.2778982934792227
21.2,1.422459210541308,1.2540245282912834
21.25,1.4496545132133476,1.2310865850783301
21.3,1.4782000653606169,1.2090735298358493
21.35,1.508120185606727,1.1879748569541781
21.4,1.539440280893565,1.1677805643707815
21.45,1.5721867412507051,1.1484812261939947
21.5,1.6063868275320843,1.130068063422299
21.55,1.642068550837033,1.1125330133628764
21.6,1.6792605422548985,1.0958687983364648
21.65,1.7179919114859392,1.080068994242168
21.7,1.7582920927956651,1.0651280995456105
21.75,1.8001906766552167,1.0510416052463836
21.8,1.8437172253066023,1.037806066375735
21.85,1.8889010703687374,1.025419175572572
21.9,1.935771090468441,1.0138798392845363
21.95,1.984355466740266,1.0031882571406578
22.0,2.0346814138909664,0.9933460050421965
22.05,2.0867748843695733,0.9843561225178793
22.1,2.1406602430239214,0.9762232048878412
22.15,2.196359909461099,0.9689535007758938
22.2,2.253893965165348,0.9625550155007434
22.25,2.313279722266039,0.9570376208615682
22.3,2.3745312506950307,0.9524131718096235
22.35,2.4376588603329163,0.9486956304624601
22.4,2.502668534624803,0.9459011978674817
22.45,2.5695613120575937,0.9440484538527939
22.5,2.6383326118439077,0.9431585052105937
22.55,2.708971500166885,0.943255142335737
22.6,2.781459893422647,0.944365004282417
22.65,2.8557716950741545,0.9465177519966171
22.7,2.931871863027043,0.9497462492211366
22.75,3.00971540488503,0.9540867502418215
22.8,3.089246299075688,0.9595790932345845
22.85,3.170396340698875,0.9662668974672676
22.9,3.253083912089136,0.9741977619907233
22.95,3.337212679556242,0.9834234626999001
23.0,3.422670219638811,0.9940001437365641
23.05,3.509326580546044,1.0059884981173601
23.1,3.597032787350281,1.0194539311801745
23.15,3.6856193030117623,1.0344666989243505
23.2,3.774894461552857,1.0511020115543044
23.25,3.8646428947368547,1.0694400905037291
23.3,3.9546239795234697,1.08956616490861
23.35,4.0445703404310045,1.1115703909132923
23.4,4.134186448767556,1.1355476743539341
23.45,4.223147369492373,1.1615973743116041
23.5,4.311097716163297,1.189822861840322
23.55,4.397650884862073,1.2203309049744857
23.6,4.482388648898137,1.2532308480819636
23.65,4.564861207061445,1.2886335509980522
23.7,4.644587788636748,1.3266500514759774
23.75,4.721057927507454,1.367389913736077
23.8,4.793733524432835,1.41095922679809
23.85,4.862051819694652,1.4574582194417738
23.9,4.9254293962518325,1.5069784647407034
23.95,4.983267324584816,1.5595996568780668
24.0,5.034957542703424,1.6153859570964284
24.05,5.079890536501746,1.6743819247767606
24.1,5.117464345162515,1.7366080741985364
24.15,5.147094862534036,1.8020561275639506
24.2,5.168227338054446,1.8706840699201004
24.25,5.180348900826091,1.9424111505393018
24.3,5.183001840381276,2.0171130161356823
24.35,5.175797281958031,2.0946172010869017
24.4,5.158428799193806,2.1746992347468503
24.45,5.130685421463653,2.257079651359162
24.5,5.092463426560393,2.3414221989617103
24.55,5.043776272629421,2.4273335350686605
24.6,4.984762026264712,2.5143646647204085
24.65,4.915687694393992,2.6020143182528543
24.7,4.836949970260186,2.689734381875234
24.75,4.749072057497714,2.7769373869760665
24.8,4.652696433937673,2.863005940478649
24.85,4.548573645039015,2.947303848139077
24.9,4.437547457068545,3.029188557311111
24.95,4.32053693026841,3.1080244382117588
25.0,4.198516169540881,3.183196345130403
