exp,arm,seed,window_size,index,value
schedule,dense,1,23,9,0.08357908791044395
schedule,dense,1,23,10,-0.006610320937165477
schedule,dense,1,23,11,0.025655476559893593
schedule,dense,1,23,12,-0.06333143818900529
schedule,dense,1,23,13,0.038903944017657226
schedule,dense,1,23,14,0.2104974935858521
schedule,dense,1,23,15,0.0519751108061429
schedule,dense,1,23,16,0.2704127989650343
schedule,dense,1,23,17,-0.16648432210683925
schedule,dense,1,23,18,-0.2450992995880129
schedule,dense,1,23,19,0.1345466015045483
schedule,dense,1,23,20,-0.1571597191774339
schedule,dense,1,23,21,0.01635345709835445
schedule,dense,1,23,22,-0.01760725565047931
schedule,dense,1,24,1,-1.8633893588791945
schedule,dense,1,24,2,0.9432517283983279
schedule,dense,1,24,3,-0.013691541841944266
schedule,dense,1,24,4,0.09600615614130223
schedule,dense,1,24,5,-0.07590705549326547
schedule,dense,1,24,6,-0.1338782602544171
schedule,dense,1,24,7,-0.22161473025361383
schedule,dense,1,24,8,0.10480029769812632
schedule,dense,1,24,9,0.08357908791044395
schedule,dense,1,24,10,-0.006610320937165477
schedule,dense,1,24,11,0.025655476559893593
schedule,dense,1,24,12,-0.06333143818900529
schedule,dense,1,24,13,0.038903944017657226
schedule,dense,1,24,14,0.2104974935858521
schedule,dense,1,24,15,0.0519751108061429
schedule,dense,1,24,16,0.2704127989650343
schedule,dense,1,24,17,-0.16648432210683925
schedule,dense,1,24,18,-0.2450992995880129
schedule,dense,1,24,19,0.1345466015045483
schedule,dense,1,24,20,-0.1571597191774339
schedule,dense,1,24,21,0.01635345709835445
schedule,dense,1,24,22,-0.01760725565047931
schedule,dense,1,25,1,-1.8633893588791945
schedule,dense,1,25,2,0.9432517283983279
schedule,dense,1,25,3,-0.013691541841944266
schedule,dense,1,25,4,0.09600615614130223
schedule,dense,1,25,5,-0.07590705549326547
schedule,dense,1,25,6,-0.1338782602544171
schedule,dense,1,25,7,-0.22161473025361383
schedule,dense,1,25,8,0.10480029769812632
schedule,dense,1,25,9,0.08357908791044395
schedule,dense,1,25,10,-0.006610320937165477
schedule,dense,1,25,11,0.025655476559893593
schedule,dense,1,25,12,-0.06333143818900529
schedule,dense,1,25,13,0.038903944017657226
schedule,dense,1,25,14,0.2104974935858521
schedule,dense,1,25,15,0.0519751108061429
schedule,dense,1,25,16,0.2704127989650343
schedule,dense,1,25,17,-0.16648432210683925
schedule,dense,1,25,18,-0.2450992995880129
schedule,dense,1,25,19,0.1345466015045483
schedule,dense,1,25,20,-0.1571597191774339
schedule,dense,1,25,21,0.01635345709835445
schedule,dense,1,25,22,-0.01760725565047931
schedule,dense,1,26,1,-1.8633893588791945
schedule,dense,1,26,2,0.9432517283983279
schedule,dense,1,26,3,-0.013691541841944266
schedule,dense,1,26,4,0.09600615614130223
schedule,dense,1,26,5,-0.07590705549326547
schedule,dense,1,26,6,-0.1338782602544171
schedule,dense,1,26,7,-0.22161473025361383
schedule,dense,1,26,8,0.10480029769812632
schedule,dense,1,26,9,0.08357908791044395
schedule,dense,1,26,10,-0.006610320937165477
schedule,dense,1,26,11,0.025655476559893593
schedule,dense,1,26,12,-0.06333143818900529
schedule,dense,1,26,13,0.038903944017657226
schedule,dense,1,26,14,0.2104974935858521
schedule,dense,1,26,15,0.0519751108061429
schedule,dense,1,26,16,0.2704127989650343
schedule,dense,1,26,17,-0.16648432210683925
schedule,dense,1,26,18,-0.2450992995880129
schedule,dense,1,26,19,0.1345466015045483
schedule,dense,1,26,20,-0.1571597191774339
schedule,dense,1,26,21,0.01635345709835445
schedule,dense,1,26,22,-0.01760725565047931
schedule,dense,1,27,1,-1.8633893588791945
schedule,dense,1,27,2,0.9432517283983279
schedule,dense,1,27,3,-0.013691541841944266
schedule,dense,1,27,4,0.09600615614130223
schedule,dense,1,27,5,-0.07590705549326547
schedule,dense,1,27,6,-0.1338782602544171
schedule,dense,1,27,7,-0.22161473025361383
schedule,dense,1,27,8,0.10480029769812632
schedule,dense,1,27,9,0.08357908791044395
schedule,dense,1,27,10,-0.006610320937165477
schedule,dense,1,27,11,0.025655476559893593
schedule,dense,1,27,12,-0.06333143818900529
schedule,dense,1,27,13,0.038903944017657226
schedule,dense,1,27,14,0.2104974935858521
schedule,dense,1,27,15,0.0519751108061429
schedule,dense,1,27,16,0.2704127989650343
schedule,dense,1,27,17,-0.16648432210683925
schedule,dense,1,27,18,-0.2450992995880129
schedule,dense,1,27,19,0.1345466015045483
schedule,dense,1,27,20,-0.1571597191774339
schedule,dense,1,27,21,0.01635345709835445
schedule,dense,1,27,22,-0.01760725565047931
schedule,dense,1,28,1,-1.8633893588791945
schedule,dense,1,28,2,0.9432517283983279
schedule,dense,1,28,3,-0.013691541841944266
schedule,dense,1,28,4,0.09600615614130223
schedule,dense,1,28,5,-0.07590705549326547
schedule,dense,1,28,6,-0.1338782602544171
schedule,dense,1,28,7,-0.22161473025361383
schedule,dense,1,28,8,0.10480029769812632
schedule,dense,1,28,9,0.08357908791044395
schedule,dense,1,28,10,-0.006610320937165477
schedule,dense,1,28,11,0.025655476559893593
schedule,dense,1,28,12,-0.06333143818900529
schedule,dense,1,28,13,0.038903944017657226
schedule,dense,1,28,14,0.2104974935858521
schedule,dense,1,28,15,0.0519751108061429
schedule,dense,1,28,16,0.2704127989650343
schedule,dense,1,28,17,-0.16648432210683925
schedule,dense,1,28,18,-0.2450992995880129
schedule,dense,1,28,19,0.1345466015045483
schedule,dense,1,28,20,-0.1571597191774339
schedule,dense,1,28,21,0.01635345709835445
schedule,dense,1,28,22,-0.01760725565047931
schedule,dense,1,29,1,-1.8633893588791945
schedule,dense,1,29,2,0.9432517283983279
