shard 5/12: 33 of 394 jobs
[5] 1/33 schedule/dense/seed6 done, 88.0 s
[5] 2/33 main/best/seed2 done, 118.0 s
[5] 3/33 main/reset/seed6 done, 120.0 s
[5] 4/33 penalty/reset_graded/seed2 done, 149.0 s
[5] 5/33 optimizer/bfgs_propagate/seed6 done, 180.0 s
[5] 6/33 optimizer/lbfgs_propagate/seed2 done, 974.0 s
[5] 7/33 optimizer/lbfgs_reset/seed6 done, 979.0 s
[5] 8/33 noise/propagate/seed6 done, 992.0 s
[5] 9/33 noise/propagate/seed6 done, 1005.0 s
[5] 10/33 noise/propagate/seed6 done, 1018.0 s
[5] 11/33 noise/propagate/seed6 done, 1031.0 s
[5] 12/33 noise/propagate/seed6 done, 1045.0 s
[5] 13/33 noise/propagate/seed6 done, 1058.0 s
[5] 14/33 sparsity/propagate/seed6 done, 1072.0 s
[5] 15/33 sparsity/propagate/seed6 done, 1085.0 s
[5] 16/33 sparsity/propagate/seed6 done, 1098.0 s
[5] 17/33 substeps/S1/seed2 done, 1100.0 s
[5] 18/33 substeps/S10/seed2 done, 1113.0 s
[5] 19/33 schedule/coarse/seed6 done, 1120.0 s
[5] 20/33 schedule/jump/seed6 done, 1124.0 s
[5] 21/33 basin/k1/seed6 done, 1126.0 s
[5] 22/33 basin/k1/seed8 done, 1128.0 s
[5] 23/33 basin/k1/seed10 done, 1129.0 s
[5] 24/33 basin/k1/seed2 done, 1131.0 s
[5] 25/33 basin/k5/seed4 done, 1133.0 s
[5] 26/33 basin/k5/seed6 done, 1135.0 s
[5] 27/33 basin/k5/seed8 done, 1135.0 s
[5] 28/33 basin/k5/seed10 done, 1137.0 s
[5] 29/33 basin/k100/seed2 done, 1139.0 s
[5] 30/33 basin/k100/seed4 done, 1141.0 s
[5] 31/33 basin/k100/seed6 done, 1145.0 s
[5] 32/33 basin/k100/seed8 done, 1148.0 s
[5] 33/33 basin/k100/seed10 done, 1150.0 s
shard 5 done in 1150.0 s
