arm,seed,window_size,t,x,y
reset,1,2,16.119999999999745,3.1067211859361765,0.7797455687411097
reset,1,2,16.139999999999745,3.1439227823968414,0.7795764546764165
reset,1,2,16.159999999999744,3.1815552768228446,0.7795824999655391
reset,1,2,16.179999999999744,3.2196184333143725,0.7797683759101781
reset,1,2,16.199999999999743,3.258111679320206,0.7801389513436254
reset,1,2,16.219999999999743,3.2970340840264973,0.7806992993024554
reset,1,2,16.239999999999743,3.3363843357105547,0.7814547038600457
reset,1,2,16.259999999999742,3.3761607180243374,0.7824106671171177
reset,1,2,16.279999999999742,3.4163610851726443,0.7835729163432139
reset,1,2,16.29999999999974,3.4569828359514934,0.7849474112616106
reset,1,2,16.31999999999974,3.4980228866129504,0.7865403514685919
reset,1,2,16.33999999999974,3.539477642523718,0.788358183976268
reset,1,2,16.35999999999974,3.5813429685861795,0.7904076108661935
reset,1,2,16.37999999999974,3.6236141583923227,0.7926955970389182
reset,1,2,16.39999999999974,3.666285902083122,0.795229378042266
reset,1,2,16.41999999999974,3.7093522528885554,0.7980164679585672
reset,1,2,16.43999999999974,3.7528065923265213,0.8010646673282609
reset,1,2,16.459999999999738,3.796641594042598,0.8043820710842007
reset,1,2,16.479999999999738,3.8408491862768277,0.8079770764676419
reset,1,2,16.499999999999737,3.8854205129486705,0.811858390893226
reset,1,2,16.519999999999737,3.930345893356945,0.816035039726298
reset,1,2,16.539999999999736,3.975614780498062,0.8205163739315775
reset,1,2,16.559999999999736,4.02121571801324,0.8253120775475252
reset,1,2,16.579999999999735,4.0671362957837065,0.8304321749357014
reset,1,2,16.599999999999735,4.113363104202291,0.8358870377489658
reset,1,2,16.619999999999735,4.159881687160275,0.8416873915565157
reset,1,2,16.639999999999734,4.206676493800124,0.8478443220574834
reset,1,2,16.659999999999734,4.253730829097697,0.85436928080809
reset,1,2,16.679999999999733,4.301026803351952,0.8612740903801933
reset,1,2,16.699999999999733,4.348545280676057,0.8685709488614346
reset,1,2,16.719999999999732,4.396265826601267,0.8762724335991094
reset,1,2,16.739999999999732,4.444166654924052,0.8843915040813375
reset,1,2,16.75999999999973,4.492224573947834,0.8929415038401065
reset,1,2,16.77999999999973,4.540414932293385,0.9019361612513285
reset,1,2,16.79999999999973,4.588711564476512,0.9113895890971828
reset,1,2,16.81999999999973,4.637086736478241,0.9213162827457814
reset,1,2,16.83999999999973,4.68551109156122,0.9317311167925937
reset,1,2,16.85999999999973,4.733953596616675,0.9426493399971938
reset,1,2,16.87999999999973,4.7823814893588805,0.9540865683377806
reset,1,2,16.89999999999973,4.830760226718749,0.9660587759946855
reset,1,2,16.919999999999728,4.879053434824792,0.9785822840627995
reset,1,2,16.939999999999728,4.927222860998236,0.9916737467816632
reset,1,2,16.959999999999727,4.97522832822939,1.0053501350610035
reset,1,2,16.979999999999727,5.023027692644276,1.0196287170689393
reset,1,2,16.999999999999726,5.070576804513832,1.0345270356401204
reset,1,2,17.019999999999726,5.117829473402399,1.0500628822519142
reset,1,2,17.039999999999726,5.164737438097327,1.0662542673086914
reset,1,2,17.059999999999725,5.211250342007017,1.0831193864675435
reset,1,2,17.079999999999725,5.257315714759937,1.1006765827337386
reset,1,2,17.099999999999724,5.302878960781644,1.1189443040512201
reset,1,2,17.119999999999724,5.347883355669786,1.1379410561128724
reset,1,2,17.139999999999723,5.392270051227729,1.157685350117544
reset,1,2,17.159999999999723,5.4359780900549355,1.1781956452063798
reset,1,2,17.179999999999723,5.478944430625424,1.1994902853203666
reset,1,2,17.199999999999722,5.52110398381355,1.221587430234638
reset,1,2,17.21999999999972,5.562389661847622,1.244504980543574
reset,1,2,17.23999999999972,5.602732440685179,1.2682604963946023
reset,1,2,17.25999999999972,5.642061436807692,1.2928711097984165
reset,1,2,17.27999999999972,5.680303999425416,1.3183534303796554
reset,1,2,17.29999999999972,5.7173858190635,1.3447234444754315
reset,1,2,17.31999999999972,5.753231053466653,1.3719964075400055
reset,1,2,17.33999999999972,5.787762471709843,1.4001867298727997
reset,1,2,17.35999999999972,5.820901617335128,1.4293078557542336
reset,1,2,17.37999999999972,5.852568991248035,1.4593721361498324
reset,1,2,17.399999999999718,5.882684254999383,1.490390695227883
reset,1,2,17.419999999999717,5.911166454948764,1.5223732910296135
reset,1,2,17.439999999999717,5.937934267652772,1.5553281707333226
reset,1,2,17.459999999999717,5.962906266643621,1.5892619210647132
reset,1,2,17.479999999999716,5.98600121056149,1.6241793145243233
reset,1,2,17.499999999999716,6.0071383523766055,1.6600831522285475
reset,1,2,17.519999999999715,6.026237769185075,1.696974104292162
reset,1,2,17.539999999999715,6.043220711786785,1.734850548816058
reset,1,2,17.559999999999715,6.058009972955901,1.7737084106822827
reset,1,2,17.579999999999714,6.070530272996904,1.8135410014973394
reset,1,2,17.599999999999714,6.080708660844877,1.8543388621615522
reset,1,2,17.619999999999713,6.088474928621765,1.89608960967435
reset,1,2,17.639999999999713,6.093762037205431,1.9387777899094212
reset,1,2,17.659999999999712,6.096506550011089,1.982384738206453
reset,1,2,17.679999999999712,6.09664907183167,2.0268884497239203
reset,1,2,17.69999999999971,6.094134689241968,2.0722634615763327
reset,1,2,17.71999999999971,6.088913408749111,2.1184807488355792
reset,1,2,17.73999999999971,6.080940588577258,2.1655076365056334
reset,1,2,17.75999999999971,6.070177359716434,2.2133077295791472
reset,1,2,17.77999999999971,6.056591031652958,2.261840863249871
reset,1,2,17.79999999999971,6.040155478040984,2.3110630752832755
reset,1,2,17.81999999999971,6.020851497479759,2.360926602436685
reset,1,2,17.83999999999971,5.9986671445372695,2.411379902667771
reset,1,2,17.859999999999708,5.973598026214941,2.4623677046753873
reset,1,2,17.879999999999708,5.945647559185559,2.5138310860794
reset,1,2,17.899999999999707,5.914827183361772,2.5657075812673713
reset,1,2,17.919999999999707,5.881156527667482,2.617931319617941
