window_size,dp_w,dp_wv,J
1,-1.35,0.25,1.023527425761379
1,-1.35,0.2625,1.0461604171730814
1,-1.35,0.275,1.0694394382548986
1,-1.35,0.2875,1.0933556081856355
1,-1.35,0.3,1.1179000709453577
1,-1.35,0.3125,1.1430639950743495
1,-1.35,0.325,1.168838573436178
1,-1.35,0.3375,1.1952150229854381
1,-1.35,0.35,1.2221845845406953
1,-1.35,0.3625,1.2497385225631954
1,-1.35,0.375,1.2778681249418693
1,-1.35,0.3875,1.3065647027852156
1,-1.35,0.4,1.3358195902205707
1,-1.35,0.4125,1.365624144201352
1,-1.35,0.425,1.3959697443227885
1,-1.35,0.4375,1.4268477926467114
1,-1.35,0.45,1.458249713535918
1,-1.35,0.4625,1.4901669534986692
1,-1.35,0.475,1.5225909810438236
1,-1.35,0.4875,1.5555132865471684
1,-1.35,0.5,1.588925382129415
1,-1.3125,-0.5,1.1686540406986967
1,-1.3125,-0.4875,1.135322010985151
1,-1.3125,-0.475,1.103209758174757
1,-1.3125,-0.4625,1.0723067100362855
1,-1.3125,-0.45,1.0426023260709276
1,-1.3125,-0.4375,1.0140860975701658
1,-1.3125,-0.425,0.9867475476694216
1,-1.3125,-0.4125,0.9605762313973191
1,-1.3125,-0.4,0.9355617357203752
1,-1.3125,-0.3875,0.911693679582938
1,-1.3125,-0.375,0.8889617139421957
1,-1.3125,-0.3625,0.8673555217980851
1,-1.3125,-0.35,0.846864818217933
1,-1.3125,-0.3375,0.8274793503556678
1,-1.3125,-0.325,0.8091888974654391
1,-1.3125,-0.3125,0.7919832709095024
1,-1.3125,-0.3,0.7758523141602113
1,-1.3125,-0.2875,0.7607859027959927
1,-1.3125,-0.275,0.7467739444911663
1,-1.3125,-0.2625,0.7338063789994939
1,-1.3125,-0.25,0.7218731781313318
1,-1.3125,-0.2375,0.7109643457243069
1,-1.3125,-0.225,0.701069917607397
1,-1.3125,-0.2125,0.69217996155835
1,-1.3125,-0.2,0.6842845772543692
1,-1.3125,-0.1875,0.6773738962159974
1,-1.3125,-0.175,0.6714380817441543
1,-1.3125,-0.1625,0.6664673288502992
1,-1.3125,-0.15,0.662451864179693
1,-1.3125,-0.1375,0.6593819459277441
1,-1.3125,-0.125,0.6572478637494528
1,-1.3125,-0.1125,0.656039938662844
1,-1.3125,-0.1,0.6557485233942923
1,-1.3125,-0.0875,0.6563642324608767
1,-1.3125,-0.075,0.6579025732078068
1,-1.3125,-0.0625,0.6603648227926311
1,-1.3125,-0.05,0.6637060868308617
1,-1.3125,-0.0375,0.6679160879338535
1,-1.3125,-0.025,0.6729853617827228
1,-1.3125,-0.0125,0.6789044759728906
1,-1.3125,0.0,0.6856640282887854
1,-1.3125,0.0125,0.6932546465389099
1,-1.3125,0.025,0.7016669883882739
1,-1.3125,0.0375,0.7108917411853838
1,-1.3125,0.05,0.7209196217839803
1,-1.3125,0.0625,0.7317413763597962
1,-1.3125,0.075,0.7433477802225619
1,-1.3125,0.0875,0.755729637623537
1,-1.3125,0.1,0.7688777815588526
1,-1.3125,0.1125,0.7827830735689499
1,-1.3125,0.125,0.7974364035344517
1,-1.3125,0.1375,0.8128286894687654
1,-1.3125,0.15,0.8289508773077735
1,-1.3125,0.1625,0.8457939406969688
1,-1.3125,0.175,0.8633488807763829
1,-1.3125,0.1875,0.8816067259637107
1,-1.3125,0.2,0.9005585317359993
1,-1.3125,0.2125,0.9201953804103122
1,-1.3125,0.225,0.9405083809237935
1,-1.3125,0.2375,0.9614886686135282
1,-1.3125,0.25,0.9831274049966673
1,-1.3125,0.2625,1.0054157775512167
1,-1.3125,0.275,1.0283449994979856
1,-1.3125,0.2875,1.0519063095841166
1,-1.3125,0.3,1.0760909718686886
1,-1.3125,0.3125,1.1008902755108452
1,-1.3125,0.325,1.1262955345609378
1,-1.3125,0.3375,1.1522980877551696
1,-1.3125,0.35,1.1788892983142143
1,-1.3125,0.3625,1.2060605537463132
1,-1.3125,0.375,1.2338032656553444
1,-1.3125,0.3875,1.262108869554352
1,-1.3125,0.4,1.290968824685034
1,-1.3125,0.4125,1.3203746138437118
1,-1.3125,0.425,1.3503177432142341
1,-1.3125,0.4375,1.380789742208353
1,-1.3125,0.45,1.4117821633140637
1,-1.3125,0.4625,1.4432865819523673
1,-1.3125,0.475,1.4752945963429935
1,-1.3125,0.4875,1.5077978273795485
1,-1.3125,0.5,1.5407879185145557
1,-1.275,-0.5,1.1356192154138847
1,-1.275,-0.4875,1.1024683411735754
1,-1.275,-0.475,1.0705245388810372
1,-1.275,-0.4625,1.0397773827931127
1,-1.275,-0.45,1.010216478018296
1,-1.275,-0.4375,0.9818314605707246
1,-1.275,-0.425,0.9546119974208257
1,-1.275,-0.4125,0.9285477865424452
1,-1.275,-0.4,0.9036285569563298
1,-1.275,-0.3875,0.8798440687697742
