window_size,dp_w,dp_wv,J
1,-0.1875,0.25,0.16116553101458495
1,-0.1875,0.2625,0.1735916548287293
1,-0.1875,0.275,0.18653673002950877
1,-0.1875,0.2875,0.19999553403327852
1,-0.1875,0.3,0.2139628591002798
1,-0.1875,0.3125,0.22843351238977572
1,-0.1875,0.325,0.24340231601506773
1,-0.1875,0.3375,0.2588641070983794
1,-0.1875,0.35,0.2748137378256196
1,-0.1875,0.3625,0.2912460755010091
1,-0.1875,0.375,0.3081560026015768
1,-0.1875,0.3875,0.3255384168315191
1,-0.1875,0.4,0.343388231176422
1,-0.1875,0.4125,0.36170037395734334
1,-0.1875,0.425,0.3804697888847538
1,-0.1875,0.4375,0.3996914351123297
1,-0.1875,0.45,0.4193602872906031
1,-0.1875,0.4625,0.4394713356204617
1,-0.1875,0.475,0.46001958590649583
1,-0.1875,0.4875,0.48100005961020115
1,-0.1875,0.5,0.50240779390301
1,-0.15,-0.5,0.5688331545987714
1,-0.15,-0.4875,0.5401425068310409
1,-0.15,-0.475,0.5122983890213912
1,-0.15,-0.4625,0.4852949619968846
1,-0.15,-0.45,0.4591263973553876
1,-0.15,-0.4375,0.4337868775197298
1,-0.15,-0.425,0.40927059579192543
1,-0.15,-0.4125,0.38557175640747754
1,-0.15,-0.4,0.36268457458973974
1,-0.15,-0.3875,0.340603276604352
1,-0.15,-0.375,0.3193220998137389
1,-0.15,-0.3625,0.2988352927316631
1,-0.15,-0.35,0.2791371150778423
1,-0.15,-0.3375,0.26022183783261926
1,-0.15,-0.325,0.2420837432916843
1,-0.15,-0.3125,0.22471712512084743
1,-0.15,-0.3,0.2081162884108583
1,-0.15,-0.2875,0.19227554973226924
1,-0.15,-0.275,0.17718923719034063
1,-0.15,-0.2625,0.16285169047998382
1,-0.15,-0.25,0.14925726094074138
1,-0.15,-0.2375,0.13640031161179886
1,-0.15,-0.225,0.12427521728702723
1,-0.15,-0.2125,0.11287636457005268
1,-0.15,-0.2,0.10219815192935086
1,-0.15,-0.1875,0.0922349897533624
1,-0.15,-0.175,0.08298130040562765
1,-0.15,-0.1625,0.07443151827993645
1,-0.15,-0.15,0.06658008985549133
1,-0.15,-0.1375,0.0594214737520808
1,-0.15,-0.125,0.05295014078526094
1,-0.15,-0.1125,0.04716057402240807
1,-0.15,-0.1,0.042047269287527965
1,-0.15,-0.0875,0.03760496540988608
1,-0.15,-0.075,0.03385327543444551
1,-0.15,-0.0625,0.030797563785739723
1,-0.15,-0.05,0.028397005099715267
1,-0.15,-0.0375,0.026645372954268227
1,-0.15,-0.025,0.02553723614213066
1,-0.15,-0.0125,0.02506717772054793
1,-0.15,0.0,0.02522979349711756
1,-0.15,0.0125,0.026019692081825575
1,-0.15,0.025,0.027431494942077906
1,-0.15,0.0375,0.029459836457707403
1,-0.15,0.05,0.0320993639759466
1,-0.15,0.0625,0.03534473786636391
1,-0.15,0.075,0.0391906315757601
1,-0.15,0.0875,0.04363173168302249
1,-0.15,0.1,0.0486627379539334
1,-0.15,0.1125,0.054278363395930306
1,-0.15,0.125,0.060473334312815055
1,-0.15,0.1375,0.06724239035940868
1,-0.15,0.15,0.07458028459614958
1,-0.15,0.1625,0.08248178354363189
1,-0.15,0.175,0.09094166723708062
1,-0.15,0.1875,0.09995472928076242
1,-0.15,0.2,0.10951577690232701
1,-0.15,0.2125,0.11961963100707856
1,-0.15,0.225,0.13026112623217223
1,-0.15,0.2375,0.14143511100073491
1,-0.15,0.25,0.15313644757590628
1,-0.15,0.2625,0.1653600121147972
1,-0.15,0.275,0.1781006947223642
1,-0.15,0.2875,0.19135339950519709
1,-0.15,0.3,0.20511304462521254
1,-0.15,0.3125,0.21937456235326083
1,-0.15,0.325,0.2341328991226316
1,-0.15,0.3375,0.24938301558246495
1,-0.15,0.35,0.2651198866510599
1,-0.15,0.3625,0.2813385015690799
1,-0.15,0.375,0.2980338639526546
1,-0.15,0.3875,0.31520099184636907
1,-0.15,0.4,0.3328349177761456
1,-0.15,0.4125,0.35093068880201167
1,-0.15,0.425,0.36948336657075154
1,-0.15,0.4375,0.38848802736843807
1,-0.15,0.45,0.4079397621728462
1,-0.15,0.4625,0.4278336767057441
1,-0.15,0.475,0.4481648914850546
1,-0.15,0.4875,0.46892854187689637
1,-0.15,0.5,0.4901197781474856
1,-0.1125,-0.5,0.5652021050238815
1,-0.1125,-0.4875,0.5366828791258358
1,-0.1125,-0.475,0.5089995161427621
1,-0.1125,-0.4625,0.48214634859770844
1,-0.1125,-0.45,0.45611771914938815
1,-0.1125,-0.4375,0.4309079806432463
1,-0.1125,-0.425,0.4065114961626112
1,-0.1125,-0.4125,0.38292263907992735
1,-0.1125,-0.4,0.36013579310806954
1,-0.1125,-0.3875,0.3381453523517334
1,-0.1125,-0.375,0.31694572135890375
1,-0.1125,-0.3625,0.29653131517239406
1,-0.1125,-0.35,0.27689655938145574
1,-0.1125,-0.3375,0.2580358901734596
1,-0.1125,-0.325,0.23994375438564036
1,-0.1125,-0.3125,0.22261460955690546
1,-0.1125,-0.3,0.20604292397970622
1,-0.1125,-0.2875,0.1902231767519668
1,-0.1125,-0.275,0.1751498578290697
1,-0.1125,-0.2625,0.16081746807589622
1,-0.1125,-0.25,0.14722051931891716
1,-0.1125,-0.2375,0.13435353439833397
1,-0.1125,-0.225,0.12221104722026489
1,-0.1125,-0.2125,0.1107876028089763
1,-0.1125,-0.2,0.10007775735915539
1,-0.1125,-0.1875,0.09007607828822192
1,-0.1125,-0.175,0.08077714428867538
1,-0.1125,-0.1625,0.07217554538047774
1,-0.1125,-0.15,0.06426588296346578
1,-0.1125,-0.1375,0.057042769869793834
1,-0.1125,-0.125,0.050500830416402825
1,-0.1125,-0.1125,0.044634700458380194
1,-0.1125,-0.1,0.03943902789109582
1,-0.1125,-0.0875,0.034908702896179006
1,-0.1125,-0.075,0.03106348914932336
1,-0.1125,-0.0625,0.027908900981546768
1,-0.1125,-0.05,0.025404262208442354
1,-0.1125,-0.0375,0.023543494858144113
1,-0.1125,-0.025,0.022321315441663887
1,-0.1125,-0.0125,0.021732454000040514
1,-0.1125,0.0,0.021771652587672913
1,-0.1125,0.0125,0.02243366532187186
1,-0.1125,0.025,0.02371325843543008
1,-0.1125,0.0375,0.025605210329189554
1,-0.1125,0.05,0.028104311624598033
1,-0.1125,0.0625,0.03120536521625155
1,-0.1125,0.075,0.03490318632442059
1,-0.1125,0.0875,0.039192602547557166
1,-0.1125,0.1,0.044068453914779676
1,-0.1125,0.1125,0.04952559293833374
1,-0.1125,0.125,0.055558884666025224
1,-0.1125,0.1375,0.06216320673362375
1,-0.1125,0.15,0.06933344941723295
1,-0.1125,0.1625,0.07706451568562613
1,-0.1125,0.175,0.08535132125254287
1,-0.1125,0.1875,0.09418879462894583
1,-0.1125,0.2,0.10357187717523361
1,-0.1125,0.2125,0.11349552315340716
1,-0.1125,0.225,0.1239546997791879
1,-0.1125,0.2375,0.13494438727408448
1,-0.1125,0.25,0.14645957891740402
1,-0.1125,0.2625,0.15849528109820848
1,-0.1125,0.275,0.17104651336721002
1,-0.1125,0.2875,0.18410830848860468
1,-0.1125,0.3,0.19767571249184146
1,-0.1125,0.3125,0.2117437847233242
1,-0.1125,0.325,0.22630759789804145
1,-0.1125,0.3375,0.24136223815112745
1,-0.1125,0.35,0.2569028050893443
1,-0.1125,0.3625,0.2729244118424873
1,-0.1125,0.375,0.2894221851147112
1,-0.1125,0.3875,0.30639126523577165
1,-0.1125,0.4,0.32382680621218296
1,-0.1125,0.4125,0.3417239757782848
1,-0.1125,0.425,0.3600779554472228
1,-0.1125,0.4375,0.37888394056183006
1,-0.1125,0.45,0.3981371403454201
1,-0.1125,0.4625,0.4178327779524759
1,-0.1125,0.475,0.43796609051924035
1,-0.1125,0.4875,0.45853232921420545
1,-0.1125,0.5,0.4795267592884935
1,-0.075,-0.5,0.5623904589416091
1,-0.075,-0.4875,0.5340459320542773
1,-0.075,-0.475,0.5065267418517908
1,-0.075,-0.4625,0.47982739410577296
1,-0.075,-0.45,0.45394240410230513
1,-0.075,-0.4375,0.42886629668983195
1,-0.075,-0.425,0.4045936063271597
1,-0.075,-0.4125,0.3811188771315395
1,-0.075,-0.4,0.35843666292684456
1,-0.075,-0.3875,0.33654152729182674
1,-0.075,-0.375,0.3154280436084592
1,-0.075,-0.3625,0.29509079511036157
1,-0.075,-0.35,0.27552437493130244
1,-0.075,-0.3375,0.25672338615378226
1,-0.075,-0.325,0.23868244185768783
1,-0.075,-0.3125,0.22139616516902413
1,-0.075,-0.3,0.20485918930871494
1,-0.075,-0.2875,0.18906615764147383
1,-0.075,-0.275,0.17401172372474255
1,-0.075,-0.2625,0.15969055135769294
1,-0.075,-0.25,0.14609731463029382
1,-0.075,-0.2375,0.13322669797243744
1,-0.075,-0.225,0.12107339620312475
1,-0.075,-0.2125,0.10963211457970669
1,-0.075,-0.2,0.09889756884718078
1,-0.075,-0.1875,0.08886448528753849
1,-0.075,-0.175,0.07952760076916313
1,-0.075,-0.1625,0.07088166279627493
1,-0.075,-0.15,0.06292142955842167
1,-0.075,-0.1375,0.0556416699800117
1,-0.075,-0.125,0.04903716376989029
1,-0.075,-0.1125,0.04310270147181954
1,-0.075,-0.1,0.0378330849637513
1,-0.075,-0.0875,0.03322335770095516
1,-0.075,-0.075,0.029293435920991023
1,-0.075,-0.0625,0.026048985802152556
1,-0.075,-0.05,0.023449482289917913
1,-0.075,-0.0375,0.021488997822131806
1,-0.075,-0.025,0.020162398596575936
1,-0.075,-0.0125,0.019464563615368788
1,-0.075,0.0,0.019390383165566627
1,-0.075,0.0125,0.019934758866001302
1,-0.075,0.025,0.02109260371715397
1,-0.075,0.0375,0.022858842151044594
1,-0.075,0.05,0.02522841008112909
1,-0.075,0.0625,0.028196254952201114
1,-0.075,0.075,0.03175733579029675
1,-0.075,0.0875,0.035906623252599114
1,-0.075,0.1,0.040639099677340744
1,-0.075,0.1125,0.045949759133700765
1,-0.075,0.125,0.05183360747169509
1,-0.075,0.1375,0.05828566237205681
1,-0.075,0.15,0.06530095339610398
1,-0.075,0.1625,0.07287452203559278
1,-0.075,0.175,0.0810014217625536
1,-0.075,0.1875,0.08967671807910661
1,-0.075,0.2,0.09889548856725622
1,-0.075,0.2125,0.10865282293865881
1,-0.075,0.225,0.11894382308436591
1,-0.075,0.2375,0.12976360312453455
1,-0.075,0.25,0.1411072894581073
1,-0.075,0.2625,0.15297002081245675
1,-0.075,0.275,0.1653469482929923
1,-0.075,0.2875,0.17823323543272787
1,-0.075,0.3,0.19162405824180662
1,-0.075,0.3125,0.20551460525698
1,-0.075,0.325,0.21990007759104202
1,-0.075,0.3375,0.23477568898220977
1,-0.075,0.35,0.2501366658434543
1,-0.075,0.3625,0.2659782473117767
1,-0.075,0.375,0.28229568529742344
1,-0.075,0.3875,0.2990842445330468
1,-0.075,0.4,0.3163392026227983
1,-0.075,0.4125,0.33405585009135813
1,-0.075,0.425,0.35222949043290247
1,-0.075,0.4375,0.37085544015999
1,-0.075,0.45,0.38992902885238895
1,-0.075,0.4625,0.4094455992058178
1,-0.075,0.475,0.4294005070806181
1,-0.075,0.4875,0.44978912155034
1,-0.075,0.5,0.47060682495025136
1,-0.0375,-0.5,0.5603714474225165
1,-0.0375,-0.4875,0.5322046946110757
1,-0.0375,-0.475,0.5048528969355655
1,-0.0375,-0.4625,0.47831073499031007
1,-0.0375,-0.45,0.4525728982775598
1,-0.0375,-0.4375,0.427634085252187
1,-0.0375,-0.425,0.4034890033664864
1,-0.0375,-0.4125,0.38013236911505865
1,-0.0375,-0.4,0.3575589080797939
1,-0.0375,-0.3875,0.33576335497493576
1,-0.0375,-0.375,0.3147404536922426
1,-0.0375,-0.3625,0.2944849573462286
1,-0.0375,-0.35,0.2749916283194919
1,-0.0375,-0.3375,0.25625523830812735
1,-0.0375,-0.325,0.23827056836721555
1,-0.0375,-0.3125,0.2210324089563974
1,-0.0375,-0.3,0.2045355599855222
1,-0.0375,-0.2875,0.1887748308603727
1,-0.0375,-0.275,0.17374504052846518
1,-0.0375,-0.2625,0.15944101752492051
1,-0.0375,-0.25,0.14585760001840675
1,-0.0375,-0.2375,0.13298963585715012
1,-0.0375,-0.225,0.12083198261501191
1,-0.0375,-0.2125,0.10937950763763143
1,-0.0375,-0.2,0.09862708808863191
1,-0.0375,-0.1875,0.08856961099588584
1,-0.0375,-0.175,0.0792019732978419
1,-0.0375,-0.1625,0.07051908188990705
1,-0.0375,-0.15,0.06251585367088498
1,-0.0375,-0.1375,0.05518721558946733
1,-0.0375,-0.125,0.048528104690778257
1,-0.0375,-0.1125,0.04253346816383442
1,-0.0375,-0.1,0.03719826383780767
1,-0.0375,-0.0875,0.03251769042215586
1,-0.0375,-0.075,0.028511818708608888
1,-0.0375,-0.0625,0.025186468726638236
1,-0.0375,-0.05,0.022501268566945874
1,-0.0375,-0.0375,0.020450443103697258
1,-0.0375,-0.025,0.01902901025915564
1,-0.0375,-0.0125,0.018232000045158736
1,-0.0375,0.0,0.018054453040810332
1,-0.0375,0.0125,0.018491420436422233
1,-0.0375,0.025,0.019537964080506336
1,-0.0375,0.0375,0.021189156526796715
1,-0.0375,0.05,0.023440081081293827
1,-0.0375,0.0625,0.02628583184932841
1,-0.0375,0.075,0.029721513782643254
1,-0.0375,0.0875,0.03374224272649018
1,-0.0375,0.1,0.03834314546674055
1,-0.0375,0.1125,0.0435193597770064
1,-0.0375,0.125,0.0492660344657709
1,-0.0375,0.1375,0.05557832942352474
1,-0.0375,0.15,0.06245141566990757
1,-0.0375,0.1625,0.06988047540085061
1,-0.0375,0.175,0.07786070203571994
1,-0.0375,0.1875,0.08638730026445643
1,-0.0375,0.2,0.0954554860947115
1,-0.0375,0.2125,0.10506048689897603
1,-0.0375,0.225,0.11519754146169899
1,-0.0375,0.2375,0.12586190002639525
1,-0.0375,0.25,0.1370488243427389
1,-0.0375,0.2625,0.148753587713641
1,-0.0375,0.275,0.16097147504230822
1,-0.0375,0.2875,0.17369778287927973
1,-0.0375,0.3,0.18692781946944367
1,-0.0375,0.3125,0.20065690479902384
1,-0.0375,0.325,0.21488037064254256
1,-0.0375,0.3375,0.22959356060975106
1,-0.0375,0.35,0.24479183019252682
1,-0.0375,0.3625,0.2604705468117385
1,-0.0375,0.375,0.27662508986407053
1,-0.0375,0.3875,0.29325085076881124
1,-0.0375,0.4,0.31034323301459477
1,-0.0375,0.4125,0.3278976522061035
1,-0.0375,0.425,0.3459095361107208
1,-0.0375,0.4375,0.3643743247051347
1,-0.0375,0.45,0.38328747022189175
1,-0.0375,0.4625,0.4026444371958958
1,-0.0375,0.475,0.4224407025108513
1,-0.0375,0.4875,0.44267175544564796
1,-0.0375,0.5,0.4633330977206853
1,0.0,-0.5,0.5591188828215181
1,0.0,-0.4875,0.5311327454059315
1,0.0,-0.475,0.503951329496825
1,0.0,-0.4625,0.4775694921013713
1,0.0,-0.45,0.4519820985435548
1,0.0,-0.4375,0.42718402250565457
1,0.0,-0.425,0.40317014606981755
1,0.0,-0.4125,0.37993535975972886
1,0.0,-0.4,0.3574745625823711
1,0.0,-0.3875,0.33578266206987656
1,0.0,-0.375,0.3148545743214701
1,0.0,-0.3625,0.29468522404549624
1,0.0,-0.35,0.27526954460153846
1,0.0,-0.3375,0.2566024780426181
1,0.0,-0.325,0.2386789751574809
1,0.0,-0.3125,0.22149399551296525
1,0.0,-0.3,0.20504250749645023
1,0.0,-0.2875,0.1893194883583832
1,0.0,-0.275,0.17431992425488665
1,0.0,-0.2625,0.16003881029043984
1,0.0,-0.25,0.14647115056063517
1,0.0,-0.2375,0.13361195819500932
1,0.0,-0.225,0.12145625539994404
1,0.0,-0.2125,0.1099990735016382
1,0.0,-0.2,0.09923545298914763
1,0.0,-0.1875,0.08916044355749207
1,0.0,-0.175,0.0797691041508271
1,0.0,-0.1625,0.07105650300567931
1,0.0,-0.15,0.06301771769424329
1,0.0,-0.1375,0.05564783516773918
1,0.0,-0.125,0.048941951799829346
1,0.0,-0.1125,0.04289517343095906
1,0.0,-0.1,0.03750261586150685
1,0.0,-0.0875,0.032759635088811086
1,0.0,-0.075,0.028686458506059893
1,0.0,-0.0625,0.025289062054673316
1,0.0,-0.05,0.022527229044713225
1,0.0,-0.0375,0.020395338874046643
1,0.0,-0.025,0.018888563289919533
1,0.0,-0.0125,0.018002085427382665
1,0.0,0.0,0.01773109828394226
1,0.0,0.0125,0.01807080476047099
1,0.0,0.025,0.019016417705179714
1,0.0,0.0375,0.02056315995762973
1,0.0,0.05,0.022706264392778258
1,0.0,0.0625,0.02544097396505479
1,0.0,0.075,0.028762541752466717
1,0.0,0.0875,0.032666231000732134
1,0.0,0.1,0.03714731516743788
1,0.0,0.1125,0.04220107796622102
1,0.0,0.125,0.04782281341097139
1,0.0,0.1375,0.054007825860053996
1,0.0,0.15,0.06075143006054806
1,0.0,0.1625,0.06804895119250232
1,0.0,0.175,0.07589572491320284
1,0.0,0.1875,0.08428709740145258
1,0.0,0.2,0.09321842540186046
1,0.0,0.2125,0.10268507626913706
1,0.0,0.225,0.11268242801239635
1,0.0,0.2375,0.12320586933945936
1,0.0,0.25,0.13425079970116072
1,0.0,0.2625,0.14581262933565198
1,0.0,0.275,0.15788677931270392
1,0.0,0.2875,0.1704686815780021
1,0.0,0.3,0.1835537789974361
1,0.0,0.3125,0.19713752540137894
1,0.0,0.325,0.2112153856289546
1,0.0,0.3375,0.2257828355722933
1,0.0,0.35,0.24083536222076854
1,0.0,0.3625,0.25636846370521954
1,0.0,0.375,0.2723776493421497
1,0.0,0.3875,0.28885843967790664
1,0.0,0.4,0.30580636653283483
1,0.0,0.4125,0.32321697304540326
1,0.0,0.425,0.34108581371630536
1,0.0,0.4375,0.35940845445252356
1,0.0,0.45,0.3781804726113678
1,0.0,0.4625,0.39739745704447194
1,0.0,0.475,0.4170550081417572
1,0.0,0.4875,0.4371487378753538
1,0.0,0.5,0.45767426984348236
1,0.0375,-0.5,0.5586072890377669
1,0.0375,-0.4875,0.5308043485241538
1,0.0375,-0.475,0.503796046458653
1,0.0375,-0.4625,0.47757741786021685
1,0.0375,-0.45,0.45214350548967563
1,0.0375,-0.4375,0.4274893598880057
1,0.0375,-0.425,0.40361003941469537
1,0.0375,-0.4125,0.38050061028619936
1,0.0375,-0.4,0.3581561466144891
1,0.0375,-0.3875,0.33657173044568445
1,0.0375,-0.375,0.3157424517987832
1,0.0375,-0.3625,0.2956634087044723
1,0.0375,-0.35,0.2763297072440269
1,0.0375,-0.3375,0.25773646158829333
1,0.0375,-0.325,0.23987879403675835
1,0.0375,-0.3125,0.222751835056699
1,0.0375,-0.3,0.20635072332241505
1,0.0375,-0.2875,0.1906706057545391
1,0.0375,-0.275,0.17570663755942953
1,0.0375,-0.2625,0.16145398226863708
1,0.0375,-0.25,0.14790781177845033
1,0.0375,-0.2375,0.13506330638951472
1,0.0375,-0.225,0.12291565484652578
1,0.0375,-0.2125,0.11146005437799363
1,0.0375,-0.2,0.10069171073608031
1,0.0375,-0.1875,0.0906058382365046
1,0.0375,-0.175,0.08119765979851593
1,0.0375,-0.1625,0.07246240698493488
1,0.0375,-0.15,0.06439532004225904
1,0.0375,-0.1375,0.0569916479408324
1,0.0375,-0.125,0.050246648415079226
1,0.0375,-0.1125,0.044155588004664854
1,0.0375,-0.1,0.03871374254447216
1,0.0375,-0.0875,0.03391662739845778
1,0.0375,-0.075,0.02978462865537767
1,0.0375,-0.0625,0.02632388027800968
1,0.0375,-0.05,0.023494322920409903
1,0.0375,-0.0375,0.021290492643928186
1,0.0375,-0.025,0.01970771717564013
1,0.0375,-0.0125,0.018741334943637694
1,0.0375,0.0,0.018386693548551117
1,0.0375,0.0125,0.018639149801338482
1,0.0375,0.025,0.01949406976414265
1,0.0375,0.0375,0.020946828791196692
1,0.0375,0.05,0.02299281156976992
1,0.0375,0.0625,0.02562741216115294
1,0.0375,0.075,0.028846034041680124
1,0.0375,0.0875,0.03264409014378785
1,0.0375,0.1,0.03701700289710678
1,0.0375,0.1125,0.04196020426958631
1,0.0375,0.125,0.04746913580864994
1,0.0375,0.1375,0.05353924868237911
1,0.0375,0.15,0.06016600372072472
1,0.0375,0.1625,0.06734487145674366
1,0.0375,0.175,0.07507133216785937
1,0.0375,0.1875,0.08334087591714376
1,0.0375,0.2,0.09214900259461971
1,0.0375,0.2125,0.10149122195858191
1,0.0375,0.225,0.11136305367693407
1,0.0375,0.2375,0.12176002736854025
1,0.0375,0.25,0.13267768264459065
1,0.0375,0.2625,0.14411156914997666
1,0.0375,0.275,0.15605724660467635
1,0.0375,0.2875,0.1685102848451467
1,0.0375,0.3,0.18146626386572182
1,0.0375,0.3125,0.19492077386001408
1,0.0375,0.325,0.20886941526231775
1,0.0375,0.3375,0.22330779878901222
1,0.0375,0.35,0.23823154547996273
1,0.0375,0.3625,0.2536362867399175
1,0.0375,0.375,0.26951766437990016
1,0.0375,0.3875,0.28587133065859127
1,0.0375,0.4,0.30269294832370347
1,0.0375,0.4125,0.31997819065334365
1,0.0375,0.425,0.33772274149735976
1,0.0375,0.4375,0.35592229531867653
1,0.0375,0.45,0.37457255723460686
1,0.0375,0.4625,0.39366924305815154
1,0.0375,0.475,0.4132080793392712
1,0.0375,0.4875,0.4331848034061375
1,0.0375,0.5,0.45359516340635875
1,0.075,-0.5,0.5588120038485497
1,0.075,-0.4875,0.5311945607733327
1,0.075,-0.475,0.5043618257883107
1,0.075,-0.4625,0.47830901352338795
1,0.075,-0.45,0.45303134579232207
1,0.075,-0.4375,0.428524051627819
1,0.075,-0.425,0.4047823673167215
1,0.075,-0.4125,0.381801536435286
1,0.075,-0.4,0.3595768098845469
1,0.075,-0.3875,0.3381034459257641
1,0.075,-0.375,0.317376710215963
1,0.075,-0.3625,0.29739187584355253
1,0.075,-0.35,0.27814422336403016
1,0.075,-0.3375,0.2596290408357694
1,0.075,-0.325,0.24184162385588798
1,0.075,-0.3125,0.22477727559619745
1,0.075,-0.3,0.20843130683923297
1,0.075,-0.2875,0.1927990360143608
1,0.075,-0.275,0.1778757892339627
1,0.075,-0.2625,0.16365690032969946
1,0.075,-0.25,0.15013771088884664
1,0.075,-0.2375,0.13731357029070737
1,0.075,-0.225,0.12517983574309655
1,0.075,-0.2125,0.11373187231889786
1,0.075,-0.2,0.10296505299269196
1,0.075,-0.1875,0.09287475867745384
1,0.075,-0.175,0.08345637826131969
1,0.075,-0.1625,0.0747053086444204
1,0.075,-0.15,0.06661695477578203
1,0.075,-0.1375,0.05918672969029087
1,0.075,-0.125,0.052410054545724526
1,0.075,-0.1125,0.04628235866071173
1,0.075,-0.1,0.040799080001509495
1,0.075,-0.0875,0.03595589541266241
1,0.075,-0.075,0.03177335180953385
1,0.075,-0.0625,0.028257743324336573
1,0.075,-0.05,0.025369170120200155
1,0.075,-0.0375,0.023102327104000873
1,0.075,-0.025,0.02145270018161119
1,0.075,-0.0125,0.020415785290011722
1,0.075,0.0,0.01998708686563845
1,0.075,0.0125,0.020162117879001358
1,0.075,0.025,0.020936399872375243
1,0.075,0.0375,0.022305462997543414
1,0.075,0.05,0.02426484605358694
1,0.075,0.0625,0.02681009652471792
1,0.075,0.075,0.02993677061815586
1,0.075,0.0875,0.03364043330204489
1,0.075,0.1,0.037916658343411576
1,0.075,0.1125,0.0427610283461602
1,0.075,0.125,0.048169134789106165
1,0.075,0.1375,0.05413657806404393
1,0.075,0.15,0.0606589675138495
1,0.075,0.1625,0.06773192147061552
1,0.075,0.175,0.07535106729381666
1,0.075,0.1875,0.08351204140850578
1,0.075,0.2,0.09221048934353653
1,0.075,0.2125,0.10144206576981388
1,0.075,0.225,0.11120243453856828
1,0.075,0.2375,0.12148726871965385
1,0.075,0.25,0.13229225063986802
1,0.075,0.2625,0.1436130719212918
1,0.075,0.275,0.15544543351964726
1,0.075,0.2875,0.16778504576267406
1,0.075,0.3,0.1806276283885195
1,0.075,0.3125,0.19396891058414292
1,0.075,0.325,0.20780463102373248
1,0.075,0.3375,0.22213053790713191
1,0.075,0.35,0.2369423889982745
1,0.075,0.3625,0.25223595166363016
1,0.075,0.375,0.2680070029106489
1,0.075,0.3875,0.28425132942621373
1,0.075,0.4,0.3009647276150979
1,0.075,0.4125,0.3181430036384143
1,0.075,0.425,0.3357819734520714
1,0.075,0.4375,0.35387746284522187
1,0.075,0.45,0.3724253074787078
1,0.075,0.4625,0.3914213529234983
1,0.075,0.475,0.41086145469911994
1,0.075,0.4875,0.4307414783120771
1,0.075,0.5,0.4510572992942587
1,0.1125,-0.5,0.5597092604658255
1,0.1125,-0.4875,0.5322793173991247
1,0.1125,-0.475,0.5056243064499335
1,0.1125,-0.4625,0.4797396234490947
1,0.1125,-0.45,0.4546206708708996
1,0.1125,-0.4375,0.4302628578650707
1,0.1125,-0.425,0.4066616002888335
1,0.1125,-0.4125,0.3838123207390714
1,0.1125,-0.4,0.3617104485845593
1,0.1125,-0.3875,0.34035141999828195
1,0.1125,-0.375,0.3197306779898367
1,0.1125,-0.3625,0.29984367243790816
1,0.1125,-0.35,0.2806858601228299
1,0.1125,-0.3375,0.2622527047592227
1,0.1125,-0.325,0.24453967702870777
1,0.1125,-0.3125,0.22754225461270153
1,0.1125,-0.3,0.21125592222528425
1,0.1125,-0.2875,0.19567617164614395
1,0.1125,-0.275,0.18079850175359516
1,0.1125,-0.2625,0.16661841855767207
1,0.1125,-0.25,0.15313143523329292
1,0.1125,-0.2375,0.1403330721534984
1,0.1125,-0.225,0.12821885692275845
1,0.1125,-0.2125,0.1167843244103511
1,0.1125,-0.2,0.10602501678380964
1,0.1125,-0.1875,0.09593648354243789
1,0.1125,-0.175,0.08651428155089262
1,0.1125,-0.1625,0.07775397507283281
1,0.1125,-0.15,0.06965113580463324
1,0.1125,-0.1375,0.0622013429091632
1,0.1125,-0.125,0.0554001830496294
1,0.1125,-0.1125,0.049243250424348066
1,0.1125,-0.1,0.04372614725033353
1,0.1125,-0.0875,0.03884471399076978
1,0.1125,-0.075,0.034619660544353024
1,0.1125,-0.0625,0.03105744338813509
1,0.1125,-0.05,0.028118324388403747
1,0.1125,-0.0375,0.02579715951032654
1,0.1125,-0.025,0.024089595070015166
1,0.1125,-0.0125,0.02299128676345396
1,0.1125,0.0,0.022497898131664647
1,0.1125,0.0125,0.022605100592144853
1,0.1125,0.025,0.023308573473380327
1,0.1125,0.0375,0.024604004049412473
1,0.1125,0.05,0.026487087574453803
1,0.1125,0.0625,0.028953527317550083
1,0.1125,0.075,0.03199903459728844
1,0.1125,0.0875,0.035619328816549486
1,0.1125,0.1,0.03981013749730327
1,0.1125,0.1125,0.044567196315446665
1,0.1125,0.125,0.0498862491356818
1,0.1125,0.1375,0.055763048046434345
1,0.1125,0.15,0.062193353394809414
1,0.1125,0.1625,0.06917293382158526
1,0.1125,0.175,0.07669756629624208
1,0.1125,0.1875,0.0847630361520257
1,0.1125,0.2,0.09336513712104454
1,0.1125,0.2125,0.1024996713693979
1,0.1125,0.225,0.1121624495323356
1,0.1125,0.2375,0.12234929074944578
1,0.1125,0.25,0.13305602269987188
1,0.1125,0.2625,0.1442784816375552
1,0.1125,0.275,0.156012512426503
1,0.1125,0.2875,0.16825396857608046
1,0.1125,0.3,0.180998712276325
1,0.1125,0.3125,0.1942426144332814
1,0.1125,0.325,0.2079815547043576
1,0.1125,0.3375,0.22221142153369694
1,0.1125,0.35,0.23692811218756882
1,0.1125,0.3625,0.2521275327897743
1,0.1125,0.375,0.26780559835706563
1,0.1125,0.3875,0.2839582328345775
1,0.1125,0.4,0.3005813691312713
1,0.1125,0.4125,0.31767094915538674
1,0.1125,0.425,0.335222923849902
1,0.1125,0.4375,0.35323325322800303
1,0.1125,0.45,0.37169790640855427
1,0.1125,0.4625,0.3906128616515755
